Date,EU-DIV30
2010-10-07 00:00:00+00:00,0.00589449
2010-10-08 00:00:00+00:00,-0.00618557
2010-10-11 00:00:00+00:00,0.00059067
2010-10-12 00:00:00+00:00,-0.00944789
2010-10-13 00:00:00+00:00,0.03113879
2010-10-14 00:00:00+00:00,-0.00262697
2010-10-15 00:00:00+00:00,0.00000000
2010-10-18 00:00:00+00:00,0.00818713
2010-10-19 00:00:00+00:00,-0.00233304
2010-10-20 00:00:00+00:00,0.01109165
2010-10-21 00:00:00+00:00,0.02060958
2010-10-22 00:00:00+00:00,-0.00344630
2010-10-25 00:00:00+00:00,0.00345224
2010-10-26 00:00:00+00:00,-0.00689853
2010-10-27 00:00:00+00:00,-0.00979263
2010-10-28 00:00:00+00:00,0.01447178
2010-10-29 00:00:00+00:00,0.00057471
2010-11-01 00:00:00+00:00,-0.00632002
2010-11-02 00:00:00+00:00,0.01729107
2010-11-03 00:00:00+00:00,-0.01343241
2010-11-04 00:00:00+00:00,0.02705815
2010-11-05 00:00:00+00:00,-0.00994036
2010-11-08 00:00:00+00:00,-0.00599144
2010-11-09 00:00:00+00:00,0.01946751
2010-11-10 00:00:00+00:00,-0.02268217
2010-11-11 00:00:00+00:00,-0.01577287
2010-11-12 00:00:00+00:00,0.00173410
2010-11-15 00:00:00+00:00,0.01876443
2010-11-16 00:00:00+00:00,-0.03577562
2010-11-17 00:00:00+00:00,0.00757355
2010-11-18 00:00:00+00:00,0.02814858
2010-11-19 00:00:00+00:00,-0.00686892
2010-11-22 00:00:00+00:00,-0.01435956
2010-11-23 00:00:00+00:00,-0.03818340
2010-11-24 00:00:00+00:00,0.01238573
2010-11-25 00:00:00+00:00,0.00820633
2010-11-26 00:00:00+00:00,-0.01109165
2010-11-29 00:00:00+00:00,-0.03639566
2010-11-30 00:00:00+00:00,-0.01614350
2010-12-01 00:00:00+00:00,0.04339964
2010-12-02 00:00:00+00:00,0.03687316
2010-12-03 00:00:00+00:00,0.00000000
2010-12-06 00:00:00+00:00,-0.00701848
2010-12-07 00:00:00+00:00,0.01859924
2010-12-08 00:00:00+00:00,0.00921394
2010-12-09 00:00:00+00:00,0.01146460
2010-12-10 00:00:00+00:00,-0.00797494
2010-12-13 00:00:00+00:00,0.00114384
2010-12-14 00:00:00+00:00,0.00342759
2010-12-15 00:00:00+00:00,-0.00798403
2010-12-16 00:00:00+00:00,0.00229029
2010-12-17 00:00:00+00:00,-0.01601373
2010-12-20 00:00:00+00:00,0.01325266
2010-12-21 00:00:00+00:00,0.01659514
2010-12-22 00:00:00+00:00,-0.00085131
2010-12-23 00:00:00+00:00,0.00000000
2010-12-27 00:00:00+00:00,-0.01873403
2010-12-28 00:00:00+00:00,0.00057307
2010-12-29 00:00:00+00:00,0.00744772
2010-12-30 00:00:00+00:00,-0.02111872
2011-01-03 00:00:00+00:00,0.02192097
2011-01-04 00:00:00+00:00,0.00171184
2011-01-05 00:00:00+00:00,-0.01368301
2011-01-06 00:00:00+00:00,0.00516648
2011-01-07 00:00:00+00:00,-0.01087890
2011-01-10 00:00:00+00:00,-0.03051238
2011-01-11 00:00:00+00:00,0.01286174
2011-01-12 00:00:00+00:00,0.04066221
2011-01-13 00:00:00+00:00,0.01337888
2011-01-14 00:00:00+00:00,0.00678541
2011-01-17 00:00:00+00:00,-0.01042547
2011-01-18 00:00:00+00:00,0.02181303
2011-01-19 00:00:00+00:00,-0.01149103
2011-01-20 00:00:00+00:00,0.00169109
2011-01-21 00:00:00+00:00,0.03125880
2011-01-24 00:00:00+00:00,0.00221852
2011-01-25 00:00:00+00:00,-0.01689283
2011-01-26 00:00:00+00:00,0.00642458
2011-01-27 00:00:00+00:00,0.01224944
2011-01-28 00:00:00+00:00,-0.01189817
2011-01-31 00:00:00+00:00,0.00834957
2011-02-01 00:00:00+00:00,0.02272727
2011-02-02 00:00:00+00:00,-0.00548095
2011-02-03 00:00:00+00:00,-0.01758725
2011-02-04 00:00:00+00:00,0.01164403
2011-02-07 00:00:00+00:00,0.01378170
2011-02-08 00:00:00+00:00,0.00547495
2011-02-09 00:00:00+00:00,-0.00163711
2011-02-10 00:00:00+00:00,-0.00273075
2011-02-11 00:00:00+00:00,0.01039103
2011-02-14 00:00:00+00:00,-0.00843308
2011-02-15 00:00:00+00:00,-0.00355094
2011-02-16 00:00:00+00:00,0.01860974
2011-02-17 00:00:00+00:00,-0.00352495
2011-02-18 00:00:00+00:00,0.01195003
2011-02-21 00:00:00+00:00,-0.03617711
2011-02-22 00:00:00+00:00,-0.01154798
2011-02-23 00:00:00+00:00,-0.01548673
2011-02-24 00:00:00+00:00,-0.01505017
2011-02-25 00:00:00+00:00,0.01853412
2011-02-28 00:00:00+00:00,0.01335559
2011-03-01 00:00:00+00:00,-0.00995025
2011-03-02 00:00:00+00:00,-0.01111111
2011-03-03 00:00:00+00:00,-0.00307263
2011-03-04 00:00:00+00:00,-0.00979295
2011-03-07 00:00:00+00:00,0.00021314
2011-03-08 00:00:00+00:00,0.00534158
2011-03-09 00:00:00+00:00,0.00000000
2011-03-10 00:00:00+00:00,-0.01569947
2011-03-11 00:00:00+00:00,-0.01864934
2011-03-14 00:00:00+00:00,-0.04620650
2011-03-15 00:00:00+00:00,-0.02153110
2011-03-16 00:00:00+00:00,-0.01497555
2011-03-17 00:00:00+00:00,0.01706485
2011-03-18 00:00:00+00:00,0.00030506
2011-03-21 00:00:00+00:00,0.02195791
2011-03-22 00:00:00+00:00,0.00179051
2011-03-23 00:00:00+00:00,0.00297885
2011-03-24 00:00:00+00:00,0.01069201
2011-03-25 00:00:00+00:00,0.00146929
2011-03-28 00:00:00+00:00,0.00117371
2011-03-29 00:00:00+00:00,0.00029308
2011-03-30 00:00:00+00:00,0.00820393
2011-03-31 00:00:00+00:00,-0.00203429
2011-04-01 00:00:00+00:00,0.00990099
2011-04-04 00:00:00+00:00,0.00115340
2011-04-05 00:00:00+00:00,0.00028802
2011-04-06 00:00:00+00:00,0.00575871
2011-04-07 00:00:00+00:00,-0.00229029
2011-04-08 00:00:00+00:00,0.00631277
2011-04-11 00:00:00+00:00,0.00285144
2011-04-12 00:00:00+00:00,-0.01279500
2011-04-13 00:00:00+00:00,0.00835253
2011-04-14 00:00:00+00:00,-0.00914025
2011-04-15 00:00:00+00:00,-0.00086480
2011-04-18 00:00:00+00:00,-0.01961916
2011-04-19 00:00:00+00:00,-0.00058858
2011-04-20 00:00:00+00:00,0.01766784
2011-04-21 00:00:00+00:00,0.00000000
2011-04-26 00:00:00+00:00,0.00578704
2011-04-27 00:00:00+00:00,0.00575374
2011-04-28 00:00:00+00:00,0.01172769
2011-04-29 00:00:00+00:00,0.00282725
2011-05-02 00:00:00+00:00,0.00479278
2011-05-03 00:00:00+00:00,-0.00505051
2011-05-04 00:00:00+00:00,-0.01128032
2011-05-05 00:00:00+00:00,-0.00598973
2011-05-06 00:00:00+00:00,0.00946915
2011-05-09 00:00:00+00:00,-0.01108584
2011-05-10 00:00:00+00:00,0.00747341
2011-05-11 00:00:00+00:00,0.00570613
2011-05-12 00:00:00+00:00,-0.00822695
2011-05-13 00:00:00+00:00,-0.00429062
2011-05-16 00:00:00+00:00,-0.00517093
2011-05-17 00:00:00+00:00,-0.00779671
2011-05-18 00:00:00+00:00,0.00291036
2011-05-19 00:00:00+00:00,0.00580383
2011-05-20 00:00:00+00:00,-0.00634737
2011-05-23 00:00:00+00:00,-0.01451800
2011-05-24 00:00:00+00:00,-0.00117855
2011-05-25 00:00:00+00:00,0.00619469
2011-05-26 00:00:00+00:00,-0.00351803
2011-05-27 00:00:00+00:00,0.00558988
2011-05-30 00:00:00+00:00,-0.00321826
2011-05-31 00:00:00+00:00,0.01320810
2011-06-01 00:00:00+00:00,-0.00695249
2011-06-02 00:00:00+00:00,-0.01166861
2011-06-03 00:00:00+00:00,-0.00324675
2011-06-06 00:00:00+00:00,-0.00947587
2011-06-07 00:00:00+00:00,0.00568012
2011-06-08 00:00:00+00:00,-0.00928322
2011-06-09 00:00:00+00:00,-0.01680168
2011-06-10 00:00:00+00:00,-0.01280143
2011-06-13 00:00:00+00:00,0.00241255
2011-06-14 00:00:00+00:00,0.01925391
2011-06-15 00:00:00+00:00,-0.01042598
2011-06-16 00:00:00+00:00,-0.01655629
2011-06-17 00:00:00+00:00,0.01683502
2011-06-20 00:00:00+00:00,-0.01685731
2011-06-21 00:00:00+00:00,0.02204532
2011-06-22 00:00:00+00:00,0.00419413
2011-06-24 00:00:00+00:00,-0.02476134
2011-06-27 00:00:00+00:00,-0.00275314
2011-06-30 00:00:00+00:00,0.04049080
2011-07-05 00:00:00+00:00,0.00619104
2011-07-06 00:00:00+00:00,-0.01992382
2011-07-07 00:00:00+00:00,0.01494768
2011-07-08 00:00:00+00:00,-0.02415317
2011-07-11 00:00:00+00:00,-0.03048596
2011-07-12 00:00:00+00:00,-0.00653798
2011-07-13 00:00:00+00:00,0.00908806
2011-07-14 00:00:00+00:00,-0.00217391
2011-07-15 00:00:00+00:00,-0.00684718
2011-07-19 00:00:00+00:00,-0.01065497
2011-07-20 00:00:00+00:00,0.02058917
2011-07-21 00:00:00+00:00,0.02079454
2011-07-22 00:00:00+00:00,0.00790514
2011-07-25 00:00:00+00:00,-0.00663650
2011-07-26 00:00:00+00:00,-0.00212572
2011-07-27 00:00:00+00:00,-0.01886792
2011-07-28 00:00:00+00:00,-0.00372208
2011-07-29 00:00:00+00:00,0.00280199
2011-08-01 00:00:00+00:00,-0.02732071
2011-08-02 00:00:00+00:00,-0.01595914
2011-08-03 00:00:00+00:00,-0.02692183
2011-08-04 00:00:00+00:00,-0.01866667
2011-08-05 00:00:00+00:00,-0.00475543
2011-08-08 00:00:00+00:00,-0.03959044
2011-08-09 00:00:00+00:00,0.00284293
2011-08-10 00:00:00+00:00,-0.02126152
2011-08-11 00:00:00+00:00,-0.01158581
2011-08-12 00:00:00+00:00,0.03663004
2011-08-15 00:00:00+00:00,0.02014134
2011-08-16 00:00:00+00:00,-0.01905092
2011-08-17 00:00:00+00:00,0.00918079
2011-08-18 00:00:00+00:00,-0.04863541
2011-08-19 00:00:00+00:00,-0.01986024
2011-08-22 00:00:00+00:00,-0.00262664
2011-08-23 00:00:00+00:00,0.02934537
2011-08-24 00:00:00+00:00,0.01133041
2011-08-25 00:00:00+00:00,0.00831225
2011-08-26 00:00:00+00:00,-0.02473118
2011-08-29 00:00:00+00:00,0.02315325
2011-08-30 00:00:00+00:00,0.00862069
2011-08-31 00:00:00+00:00,0.01780627
2011-09-01 00:00:00+00:00,-0.00594822
2011-09-02 00:00:00+00:00,-0.01055966
2011-09-05 00:00:00+00:00,-0.04446816
2011-09-06 00:00:00+00:00,-0.01496003
2011-09-07 00:00:00+00:00,0.01889645
2011-09-08 00:00:00+00:00,0.03338279
2011-09-09 00:00:00+00:00,-0.05856515
2011-09-12 00:00:00+00:00,-0.09162599
2011-09-13 00:00:00+00:00,-0.00235479
2011-09-14 00:00:00+00:00,0.02832415
2011-09-15 00:00:00+00:00,0.03022188
2011-09-16 00:00:00+00:00,0.01113999
2011-09-19 00:00:00+00:00,-0.03121557
2011-09-20 00:00:00+00:00,0.00871873
2011-09-21 00:00:00+00:00,-0.00037580
2011-09-22 00:00:00+00:00,-0.03270677
2011-09-23 00:00:00+00:00,-0.02526234
2011-09-26 00:00:00+00:00,0.03110048
2011-09-27 00:00:00+00:00,0.04949729
2011-09-28 00:00:00+00:00,0.00184230
2011-09-29 00:00:00+00:00,-0.00183891
2011-09-30 00:00:00+00:00,0.00700074
2011-10-03 00:00:00+00:00,-0.01939261
2011-10-05 00:00:00+00:00,0.02462687
2011-10-06 00:00:00+00:00,0.02694829
2011-10-07 00:00:00+00:00,0.01063830
2011-10-10 00:00:00+00:00,0.00421053
2011-10-11 00:00:00+00:00,0.00978337
2011-10-13 00:00:00+00:00,0.00311419
2011-10-14 00:00:00+00:00,0.01414281
2011-10-17 00:00:00+00:00,0.01190476
2011-10-18 00:00:00+00:00,-0.03865546
2011-10-19 00:00:00+00:00,0.01398601
2011-10-20 00:00:00+00:00,-0.01000000
2011-10-21 00:00:00+00:00,-0.00731452
2011-10-24 00:00:00+00:00,0.02666667
2011-10-25 00:00:00+00:00,-0.01537936
2011-10-26 00:00:00+00:00,0.00034710
2011-10-27 00:00:00+00:00,0.04337266
2011-10-28 00:00:00+00:00,-0.00465580
2011-10-31 00:00:00+00:00,-0.01937855
2011-11-01 00:00:00+00:00,-0.05178876
2011-11-02 00:00:00+00:00,0.00000000
2011-11-03 00:00:00+00:00,0.03377650
2011-11-04 00:00:00+00:00,-0.02085506
2011-11-07 00:00:00+00:00,0.00567980
2011-11-08 00:00:00+00:00,0.00458878
2011-11-09 00:00:00+00:00,-0.02283907
2011-11-10 00:00:00+00:00,-0.00395541
2011-11-11 00:00:00+00:00,0.03826715
2011-11-14 00:00:00+00:00,-0.01495132
2011-11-15 00:00:00+00:00,-0.01588422
2011-11-16 00:00:00+00:00,0.01255380
2011-11-17 00:00:00+00:00,-0.01523202
2011-11-18 00:00:00+00:00,0.00000000
2011-11-21 00:00:00+00:00,-0.03165468
2011-11-22 00:00:00+00:00,-0.01448737
2011-11-23 00:00:00+00:00,-0.01319261
2011-11-24 00:00:00+00:00,-0.00534759
2011-11-25 00:00:00+00:00,0.01344086
2011-11-28 00:00:00+00:00,0.03751421
2011-11-29 00:00:00+00:00,-0.00146092
2011-11-30 00:00:00+00:00,0.05961960
2011-12-01 00:00:00+00:00,-0.00862962
2011-12-02 00:00:00+00:00,0.00522284
2011-12-05 00:00:00+00:00,0.01905092
2011-12-06 00:00:00+00:00,-0.00754591
2011-12-07 00:00:00+00:00,-0.00787671
2011-12-08 00:00:00+00:00,-0.00310666
2011-12-09 00:00:00+00:00,-0.00934903
2011-12-12 00:00:00+00:00,-0.00549262
2011-12-14 00:00:00+00:00,-0.03816794
2011-12-15 00:00:00+00:00,0.00396825
2011-12-16 00:00:00+00:00,-0.00035932
2011-12-19 00:00:00+00:00,0.00970525
2011-12-20 00:00:00+00:00,0.00854397
2011-12-21 00:00:00+00:00,0.01058948
2011-12-22 00:00:00+00:00,-0.00488998
2011-12-23 00:00:00+00:00,0.00000000
2011-12-27 00:00:00+00:00,0.00631801
2011-12-28 00:00:00+00:00,-0.00871992
2011-12-29 00:00:00+00:00,0.01020408
2011-12-30 00:00:00+00:00,0.00487635
2012-01-02 00:00:00+00:00,0.02461005
2012-01-03 00:00:00+00:00,0.00676590
2012-01-04 00:00:00+00:00,-0.01713710
2012-01-05 00:00:00+00:00,-0.01811966
2012-01-06 00:00:00+00:00,-0.00905292
2012-01-09 00:00:00+00:00,0.00737878
2012-01-10 00:00:00+00:00,0.01220788
2012-01-11 00:00:00+00:00,-0.00861475
2012-01-12 00:00:00+00:00,0.00764685
2012-01-13 00:00:00+00:00,-0.00586409
2012-01-16 00:00:00+00:00,0.00242887
2012-01-17 00:00:00+00:00,0.01073036
2012-01-18 00:00:00+00:00,0.00650685
2012-01-19 00:00:00+00:00,-0.00238176
2012-01-20 00:00:00+00:00,0.00477490
2012-01-23 00:00:00+00:00,0.00305499
2012-01-24 00:00:00+00:00,-0.01455161
2012-01-25 00:00:00+00:00,0.00549451
2012-01-26 00:00:00+00:00,0.01639344
2012-01-27 00:00:00+00:00,-0.00537634
2012-01-30 00:00:00+00:00,-0.01520270
2012-01-31 00:00:00+00:00,0.01406518
2012-02-01 00:00:00+00:00,0.01623816
2012-02-02 00:00:00+00:00,-0.00366178
2012-02-03 00:00:00+00:00,0.00801871
2012-02-06 00:00:00+00:00,-0.00563474
2012-02-07 00:00:00+00:00,0.00200000
2012-02-08 00:00:00+00:00,0.00731870
2012-02-09 00:00:00+00:00,-0.00462351
2012-02-10 00:00:00+00:00,-0.01094891
2012-02-13 00:00:00+00:00,0.00301912
2012-02-14 00:00:00+00:00,0.00133779
2012-02-15 00:00:00+00:00,0.00033400
2012-02-16 00:00:00+00:00,-0.00500835
2012-02-17 00:00:00+00:00,0.01543624
2012-02-20 00:00:00+00:00,0.00859220
2012-02-21 00:00:00+00:00,-0.00851900
2012-02-22 00:00:00+00:00,-0.00594845
2012-02-23 00:00:00+00:00,-0.00731383
2012-02-24 00:00:00+00:00,0.00971199
2012-02-27 00:00:00+00:00,-0.00862355
2012-02-28 00:00:00+00:00,0.00769488
2012-02-29 00:00:00+00:00,-0.00398406
2012-03-01 00:00:00+00:00,0.00633333
2012-03-02 00:00:00+00:00,-0.00331236
2012-03-05 00:00:00+00:00,-0.00963775
2012-03-06 00:00:00+00:00,-0.01986666
2012-03-07 00:00:00+00:00,-0.00376583
2012-03-08 00:00:00+00:00,0.02027491
2012-03-09 00:00:00+00:00,0.01111485
2012-03-12 00:00:00+00:00,-0.04530313
2012-03-13 00:00:00+00:00,0.01535241
2012-03-14 00:00:00+00:00,0.01443299
2012-03-15 00:00:00+00:00,-0.00745257
2012-03-16 00:00:00+00:00,0.00580205
2012-03-19 00:00:00+00:00,0.00542925
2012-03-20 00:00:00+00:00,-0.00337496
2012-03-21 00:00:00+00:00,-0.01185235
2012-03-22 00:00:00+00:00,-0.00582591
2012-03-23 00:00:00+00:00,0.00241296
2012-03-26 00:00:00+00:00,0.00240715
2012-03-27 00:00:00+00:00,0.00034305
2012-03-28 00:00:00+00:00,-0.01371742
2012-03-29 00:00:00+00:00,-0.01634214
2012-03-30 00:00:00+00:00,0.00459526
2012-04-02 00:00:00+00:00,-0.00422238
2012-04-03 00:00:00+00:00,0.00671378
2012-04-04 00:00:00+00:00,-0.03264303
2012-04-05 00:00:00+00:00,-0.00253991
2012-04-10 00:00:00+00:00,-0.02364496
2012-04-11 00:00:00+00:00,0.01154993
2012-04-12 00:00:00+00:00,-0.00626151
2012-04-13 00:00:00+00:00,-0.01816160
2012-04-16 00:00:00+00:00,0.00490751
2012-04-17 00:00:00+00:00,0.01389932
2012-04-18 00:00:00+00:00,-0.00815117
2012-04-19 00:00:00+00:00,-0.00709750
2012-04-20 00:00:00+00:00,0.00639579
2012-04-23 00:00:00+00:00,-0.02691589
2012-04-24 00:00:00+00:00,0.02266615
