Date,EUROSTX-LARGE
2014-09-22 00:00:00+00:00,-0.01401460
2014-09-23 00:00:00+00:00,-0.02821869
2014-09-24 00:00:00+00:00,0.02087060
2014-09-25 00:00:00+00:00,-0.02537622
2014-09-26 00:00:00+00:00,0.01016139
2014-09-29 00:00:00+00:00,-0.01605709
2014-09-30 00:00:00+00:00,0.02398082
2014-10-01 00:00:00+00:00,-0.02191943
2014-10-02 00:00:00+00:00,-0.05031447
2014-10-03 00:00:00+00:00,0.01536098
2014-10-06 00:00:00+00:00,-0.00243902
2014-10-07 00:00:00+00:00,-0.03052503
2014-10-08 00:00:00+00:00,-0.01549907
2014-10-09 00:00:00+00:00,-0.00812246
2014-10-10 00:00:00+00:00,-0.03387704
2014-10-13 00:00:00+00:00,-0.00063816
2014-10-14 00:00:00+00:00,0.00766039
2014-10-15 00:00:00+00:00,-0.07249603
2014-10-16 00:00:00+00:00,-0.00857803
2014-10-17 00:00:00+00:00,0.05699139
2014-10-20 00:00:00+00:00,-0.01739691
2014-10-21 00:00:00+00:00,0.04224894
2014-10-22 00:00:00+00:00,0.01018460
2014-10-23 00:00:00+00:00,0.02279924
2014-10-24 00:00:00+00:00,-0.00626174
2014-10-27 00:00:00+00:00,-0.02072864
2014-10-28 00:00:00+00:00,0.02856236
2014-10-29 00:00:00+00:00,-0.01001252
2014-10-30 00:00:00+00:00,0.01069182
2014-10-31 00:00:00+00:00,0.04566781
2014-11-03 00:00:00+00:00,-0.01590214
2014-11-04 00:00:00+00:00,-0.02774353
2014-11-05 00:00:00+00:00,0.03376055
2014-11-06 00:00:00+00:00,0.00799262
2014-11-07 00:00:00+00:00,-0.02143295
2014-11-10 00:00:00+00:00,0.01671309
2014-11-11 00:00:00+00:00,0.00675261
2014-11-12 00:00:00+00:00,-0.03303763
2014-11-13 00:00:00+00:00,0.00870918
2014-11-14 00:00:00+00:00,0.00061939
2014-11-17 00:00:00+00:00,0.01547988
2014-11-18 00:00:00+00:00,0.02150538
2014-11-19 00:00:00+00:00,0.00182371
2014-11-20 00:00:00+00:00,-0.00971758
2014-11-21 00:00:00+00:00,0.05431797
2014-11-24 00:00:00+00:00,0.01188354
2014-11-25 00:00:00+00:00,0.00590667
2014-11-26 00:00:00+00:00,0.00412250
2014-11-27 00:00:00+00:00,0.00881575
2014-11-28 00:00:00+00:00,0.00292227
2014-12-01 00:00:00+00:00,-0.01108842
2014-12-02 00:00:00+00:00,0.00645540
2014-12-03 00:00:00+00:00,0.00818953
2014-12-04 00:00:00+00:00,-0.03204195
2014-12-05 00:00:00+00:00,0.05203884
2014-12-08 00:00:00+00:00,-0.01615695
2014-12-09 00:00:00+00:00,-0.04653869
2014-12-10 00:00:00+00:00,-0.01220965
2014-12-11 00:00:00+00:00,0.00419413
