Date,MSCIEAFA
2011-07-27 00:00:00+00:00,-0.04785903
2011-07-28 00:00:00+00:00,-0.00457374
2011-07-29 00:00:00+00:00,0.00538401
2011-08-01 00:00:00+00:00,-0.02888771
2011-08-02 00:00:00+00:00,-0.05774948
2011-08-03 00:00:00+00:00,0.00936737
2011-08-04 00:00:00+00:00,-0.13429824
2011-08-05 00:00:00+00:00,0.02735526
2011-08-08 00:00:00+00:00,-0.16243719
2011-08-09 00:00:00+00:00,0.15309928
2011-08-10 00:00:00+00:00,-0.11281639
2011-08-11 00:00:00+00:00,0.08155669
2011-08-12 00:00:00+00:00,0.03652663
2011-08-15 00:00:00+00:00,0.03907081
2011-08-16 00:00:00+00:00,-0.02509706
2011-08-17 00:00:00+00:00,0.01188640
2011-08-18 00:00:00+00:00,-0.08995905
2011-08-19 00:00:00+00:00,-0.04091042
2011-08-22 00:00:00+00:00,0.01305384
2011-08-23 00:00:00+00:00,0.06561501
2011-08-24 00:00:00+00:00,-0.00137036
2011-08-25 00:00:00+00:00,-0.04534353
2011-08-26 00:00:00+00:00,0.03029957
2011-08-29 00:00:00+00:00,0.04852944
2011-08-30 00:00:00+00:00,-0.01160143
2011-08-31 00:00:00+00:00,0.03520087
2011-09-01 00:00:00+00:00,-0.02002105
2011-09-02 00:00:00+00:00,-0.04756467
2011-09-06 00:00:00+00:00,-0.06532050
2011-09-07 00:00:00+00:00,0.06462962
2011-09-08 00:00:00+00:00,-0.03938419
2011-09-09 00:00:00+00:00,-0.06917612
2011-09-12 00:00:00+00:00,-0.01157313
2011-09-13 00:00:00+00:00,0.02461111
2011-09-14 00:00:00+00:00,0.02737912
2011-09-15 00:00:00+00:00,0.04314334
2011-09-16 00:00:00+00:00,-0.00431496
2011-09-19 00:00:00+00:00,-0.04552121
2011-09-20 00:00:00+00:00,0.00857094
2011-09-21 00:00:00+00:00,-0.06017080
2011-09-22 00:00:00+00:00,-0.07452765
2011-09-23 00:00:00+00:00,0.02394767
2011-09-26 00:00:00+00:00,0.04704415
2011-09-27 00:00:00+00:00,0.04669885
2011-09-28 00:00:00+00:00,-0.03213233
2011-09-29 00:00:00+00:00,0.04213307
2011-09-30 00:00:00+00:00,-0.06982447
2011-10-03 00:00:00+00:00,-0.05452587
2011-10-04 00:00:00+00:00,0.03112919
2011-10-05 00:00:00+00:00,0.03621437
