Date,CHF
2000-11-22 00:00:00+00:00,0.00233879
2000-11-24 00:00:00+00:00,-0.00323102
2000-11-27 00:00:00+00:00,0.01584729
2000-11-28 00:00:00+00:00,0.00780004
2000-11-29 00:00:00+00:00,0.00105541
2000-11-30 00:00:00+00:00,0.01722017
2000-12-01 00:00:00+00:00,0.02902056
2000-12-04 00:00:00+00:00,0.02737132
2000-12-05 00:00:00+00:00,-0.01596467
2000-12-06 00:00:00+00:00,0.01420972
2000-12-07 00:00:00+00:00,-0.00033980
2000-12-08 00:00:00+00:00,-0.01190088
2000-12-11 00:00:00+00:00,-0.00102617
2000-12-12 00:00:00+00:00,-0.00017112
2000-12-13 00:00:00+00:00,-0.00547664
2000-12-14 00:00:00+00:00,0.02162348
2000-12-15 00:00:00+00:00,0.00739123
2000-12-18 00:00:00+00:00,-0.00116725
2000-12-19 00:00:00+00:00,-0.00200334
2000-12-20 00:00:00+00:00,0.00836400
2000-12-21 00:00:00+00:00,0.00315196
2000-12-22 00:00:00+00:00,0.01074913
2000-12-26 00:00:00+00:00,0.01014414
2000-12-27 00:00:00+00:00,-0.00485925
2000-12-28 00:00:00+00:00,0.00130208
2000-12-29 00:00:00+00:00,0.01056567
2001-01-02 00:00:00+00:00,0.01061621
2001-01-03 00:00:00+00:00,-0.01718940
2001-01-04 00:00:00+00:00,0.01408907
2001-01-05 00:00:00+00:00,0.00431188
2001-01-08 00:00:00+00:00,-0.00397519
2001-01-09 00:00:00+00:00,-0.00702442
2001-01-10 00:00:00+00:00,-0.00707395
2001-01-11 00:00:00+00:00,0.00858177
2001-01-12 00:00:00+00:00,-0.00401348
2001-01-16 00:00:00+00:00,-0.01047711
2001-01-17 00:00:00+00:00,-0.00667877
2001-01-18 00:00:00+00:00,0.01689078
2001-01-19 00:00:00+00:00,-0.01241719
2001-01-22 00:00:00+00:00,0.00212263
2001-01-23 00:00:00+00:00,0.00162946
2001-01-24 00:00:00+00:00,-0.01512933
2001-01-25 00:00:00+00:00,0.00099108
2001-01-26 00:00:00+00:00,0.00214521
2001-01-29 00:00:00+00:00,-0.00362259
2001-01-30 00:00:00+00:00,0.00710626
2001-01-31 00:00:00+00:00,0.00278963
2001-02-01 00:00:00+00:00,0.00703666
2001-02-02 00:00:00+00:00,-0.01056223
2001-02-05 00:00:00+00:00,0.00492675
2001-02-06 00:00:00+00:00,-0.01127635
2001-02-07 00:00:00+00:00,0.00297521
2001-02-08 00:00:00+00:00,-0.01137096
2001-02-09 00:00:00+00:00,0.00750108
2001-02-12 00:00:00+00:00,0.00264725
2001-02-13 00:00:00+00:00,-0.00924092
2001-02-14 00:00:00+00:00,0.00066639
2001-02-15 00:00:00+00:00,-0.01597869
2001-02-16 00:00:00+00:00,0.01082527
2001-02-20 00:00:00+00:00,-0.00652594
2001-02-21 00:00:00+00:00,-0.00101061
2001-02-22 00:00:00+00:00,-0.00236065
2001-02-23 00:00:00+00:00,0.01199932
2001-02-26 00:00:00+00:00,-0.00818303
2001-02-27 00:00:00+00:00,0.00521973
2001-02-28 00:00:00+00:00,0.00402010
