Date,COTTON2
2000-12-06 00:00:00+00:00,-0.00046580
2000-12-07 00:00:00+00:00,0.02195726
2000-12-08 00:00:00+00:00,-0.00234345
2000-12-11 00:00:00+00:00,0.00826167
2000-12-12 00:00:00+00:00,-0.05140608
2000-12-13 00:00:00+00:00,-0.01634464
2000-12-14 00:00:00+00:00,0.02092426
2000-12-15 00:00:00+00:00,-0.00859969
2000-12-18 00:00:00+00:00,-0.00937060
2000-12-19 00:00:00+00:00,-0.00344770
2000-12-20 00:00:00+00:00,0.01837794
2000-12-21 00:00:00+00:00,-0.00830237
2000-12-22 00:00:00+00:00,-0.02810561
2000-12-26 00:00:00+00:00,-0.03390478
2000-12-27 00:00:00+00:00,0.00106438
2000-12-28 00:00:00+00:00,0.00443411
2000-12-29 00:00:00+00:00,-0.03410319
2001-01-02 00:00:00+00:00,-0.06032046
2001-01-03 00:00:00+00:00,0.01827526
2001-01-04 00:00:00+00:00,-0.04321868
2001-01-05 00:00:00+00:00,-0.00452854
2001-01-08 00:00:00+00:00,0.02067310
2001-01-09 00:00:00+00:00,-0.01257344
2001-01-10 00:00:00+00:00,0.00765136
2001-01-11 00:00:00+00:00,0.01560967
2001-01-12 00:00:00+00:00,0.01404581
2001-01-16 00:00:00+00:00,-0.00174497
2001-01-17 00:00:00+00:00,-0.01722827
2001-01-18 00:00:00+00:00,-0.00192132
2001-01-19 00:00:00+00:00,-0.00046825
2001-01-22 00:00:00+00:00,-0.04042429
2001-01-23 00:00:00+00:00,-0.00641614
2001-01-24 00:00:00+00:00,0.05209191
2001-01-25 00:00:00+00:00,-0.01296741
2001-01-26 00:00:00+00:00,0.01762291
2001-01-29 00:00:00+00:00,-0.01438710
2001-01-30 00:00:00+00:00,0.03123079
2001-01-31 00:00:00+00:00,-0.02592007
2001-02-01 00:00:00+00:00,-0.04857692
2001-02-02 00:00:00+00:00,0.00551778
2001-02-05 00:00:00+00:00,0.01084135
2001-02-06 00:00:00+00:00,-0.00080417
2001-02-07 00:00:00+00:00,-0.03666179
2001-02-08 00:00:00+00:00,-0.00979119
2001-02-09 00:00:00+00:00,-0.02912657
2001-02-12 00:00:00+00:00,0.00280879
2001-02-13 00:00:00+00:00,0.01906675
2001-02-14 00:00:00+00:00,0.05372079
2001-02-15 00:00:00+00:00,-0.06191024
2001-02-16 00:00:00+00:00,0.00580445
2001-02-20 00:00:00+00:00,-0.04948061
2001-02-21 00:00:00+00:00,-0.03900262
2001-02-22 00:00:00+00:00,-0.02679157
2001-02-23 00:00:00+00:00,-0.00121435
2001-02-26 00:00:00+00:00,-0.07197625
2001-02-27 00:00:00+00:00,-0.02409394
2001-02-28 00:00:00+00:00,0.01172415
2001-03-01 00:00:00+00:00,0.01920791
2001-03-02 00:00:00+00:00,0.02271462
2001-03-05 00:00:00+00:00,0.00517529
2001-03-06 00:00:00+00:00,0.01141547
2001-03-07 00:00:00+00:00,-0.00285961
2001-03-08 00:00:00+00:00,-0.00669242
2001-03-09 00:00:00+00:00,-0.01223894
2001-03-12 00:00:00+00:00,-0.03373855
2001-03-13 00:00:00+00:00,0.01536207
2001-03-14 00:00:00+00:00,0.01320852
2001-03-15 00:00:00+00:00,-0.09045814
2001-03-16 00:00:00+00:00,-0.01591665
2001-03-19 00:00:00+00:00,0.02406161
2001-03-20 00:00:00+00:00,-0.02189450
2001-03-21 00:00:00+00:00,-0.04624611
2001-03-22 00:00:00+00:00,-0.05818956
2001-03-23 00:00:00+00:00,0.03651592
2001-03-26 00:00:00+00:00,0.04178153
2001-03-27 00:00:00+00:00,-0.05783140
2001-03-28 00:00:00+00:00,0.00151778
2001-03-29 00:00:00+00:00,-0.07660424
2001-03-30 00:00:00+00:00,-0.02861296
2001-04-02 00:00:00+00:00,-0.01265022
2001-04-03 00:00:00+00:00,0.03569816
2001-04-04 00:00:00+00:00,0.03345726
2001-04-05 00:00:00+00:00,-0.01182036
2001-04-06 00:00:00+00:00,0.03588532
2001-04-09 00:00:00+00:00,-0.01005257
2001-04-10 00:00:00+00:00,0.00341889
2001-04-11 00:00:00+00:00,-0.03199860
2001-04-12 00:00:00+00:00,-0.01588727
2001-04-16 00:00:00+00:00,0.00454045
2001-04-17 00:00:00+00:00,0.05683926
2001-04-18 00:00:00+00:00,-0.02849389
2001-04-19 00:00:00+00:00,-0.01324739
2001-04-20 00:00:00+00:00,-0.06812017
2001-04-23 00:00:00+00:00,0.01267917
2001-04-24 00:00:00+00:00,0.01687112
2001-04-25 00:00:00+00:00,-0.01010376
2001-04-26 00:00:00+00:00,-0.01728957
2001-04-27 00:00:00+00:00,-0.01893089
2001-04-30 00:00:00+00:00,0.01865491
2001-05-01 00:00:00+00:00,0.00877604
2001-05-02 00:00:00+00:00,0.03987331
2001-05-03 00:00:00+00:00,-0.04019285
2001-05-04 00:00:00+00:00,0.00314082
2001-05-07 00:00:00+00:00,0.00097678
2001-05-08 00:00:00+00:00,-0.03693417
2001-05-09 00:00:00+00:00,0.09408560
2001-05-10 00:00:00+00:00,-0.02544275
2001-05-11 00:00:00+00:00,0.00783612
2001-05-14 00:00:00+00:00,0.04309963
2001-05-15 00:00:00+00:00,-0.00963213
2001-05-16 00:00:00+00:00,-0.04481179
2001-05-17 00:00:00+00:00,-0.00357030
2001-05-18 00:00:00+00:00,-0.01685739
2001-05-21 00:00:00+00:00,-0.03218885
2001-05-22 00:00:00+00:00,-0.03308165
2001-05-23 00:00:00+00:00,-0.00306890
2001-05-24 00:00:00+00:00,-0.00307646
2001-05-25 00:00:00+00:00,-0.07329492
2001-05-29 00:00:00+00:00,0.00584722
2001-05-30 00:00:00+00:00,-0.00979334
2001-05-31 00:00:00+00:00,0.00586280
2001-06-01 00:00:00+00:00,0.02682220
2001-06-04 00:00:00+00:00,-0.00336982
2001-06-05 00:00:00+00:00,-0.00730839
2001-06-06 00:00:00+00:00,0.02859415
2001-06-07 00:00:00+00:00,0.00011344
2001-06-08 00:00:00+00:00,0.02734898
2001-06-11 00:00:00+00:00,-0.07581142
2001-06-12 00:00:00+00:00,0.01231868
2001-06-13 00:00:00+00:00,0.00608583
2001-06-14 00:00:00+00:00,-0.02980320
2001-06-15 00:00:00+00:00,-0.04838997
2001-06-18 00:00:00+00:00,-0.01428139
2001-06-19 00:00:00+00:00,-0.03477219
2001-06-20 00:00:00+00:00,-0.01528277
2001-06-21 00:00:00+00:00,0.06384098
2001-06-22 00:00:00+00:00,-0.05694760
2001-06-25 00:00:00+00:00,0.03350147
2001-06-26 00:00:00+00:00,0.00848070
2001-06-27 00:00:00+00:00,-0.00519581
2001-06-28 00:00:00+00:00,0.02122924
2001-06-29 00:00:00+00:00,-0.03135880
2001-07-02 00:00:00+00:00,-0.06083662
2001-07-03 00:00:00+00:00,-0.03816682
2001-07-05 00:00:00+00:00,0.01857007
2001-07-06 00:00:00+00:00,0.00160278
2001-07-09 00:00:00+00:00,0.05094192
2001-07-10 00:00:00+00:00,-0.01788367
2001-07-11 00:00:00+00:00,0.04029049
2001-07-12 00:00:00+00:00,-0.00150691
2001-07-13 00:00:00+00:00,-0.08737433
2001-07-16 00:00:00+00:00,0.02018557
2001-07-17 00:00:00+00:00,-0.00131180
2001-07-18 00:00:00+00:00,0.03969716
2001-07-19 00:00:00+00:00,-0.02140719
2001-07-20 00:00:00+00:00,-0.03963052
2001-07-23 00:00:00+00:00,0.05305970
2001-07-24 00:00:00+00:00,-0.02989079
2001-07-25 00:00:00+00:00,0.02872673
2001-07-26 00:00:00+00:00,0.07269130
2001-07-27 00:00:00+00:00,0.00473041
2001-07-30 00:00:00+00:00,-0.02098700
2001-07-31 00:00:00+00:00,0.00710725
2001-08-01 00:00:00+00:00,-0.02558638
2001-08-02 00:00:00+00:00,-0.00689485
2001-08-03 00:00:00+00:00,0.03683253
2001-08-06 00:00:00+00:00,0.00313032
2001-08-07 00:00:00+00:00,-0.03880044
2001-08-08 00:00:00+00:00,-0.01090472
2001-08-09 00:00:00+00:00,-0.01801423
2001-08-10 00:00:00+00:00,-0.09883701
2001-08-13 00:00:00+00:00,-0.00135136
2001-08-14 00:00:00+00:00,0.01895986
2001-08-15 00:00:00+00:00,-0.00307632
2001-08-16 00:00:00+00:00,-0.00183792
2001-08-17 00:00:00+00:00,-0.02500239
2001-08-20 00:00:00+00:00,0.00798990
2001-08-21 00:00:00+00:00,-0.00461982
2001-08-22 00:00:00+00:00,-0.00715978
2001-08-23 00:00:00+00:00,-0.02118938
2001-08-24 00:00:00+00:00,-0.00164198
2001-08-27 00:00:00+00:00,0.02643498
2001-08-28 00:00:00+00:00,-0.00111356
2001-08-29 00:00:00+00:00,0.00699903
2001-08-30 00:00:00+00:00,-0.03095090
2001-08-31 00:00:00+00:00,0.00093050
2001-09-04 00:00:00+00:00,0.05609948
2001-09-05 00:00:00+00:00,-0.03167309
2001-09-06 00:00:00+00:00,-0.05871056
2001-09-07 00:00:00+00:00,-0.03055397
2001-09-10 00:00:00+00:00,-0.00299999
2001-09-17 00:00:00+00:00,-0.05043464
2001-09-18 00:00:00+00:00,-0.02483464
2001-09-19 00:00:00+00:00,-0.04335239
2001-09-20 00:00:00+00:00,0.01400002
2001-09-21 00:00:00+00:00,0.00327459
2001-09-24 00:00:00+00:00,0.04227851
2001-09-25 00:00:00+00:00,-0.01317588
2001-09-26 00:00:00+00:00,-0.00061705
2001-09-27 00:00:00+00:00,-0.08531474
2001-09-28 00:00:00+00:00,-0.00006884
2001-10-01 00:00:00+00:00,-0.01526380
2001-10-02 00:00:00+00:00,0.02742906
2001-10-03 00:00:00+00:00,-0.01240327
2001-10-04 00:00:00+00:00,-0.02784218
2001-10-05 00:00:00+00:00,-0.06343649
2001-10-08 00:00:00+00:00,-0.06258319
2001-10-09 00:00:00+00:00,0.04300676
2001-10-10 00:00:00+00:00,0.03375153
2001-10-11 00:00:00+00:00,-0.00921601
2001-10-12 00:00:00+00:00,-0.01222502
2001-10-15 00:00:00+00:00,-0.03651662
2001-10-16 00:00:00+00:00,0.01238584
2001-10-17 00:00:00+00:00,0.00264589
2001-10-18 00:00:00+00:00,-0.01450890
2001-10-19 00:00:00+00:00,-0.03601578
2001-10-22 00:00:00+00:00,-0.05015646
2001-10-23 00:00:00+00:00,-0.00922698
2001-10-24 00:00:00+00:00,-0.04240677
2001-10-25 00:00:00+00:00,-0.03583523
2001-10-26 00:00:00+00:00,0.02210774
2001-10-29 00:00:00+00:00,0.00321156
2001-10-30 00:00:00+00:00,-0.00038735
2001-10-31 00:00:00+00:00,0.05324286
2001-11-01 00:00:00+00:00,0.01691091
2001-11-02 00:00:00+00:00,-0.00258920
2001-11-05 00:00:00+00:00,0.04200245
2001-11-06 00:00:00+00:00,0.01664752
2001-11-07 00:00:00+00:00,0.08358628
2001-11-08 00:00:00+00:00,0.00141863
2001-11-09 00:00:00+00:00,0.03369001
2001-11-13 00:00:00+00:00,0.13636151
2001-11-14 00:00:00+00:00,0.00509494
2001-11-15 00:00:00+00:00,-0.06138606
2001-11-16 00:00:00+00:00,0.02594226
2001-11-19 00:00:00+00:00,-0.02460890
2001-11-20 00:00:00+00:00,-0.01117433
2001-11-21 00:00:00+00:00,0.00775259
2001-11-26 00:00:00+00:00,0.00354423
2001-11-27 00:00:00+00:00,0.02859324
2001-11-28 00:00:00+00:00,0.06567767
2001-11-29 00:00:00+00:00,0.05553154
2001-11-30 00:00:00+00:00,0.02330442
2001-12-03 00:00:00+00:00,-0.08714183
2001-12-04 00:00:00+00:00,-0.03661774
2001-12-05 00:00:00+00:00,0.02881951
2001-12-06 00:00:00+00:00,0.05843663
2001-12-07 00:00:00+00:00,-0.02810444
2001-12-10 00:00:00+00:00,-0.05276424
2001-12-11 00:00:00+00:00,0.04217046
