Date,excess_net_ret
1988-11-04,-0.013465841862448567
1988-11-07,0.010400425899732809
1988-11-08,-0.000910623396314376
1988-11-09,-0.0023111181139122243
1988-11-10,-0.0009139766081870922
1988-11-11,-0.007234694132334516
1988-11-14,0.007563238252396548
1988-11-15,-0.022676973684210507
1988-11-16,-0.02319255842705592
1988-11-17,-0.06708260102865538
1988-11-18,0.002929050743657126
1988-11-21,0.002132843624629299
1988-11-22,0.07182163055773073
1988-11-23,0.011464863038714426
1988-11-28,0.0719804993983152
1988-11-29,0.009879065656565721
1988-11-30,0.0031158333333334105
1988-12-01,0.006426462716869737
1988-12-02,0.002416097359735828
1988-12-05,-0.023263974654377892
1988-12-06,0.0051700022461815855
1988-12-07,0.019215052874590476
1988-12-08,-0.01731568376068381
1988-12-09,0.021854689706428777
1988-12-12,0.001089456079115808
1988-12-13,-0.02048643790849677
1988-12-14,0.022456232303016778
1988-12-15,-0.025015497390737114
1988-12-16,0.01582684503901903
1988-12-19,-0.009444089861751112
1988-12-20,0.00641729605020307
1988-12-21,0.0010951320132012474
1988-12-22,0.01625628341756393
1988-12-23,0.012098049070471205
1988-12-27,0.011304680938145002
1988-12-28,-0.019228811132221465
1988-12-29,-0.014428544760060244
1988-12-30,0.005668909626718985
1989-01-03,0.02125826388888889
1989-01-04,-0.002141212555767988
1989-01-05,0.009987391443167244
1989-01-06,0.007355057241185413
1989-01-09,0.006043525721455453
1989-01-10,-0.0008539969520641617
1989-01-11,0.005385583974492237
1989-01-12,0.010936808657292468
1989-01-13,-0.008817012610770341
1989-01-16,0.002247191969196922
1989-01-17,0.01828962962962971
1989-01-18,0.05977055555555539
1989-01-19,-0.029959886125404955
1989-01-20,-0.016139319059778667
1989-01-23,-0.040349482701263976
1989-01-24,0.020358344943508574
1989-01-25,0.01443964887258915
1989-01-26,-0.02312323293172706
1989-01-27,0.0016181795451431673
1989-01-30,-0.019306923076923103
1989-01-31,-0.010270696709884258
1989-02-01,0.035889173003802316
1989-02-02,-0.000844398572884904
1989-02-03,-0.02777533523731802
1989-02-06,-0.014711456716313577
1989-02-07,0.009341599616858319
1989-02-08,-0.009724610478600073
1989-02-09,0.005511570881226102
1989-02-10,-0.0110311507936508
1989-02-13,0.01324131899871628
1989-02-14,-0.017337207796777162
1989-02-15,0.021027053264604734
1989-02-16,0.013013100245355728
1989-02-17,0.00785908952539115
1989-02-21,-0.005794264806808016
1989-02-22,0.017775477915804024
1989-02-23,-0.0026796791742932243
1989-02-24,0.005264309378185581
1989-02-27,-0.004499018653690154
1989-02-28,0.004034170399782741
1989-03-01,0.005842169505271521
1989-03-02,0.011851342872497582
1989-03-03,-0.011589781959378638
1989-03-06,0.012450766196710266
1989-03-07,-0.013962594802439651
1989-03-08,0.026984063823351515
1989-03-09,-0.002007340007852388
1989-03-10,-0.003192630285152451
1989-03-13,0.012182702169625288
1989-03-14,-0.002579480810442207
1989-03-15,0.010303982132395941
1989-03-16,0.002656884057971072
1989-03-17,0.002066305394990254
1989-03-20,-0.00024972222222222225
1989-03-21,0.023392252018454397
1989-03-22,-0.0013770383411580134
1989-03-23,0.004261015228426237
1989-03-27,0.009853903861750548
1989-03-28,-0.030268620375517266
1989-03-29,0.015223890480738543
1989-03-30,0.022889086405818843
1989-03-31,-0.03830568885211732
1989-04-03,-0.018020229357798293
1989-04-04,0.012598243335279306
1989-04-05,-0.032521657060518856
1989-04-06,0.009879518893521287
1989-04-07,0.025109329140461205
1989-04-10,0.008958190051753835
1989-04-11,-0.01049752136752133
1989-04-12,0.0009108549222798462
1989-04-13,-0.01576977557344579
1989-04-14,0.025461767912772562
1989-04-17,0.008872450645406217
1989-04-18,-0.0007985007524453838
1989-04-19,0.004283055241859437
1989-04-20,0.0025705677346823563
1989-04-21,0.013773452914798163
1989-04-24,-0.034513912382531854
1989-04-25,0.0031947368504740164
1989-04-26,-0.011645957564809685
1989-04-27,-0.004272849426171479
1989-04-28,0.026417605574867806
1989-05-01,0.007096898670679878
1989-05-02,-0.028809761904762025
1989-05-03,0.02513791138023846
1989-05-04,-0.0007993741407325025
1989-05-05,-0.016553806509097678
1989-05-08,-0.01453789282990082
1989-05-09,0.003826570258592891
1989-05-10,0.0009194026974952379
1989-05-11,0.001498212727739401
1989-05-12,-0.003686268812039877
1989-05-15,-0.0031207338859970393
1989-05-16,0.009052131348285695
1989-05-17,-0.016321954022988354
1989-05-18,0.00502423156801665
1989-05-19,0.0003491130802502836
1989-05-22,-0.014168393341076153
1989-05-23,0.00860392226148394
1989-05-24,0.027204744600116983
1989-05-25,0.0008991414141414909
1989-05-26,0.00827638668180097
1989-05-30,-0.004177556743575332
1989-05-31,-0.004193968926553647
1989-06-01,0.000895263282283966
1989-06-02,0.03206239534151708
1989-06-05,0.019529062690571922
1989-06-06,-0.0039941585934694795
1989-06-07,-0.03210077345578962
1989-06-08,0.008144980158730032
1989-06-09,-0.015723629404168996
1989-06-12,-0.031705858628442836
1989-06-13,-0.011834327722963736
1989-06-14,0.005059235988777923
1989-06-15,0.009705184319833722
1989-06-16,-0.009480015101857215
1989-06-19,0.00035738227281582695
1989-06-20,-0.0002263888888888889
1989-06-21,0.0225279589653831
1989-06-22,0.00547811767129351
1989-06-23,0.020196127970000498
1989-06-26,0.01422747359644264
1989-06-27,0.009639402587519073
1989-06-28,-0.015415954060408835
1989-06-29,0.008043629476584217
1989-06-30,0.00032450364298709474
1989-07-05,0.01398377965896
1989-07-06,-0.024448466612816327
1989-07-07,0.005855917954378195
1989-07-10,-0.006249287651612067
