Date,BBCOMM
2008-09-05 00:00:00+00:00,-0.01656788
2008-09-08 00:00:00+00:00,-0.00116607
2008-09-09 00:00:00+00:00,-0.01798264
2008-09-10 00:00:00+00:00,-0.00689418
2008-09-11 00:00:00+00:00,-0.11066833
2008-09-12 00:00:00+00:00,0.01615676
2008-09-15 00:00:00+00:00,-0.02564837
2008-09-16 00:00:00+00:00,-0.02962536
2008-09-17 00:00:00+00:00,0.01614708
2008-09-18 00:00:00+00:00,0.04001729
2008-09-22 00:00:00+00:00,0.01582135
2008-09-23 00:00:00+00:00,-0.00169325
2008-09-29 00:00:00+00:00,-0.05748157
2008-09-30 00:00:00+00:00,-0.00535332
2008-10-03 00:00:00+00:00,-0.05775143
2008-10-20 00:00:00+00:00,-0.00002958
2008-10-30 00:00:00+00:00,-0.00000986
2008-11-03 00:00:00+00:00,-0.11932779
2008-11-04 00:00:00+00:00,0.05638925
2008-11-05 00:00:00+00:00,-0.03319987
2008-11-06 00:00:00+00:00,-0.03732163
2008-11-07 00:00:00+00:00,-0.00698466
2008-11-10 00:00:00+00:00,0.01482619
2008-11-11 00:00:00+00:00,-0.03462136
2008-11-12 00:00:00+00:00,-0.00478490
2008-11-13 00:00:00+00:00,-0.00560976
2008-11-14 00:00:00+00:00,-0.00966489
2008-11-17 00:00:00+00:00,0.00894031
2008-11-18 00:00:00+00:00,-0.01531385
2008-11-19 00:00:00+00:00,0.00981802
2008-11-20 00:00:00+00:00,-0.03808794
2008-11-21 00:00:00+00:00,-0.00505545
2008-11-24 00:00:00+00:00,0.04995711
2008-11-25 00:00:00+00:00,-0.02177753
2008-11-26 00:00:00+00:00,0.01318877
2008-11-28 00:00:00+00:00,-0.01383336
2008-12-01 00:00:00+00:00,-0.16232464
2008-12-02 00:00:00+00:00,-0.01668862
2008-12-03 00:00:00+00:00,-0.03173978
2008-12-04 00:00:00+00:00,-0.07237004
2008-12-05 00:00:00+00:00,-0.08311485
2008-12-08 00:00:00+00:00,0.09585772
2008-12-09 00:00:00+00:00,-0.02786001
2008-12-10 00:00:00+00:00,0.01183249
2008-12-11 00:00:00+00:00,0.06840670
2008-12-12 00:00:00+00:00,-0.02759356
2008-12-17 00:00:00+00:00,0.01152455
2008-12-18 00:00:00+00:00,-0.01928161
2008-12-19 00:00:00+00:00,0.00357406
2008-12-22 00:00:00+00:00,-0.00534325
2008-12-24 00:00:00+00:00,0.01700943
2008-12-29 00:00:00+00:00,0.01144311
2008-12-30 00:00:00+00:00,-0.00783515
2008-12-31 00:00:00+00:00,0.02368068
2009-01-02 00:00:00+00:00,0.02399090
2009-01-05 00:00:00+00:00,0.01673387
2009-01-06 00:00:00+00:00,0.01974928
2009-01-07 00:00:00+00:00,-0.03470821
2009-01-08 00:00:00+00:00,-0.01756078
2009-01-09 00:00:00+00:00,-0.00170396
2009-01-12 00:00:00+00:00,-0.03154489
2009-01-13 00:00:00+00:00,0.02024323
2009-01-14 00:00:00+00:00,-0.03882955
2009-01-15 00:00:00+00:00,0.00448536
2009-01-16 00:00:00+00:00,0.01786985
2009-01-20 00:00:00+00:00,-0.03073196
2009-01-21 00:00:00+00:00,0.00090241
2009-01-22 00:00:00+00:00,-0.00452769
2009-01-23 00:00:00+00:00,0.00636083
2009-01-26 00:00:00+00:00,0.03432404
2009-01-27 00:00:00+00:00,-0.03231835
2009-01-28 00:00:00+00:00,0.00541008
2009-01-29 00:00:00+00:00,0.00358419
2009-01-30 00:00:00+00:00,-0.00626793
2009-02-02 00:00:00+00:00,-0.00990832
2009-02-03 00:00:00+00:00,-0.00273616
2009-02-04 00:00:00+00:00,0.02186940
2009-02-05 00:00:00+00:00,-0.00446847
2009-02-06 00:00:00+00:00,0.02060115
2009-02-09 00:00:00+00:00,-0.01054345
2009-02-10 00:00:00+00:00,-0.01065663
2009-02-11 00:00:00+00:00,-0.00808064
2009-02-12 00:00:00+00:00,-0.01537901
2009-02-13 00:00:00+00:00,-0.00276327
2009-02-17 00:00:00+00:00,-0.03684072
2009-02-18 00:00:00+00:00,-0.01530512
2009-02-19 00:00:00+00:00,0.00581680
2009-02-20 00:00:00+00:00,-0.01352112
2009-02-23 00:00:00+00:00,0.01369088
2009-02-24 00:00:00+00:00,0.00385242
2009-02-25 00:00:00+00:00,0.01056848
2009-02-26 00:00:00+00:00,0.00855552
2009-02-27 00:00:00+00:00,0.00565318
2009-03-02 00:00:00+00:00,-0.03753020
2009-03-03 00:00:00+00:00,0.00486596
2009-03-04 00:00:00+00:00,0.02230138
2009-03-05 00:00:00+00:00,0.00284122
2009-03-06 00:00:00+00:00,0.00756281
2009-03-09 00:00:00+00:00,-0.00845662
2009-03-10 00:00:00+00:00,-0.00379463
2009-03-11 00:00:00+00:00,-0.00380861
2009-03-12 00:00:00+00:00,0.01049054
2009-03-13 00:00:00+00:00,-0.03400011
2009-03-16 00:00:00+00:00,0.01219330
2009-03-17 00:00:00+00:00,-0.01113834
2009-03-18 00:00:00+00:00,-0.00657238
2009-03-19 00:00:00+00:00,0.05948459
2009-03-20 00:00:00+00:00,0.01068941
2009-03-23 00:00:00+00:00,0.00528523
2009-03-24 00:00:00+00:00,-0.00877785
2009-03-26 00:00:00+00:00,0.00176583
2009-03-27 00:00:00+00:00,-0.02473879
2009-03-30 00:00:00+00:00,-0.02808365
2009-03-31 00:00:00+00:00,0.00931389
2009-04-01 00:00:00+00:00,0.00184094
2009-04-02 00:00:00+00:00,0.03225215
2009-04-03 00:00:00+00:00,0.01338708
2009-04-06 00:00:00+00:00,-0.02203179
2009-04-07 00:00:00+00:00,0.00269720
2009-04-08 00:00:00+00:00,0.00448728
2009-04-09 00:00:00+00:00,0.01162269
2009-04-13 00:00:00+00:00,0.00618427
2009-04-14 00:00:00+00:00,-0.00615609
2009-04-15 00:00:00+00:00,0.00706916
2009-04-16 00:00:00+00:00,-0.00790547
2009-04-20 00:00:00+00:00,-0.02920721
2009-04-21 00:00:00+00:00,0.00181893
2009-04-22 00:00:00+00:00,-0.00546331
2009-04-23 00:00:00+00:00,0.00274177
2009-04-24 00:00:00+00:00,0.01277078
2009-04-27 00:00:00+00:00,-0.02162484
2009-04-28 00:00:00+00:00,-0.01105325
2009-04-29 00:00:00+00:00,0.01861903
2009-04-30 00:00:00+00:00,0.01096526
2009-05-01 00:00:00+00:00,0.03073760
2009-05-04 00:00:00+00:00,0.01315339
2009-05-05 00:00:00+00:00,0.00259204
2009-05-06 00:00:00+00:00,0.02417440
2009-05-07 00:00:00+00:00,-0.00422107
2009-05-08 00:00:00+00:00,0.02624394
2009-05-12 00:00:00+00:00,0.00164494
2009-05-13 00:00:00+00:00,-0.00906590
2009-05-14 00:00:00+00:00,-0.01496709
2009-05-15 00:00:00+00:00,-0.00844340
2009-05-18 00:00:00+00:00,0.00935692
2009-05-19 00:00:00+00:00,0.00842662
2009-05-20 00:00:00+00:00,0.01337284
2009-05-21 00:00:00+00:00,-0.02228231
2009-05-22 00:00:00+00:00,0.00590209
2009-05-26 00:00:00+00:00,0.01174002
2009-05-27 00:00:00+00:00,0.00331225
2009-05-28 00:00:00+00:00,0.01073977
2009-05-29 00:00:00+00:00,0.02289072
2009-06-01 00:00:00+00:00,0.02397807
2009-06-02 00:00:00+00:00,0.00233820
2009-06-03 00:00:00+00:00,-0.03582921
2009-06-04 00:00:00+00:00,0.03392202
2009-06-05 00:00:00+00:00,-0.01016153
2009-06-08 00:00:00+00:00,0.13101315
