Date,LUMBER-new
2022-08-10 00:00:00+00:00,0.16888194
2022-08-11 00:00:00+00:00,-0.01297765
2022-08-12 00:00:00+00:00,-0.01161103
2022-08-15 00:00:00+00:00,-0.01459854
2022-08-16 00:00:00+00:00,0.00000000
2022-08-17 00:00:00+00:00,0.00000000
2022-08-18 00:00:00+00:00,-0.06029412
2022-08-19 00:00:00+00:00,-0.14404852
2022-08-22 00:00:00+00:00,-0.08823529
2022-08-23 00:00:00+00:00,0.02222222
2022-08-24 00:00:00+00:00,-0.03888419
2022-08-25 00:00:00+00:00,0.00000000
2022-08-26 00:00:00+00:00,0.00000000
2022-08-29 00:00:00+00:00,0.00862069
2022-08-30 00:00:00+00:00,0.00000000
2022-08-31 00:00:00+00:00,0.00000000
2022-09-01 00:00:00+00:00,-0.04978541
2022-09-02 00:00:00+00:00,0.00000000
2022-09-06 00:00:00+00:00,-0.01056338
2022-09-07 00:00:00+00:00,0.04424779
2022-09-08 00:00:00+00:00,0.04329004
2022-09-09 00:00:00+00:00,0.00000000
2022-09-12 00:00:00+00:00,0.20000000
2022-09-13 00:00:00+00:00,-0.03466872
2022-09-14 00:00:00+00:00,-0.07824726
2022-09-15 00:00:00+00:00,-0.11244980
2022-09-16 00:00:00+00:00,-0.03574468
2022-09-19 00:00:00+00:00,-0.02426343
2022-09-20 00:00:00+00:00,0.13100437
2022-09-21 00:00:00+00:00,-0.02629151
2022-09-22 00:00:00+00:00,-0.11877076
2022-09-23 00:00:00+00:00,-0.05976806
2022-09-26 00:00:00+00:00,-0.08287293
2022-09-27 00:00:00+00:00,0.06679574
2022-09-28 00:00:00+00:00,0.01394052
2022-09-29 00:00:00+00:00,-0.01833181
2022-09-30 00:00:00+00:00,0.12648946
2022-10-03 00:00:00+00:00,-0.09310345
2022-10-04 00:00:00+00:00,0.00361664
2022-10-05 00:00:00+00:00,-0.02256318
2022-10-06 00:00:00+00:00,0.07621671
2022-10-07 00:00:00+00:00,-0.02054285
2022-10-10 00:00:00+00:00,0.00000000
2022-10-11 00:00:00+00:00,0.08750000
2022-10-12 00:00:00+00:00,0.07869974
2022-10-13 00:00:00+00:00,-0.02981467
2022-10-14 00:00:00+00:00,-0.03497086
2022-10-17 00:00:00+00:00,0.04745763
2022-10-18 00:00:00+00:00,-0.01655629
2022-10-19 00:00:00+00:00,0.05509182
2022-10-20 00:00:00+00:00,0.04711617
2022-10-21 00:00:00+00:00,0.01587302
2022-10-24 00:00:00+00:00,-0.08740157
2022-10-25 00:00:00+00:00,-0.04098361
2022-10-26 00:00:00+00:00,-0.08319328
2022-10-27 00:00:00+00:00,-0.00618921
2022-10-28 00:00:00+00:00,-0.00176678
2022-10-31 00:00:00+00:00,0.04946996
2022-11-01 00:00:00+00:00,-0.06206897
2022-11-02 00:00:00+00:00,0.01512456
2022-11-03 00:00:00+00:00,-0.07766990
2022-11-04 00:00:00+00:00,-0.01290323
2022-11-07 00:00:00+00:00,0.03996283
2022-11-08 00:00:00+00:00,0.00000000
2022-11-09 00:00:00+00:00,-0.05719392
2022-11-10 00:00:00+00:00,0.02870370
2022-11-11 00:00:00+00:00,0.00000000
2022-11-14 00:00:00+00:00,-0.03727273
2022-11-15 00:00:00+00:00,0.05545287
2022-11-16 00:00:00+00:00,0.00000000
2022-11-17 00:00:00+00:00,0.00000000
2022-11-18 00:00:00+00:00,-0.01438849
2022-11-21 00:00:00+00:00,0.01992754
2022-11-22 00:00:00+00:00,0.00000000
2022-11-23 00:00:00+00:00,-0.06008969
2022-11-25 00:00:00+00:00,-0.00277008
2022-11-28 00:00:00+00:00,0.00000000
2022-11-29 00:00:00+00:00,0.02777778
2022-11-30 00:00:00+00:00,-0.05405405
2022-12-01 00:00:00+00:00,-0.03703704
2022-12-02 00:00:00+00:00,-0.01415094
2022-12-05 00:00:00+00:00,-0.01320755
2022-12-06 00:00:00+00:00,0.04971319
2022-12-07 00:00:00+00:00,0.03544776
2022-12-08 00:00:00+00:00,-0.05499542
2022-12-09 00:00:00+00:00,-0.00377003
2022-12-12 00:00:00+00:00,0.00000000
2022-12-13 00:00:00+00:00,-0.01699717
2022-12-14 00:00:00+00:00,-0.05523810
2022-12-15 00:00:00+00:00,-0.02154750
2022-12-16 00:00:00+00:00,-0.01782178
2022-12-19 00:00:00+00:00,-0.04195804
2022-12-20 00:00:00+00:00,0.00000000
2022-12-21 00:00:00+00:00,0.02040816
2022-12-22 00:00:00+00:00,-0.00606061
2022-12-23 00:00:00+00:00,0.04863222
2022-12-27 00:00:00+00:00,0.03758655
2022-12-28 00:00:00+00:00,0.02135922
2022-12-29 00:00:00+00:00,-0.06724304
2022-12-30 00:00:00+00:00,-0.00198807
2023-01-03 00:00:00+00:00,-0.04577114
2023-01-04 00:00:00+00:00,0.01629328
2023-01-05 00:00:00+00:00,-0.05050505
2023-01-06 00:00:00+00:00,-0.03523316
2023-01-09 00:00:00+00:00,0.04791667
2023-01-10 00:00:00+00:00,0.09359105
2023-01-11 00:00:00+00:00,0.07288630
2023-01-12 00:00:00+00:00,0.00946074
2023-01-13 00:00:00+00:00,0.03295669
2023-01-17 00:00:00+00:00,0.01944444
2023-01-18 00:00:00+00:00,-0.03669725
2023-01-19 00:00:00+00:00,0.00000000
2023-01-20 00:00:00+00:00,-0.00467290
2023-01-23 00:00:00+00:00,-0.00374181
2023-01-24 00:00:00+00:00,0.12686567
2023-01-25 00:00:00+00:00,0.03508772
2023-01-26 00:00:00+00:00,0.12241379
2023-01-27 00:00:00+00:00,-0.01137287
2023-01-30 00:00:00+00:00,0.05718954
2023-01-31 00:00:00+00:00,0.04765687
2023-02-01 00:00:00+00:00,-0.04344453
2023-02-02 00:00:00+00:00,-0.04920635
2023-02-03 00:00:00+00:00,-0.03285256
2023-02-06 00:00:00+00:00,-0.03294893
2023-02-07 00:00:00+00:00,-0.04522613
2023-02-08 00:00:00+00:00,-0.01129453
2023-02-09 00:00:00+00:00,-0.06445993
2023-02-10 00:00:00+00:00,-0.04039497
2023-02-13 00:00:00+00:00,-0.03584559
2023-02-14 00:00:00+00:00,-0.03644860
2023-02-15 00:00:00+00:00,-0.00190295
2023-02-16 00:00:00+00:00,0.04957102
2023-02-17 00:00:00+00:00,-0.06654171
2023-02-21 00:00:00+00:00,-0.01153846
2023-02-22 00:00:00+00:00,-0.01167315
2023-02-23 00:00:00+00:00,0.00000000
2023-02-24 00:00:00+00:00,0.03740157
2023-02-27 00:00:00+00:00,0.04314477
2023-02-28 00:00:00+00:00,0.08450704
2023-03-01 00:00:00+00:00,-0.04594595
2023-03-02 00:00:00+00:00,-0.05762082
2023-03-03 00:00:00+00:00,-0.02571429
2023-03-06 00:00:00+00:00,0.03194579
2023-03-07 00:00:00+00:00,-0.01919386
2023-03-08 00:00:00+00:00,-0.00096899
2023-03-09 00:00:00+00:00,0.00000000
2023-03-10 00:00:00+00:00,-0.01445087
2023-03-13 00:00:00+00:00,0.03088803
2023-03-14 00:00:00+00:00,0.01217228
2023-03-15 00:00:00+00:00,-0.02946593
2023-03-16 00:00:00+00:00,0.08317757
2023-03-17 00:00:00+00:00,-0.00268577
2023-03-20 00:00:00+00:00,-0.04144144
2023-03-21 00:00:00+00:00,-0.00183993
2023-03-22 00:00:00+00:00,-0.00184162
2023-03-23 00:00:00+00:00,-0.06820276
2023-03-24 00:00:00+00:00,0.00478011
2023-03-27 00:00:00+00:00,-0.01712655
2023-03-28 00:00:00+00:00,-0.03824092
2023-03-29 00:00:00+00:00,-0.01859100
2023-03-30 00:00:00+00:00,0.02490040
2023-03-31 00:00:00+00:00,0.00686275
2023-04-03 00:00:00+00:00,-0.00294118
2023-04-04 00:00:00+00:00,0.00984252
2023-04-05 00:00:00+00:00,0.00786627
2023-04-06 00:00:00+00:00,-0.02938296
2023-04-10 00:00:00+00:00,0.01290963
2023-04-11 00:00:00+00:00,0.02964427
2023-04-12 00:00:00+00:00,0.01642512
2023-04-13 00:00:00+00:00,0.04326923
2023-04-14 00:00:00+00:00,0.00938086
2023-04-17 00:00:00+00:00,0.01115242
2023-04-18 00:00:00+00:00,-0.09090909
