Date,GBPCHF
2022-03-04 00:00:00+00:00,-0.01878484
2022-03-07 00:00:00+00:00,-0.00108066
2022-03-08 00:00:00+00:00,0.00765650
2022-03-09 00:00:00+00:00,0.00549202
2022-03-10 00:00:00+00:00,-0.00443399
2022-03-11 00:00:00+00:00,0.00146657
2022-03-14 00:00:00+00:00,0.00216194
2022-03-15 00:00:00+00:00,0.00224165
2022-03-16 00:00:00+00:00,0.01348418
2022-03-17 00:00:00+00:00,-0.00537295
2022-03-18 00:00:00+00:00,-0.00481921
2022-03-21 00:00:00+00:00,-0.00025875
2022-03-22 00:00:00+00:00,0.01232063
2022-03-23 00:00:00+00:00,-0.01154261
2022-03-24 00:00:00+00:00,-0.00385277
2022-03-25 00:00:00+00:00,0.00104869
2022-03-28 00:00:00+00:00,-0.00402233
2022-03-29 00:00:00+00:00,-0.00878358
2022-03-30 00:00:00+00:00,-0.01162086
2022-03-31 00:00:00+00:00,0.00006832
2022-04-01 00:00:00+00:00,0.00222060
2022-04-04 00:00:00+00:00,0.00287849
2022-04-05 00:00:00+00:00,0.00113694
2022-04-06 00:00:00+00:00,0.00641810
2022-04-07 00:00:00+00:00,0.00286024
2022-04-08 00:00:00+00:00,-0.00568723
2022-04-11 00:00:00+00:00,-0.00636282
2022-04-12 00:00:00+00:00,-0.00225251
2022-04-13 00:00:00+00:00,0.02099326
2022-04-14 00:00:00+00:00,0.01299597
2022-04-18 00:00:00+00:00,-0.00652840
2022-04-19 00:00:00+00:00,0.01311370
2022-04-20 00:00:00+00:00,0.00362498
2022-04-21 00:00:00+00:00,0.00426570
2022-04-22 00:00:00+00:00,-0.02303101
2022-04-25 00:00:00+00:00,-0.00917191
2022-04-26 00:00:00+00:00,-0.01627195
2022-04-27 00:00:00+00:00,0.00568559
2022-04-28 00:00:00+00:00,-0.00579804
2022-04-29 00:00:00+00:00,0.02024801
2022-05-02 00:00:00+00:00,-0.00395345
2022-05-03 00:00:00+00:00,0.00243633
2022-05-04 00:00:00+00:00,0.00554768
2022-05-05 00:00:00+00:00,-0.00885224
2022-05-06 00:00:00+00:00,-0.00248683
2022-05-09 00:00:00+00:00,0.01189726
2022-05-10 00:00:00+00:00,0.00005651
2022-05-11 00:00:00+00:00,-0.01179270
2022-05-12 00:00:00+00:00,0.00778380
2022-05-13 00:00:00+00:00,0.00816120
2022-05-16 00:00:00+00:00,0.00951312
2022-05-17 00:00:00+00:00,0.01092805
2022-05-18 00:00:00+00:00,-0.03433351
2022-05-19 00:00:00+00:00,-0.01004882
2022-05-20 00:00:00+00:00,0.00740006
2022-05-23 00:00:00+00:00,-0.00422268
2022-05-24 00:00:00+00:00,-0.01997356
2022-05-25 00:00:00+00:00,0.01395735
2022-05-26 00:00:00+00:00,-0.00325380
2022-05-27 00:00:00+00:00,0.00154313
2022-05-30 00:00:00+00:00,-0.00069222
2022-05-31 00:00:00+00:00,-0.00069206
2022-06-01 00:00:00+00:00,-0.00988406
2022-06-02 00:00:00+00:00,0.00321328
2022-06-03 00:00:00+00:00,-0.00161140
2022-06-06 00:00:00+00:00,0.02357963
2022-06-07 00:00:00+00:00,0.01081143
2022-06-08 00:00:00+00:00,0.00307046
2022-06-09 00:00:00+00:00,-0.00036178
2022-06-10 00:00:00+00:00,-0.01399137
2022-06-13 00:00:00+00:00,-0.00949343
2022-06-14 00:00:00+00:00,-0.01441580
2022-06-15 00:00:00+00:00,0.01662065
2022-06-16 00:00:00+00:00,-0.03011299
2022-06-17 00:00:00+00:00,-0.00983082
2022-06-20 00:00:00+00:00,-0.00063769
2022-06-21 00:00:00+00:00,0.00326428
2022-06-22 00:00:00+00:00,-0.01223526
2022-06-23 00:00:00+00:00,-0.00226025
2022-06-24 00:00:00+00:00,-0.00226418
2022-06-27 00:00:00+00:00,-0.00354721
2022-06-28 00:00:00+00:00,-0.01356298
2022-06-29 00:00:00+00:00,-0.01511815
2022-06-30 00:00:00+00:00,0.00758767
2022-07-01 00:00:00+00:00,-0.00117112
2022-07-04 00:00:00+00:00,-0.00004752
2022-07-05 00:00:00+00:00,-0.00618783
2022-07-06 00:00:00+00:00,0.00176943
2022-07-07 00:00:00+00:00,0.02187341
2022-07-08 00:00:00+00:00,0.00791802
2022-07-11 00:00:00+00:00,-0.01627995
2022-07-12 00:00:00+00:00,0.00424314
2022-07-13 00:00:00+00:00,-0.00453299
2022-07-14 00:00:00+00:00,-0.00471502
2022-07-15 00:00:00+00:00,-0.00575896
2022-07-18 00:00:00+00:00,0.01473037
2022-07-19 00:00:00+00:00,-0.00934636
2022-07-20 00:00:00+00:00,0.00157053
2022-07-21 00:00:00+00:00,-0.00739841
2022-07-22 00:00:00+00:00,-0.00785821
2022-07-25 00:00:00+00:00,0.01383309
2022-07-26 00:00:00+00:00,-0.00671510
2022-07-27 00:00:00+00:00,0.01413226
2022-07-28 00:00:00+00:00,-0.00943700
2022-07-29 00:00:00+00:00,-0.00265751
2022-08-01 00:00:00+00:00,0.00962228
2022-08-02 00:00:00+00:00,-0.00024254
2022-08-03 00:00:00+00:00,0.00742123
2022-08-04 00:00:00+00:00,-0.01147538
2022-08-05 00:00:00+00:00,-0.00308936
2022-08-08 00:00:00+00:00,-0.01043476
2022-08-09 00:00:00+00:00,-0.00537014
2022-08-10 00:00:00+00:00,0.00114672
2022-08-11 00:00:00+00:00,-0.00468218
2022-08-12 00:00:00+00:00,-0.01044882
2022-08-15 00:00:00+00:00,-0.00287696
2022-08-16 00:00:00+00:00,0.01221539
2022-08-17 00:00:00+00:00,-0.00190536
2022-08-18 00:00:00+00:00,-0.01098642
2022-08-19 00:00:00+00:00,-0.01411958
2022-08-22 00:00:00+00:00,0.00142641
2022-08-23 00:00:00+00:00,0.01096547
2022-08-24 00:00:00+00:00,0.00001061
2022-08-25 00:00:00+00:00,-0.00042920
2022-08-26 00:00:00+00:00,-0.00842610
2022-08-29 00:00:00+00:00,-0.00166861
2022-08-30 00:00:00+00:00,0.00239104
2022-08-31 00:00:00+00:00,-0.00184557
2022-09-01 00:00:00+00:00,-0.00096492
2022-09-02 00:00:00+00:00,-0.00767666
2022-09-05 00:00:00+00:00,-0.00008083
2022-09-06 00:00:00+00:00,0.01082369
2022-09-07 00:00:00+00:00,-0.01657351
2022-09-08 00:00:00+00:00,-0.01404468
2022-09-09 00:00:00+00:00,-0.00635352
2022-09-12 00:00:00+00:00,0.00135223
2022-09-13 00:00:00+00:00,-0.01616177
2022-09-14 00:00:00+00:00,-0.00045127
2022-09-15 00:00:00+00:00,-0.01683816
2022-09-16 00:00:00+00:00,-0.00036194
2022-09-19 00:00:00+00:00,0.00228774
2022-09-20 00:00:00+00:00,-0.01195109
2022-09-21 00:00:00+00:00,-0.00761578
2022-09-22 00:00:00+00:00,0.01704043
2022-09-23 00:00:00+00:00,-0.06655458
2022-09-26 00:00:00+00:00,-0.00886698
2022-09-27 00:00:00+00:00,0.00066540
2022-09-28 00:00:00+00:00,-0.00075650
2022-09-29 00:00:00+00:00,0.03495244
2022-09-30 00:00:00+00:00,0.03779745
2022-10-03 00:00:00+00:00,0.03918984
2022-10-04 00:00:00+00:00,0.00080181
2022-10-05 00:00:00+00:00,-0.01505170
2022-10-06 00:00:00+00:00,-0.01742246
2022-10-07 00:00:00+00:00,-0.00519125
2022-10-10 00:00:00+00:00,0.00583843
2022-10-11 00:00:00+00:00,-0.01101266
2022-10-12 00:00:00+00:00,0.01407793
2022-10-13 00:00:00+00:00,0.04167751
2022-10-14 00:00:00+00:00,-0.01166722
2022-10-17 00:00:00+00:00,0.01501667
2022-10-18 00:00:00+00:00,-0.00943600
2022-10-19 00:00:00+00:00,0.00176314
2022-10-20 00:00:00+00:00,-0.00011116
2022-10-21 00:00:00+00:00,0.00033500
2022-10-24 00:00:00+00:00,0.00514865
2022-10-25 00:00:00+00:00,0.02291949
2022-10-26 00:00:00+00:00,0.00788798
2022-10-27 00:00:00+00:00,0.00058821
2022-10-28 00:00:00+00:00,0.01800951
2022-10-31 00:00:00+00:00,-0.01425803
2022-11-01 00:00:00+00:00,-0.00046506
2022-11-02 00:00:00+00:00,-0.00518578
2022-11-03 00:00:00+00:00,-0.02562106
2022-11-04 00:00:00+00:00,-0.00011441
2022-11-07 00:00:00+00:00,0.01568895
2022-11-08 00:00:00+00:00,-0.00372775
2022-11-09 00:00:00+00:00,-0.03293547
2022-11-10 00:00:00+00:00,0.02203788
2022-11-11 00:00:00+00:00,-0.02673356
2022-11-14 00:00:00+00:00,-0.01081760
2022-11-15 00:00:00+00:00,0.01805424
2022-11-16 00:00:00+00:00,0.00937808
2022-11-17 00:00:00+00:00,0.00648009
2022-11-18 00:00:00+00:00,0.01010051
2022-11-21 00:00:00+00:00,-0.00038234
2022-11-22 00:00:00+00:00,-0.00321410
2022-11-23 00:00:00+00:00,0.00864741
2022-11-24 00:00:00+00:00,-0.00011985
2022-11-25 00:00:00+00:00,0.01240025
2022-11-28 00:00:00+00:00,-0.01492997
2022-11-29 00:00:00+00:00,0.00941126
2022-11-30 00:00:00+00:00,-0.00073625
2022-12-01 00:00:00+00:00,0.01552432
2022-12-02 00:00:00+00:00,0.00650769
2022-12-05 00:00:00+00:00,-0.00724713
2022-12-06 00:00:00+00:00,-0.00622804
2022-12-07 00:00:00+00:00,0.00609277
2022-12-08 00:00:00+00:00,-0.00168863
2022-12-09 00:00:00+00:00,-0.00125417
2022-12-12 00:00:00+00:00,0.00564604
2022-12-13 00:00:00+00:00,-0.01031183
2022-12-14 00:00:00+00:00,-0.00336718
2022-12-15 00:00:00+00:00,-0.02517076
2022-12-16 00:00:00+00:00,0.00682458
2022-12-19 00:00:00+00:00,-0.01032217
2022-12-20 00:00:00+00:00,-0.00404504
2022-12-21 00:00:00+00:00,-0.01415068
2022-12-22 00:00:00+00:00,0.00311997
2022-12-23 00:00:00+00:00,0.00760782
2022-12-27 00:00:00+00:00,-0.01157904
2022-12-28 00:00:00+00:00,-0.00192465
2022-12-29 00:00:00+00:00,-0.00625122
2022-12-30 00:00:00+00:00,0.00385520
2023-01-03 00:00:00+00:00,0.01043426
2023-01-04 00:00:00+00:00,0.00023354
2023-01-05 00:00:00+00:00,-0.00901211
2023-01-06 00:00:00+00:00,0.01149834
2023-01-09 00:00:00+00:00,0.00067824
2023-01-10 00:00:00+00:00,0.00022802
2023-01-11 00:00:00+00:00,0.01670538
2023-01-12 00:00:00+00:00,0.00626570
2023-01-13 00:00:00+00:00,-0.00322625
2023-01-16 00:00:00+00:00,-0.00012835
2023-01-17 00:00:00+00:00,-0.00296488
2023-01-18 00:00:00+00:00,-0.00261479
2023-01-19 00:00:00+00:00,0.00778078
2023-01-20 00:00:00+00:00,0.01155603
2023-01-23 00:00:00+00:00,-0.00012972
2023-01-24 00:00:00+00:00,-0.00347521
2023-01-25 00:00:00+00:00,-0.00154057
2023-01-26 00:00:00+00:00,0.00666400
2023-01-27 00:00:00+00:00,0.00048561
2023-01-30 00:00:00+00:00,0.00171650
2023-01-31 00:00:00+00:00,-0.02463631
2023-02-01 00:00:00+00:00,-0.00599863
2023-02-02 00:00:00+00:00,-0.01324103
2023-02-03 00:00:00+00:00,-0.00282292
2023-02-06 00:00:00+00:00,0.00049969
2023-02-07 00:00:00+00:00,-0.01028705
2023-02-08 00:00:00+00:00,0.00095305
2023-02-09 00:00:00+00:00,0.01295965
2023-02-10 00:00:00+00:00,-0.00703905
2023-02-13 00:00:00+00:00,0.00418769
2023-02-14 00:00:00+00:00,0.01001522
2023-02-15 00:00:00+00:00,-0.01907301
2023-02-16 00:00:00+00:00,-0.00067465
2023-02-17 00:00:00+00:00,0.00645411
2023-02-20 00:00:00+00:00,-0.00013374
2023-02-21 00:00:00+00:00,0.01614613
2023-02-22 00:00:00+00:00,-0.00272111
2023-02-23 00:00:00+00:00,0.00147347
2023-02-24 00:00:00+00:00,0.00227537
2023-02-27 00:00:00+00:00,0.00895825
2023-02-28 00:00:00+00:00,0.00926973
2023-03-01 00:00:00+00:00,-0.00631678
2023-03-02 00:00:00+00:00,-0.00819693
2023-03-03 00:00:00+00:00,0.00457945
2023-03-06 00:00:00+00:00,-0.01983717
2023-03-07 00:00:00+00:00,-0.01130441
2023-03-08 00:00:00+00:00,0.00121829
2023-03-09 00:00:00+00:00,0.00203256
2023-03-10 00:00:00+00:00,-0.01387839
2023-03-13 00:00:00+00:00,0.00168565
2023-03-14 00:00:00+00:00,0.00386347
2023-03-15 00:00:00+00:00,0.01583306
2023-03-16 00:00:00+00:00,0.01192498
2023-03-17 00:00:00+00:00,0.00229093
2023-03-20 00:00:00+00:00,0.01934636
2023-03-21 00:00:00+00:00,-0.02083452
2023-03-22 00:00:00+00:00,0.00058420
2023-03-23 00:00:00+00:00,-0.00531251
2023-03-24 00:00:00+00:00,-0.00030949
2023-03-27 00:00:00+00:00,0.00237694
2023-03-28 00:00:00+00:00,0.01508134
2023-03-29 00:00:00+00:00,-0.00439586
2023-03-30 00:00:00+00:00,0.00226968
2023-03-31 00:00:00+00:00,-0.00849045
2023-04-03 00:00:00+00:00,0.00951034
2023-04-04 00:00:00+00:00,-0.00155731
2023-04-05 00:00:00+00:00,-0.00475823
2023-04-06 00:00:00+00:00,-0.00539371
2023-04-10 00:00:00+00:00,0.00030774
2023-04-11 00:00:00+00:00,-0.00773253
2023-04-12 00:00:00+00:00,-0.00596782
2023-04-13 00:00:00+00:00,-0.01075215
2023-04-14 00:00:00+00:00,-0.00457236
2023-04-17 00:00:00+00:00,0.00420789
2023-04-18 00:00:00+00:00,0.00482914
2023-04-19 00:00:00+00:00,0.00238229
2023-04-20 00:00:00+00:00,-0.00887809
2023-04-21 00:00:00+00:00,-0.00186084
2023-04-24 00:00:00+00:00,-0.00303784
2023-04-25 00:00:00+00:00,-0.00349673
2023-04-26 00:00:00+00:00,0.00766749
2023-04-27 00:00:00+00:00,0.01178518
2023-04-28 00:00:00+00:00,0.00831144
2023-05-01 00:00:00+00:00,-0.00533979
2023-05-02 00:00:00+00:00,-0.00912268
2023-05-03 00:00:00+00:00,-0.00149877
2023-05-04 00:00:00+00:00,0.00292196
2023-05-05 00:00:00+00:00,0.02165946
2023-05-08 00:00:00+00:00,-0.00646944
2023-05-09 00:00:00+00:00,0.00199940
2023-05-10 00:00:00+00:00,-0.00130607
2023-05-11 00:00:00+00:00,-0.00666887
2023-05-12 00:00:00+00:00,-0.00229699
2023-05-15 00:00:00+00:00,0.00676761
2023-05-16 00:00:00+00:00,-0.00488603
2023-05-17 00:00:00+00:00,0.00523356
2023-05-18 00:00:00+00:00,0.00191090
2023-05-19 00:00:00+00:00,-0.00416717
2023-05-22 00:00:00+00:00,-0.00632334
2023-05-23 00:00:00+00:00,0.00497051
2023-05-24 00:00:00+00:00,0.00218002
2023-05-25 00:00:00+00:00,-0.00595437
2023-05-26 00:00:00+00:00,-0.00740917
2023-05-29 00:00:00+00:00,-0.00014785
2023-05-30 00:00:00+00:00,0.01016362
2023-05-31 00:00:00+00:00,0.01604675
2023-06-01 00:00:00+00:00,0.00565241
2023-06-02 00:00:00+00:00,-0.00584631
2023-06-05 00:00:00+00:00,-0.00969887
2023-06-06 00:00:00+00:00,0.00370831
2023-06-07 00:00:00+00:00,0.00647655
2023-06-08 00:00:00+00:00,-0.00317955
2023-06-09 00:00:00+00:00,0.01191915
2023-06-12 00:00:00+00:00,0.00349607
2023-06-13 00:00:00+00:00,0.00623846
2023-06-14 00:00:00+00:00,-0.00253215
2023-06-15 00:00:00+00:00,-0.00120696
2023-06-16 00:00:00+00:00,0.01384435
2023-06-19 00:00:00+00:00,-0.00014538
2023-06-20 00:00:00+00:00,-0.00207960
2023-06-21 00:00:00+00:00,-0.00965178
2023-06-22 00:00:00+00:00,0.00153243
2023-06-23 00:00:00+00:00,-0.00341475
2023-06-26 00:00:00+00:00,-0.00350852
2023-06-27 00:00:00+00:00,0.00064892
2023-06-28 00:00:00+00:00,-0.00873826
2023-06-29 00:00:00+00:00,0.00260869
2023-06-30 00:00:00+00:00,0.00242761
2023-07-03 00:00:00+00:00,0.00313428
2023-07-04 00:00:00+00:00,-0.00085486
2023-07-05 00:00:00+00:00,0.00631756
2023-07-06 00:00:00+00:00,0.00126321
2023-07-07 00:00:00+00:00,-0.00138491
2023-07-10 00:00:00+00:00,-0.00394632
2023-07-11 00:00:00+00:00,-0.00138885
2023-07-12 00:00:00+00:00,-0.01873900
2023-07-13 00:00:00+00:00,0.00261921
2023-07-14 00:00:00+00:00,0.00297216
2023-07-17 00:00:00+00:00,-0.00816721
2023-07-18 00:00:00+00:00,-0.01115510
2023-07-19 00:00:00+00:00,-0.01435771
2023-07-20 00:00:00+00:00,0.00900223
2023-07-21 00:00:00+00:00,-0.00303643
2023-07-24 00:00:00+00:00,0.00093349
2023-07-25 00:00:00+00:00,0.00174448
2023-07-26 00:00:00+00:00,-0.00051192
2023-07-27 00:00:00+00:00,-0.00240594
2023-07-28 00:00:00+00:00,0.00806802
2023-07-31 00:00:00+00:00,0.00353802
2023-08-01 00:00:00+00:00,-0.00131761
2023-08-02 00:00:00+00:00,-0.00419348
2023-08-03 00:00:00+00:00,-0.00789043
2023-08-04 00:00:00+00:00,0.00328371
2023-08-07 00:00:00+00:00,0.00508180
2023-08-08 00:00:00+00:00,0.00020820
2023-08-09 00:00:00+00:00,0.00083835
2023-08-10 00:00:00+00:00,-0.00815465
2023-08-11 00:00:00+00:00,0.00165496
2023-08-14 00:00:00+00:00,0.00300623
2023-08-15 00:00:00+00:00,0.00426178
2023-08-16 00:00:00+00:00,0.00461004
2023-08-17 00:00:00+00:00,0.00173104
2023-08-18 00:00:00+00:00,0.00683360
2023-08-21 00:00:00+00:00,-0.00443543
2023-08-22 00:00:00+00:00,-0.00024117
2023-08-23 00:00:00+00:00,-0.00990057
2023-08-24 00:00:00+00:00,0.00128726
2023-08-25 00:00:00+00:00,-0.00473048
2023-08-28 00:00:00+00:00,0.00119750
2023-08-29 00:00:00+00:00,-0.00681014
2023-08-30 00:00:00+00:00,0.01266590
2023-08-31 00:00:00+00:00,0.00406303
2023-09-01 00:00:00+00:00,-0.00731008
2023-09-04 00:00:00+00:00,0.00011830
2023-09-05 00:00:00+00:00,0.00559731
2023-09-06 00:00:00+00:00,-0.00534636
2023-09-07 00:00:00+00:00,-0.00185781
2023-09-08 00:00:00+00:00,-0.00212934
2023-09-11 00:00:00+00:00,-0.00554980
2023-09-12 00:00:00+00:00,-0.00305281
2023-09-13 00:00:00+00:00,0.00511257
2023-09-14 00:00:00+00:00,-0.00639916
2023-09-15 00:00:00+00:00,-0.00106020
2023-09-18 00:00:00+00:00,0.00039338
2023-09-19 00:00:00+00:00,0.00329987
2023-09-20 00:00:00+00:00,-0.00713516
2023-09-21 00:00:00+00:00,0.00394377
2023-09-22 00:00:00+00:00,-0.00115139
2023-09-25 00:00:00+00:00,0.00666281
2023-09-26 00:00:00+00:00,-0.00205440
2023-09-27 00:00:00+00:00,0.00945553
2023-09-28 00:00:00+00:00,-0.00051306
2023-09-29 00:00:00+00:00,-0.00006193
2023-10-02 00:00:00+00:00,-0.01233211
2023-10-03 00:00:00+00:00,0.00502124
2023-10-04 00:00:00+00:00,0.00020927
2023-10-05 00:00:00+00:00,0.00111446
2023-10-06 00:00:00+00:00,0.00038957
2023-10-09 00:00:00+00:00,-0.01010262
2023-10-10 00:00:00+00:00,0.00602857
2023-10-11 00:00:00+00:00,-0.00042474
2023-10-12 00:00:00+00:00,-0.00803851
2023-10-13 00:00:00+00:00,-0.02226373
2023-10-16 00:00:00+00:00,0.01024478
2023-10-17 00:00:00+00:00,-0.00537050
2023-10-18 00:00:00+00:00,-0.00841266
2023-10-19 00:00:00+00:00,-0.01231722
2023-10-20 00:00:00+00:00,-0.00061560
2023-10-23 00:00:00+00:00,0.01376025
2023-10-24 00:00:00+00:00,-0.00945500
2023-10-25 00:00:00+00:00,-0.00024484
2023-10-26 00:00:00+00:00,0.00882428
2023-10-27 00:00:00+00:00,0.00178261
2023-10-30 00:00:00+00:00,0.00905159
2023-10-31 00:00:00+00:00,0.01459923
2023-11-01 00:00:00+00:00,-0.00406240
2023-11-02 00:00:00+00:00,0.00604533
2023-11-03 00:00:00+00:00,0.01147705
2023-11-06 00:00:00+00:00,-0.00349281
2023-11-07 00:00:00+00:00,-0.00530819
2023-11-08 00:00:00+00:00,-0.00296273
2023-11-09 00:00:00+00:00,-0.00151335
2023-11-10 00:00:00+00:00,-0.00187744
2023-11-13 00:00:00+00:00,0.00730991
2023-11-14 00:00:00+00:00,0.00682857
2023-11-15 00:00:00+00:00,-0.01405954
2023-11-16 00:00:00+00:00,0.00121414
2023-11-17 00:00:00+00:00,-0.00169536
2023-11-20 00:00:00+00:00,0.00730913
2023-11-21 00:00:00+00:00,0.00374650
2023-11-22 00:00:00+00:00,-0.00756828
2023-11-23 00:00:00+00:00,-0.00015083
2023-11-24 00:00:00+00:00,0.01355916
2023-11-27 00:00:00+00:00,0.00120188
2023-11-28 00:00:00+00:00,0.00453524
2023-11-29 00:00:00+00:00,-0.00931950
2023-11-30 00:00:00+00:00,-0.00737554
2023-12-01 00:00:00+00:00,-0.00160001
2023-12-04 00:00:00+00:00,-0.00305256
2023-12-05 00:00:00+00:00,-0.00124033
2023-12-06 00:00:00+00:00,-0.00460436
2023-12-07 00:00:00+00:00,0.00413163
2023-12-08 00:00:00+00:00,0.00721367
2023-12-11 00:00:00+00:00,-0.01237709
2023-12-12 00:00:00+00:00,-0.00454483
2023-12-13 00:00:00+00:00,-0.00409545
2023-12-14 00:00:00+00:00,0.01318259
2023-12-15 00:00:00+00:00,-0.00161133
2023-12-18 00:00:00+00:00,-0.01148340
2023-12-19 00:00:00+00:00,-0.00447078
2023-12-20 00:00:00+00:00,-0.00788894
2023-12-21 00:00:00+00:00,-0.00588437
2023-12-22 00:00:00+00:00,0.00040720
2023-12-26 00:00:00+00:00,-0.00256070
2023-12-27 00:00:00+00:00,-0.01250026
2023-12-28 00:00:00+00:00,-0.00902673
2023-12-29 00:00:00+00:00,-0.00211975
2024-01-02 00:00:00+00:00,-0.00061916
2024-01-03 00:00:00+00:00,0.00952864
2024-01-04 00:00:00+00:00,0.00433862
2024-01-05 00:00:00+00:00,0.00292924
2024-01-08 00:00:00+00:00,-0.00024281
2024-01-09 00:00:00+00:00,0.00301767
2024-01-10 00:00:00+00:00,0.00468707
2024-01-11 00:00:00+00:00,0.00578905
2024-01-12 00:00:00+00:00,-0.00190657
2024-01-15 00:00:00+00:00,-0.00014894
2024-01-16 00:00:00+00:00,0.00179525
2024-01-17 00:00:00+00:00,0.01770278
2024-01-18 00:00:00+00:00,0.01066850
2024-01-19 00:00:00+00:00,0.00094509
2024-01-22 00:00:00+00:00,0.00076217
2024-01-23 00:00:00+00:00,0.00094382
2024-01-24 00:00:00+00:00,-0.01043696
2024-01-25 00:00:00+00:00,0.00634811
2024-01-26 00:00:00+00:00,-0.00699030
2024-01-29 00:00:00+00:00,-0.00536599
2024-01-30 00:00:00+00:00,-0.00180102
2024-01-31 00:00:00+00:00,-0.00106749
2024-02-01 00:00:00+00:00,-0.00005736
2024-02-02 00:00:00+00:00,0.00380145
2024-02-05 00:00:00+00:00,-0.00721013
2024-02-06 00:00:00+00:00,0.00914542
2024-02-07 00:00:00+00:00,0.01496441
2024-02-08 00:00:00+00:00,-0.00169506
2024-02-09 00:00:00+00:00,0.00430810
2024-02-12 00:00:00+00:00,0.00066719
2024-02-13 00:00:00+00:00,0.01917661
2024-02-14 00:00:00+00:00,-0.00715835
2024-02-15 00:00:00+00:00,-0.00700263
2024-02-16 00:00:00+00:00,0.00428379
2024-02-19 00:00:00+00:00,-0.00014980
2024-02-20 00:00:00+00:00,0.00364259
2024-02-21 00:00:00+00:00,-0.00249297
2024-02-22 00:00:00+00:00,0.00815007
2024-02-23 00:00:00+00:00,0.00263494
2024-02-26 00:00:00+00:00,-0.00024018
2024-02-27 00:00:00+00:00,-0.00239302
2024-02-28 00:00:00+00:00,-0.00535945
2024-02-29 00:00:00+00:00,0.00615476
2024-03-01 00:00:00+00:00,0.00496765
2024-03-04 00:00:00+00:00,0.00844680
2024-03-05 00:00:00+00:00,-0.00139765
2024-03-06 00:00:00+00:00,0.00332991
2024-03-07 00:00:00+00:00,-0.00059486
2024-03-08 00:00:00+00:00,0.00804658
2024-03-11 00:00:00+00:00,-0.00609376
2024-03-12 00:00:00+00:00,-0.00246329
2024-03-13 00:00:00+00:00,-0.00781127
2024-03-14 00:00:00+00:00,0.00622925
2024-03-15 00:00:00+00:00,-0.00176204
2024-03-18 00:00:00+00:00,0.00800744
2024-03-19 00:00:00+00:00,-0.00104236
2024-03-20 00:00:00+00:00,0.00503047
2024-03-21 00:00:00+00:00,0.00635269
2024-03-22 00:00:00+00:00,-0.00884942
2024-03-25 00:00:00+00:00,0.00769809
2024-03-26 00:00:00+00:00,0.00873271
2024-03-27 00:00:00+00:00,0.00595234
2024-03-28 00:00:00+00:00,-0.00931675
