Date,LEANHOG
2001-05-21 00:00:00+00:00,-0.01473679
2001-05-22 00:00:00+00:00,-0.03109859
2001-05-23 00:00:00+00:00,0.02503674
2001-05-24 00:00:00+00:00,-0.00945089
2001-05-25 00:00:00+00:00,-0.01524042
2001-05-29 00:00:00+00:00,0.05282145
2001-05-30 00:00:00+00:00,0.03236440
2001-05-31 00:00:00+00:00,-0.00160266
2001-06-01 00:00:00+00:00,0.01866804
2001-06-04 00:00:00+00:00,0.00509777
2001-06-05 00:00:00+00:00,-0.00574513
2001-06-06 00:00:00+00:00,-0.00368613
2001-06-07 00:00:00+00:00,0.01092828
2001-06-08 00:00:00+00:00,-0.08099354
2001-06-11 00:00:00+00:00,0.01309597
2001-06-12 00:00:00+00:00,0.01194030
2001-06-13 00:00:00+00:00,-0.00089667
2001-06-14 00:00:00+00:00,-0.01724497
2001-06-15 00:00:00+00:00,0.00554763
2001-06-18 00:00:00+00:00,-0.00543734
2001-06-19 00:00:00+00:00,0.00767029
2001-06-20 00:00:00+00:00,0.00474201
2001-06-21 00:00:00+00:00,0.00748450
2001-06-22 00:00:00+00:00,0.00038711
2001-06-25 00:00:00+00:00,0.02911803
2001-06-26 00:00:00+00:00,0.00918469
2001-06-27 00:00:00+00:00,-0.00410018
2001-06-28 00:00:00+00:00,0.00229724
2001-06-29 00:00:00+00:00,0.02131266
2001-07-02 00:00:00+00:00,0.03775444
2001-07-03 00:00:00+00:00,-0.02056254
2001-07-05 00:00:00+00:00,0.01391824
2001-07-06 00:00:00+00:00,0.01746004
2001-07-09 00:00:00+00:00,-0.01061064
2001-07-10 00:00:00+00:00,-0.00505743
2001-07-11 00:00:00+00:00,-0.01376338
2001-07-12 00:00:00+00:00,-0.02078335
2001-07-13 00:00:00+00:00,0.01673054
2001-07-16 00:00:00+00:00,0.00606791
2001-07-17 00:00:00+00:00,-0.03657799
2001-07-18 00:00:00+00:00,-0.00568689
2001-07-19 00:00:00+00:00,0.01430233
2001-07-20 00:00:00+00:00,-0.00613873
2001-07-23 00:00:00+00:00,-0.02189574
2001-07-24 00:00:00+00:00,-0.00090102
2001-07-25 00:00:00+00:00,-0.00090130
2001-07-26 00:00:00+00:00,0.00070420
2001-07-27 00:00:00+00:00,0.00873044
2001-07-30 00:00:00+00:00,0.00549269
2001-07-31 00:00:00+00:00,0.00467180
2001-08-01 00:00:00+00:00,0.00655898
2001-08-02 00:00:00+00:00,-0.01038220
2001-08-03 00:00:00+00:00,0.00307886
2001-08-06 00:00:00+00:00,-0.00595169
2001-08-07 00:00:00+00:00,-0.00692237
2001-08-08 00:00:00+00:00,-0.00041374
2001-08-09 00:00:00+00:00,-0.00407001
2001-08-10 00:00:00+00:00,0.01057348
2001-08-13 00:00:00+00:00,0.00594644
2001-08-14 00:00:00+00:00,-0.00405972
2001-08-15 00:00:00+00:00,-0.00454245
2001-08-16 00:00:00+00:00,-0.00200933
2001-08-17 00:00:00+00:00,-0.00217143
2001-08-20 00:00:00+00:00,-0.00601434
2001-08-21 00:00:00+00:00,-0.00492040
2001-08-22 00:00:00+00:00,0.02168069
2001-08-23 00:00:00+00:00,0.01301559
2001-08-24 00:00:00+00:00,-0.00373660
2001-08-27 00:00:00+00:00,-0.01658465
2001-08-28 00:00:00+00:00,-0.00409434
2001-08-29 00:00:00+00:00,0.00823927
2001-08-30 00:00:00+00:00,-0.00839345
2001-08-31 00:00:00+00:00,0.02346446
2001-09-04 00:00:00+00:00,0.01860558
2001-09-05 00:00:00+00:00,-0.02416959
2001-09-06 00:00:00+00:00,0.00229045
2001-09-07 00:00:00+00:00,-0.00594952
2001-09-10 00:00:00+00:00,0.00229632
2001-09-13 00:00:00+00:00,0.00071575
2001-09-14 00:00:00+00:00,-0.00484422
2001-09-17 00:00:00+00:00,-0.01597678
2001-09-18 00:00:00+00:00,-0.00807003
2001-09-19 00:00:00+00:00,-0.03516790
2001-09-20 00:00:00+00:00,-0.00252908
2001-09-21 00:00:00+00:00,0.00158302
2001-09-24 00:00:00+00:00,0.00157887
2001-09-25 00:00:00+00:00,-0.02638138
2001-09-26 00:00:00+00:00,0.00209816
2001-09-27 00:00:00+00:00,-0.00306115
2001-09-28 00:00:00+00:00,0.00126497
2001-10-01 00:00:00+00:00,0.02776719
2001-10-02 00:00:00+00:00,-0.00006462
2001-10-03 00:00:00+00:00,-0.01567414
2001-10-04 00:00:00+00:00,0.00539285
2001-10-05 00:00:00+00:00,-0.00137966
2001-10-08 00:00:00+00:00,-0.00253084
2001-10-09 00:00:00+00:00,-0.01601565
2001-10-10 00:00:00+00:00,-0.01827418
2001-10-11 00:00:00+00:00,0.00863956
2001-10-12 00:00:00+00:00,-0.00373187
2001-10-15 00:00:00+00:00,-0.03097398
2001-10-16 00:00:00+00:00,0.02565700
2001-10-17 00:00:00+00:00,-0.00957812
2001-10-18 00:00:00+00:00,-0.00391079
2001-10-19 00:00:00+00:00,0.00077680
2001-10-22 00:00:00+00:00,0.00714282
2001-10-23 00:00:00+00:00,0.01415249
2001-10-24 00:00:00+00:00,-0.00835274
2001-10-25 00:00:00+00:00,0.00693400
2001-10-26 00:00:00+00:00,-0.00221548
2001-10-29 00:00:00+00:00,0.02980654
2001-10-30 00:00:00+00:00,-0.00283895
2001-10-31 00:00:00+00:00,0.03807695
2001-11-01 00:00:00+00:00,-0.02186663
2001-11-02 00:00:00+00:00,-0.00544062
2001-11-05 00:00:00+00:00,0.01680905
2001-11-06 00:00:00+00:00,-0.03856386
2001-11-07 00:00:00+00:00,0.00159401
2001-11-08 00:00:00+00:00,0.00817632
2001-11-09 00:00:00+00:00,-0.03528577
2001-11-12 00:00:00+00:00,-0.00038476
2001-11-13 00:00:00+00:00,0.02246679
