Date,EU-CHEM
2022-05-16 00:00:00+00:00,-0.00562806
2022-05-17 00:00:00+00:00,0.02255762
2022-05-18 00:00:00+00:00,-0.01524146
2022-05-19 00:00:00+00:00,-0.01515152
2022-05-20 00:00:00+00:00,0.01356493
2022-05-23 00:00:00+00:00,0.00342745
2022-05-24 00:00:00+00:00,-0.00894600
2022-05-25 00:00:00+00:00,0.00508781
2022-05-26 00:00:00+00:00,-0.00244938
2022-05-27 00:00:00+00:00,0.02586348
2022-05-30 00:00:00+00:00,0.00159566
2022-05-31 00:00:00+00:00,-0.00852318
2022-06-01 00:00:00+00:00,-0.00763236
2022-06-02 00:00:00+00:00,0.01360104
2022-06-03 00:00:00+00:00,0.00918530
2022-06-06 00:00:00+00:00,0.00522359
2022-06-07 00:00:00+00:00,-0.00921187
2022-06-08 00:00:00+00:00,0.03003814
2022-06-09 00:00:00+00:00,-0.02831547
2022-06-13 00:00:00+00:00,-0.04256013
2022-06-14 00:00:00+00:00,-0.02256664
2022-06-15 00:00:00+00:00,0.02125806
2022-06-16 00:00:00+00:00,-0.04564068
2022-06-17 00:00:00+00:00,-0.00965406
2022-06-20 00:00:00+00:00,0.00090261
2022-06-21 00:00:00+00:00,0.01569123
2022-06-22 00:00:00+00:00,-0.01802362
2022-06-23 00:00:00+00:00,-0.00958409
2022-06-24 00:00:00+00:00,0.02063173
2022-06-27 00:00:00+00:00,0.00205725
2022-06-28 00:00:00+00:00,0.00089262
2022-06-29 00:00:00+00:00,-0.01551770
2022-06-30 00:00:00+00:00,-0.01041761
2022-07-01 00:00:00+00:00,-0.00723178
2022-07-04 00:00:00+00:00,0.01078838
2022-07-05 00:00:00+00:00,-0.03430031
2022-07-06 00:00:00+00:00,0.01728698
2022-07-07 00:00:00+00:00,0.02042901
2022-07-08 00:00:00+00:00,0.00819001
2022-07-11 00:00:00+00:00,-0.00667930
2022-07-12 00:00:00+00:00,0.00190822
2022-07-13 00:00:00+00:00,-0.01124615
2022-07-14 00:00:00+00:00,-0.01953770
2022-07-15 00:00:00+00:00,0.02273365
2022-07-18 00:00:00+00:00,0.01180022
2022-07-19 00:00:00+00:00,0.01943766
