Date,INR
2016-02-17 00:00:00+00:00,-0.00365240
2016-02-18 00:00:00+00:00,0.00062155
2016-02-19 00:00:00+00:00,-0.00959481
2016-02-22 00:00:00+00:00,0.00603454
2016-02-23 00:00:00+00:00,0.00117501
2016-02-24 00:00:00+00:00,0.00041457
2016-02-25 00:00:00+00:00,-0.00435053
2016-02-26 00:00:00+00:00,0.00456653
2016-02-29 00:00:00+00:00,0.00822391
2016-03-01 00:00:00+00:00,0.01699781
2016-03-02 00:00:00+00:00,0.01227831
2016-03-03 00:00:00+00:00,0.00563132
2016-03-04 00:00:00+00:00,0.00945818
2016-03-07 00:00:00+00:00,-0.00208740
2016-03-08 00:00:00+00:00,-0.01077804
2016-03-09 00:00:00+00:00,0.00633299
2016-03-10 00:00:00+00:00,0.00576623
2016-03-11 00:00:00+00:00,-0.00175842
2016-03-14 00:00:00+00:00,0.00067691
2016-03-15 00:00:00+00:00,-0.00913520
2016-03-16 00:00:00+00:00,0.00373870
2016-03-17 00:00:00+00:00,0.02069340
2016-03-18 00:00:00+00:00,0.00483708
2016-03-21 00:00:00+00:00,0.00093702
2016-03-22 00:00:00+00:00,-0.00609674
2016-03-23 00:00:00+00:00,0.00114056
2016-03-24 00:00:00+00:00,-0.00724735
2016-03-25 00:00:00+00:00,0.00302989
2016-03-28 00:00:00+00:00,0.00860504
2016-03-29 00:00:00+00:00,-0.00194448
2016-03-30 00:00:00+00:00,0.01682870
2016-03-31 00:00:00+00:00,0.00339239
2016-04-01 00:00:00+00:00,-0.00564559
2016-04-04 00:00:00+00:00,0.00565912
2016-04-05 00:00:00+00:00,-0.00757224
2016-04-06 00:00:00+00:00,-0.00593254
2016-04-07 00:00:00+00:00,-0.00287433
2016-04-08 00:00:00+00:00,0.00033519
2016-04-11 00:00:00+00:00,0.00442359
2016-04-12 00:00:00+00:00,0.00200642
2016-04-13 00:00:00+00:00,-0.00621824
2016-04-14 00:00:00+00:00,0.00187806
2016-04-15 00:00:00+00:00,-0.00040206
2016-04-18 00:00:00+00:00,0.00053619
2016-04-19 00:00:00+00:00,0.01018630
2016-04-20 00:00:00+00:00,0.00046673
2016-04-21 00:00:00+00:00,-0.00293333
2016-04-22 00:00:00+00:00,-0.00287241
2016-04-25 00:00:00+00:00,-0.00688641
2016-04-26 00:00:00+00:00,0.00241158
2016-04-27 00:00:00+00:00,0.00314402
2016-04-28 00:00:00+00:00,-0.00146961
2016-04-29 00:00:00+00:00,0.00267380
2016-05-02 00:00:00+00:00,0.00073198
2016-05-03 00:00:00+00:00,0.00320534
2016-05-04 00:00:00+00:00,-0.00707232
2016-05-05 00:00:00+00:00,0.00167146
2016-05-06 00:00:00+00:00,0.00006681
2016-05-09 00:00:00+00:00,-0.00374057
2016-05-10 00:00:00+00:00,-0.00194435
2016-05-11 00:00:00+00:00,-0.00073830
2016-05-12 00:00:00+00:00,-0.00060435
2016-05-13 00:00:00+00:00,-0.00349275
2016-05-16 00:00:00+00:00,0.00201789
2016-05-17 00:00:00+00:00,-0.00484262
2016-05-18 00:00:00+00:00,-0.00363832
2016-05-19 00:00:00+00:00,-0.01377076
2016-05-20 00:00:00+00:00,-0.00284958
2016-05-23 00:00:00+00:00,0.00292298
2016-05-24 00:00:00+00:00,-0.00964805
2016-05-25 00:00:00+00:00,0.01125281
2016-05-26 00:00:00+00:00,0.01090934
2016-05-27 00:00:00+00:00,0.00708837
2016-05-30 00:00:00+00:00,-0.00390572
2016-05-31 00:00:00+00:00,-0.00189084
2016-06-01 00:00:00+00:00,-0.01033504
2016-06-02 00:00:00+00:00,0.00461079
2016-06-03 00:00:00+00:00,0.00385213
2016-06-06 00:00:00+00:00,0.01019513
2016-06-07 00:00:00+00:00,-0.00094111
2016-06-08 00:00:00+00:00,0.00598843
2016-06-09 00:00:00+00:00,-0.00395575
2016-06-10 00:00:00+00:00,-0.00107534
2016-06-13 00:00:00+00:00,-0.00975052
2016-06-14 00:00:00+00:00,-0.00723071
2016-06-15 00:00:00+00:00,0.00562712
2016-06-16 00:00:00+00:00,-0.00425963
2016-06-17 00:00:00+00:00,0.00677599
2016-06-20 00:00:00+00:00,-0.01168209
2016-06-21 00:00:00+00:00,-0.00576037
2016-06-22 00:00:00+00:00,0.00224337
2016-06-23 00:00:00+00:00,0.00726754
2016-06-24 00:00:00+00:00,-0.02123630
2016-06-27 00:00:00+00:00,0.00054723
2016-06-28 00:00:00+00:00,0.00136808
2016-06-29 00:00:00+00:00,0.01209429
2016-06-30 00:00:00+00:00,0.00299068
2016-07-01 00:00:00+00:00,0.00915130
2016-07-04 00:00:00+00:00,0.00452948
2016-07-05 00:00:00+00:00,-0.00830184
2016-07-06 00:00:00+00:00,-0.00324917
2016-07-07 00:00:00+00:00,-0.00210341
2016-07-08 00:00:00+00:00,0.00190386
2016-07-11 00:00:00+00:00,0.00978194
2016-07-12 00:00:00+00:00,-0.00020280
2016-07-13 00:00:00+00:00,0.00351565
2016-07-14 00:00:00+00:00,0.00540030
2016-07-15 00:00:00+00:00,-0.00343457
2016-07-18 00:00:00+00:00,-0.00553194
2016-07-19 00:00:00+00:00,0.00371898
2016-07-20 00:00:00+00:00,-0.00324062
2016-07-21 00:00:00+00:00,0.00108254
2016-07-22 00:00:00+00:00,0.00514139
2016-07-25 00:00:00+00:00,-0.00903391
2016-07-26 00:00:00+00:00,0.00155922
2016-07-27 00:00:00+00:00,0.00257435
2016-07-28 00:00:00+00:00,0.00810099
2016-07-29 00:00:00+00:00,0.00101010
2016-08-01 00:00:00+00:00,0.00598612
2016-08-02 00:00:00+00:00,0.00053594
2016-08-03 00:00:00+00:00,-0.00562626
2016-08-04 00:00:00+00:00,0.00121033
2016-08-05 00:00:00+00:00,0.00557122
2016-08-08 00:00:00+00:00,-0.00468729
2016-08-09 00:00:00+00:00,-0.00047094
2016-08-10 00:00:00+00:00,0.00491351
2016-08-11 00:00:00+00:00,-0.00288726
2016-08-12 00:00:00+00:00,-0.00107585
2016-08-15 00:00:00+00:00,-0.00020186
2016-08-16 00:00:00+00:00,0.00343296
2016-08-17 00:00:00+00:00,-0.00678809
2016-08-18 00:00:00+00:00,0.00741790
2016-08-19 00:00:00+00:00,-0.00866586
2016-08-22 00:00:00+00:00,-0.00418580
2016-08-23 00:00:00+00:00,0.00446519
2016-08-24 00:00:00+00:00,-0.00006751
2016-08-25 00:00:00+00:00,0.00310370
2016-08-26 00:00:00+00:00,-0.00148178
2016-08-29 00:00:00+00:00,-0.00222567
2016-08-30 00:00:00+00:00,0.00404694
2016-08-31 00:00:00+00:00,0.00080642
2016-09-01 00:00:00+00:00,0.00235326
2016-09-02 00:00:00+00:00,0.00396452
2016-09-05 00:00:00+00:00,0.01166376
2016-09-06 00:00:00+00:00,-0.00046667
2016-09-07 00:00:00+00:00,-0.00133316
2016-09-08 00:00:00+00:00,0.00113469
2016-09-09 00:00:00+00:00,-0.01180236
2016-09-12 00:00:00+00:00,-0.00631169
2016-09-13 00:00:00+00:00,0.00242506
2016-09-14 00:00:00+00:00,-0.00208459
2016-09-15 00:00:00+00:00,-0.00175131
2016-09-16 00:00:00+00:00,0.00155070
2016-09-19 00:00:00+00:00,-0.00053887
2016-09-20 00:00:00+00:00,-0.00195523
2016-09-21 00:00:00+00:00,0.00290227
2016-09-22 00:00:00+00:00,0.01280065
2016-09-23 00:00:00+00:00,-0.00040174
2016-09-26 00:00:00+00:00,0.00107109
2016-09-27 00:00:00+00:00,0.00374657
2016-09-28 00:00:00+00:00,0.00153661
2016-09-29 00:00:00+00:00,-0.01454594
2016-09-30 00:00:00+00:00,0.01040468
2016-10-03 00:00:00+00:00,0.00173832
2016-10-04 00:00:00+00:00,0.00273771
2016-10-05 00:00:00+00:00,-0.00086661
2016-10-06 00:00:00+00:00,-0.00500334
2016-10-07 00:00:00+00:00,-0.00441029
2016-10-10 00:00:00+00:00,0.00550373
2016-10-11 00:00:00+00:00,-0.00823734
2016-10-12 00:00:00+00:00,-0.00020173
2016-10-13 00:00:00+00:00,-0.00316094
2016-10-14 00:00:00+00:00,0.00552523
2016-10-17 00:00:00+00:00,-0.00248639
2016-10-18 00:00:00+00:00,0.00356566
2016-10-19 00:00:00+00:00,0.00141063
2016-10-20 00:00:00+00:00,-0.00100705
2016-10-21 00:00:00+00:00,-0.00181245
2016-10-24 00:00:00+00:00,-0.00127688
2016-10-25 00:00:00+00:00,0.00424071
2016-10-26 00:00:00+00:00,-0.00295302
2016-10-27 00:00:00+00:00,0.00201721
2016-10-28 00:00:00+00:00,0.00181245
2016-10-31 00:00:00+00:00,0.00120676
2016-11-01 00:00:00+00:00,0.00066861
2016-11-02 00:00:00+00:00,0.00107145
2016-11-03 00:00:00+00:00,-0.00040166
2016-11-04 00:00:00+00:00,0.00133860
2016-11-07 00:00:00+00:00,-0.00073579
2016-11-08 00:00:00+00:00,-0.00200709
2016-11-09 00:00:00+00:00,0.00536301
2016-11-10 00:00:00+00:00,-0.00234208
2016-11-11 00:00:00+00:00,-0.02402623
2016-11-14 00:00:00+00:00,-0.01198132
2016-11-15 00:00:00+00:00,0.00034111
2016-11-16 00:00:00+00:00,-0.00572988
2016-11-17 00:00:00+00:00,0.00465275
2016-11-18 00:00:00+00:00,-0.00935601
2016-11-21 00:00:00+00:00,0.00226431
2016-11-22 00:00:00+00:00,-0.00485902
2016-11-23 00:00:00+00:00,-0.00639087
2016-11-24 00:00:00+00:00,-0.00289137
2016-11-25 00:00:00+00:00,0.01095419
2016-11-28 00:00:00+00:00,-0.01287142
2016-11-29 00:00:00+00:00,0.00386367
2016-11-30 00:00:00+00:00,0.00902054
2016-12-01 00:00:00+00:00,0.00130342
2016-12-02 00:00:00+00:00,0.00541393
2016-12-05 00:00:00+00:00,-0.00006839
2016-12-06 00:00:00+00:00,0.01038890
2016-12-07 00:00:00+00:00,0.00074815
2016-12-08 00:00:00+00:00,0.00897105
2016-12-09 00:00:00+00:00,-0.00067632
2016-12-12 00:00:00+00:00,0.00027038
2016-12-13 00:00:00+00:00,-0.00405515
2016-12-14 00:00:00+00:00,0.00291190
2016-12-15 00:00:00+00:00,-0.01135979
2016-12-16 00:00:00+00:00,0.00292338
2016-12-19 00:00:00+00:00,-0.00244366
2016-12-20 00:00:00+00:00,-0.00740590
2016-12-21 00:00:00+00:00,0.00334654
2016-12-22 00:00:00+00:00,-0.00177269
2016-12-23 00:00:00+00:00,0.00463942
2016-12-26 00:00:00+00:00,0.00394638
2016-12-27 00:00:00+00:00,-0.00814941
2016-12-28 00:00:00+00:00,-0.00600642
2016-12-29 00:00:00+00:00,0.00403612
2016-12-30 00:00:00+00:00,0.00723698
2017-01-03 00:00:00+00:00,-0.01191680
2017-01-04 00:00:00+00:00,0.00712524
2017-01-05 00:00:00+00:00,0.00518417
2017-01-06 00:00:00+00:00,0.00020428
2017-01-09 00:00:00+00:00,-0.00640109
2017-01-10 00:00:00+00:00,0.00123364
2017-01-11 00:00:00+00:00,-0.01075342
2017-01-12 00:00:00+00:00,0.01280110
2017-01-13 00:00:00+00:00,-0.00635810
2017-01-16 00:00:00+00:00,0.00425503
2017-01-17 00:00:00+00:00,0.00875992
2017-01-18 00:00:00+00:00,-0.00708592
2017-01-19 00:00:00+00:00,-0.00396391
2017-01-20 00:00:00+00:00,0.00123499
2017-01-23 00:00:00+00:00,0.00068503
2017-01-24 00:00:00+00:00,0.00171163
2017-01-25 00:00:00+00:00,0.00266849
2017-01-26 00:00:00+00:00,0.00321192
2017-01-27 00:00:00+00:00,-0.00224934
2017-01-30 00:00:00+00:00,0.00375709
2017-01-31 00:00:00+00:00,0.00395134
2017-02-01 00:00:00+00:00,0.01115950
2017-02-02 00:00:00+00:00,0.00432930
2017-02-03 00:00:00+00:00,0.00195800
2017-02-06 00:00:00+00:00,0.00397842
2017-02-07 00:00:00+00:00,-0.00551966
2017-02-08 00:00:00+00:00,0.00480574
2017-02-09 00:00:00+00:00,0.00979928
2017-02-10 00:00:00+00:00,0.00248172
2017-02-13 00:00:00+00:00,-0.00509452
2017-02-14 00:00:00+00:00,0.00564478
2017-02-15 00:00:00+00:00,-0.00268168
2017-02-16 00:00:00+00:00,-0.00416415
2017-02-17 00:00:00+00:00,0.00053839
2017-02-20 00:00:00+00:00,0.00316285
2017-02-21 00:00:00+00:00,0.00262026
2017-02-22 00:00:00+00:00,-0.00294847
2017-02-23 00:00:00+00:00,0.00456866
2017-02-24 00:00:00+00:00,0.00616787
2017-02-27 00:00:00+00:00,-0.00260556
2017-02-28 00:00:00+00:00,0.00086818
2017-03-01 00:00:00+00:00,-0.00354468
2017-03-02 00:00:00+00:00,0.00408683
2017-03-03 00:00:00+00:00,-0.00334336
2017-03-06 00:00:00+00:00,0.00254504
2017-03-07 00:00:00+00:00,-0.00247326
2017-03-08 00:00:00+00:00,-0.00067011
2017-03-09 00:00:00+00:00,-0.00154166
2017-03-10 00:00:00+00:00,0.00221343
2017-03-13 00:00:00+00:00,0.01834248
2017-03-14 00:00:00+00:00,0.00709784
2017-03-15 00:00:00+00:00,0.00482772
2017-03-16 00:00:00+00:00,0.00923422
2017-03-17 00:00:00+00:00,-0.00229764
2017-03-20 00:00:00+00:00,0.00545622
2017-03-21 00:00:00+00:00,0.00281838
2017-03-22 00:00:00+00:00,-0.00870191
2017-03-23 00:00:00+00:00,0.00072302
2017-03-24 00:00:00+00:00,0.00348272
2017-03-27 00:00:00+00:00,0.01147917
2017-03-28 00:00:00+00:00,-0.00078288
2017-03-29 00:00:00+00:00,0.00613297
2017-03-30 00:00:00+00:00,-0.00039040
2017-03-31 00:00:00+00:00,0.00168989
2017-04-03 00:00:00+00:00,-0.00481019
2017-04-04 00:00:00+00:00,-0.00332377
2017-04-05 00:00:00+00:00,0.00620023
2017-04-06 00:00:00+00:00,0.01145088
2017-04-07 00:00:00+00:00,0.00051743
2017-04-10 00:00:00+00:00,-0.00724029
2017-04-11 00:00:00+00:00,0.00064893
2017-04-12 00:00:00+00:00,-0.00350331
2017-04-13 00:00:00+00:00,0.00792877
2017-04-14 00:00:00+00:00,-0.00220079
2017-04-17 00:00:00+00:00,-0.00097201
2017-04-18 00:00:00+00:00,-0.00337093
2017-04-19 00:00:00+00:00,0.00103896
2017-04-20 00:00:00+00:00,0.00110325
2017-04-21 00:00:00+00:00,-0.00051891
2017-04-24 00:00:00+00:00,0.00545065
2017-04-25 00:00:00+00:00,0.00653552
2017-04-26 00:00:00+00:00,0.00496870
2017-04-27 00:00:00+00:00,-0.00032173
2017-04-28 00:00:00+00:00,-0.00411814
2017-05-01 00:00:00+00:00,0.00019191
2017-05-02 00:00:00+00:00,0.00193511
2017-05-03 00:00:00+00:00,0.00309179
2017-05-04 00:00:00+00:00,-0.00077195
2017-05-05 00:00:00+00:00,-0.00566135
2017-05-08 00:00:00+00:00,-0.00212917
2017-05-09 00:00:00+00:00,-0.00989267
2017-05-10 00:00:00+00:00,0.00233918
2017-05-11 00:00:00+00:00,0.00765836
2017-05-12 00:00:00+00:00,0.00155169
2017-05-15 00:00:00+00:00,0.00788216
2017-05-16 00:00:00+00:00,0.00006435
2017-05-17 00:00:00+00:00,-0.00238111
2017-05-18 00:00:00+00:00,-0.02152894
2017-05-19 00:00:00+00:00,0.00859767
2017-05-22 00:00:00+00:00,0.00220507
2017-05-23 00:00:00+00:00,-0.01023515
2017-05-24 00:00:00+00:00,0.00423260
2017-05-25 00:00:00+00:00,0.00493763
2017-05-26 00:00:00+00:00,0.00499222
2017-05-29 00:00:00+00:00,-0.00129341
2017-05-30 00:00:00+00:00,-0.00498156
2017-05-31 00:00:00+00:00,0.00531627
2017-06-01 00:00:00+00:00,0.00148771
2017-06-02 00:00:00+00:00,0.00122850
2017-06-05 00:00:00+00:00,0.00361851
2017-06-06 00:00:00+00:00,-0.00315925
2017-06-07 00:00:00+00:00,-0.00200207
2017-06-08 00:00:00+00:00,0.00498285
2017-06-09 00:00:00+00:00,-0.00096793
2017-06-12 00:00:00+00:00,-0.00639205
2017-06-13 00:00:00+00:00,0.00395180
2017-06-14 00:00:00+00:00,0.00213302
2017-06-15 00:00:00+00:00,-0.00813586
2017-06-16 00:00:00+00:00,0.00343620
2017-06-19 00:00:00+00:00,0.00110032
2017-06-20 00:00:00+00:00,-0.00174701
2017-06-21 00:00:00+00:00,-0.00097113
2017-06-22 00:00:00+00:00,-0.00174904
2017-06-23 00:00:00+00:00,0.00317625
2017-06-26 00:00:00+00:00,0.00058260
2017-06-27 00:00:00+00:00,-0.00071220
2017-06-28 00:00:00+00:00,-0.00213675
2017-06-29 00:00:00+00:00,-0.00071285
2017-06-30 00:00:00+00:00,0.00064688
2017-07-03 00:00:00+00:00,-0.00881286
2017-07-04 00:00:00+00:00,0.00449190
2017-07-05 00:00:00+00:00,-0.00084421
2017-07-06 00:00:00+00:00,0.00149457
2017-07-07 00:00:00+00:00,-0.00038969
2017-07-10 00:00:00+00:00,0.00337860
2017-07-11 00:00:00+00:00,-0.00343776
2017-07-12 00:00:00+00:00,0.00364086
2017-07-13 00:00:00+00:00,0.00408587
2017-07-14 00:00:00+00:00,0.00220079
2017-07-17 00:00:00+00:00,0.00071128
2017-07-18 00:00:00+00:00,0.00168056
2017-07-19 00:00:00+00:00,0.00167915
2017-07-20 00:00:00+00:00,-0.00412983
2017-07-21 00:00:00+00:00,0.00310358
2017-07-24 00:00:00+00:00,-0.00019371
2017-07-25 00:00:00+00:00,-0.00083941
2017-07-26 00:00:00+00:00,-0.00032300
2017-07-27 00:00:00+00:00,0.00930473
2017-07-28 00:00:00+00:00,-0.00180099
2017-07-31 00:00:00+00:00,0.00000000
2017-08-01 00:00:00+00:00,0.00411743
2017-08-02 00:00:00+00:00,0.01175639
2017-08-03 00:00:00+00:00,0.00146815
2017-08-04 00:00:00+00:00,0.00229797
2017-08-07 00:00:00+00:00,-0.00554635
2017-08-08 00:00:00+00:00,0.00019188
2017-08-09 00:00:00+00:00,-0.00620284
2017-08-10 00:00:00+00:00,-0.00269524
2017-08-11 00:00:00+00:00,-0.00783608
2017-08-14 00:00:00+00:00,0.00264363
2017-08-15 00:00:00+00:00,0.00006442
2017-08-16 00:00:00+00:00,-0.00096593
2017-08-17 00:00:00+00:00,0.00090195
2017-08-18 00:00:00+00:00,0.00167439
2017-08-21 00:00:00+00:00,0.00115823
2017-08-22 00:00:00+00:00,-0.00083601
2017-08-23 00:00:00+00:00,0.00141543
2017-08-24 00:00:00+00:00,0.00237881
2017-08-25 00:00:00+00:00,0.00038521
2017-08-28 00:00:00+00:00,0.00487961
2017-08-29 00:00:00+00:00,-0.00326714
2017-08-30 00:00:00+00:00,0.00198858
2017-08-31 00:00:00+00:00,0.00070413
2017-09-01 00:00:00+00:00,-0.00236997
2017-09-04 00:00:00+00:00,-0.00102617
2017-09-05 00:00:00+00:00,-0.00205378
2017-09-06 00:00:00+00:00,-0.00006424
2017-09-07 00:00:00+00:00,-0.00109205
2017-09-08 00:00:00+00:00,0.00649518
2017-09-11 00:00:00+00:00,-0.00346065
2017-09-12 00:00:00+00:00,-0.00423729
2017-09-13 00:00:00+00:00,0.00225167
2017-09-14 00:00:00+00:00,-0.00398406
2017-09-15 00:00:00+00:00,0.00148120
2017-09-18 00:00:00+00:00,-0.00180157
2017-09-19 00:00:00+00:00,-0.00618198
2017-09-20 00:00:00+00:00,0.00122731
2017-09-21 00:00:00+00:00,-0.01704435
2017-09-22 00:00:00+00:00,0.00058617
2017-09-25 00:00:00+00:00,-0.00963855
2017-09-26 00:00:00+00:00,-0.01086032
2017-09-27 00:00:00+00:00,-0.00755932
2017-09-28 00:00:00+00:00,0.00745629
2017-09-29 00:00:00+00:00,0.00637864
2017-10-02 00:00:00+00:00,-0.00688629
2017-10-03 00:00:00+00:00,0.00085391
2017-10-04 00:00:00+00:00,0.01597423
2017-10-05 00:00:00+00:00,-0.00260943
2017-10-06 00:00:00+00:00,-0.00653211
2017-10-09 00:00:00+00:00,-0.00406184
2017-10-10 00:00:00+00:00,0.00276279
2017-10-11 00:00:00+00:00,0.00512383
2017-10-12 00:00:00+00:00,0.00334163
2017-10-13 00:00:00+00:00,0.00464417
2017-10-16 00:00:00+00:00,0.00750408
2017-10-17 00:00:00+00:00,-0.00754226
2017-10-18 00:00:00+00:00,-0.00078324
2017-10-19 00:00:00+00:00,-0.00000000
2017-10-20 00:00:00+00:00,0.00156699
2017-10-23 00:00:00+00:00,-0.00110908
2017-10-24 00:00:00+00:00,-0.00169702
2017-10-25 00:00:00+00:00,0.00561871
2017-10-26 00:00:00+00:00,0.00332248
2017-10-27 00:00:00+00:00,-0.00819619
2017-10-30 00:00:00+00:00,0.00783597
2017-10-31 00:00:00+00:00,0.00240547
2017-11-01 00:00:00+00:00,0.00669266
2017-11-02 00:00:00+00:00,-0.00038868
2017-11-03 00:00:00+00:00,0.00207294
2017-11-06 00:00:00+00:00,-0.00375405
2017-11-07 00:00:00+00:00,-0.00901135
2017-11-08 00:00:00+00:00,0.00274761
2017-11-09 00:00:00+00:00,0.00071863
2017-11-10 00:00:00+00:00,-0.00914196
2017-11-13 00:00:00+00:00,-0.00576898
2017-11-14 00:00:00+00:00,-0.00190802
2017-11-15 00:00:00+00:00,0.00869279
2017-11-16 00:00:00+00:00,-0.00170469
2017-11-17 00:00:00+00:00,0.01043376
2017-11-20 00:00:00+00:00,-0.00248074
2017-11-21 00:00:00+00:00,0.00705836
2017-11-22 00:00:00+00:00,-0.00006514
2017-11-23 00:00:00+00:00,0.01133403
2017-11-24 00:00:00+00:00,-0.00375696
2017-11-27 00:00:00+00:00,0.00629461
2017-11-28 00:00:00+00:00,0.00407582
2017-11-29 00:00:00+00:00,0.00316476
2017-11-30 00:00:00+00:00,-0.00664109
2017-12-01 00:00:00+00:00,0.00045255
2017-12-04 00:00:00+00:00,0.00336308
2017-12-05 00:00:00+00:00,-0.00071004
2017-12-06 00:00:00+00:00,-0.00264738
2017-12-07 00:00:00+00:00,-0.00413677
2017-12-08 00:00:00+00:00,0.00454339
2017-12-11 00:00:00+00:00,0.00284919
2017-12-12 00:00:00+00:00,-0.00271581
2017-12-13 00:00:00+00:00,0.00012951
2017-12-14 00:00:00+00:00,0.00395001
2017-12-15 00:00:00+00:00,0.00936935
2017-12-18 00:00:00+00:00,-0.00553161
2017-12-19 00:00:00+00:00,0.00806348
2017-12-20 00:00:00+00:00,-0.00205576
2017-12-21 00:00:00+00:00,0.00212205
2017-12-22 00:00:00+00:00,0.00096370
2017-12-25 00:00:00+00:00,0.00128427
2017-12-26 00:00:00+00:00,-0.00218186
2017-12-27 00:00:00+00:00,-0.00186292
2017-12-28 00:00:00+00:00,0.00160761
2017-12-29 00:00:00+00:00,0.00738790
2018-01-02 00:00:00+00:00,0.01273776
2018-01-03 00:00:00+00:00,-0.00178094
2018-01-04 00:00:00+00:00,0.00451999
2018-01-05 00:00:00+00:00,0.00139762
2018-01-08 00:00:00+00:00,-0.00463521
2018-01-09 00:00:00+00:00,-0.00637918
2018-01-10 00:00:00+00:00,0.00211186
2018-01-11 00:00:00+00:00,0.00019172
2018-01-12 00:00:00+00:00,0.00006393
2018-01-15 00:00:00+00:00,0.00517770
2018-01-16 00:00:00+00:00,-0.01702263
2018-01-17 00:00:00+00:00,0.00456533
2018-01-18 00:00:00+00:00,0.00205312
2018-01-19 00:00:00+00:00,0.00102551
2018-01-22 00:00:00+00:00,-0.00032031
2018-01-23 00:00:00+00:00,0.00205023
2018-01-24 00:00:00+00:00,0.00678661
2018-01-25 00:00:00+00:00,0.00140351
2018-01-26 00:00:00+00:00,0.00133852
2018-01-29 00:00:00+00:00,-0.00382336
2018-01-30 00:00:00+00:00,-0.00063820
2018-01-31 00:00:00+00:00,0.00140290
2018-02-01 00:00:00+00:00,-0.01448166
2018-02-02 00:00:00+00:00,-0.00057833
2018-02-05 00:00:00+00:00,-0.00006428
2018-02-06 00:00:00+00:00,-0.00494922
2018-02-07 00:00:00+00:00,-0.00386598
2018-02-08 00:00:00+00:00,0.00084088
2018-02-09 00:00:00+00:00,-0.00374919
2018-02-12 00:00:00+00:00,0.00375745
2018-02-13 00:00:00+00:00,0.00258548
2018-02-14 00:00:00+00:00,0.00503713
2018-02-15 00:00:00+00:00,0.00573232
2018-02-16 00:00:00+00:00,-0.00924677
2018-02-19 00:00:00+00:00,-0.00999871
2018-02-20 00:00:00+00:00,-0.00855865
2018-02-21 00:00:00+00:00,0.00214900
2018-02-22 00:00:00+00:00,-0.00877935
2018-02-23 00:00:00+00:00,0.01025608
