Date,EU-TRAVEL
2015-10-30 00:00:00+00:00,0.00038670
2015-11-02 00:00:00+00:00,-0.00077310
2015-11-03 00:00:00+00:00,0.00386847
2015-11-04 00:00:00+00:00,0.00000000
2015-11-05 00:00:00+00:00,-0.00693642
2015-11-06 00:00:00+00:00,0.01552192
2015-11-09 00:00:00+00:00,-0.01604891
2015-11-10 00:00:00+00:00,0.00038835
2015-11-11 00:00:00+00:00,0.00931677
2015-11-12 00:00:00+00:00,-0.01038462
2015-11-13 00:00:00+00:00,-0.01282550
2015-11-16 00:00:00+00:00,-0.01496063
2015-11-17 00:00:00+00:00,0.02877698
2015-11-18 00:00:00+00:00,-0.00893551
2015-11-19 00:00:00+00:00,0.01764014
2015-11-20 00:00:00+00:00,-0.00115562
2015-11-23 00:00:00+00:00,-0.00539915
2015-11-24 00:00:00+00:00,-0.02636681
2015-11-25 00:00:00+00:00,0.02150538
2015-11-26 00:00:00+00:00,0.00584795
2015-11-27 00:00:00+00:00,0.01201550
2015-11-30 00:00:00+00:00,0.00842589
2015-12-01 00:00:00+00:00,0.00873528
2015-12-02 00:00:00+00:00,0.00903614
2015-12-03 00:00:00+00:00,-0.01156716
2015-12-04 00:00:00+00:00,-0.01132503
2015-12-07 00:00:00+00:00,0.00840015
2015-12-08 00:00:00+00:00,-0.01668036
2015-12-09 00:00:00+00:00,-0.00115518
2015-12-11 00:00:00+00:00,-0.01233616
2015-12-14 00:00:00+00:00,-0.02419984
2015-12-15 00:00:00+00:00,0.01704320
2015-12-16 00:00:00+00:00,0.00389712
2015-12-17 00:00:00+00:00,0.01242236
2015-12-18 00:00:00+00:00,-0.00996933
2015-12-21 00:00:00+00:00,0.00735864
2015-12-22 00:00:00+00:00,0.00000000
2015-12-23 00:00:00+00:00,0.00384468
2015-12-28 00:00:00+00:00,-0.00497894
2015-12-29 00:00:00+00:00,0.01578137
2015-12-30 00:00:00+00:00,0.00416825
2016-01-04 00:00:00+00:00,-0.02754717
2016-01-05 00:00:00+00:00,0.01280559
2016-01-06 00:00:00+00:00,-0.01570881
2016-01-07 00:00:00+00:00,-0.02063060
2016-01-08 00:00:00+00:00,0.00158983
2016-01-11 00:00:00+00:00,0.00634921
2016-01-12 00:00:00+00:00,0.01104101
2016-01-13 00:00:00+00:00,-0.00858034
