Date,BRE
2000-01-04 00:00:00+00:00,-0.01470588
2000-01-05 00:00:00+00:00,0.00000000
2000-01-06 00:00:00+00:00,-0.00092593
2000-01-07 00:00:00+00:00,0.01760890
2000-01-10 00:00:00+00:00,0.01102941
2000-01-11 00:00:00+00:00,-0.00913242
2000-01-12 00:00:00+00:00,-0.00366972
2000-01-13 00:00:00+00:00,0.01654412
2000-01-14 00:00:00+00:00,0.00912409
2000-01-18 00:00:00+00:00,0.01451906
2000-01-19 00:00:00+00:00,0.00720739
2000-01-20 00:00:00+00:00,0.00898132
2000-01-21 00:00:00+00:00,0.01072386
2000-01-24 00:00:00+00:00,-0.00177778
2000-01-25 00:00:00+00:00,-0.00000000
2000-01-26 00:00:00+00:00,-0.00177936
2000-01-27 00:00:00+00:00,-0.00178077
2000-01-28 00:00:00+00:00,-0.01782531
2000-01-31 00:00:00+00:00,0.00485593
2000-02-01 00:00:00+00:00,-0.00126194
2000-02-02 00:00:00+00:00,0.00541516
2000-02-03 00:00:00+00:00,0.00630063
2000-02-04 00:00:00+00:00,0.01526032
2000-02-07 00:00:00+00:00,-0.00089047
2000-02-08 00:00:00+00:00,0.00623886
2000-02-09 00:00:00+00:00,-0.00444050
2000-02-10 00:00:00+00:00,0.00445236
2000-02-11 00:00:00+00:00,-0.00355240
2000-02-14 00:00:00+00:00,-0.00088968
2000-02-15 00:00:00+00:00,-0.00623330
2000-02-16 00:00:00+00:00,0.00357161
2000-02-17 00:00:00+00:00,0.00356488
2000-02-18 00:00:00+00:00,-0.00355854
2000-02-22 00:00:00+00:00,-0.01069537
2000-02-23 00:00:00+00:00,0.00716846
2000-02-24 00:00:00+00:00,0.00714286
2000-02-25 00:00:00+00:00,0.00355872
2000-02-28 00:00:00+00:00,-0.00177620
2000-02-29 00:00:00+00:00,0.01173333
2000-03-01 00:00:00+00:00,-0.00548091
2000-03-02 00:00:00+00:00,0.00693333
2000-03-03 00:00:00+00:00,0.01434898
2000-03-06 00:00:00+00:00,0.00000000
2000-03-07 00:00:00+00:00,0.00000000
2000-03-08 00:00:00+00:00,0.00439754
2000-03-09 00:00:00+00:00,0.00437828
2000-03-10 00:00:00+00:00,-0.00612960
2000-03-13 00:00:00+00:00,0.00263406
2000-03-14 00:00:00+00:00,0.00701754
2000-03-15 00:00:00+00:00,-0.00174843
2000-03-16 00:00:00+00:00,0.00349974
2000-03-20 00:00:00+00:00,0.00349327
2000-03-21 00:00:00+00:00,0.00000000
2000-03-22 00:00:00+00:00,0.00610305
2000-03-23 00:00:00+00:00,0.01743662
2000-03-24 00:00:00+00:00,-0.01637931
2000-03-27 00:00:00+00:00,-0.01650739
2000-03-28 00:00:00+00:00,0.00876424
2000-03-29 00:00:00+00:00,-0.00174520
2000-03-30 00:00:00+00:00,-0.00349023
2000-03-31 00:00:00+00:00,0.00892371
2000-04-03 00:00:00+00:00,-0.00192274
2000-04-04 00:00:00+00:00,-0.01313468
2000-04-05 00:00:00+00:00,0.00352405
2000-04-06 00:00:00+00:00,0.00526795
2000-04-07 00:00:00+00:00,0.00087719
2000-04-10 00:00:00+00:00,0.00877193
2000-04-11 00:00:00+00:00,-0.00855895
2000-04-12 00:00:00+00:00,-0.00193000
2000-04-13 00:00:00+00:00,-0.02194908
2000-04-14 00:00:00+00:00,-0.01155556
2000-04-17 00:00:00+00:00,-0.00444444
2000-04-18 00:00:00+00:00,0.02683363
2000-04-19 00:00:00+00:00,-0.00794351
2000-04-20 00:00:00+00:00,-0.01099291
2000-04-24 00:00:00+00:00,-0.01302409
2000-04-25 00:00:00+00:00,0.00089686
2000-04-26 00:00:00+00:00,-0.00717489
2000-04-27 00:00:00+00:00,-0.00990081
2000-04-28 00:00:00+00:00,0.00180487
