Date,EURO600
2005-12-14 00:00:00+00:00,-0.00325098
2005-12-15 00:00:00+00:00,-0.00260926
2005-12-16 00:00:00+00:00,0.00686723
2005-12-19 00:00:00+00:00,0.00000000
2005-12-20 00:00:00+00:00,0.00357259
2005-12-21 00:00:00+00:00,0.00517799
2005-12-22 00:00:00+00:00,-0.00354153
2005-12-23 00:00:00+00:00,0.00064620
2005-12-27 00:00:00+00:00,0.00355182
2005-12-28 00:00:00+00:00,-0.00128700
2005-12-29 00:00:00+00:00,0.00579897
2005-12-30 00:00:00+00:00,-0.00576553
2006-01-02 00:00:00+00:00,0.00354381
2006-01-03 00:00:00+00:00,0.00609952
2006-01-04 00:00:00+00:00,0.00957243
2006-01-05 00:00:00+00:00,-0.00347661
2006-01-06 00:00:00+00:00,0.00570885
2006-01-09 00:00:00+00:00,0.00283822
2006-01-10 00:00:00+00:00,-0.00786164
2006-01-11 00:00:00+00:00,0.00475436
2006-01-12 00:00:00+00:00,0.00410095
2006-01-13 00:00:00+00:00,-0.00439837
2006-01-16 00:00:00+00:00,0.00094667
2006-01-17 00:00:00+00:00,-0.00693569
2006-01-18 00:00:00+00:00,-0.01111111
2006-01-19 00:00:00+00:00,0.00609952
2006-01-20 00:00:00+00:00,-0.00606254
2006-01-23 00:00:00+00:00,0.00032103
2006-01-24 00:00:00+00:00,-0.00288832
2006-01-25 00:00:00+00:00,0.01126489
2006-01-26 00:00:00+00:00,0.01050286
2006-01-27 00:00:00+00:00,0.01039370
2006-01-30 00:00:00+00:00,0.00000000
2006-01-31 00:00:00+00:00,0.00249377
2006-02-01 00:00:00+00:00,0.00808458
2006-02-02 00:00:00+00:00,-0.00894510
2006-02-03 00:00:00+00:00,0.00062247
2006-02-06 00:00:00+00:00,0.00217729
2006-02-07 00:00:00+00:00,-0.00310366
2006-02-08 00:00:00+00:00,-0.00217933
2006-02-09 00:00:00+00:00,0.00936037
2006-02-10 00:00:00+00:00,0.00092736
2006-02-13 00:00:00+00:00,0.00092650
2006-02-14 00:00:00+00:00,-0.00123419
2006-02-15 00:00:00+00:00,0.00123571
2006-02-16 00:00:00+00:00,0.00555384
2006-02-17 00:00:00+00:00,0.00368211
2006-02-20 00:00:00+00:00,0.00672577
2006-02-21 00:00:00+00:00,-0.00091102
2006-02-22 00:00:00+00:00,0.00516717
2006-02-23 00:00:00+00:00,-0.00181433
2006-02-24 00:00:00+00:00,0.00393820
2006-02-27 00:00:00+00:00,0.00362100
2006-02-28 00:00:00+00:00,-0.01352977
2006-03-01 00:00:00+00:00,0.00701006
2006-03-02 00:00:00+00:00,-0.00877724
2006-03-03 00:00:00+00:00,-0.00122137
2006-03-06 00:00:00+00:00,0.01007679
2006-03-07 00:00:00+00:00,-0.01124278
2006-03-08 00:00:00+00:00,-0.01527650
2006-03-09 00:00:00+00:00,0.00492611
2006-03-10 00:00:00+00:00,0.02825553
2006-03-13 00:00:00+00:00,-0.00333131
2006-03-14 00:00:00+00:00,0.00091158
2006-03-15 00:00:00+00:00,0.00546448
2006-03-16 00:00:00+00:00,-0.00392512
2006-03-17 00:00:00+00:00,0.00090937
2006-03-20 00:00:00+00:00,0.00211993
2006-03-21 00:00:00+00:00,0.01390148
2006-03-22 00:00:00+00:00,0.00298063
2006-03-23 00:00:00+00:00,-0.00089153
2006-03-24 00:00:00+00:00,-0.00327186
2006-03-27 00:00:00+00:00,-0.00775888
2006-03-28 00:00:00+00:00,-0.00511278
2006-03-29 00:00:00+00:00,0.00030230
2006-03-30 00:00:00+00:00,0.00876398
2006-03-31 00:00:00+00:00,-0.00659077
2006-04-03 00:00:00+00:00,0.00904704
2006-04-04 00:00:00+00:00,-0.00508069
2006-04-05 00:00:00+00:00,0.00390508
2006-04-06 00:00:00+00:00,0.00119689
2006-04-07 00:00:00+00:00,-0.00448296
2006-04-10 00:00:00+00:00,0.00510357
2006-04-11 00:00:00+00:00,-0.01194743
2006-04-12 00:00:00+00:00,-0.00151149
2006-04-13 00:00:00+00:00,0.00363306
2006-04-18 00:00:00+00:00,0.00814480
2006-04-19 00:00:00+00:00,0.00299222
2006-04-20 00:00:00+00:00,0.00447494
2006-04-21 00:00:00+00:00,0.00564301
2006-04-24 00:00:00+00:00,-0.00443001
2006-04-25 00:00:00+00:00,-0.00148324
2006-04-26 00:00:00+00:00,0.00237671
2006-04-27 00:00:00+00:00,-0.00474215
2006-04-28 00:00:00+00:00,-0.00416915
2006-05-02 00:00:00+00:00,0.01016746
2006-05-03 00:00:00+00:00,-0.00799290
2006-05-04 00:00:00+00:00,0.00537153
2006-05-05 00:00:00+00:00,0.01098249
2006-05-08 00:00:00+00:00,0.00293600
2006-05-09 00:00:00+00:00,0.00409836
2006-05-10 00:00:00+00:00,-0.00466472
2006-05-11 00:00:00+00:00,-0.00439367
2006-05-12 00:00:00+00:00,-0.02088850
2006-05-15 00:00:00+00:00,-0.01472356
2006-05-16 00:00:00+00:00,0.00152486
2006-05-17 00:00:00+00:00,-0.02649208
2006-05-18 00:00:00+00:00,-0.00625586
2006-05-19 00:00:00+00:00,0.00062952
2006-05-22 00:00:00+00:00,-0.03145643
2006-05-23 00:00:00+00:00,0.02955505
2006-05-24 00:00:00+00:00,-0.01230284
2006-05-25 00:00:00+00:00,0.01053976
2006-05-26 00:00:00+00:00,0.02054362
2006-05-29 00:00:00+00:00,0.00247755
2006-05-30 00:00:00+00:00,-0.02842138
2006-05-31 00:00:00+00:00,0.01399046
2006-06-01 00:00:00+00:00,0.00407651
2006-06-02 00:00:00+00:00,0.00124922
2006-06-05 00:00:00+00:00,-0.00998129
2006-06-06 00:00:00+00:00,-0.04890852
2006-06-07 00:00:00+00:00,0.02185090
2006-06-08 00:00:00+00:00,-0.05438931
2006-06-09 00:00:00+00:00,0.03431373
2006-06-12 00:00:00+00:00,-0.01671488
2006-06-13 00:00:00+00:00,-0.02105604
2006-06-14 00:00:00+00:00,0.00198544
2006-06-15 00:00:00+00:00,0.02542933
2006-06-16 00:00:00+00:00,-0.00805153
2006-06-19 00:00:00+00:00,0.00876623
2006-06-20 00:00:00+00:00,0.00514966
2006-06-21 00:00:00+00:00,-0.00032020
2006-06-22 00:00:00+00:00,0.00384369
2006-06-23 00:00:00+00:00,-0.00733886
2006-06-26 00:00:00+00:00,-0.00225008
2006-06-27 00:00:00+00:00,0.00161082
2006-06-28 00:00:00+00:00,0.00096494
2006-06-29 00:00:00+00:00,0.01670951
2006-06-30 00:00:00+00:00,0.01485461
2006-07-03 00:00:00+00:00,0.00404858
2006-07-04 00:00:00+00:00,0.00961538
2006-07-05 00:00:00+00:00,-0.01781874
2006-07-06 00:00:00+00:00,0.01407570
2006-07-07 00:00:00+00:00,-0.00771129
2006-07-10 00:00:00+00:00,0.00404103
2006-07-11 00:00:00+00:00,-0.00897833
2006-07-12 00:00:00+00:00,0.00249922
2006-07-13 00:00:00+00:00,-0.01464631
2006-07-14 00:00:00+00:00,-0.01296648
2006-07-17 00:00:00+00:00,-0.00512656
2006-07-18 00:00:00+00:00,-0.00128824
2006-07-19 00:00:00+00:00,0.02225089
2006-07-20 00:00:00+00:00,0.00220820
2006-07-21 00:00:00+00:00,-0.01447907
2006-07-24 00:00:00+00:00,0.02459278
2006-07-25 00:00:00+00:00,0.00187032
2006-07-26 00:00:00+00:00,0.00280025
2006-07-27 00:00:00+00:00,0.01023891
2006-07-28 00:00:00+00:00,0.00583538
2006-07-31 00:00:00+00:00,0.00213740
2006-08-01 00:00:00+00:00,-0.01432054
2006-08-02 00:00:00+00:00,0.01112828
2006-08-03 00:00:00+00:00,-0.00856007
2006-08-04 00:00:00+00:00,0.01171755
2006-08-07 00:00:00+00:00,-0.01097226
2006-08-08 00:00:00+00:00,0.00493066
2006-08-09 00:00:00+00:00,0.01318614
2006-08-10 00:00:00+00:00,-0.01180387
2006-08-11 00:00:00+00:00,-0.00459418
2006-08-14 00:00:00+00:00,0.00800000
2006-08-15 00:00:00+00:00,0.01007326
2006-08-16 00:00:00+00:00,0.00332427
2006-08-17 00:00:00+00:00,0.00240964
2006-08-18 00:00:00+00:00,-0.00841346
2006-08-21 00:00:00+00:00,0.00393939
2006-08-22 00:00:00+00:00,0.00301841
2006-08-23 00:00:00+00:00,-0.00210653
2006-08-24 00:00:00+00:00,0.00000000
2006-08-25 00:00:00+00:00,0.00120627
2006-08-28 00:00:00+00:00,0.00301205
2006-08-29 00:00:00+00:00,0.00600601
2006-08-30 00:00:00+00:00,0.00298507
2006-08-31 00:00:00+00:00,-0.00059524
2006-09-01 00:00:00+00:00,0.00268017
2006-09-04 00:00:00+00:00,0.00861301
2006-09-05 00:00:00+00:00,-0.02179604
2006-09-06 00:00:00+00:00,-0.01667163
2006-09-07 00:00:00+00:00,-0.01861303
2006-09-08 00:00:00+00:00,0.00787879
2006-09-11 00:00:00+00:00,-0.01146997
2006-09-12 00:00:00+00:00,0.01851290
2006-09-13 00:00:00+00:00,0.00327771
2006-09-14 00:00:00+00:00,-0.00267300
2006-09-15 00:00:00+00:00,0.00416915
2006-09-18 00:00:00+00:00,0.00000000
2006-09-19 00:00:00+00:00,-0.00504152
2006-09-20 00:00:00+00:00,0.01520119
2006-09-21 00:00:00+00:00,-0.00058720
2006-09-22 00:00:00+00:00,-0.01968273
2006-09-25 00:00:00+00:00,0.00779143
2006-09-26 00:00:00+00:00,0.01397562
2006-09-27 00:00:00+00:00,0.00410557
2006-09-28 00:00:00+00:00,0.00175234
2006-09-29 00:00:00+00:00,-0.00174927
2006-10-02 00:00:00+00:00,0.00058411
2006-10-03 00:00:00+00:00,-0.00145943
2006-10-04 00:00:00+00:00,0.01052324
2006-10-05 00:00:00+00:00,-0.00462829
2006-10-06 00:00:00+00:00,0.00871840
2006-10-09 00:00:00+00:00,-0.00028810
2006-10-10 00:00:00+00:00,0.00662824
2006-10-11 00:00:00+00:00,0.00085886
2006-10-12 00:00:00+00:00,0.00829519
2006-10-13 00:00:00+00:00,0.00652482
2006-10-16 00:00:00+00:00,0.00169109
2006-10-17 00:00:00+00:00,-0.01463140
2006-10-18 00:00:00+00:00,0.00942319
2006-10-19 00:00:00+00:00,0.00000000
2006-10-20 00:00:00+00:00,0.00311174
2006-10-23 00:00:00+00:00,0.00310209
2006-10-24 00:00:00+00:00,-0.00253022
2006-10-25 00:00:00+00:00,0.00591883
2006-10-26 00:00:00+00:00,-0.00084057
2006-10-27 00:00:00+00:00,-0.01037577
2006-10-30 00:00:00+00:00,0.00283366
2006-10-31 00:00:00+00:00,0.00028257
2006-11-01 00:00:00+00:00,0.00395480
2006-11-02 00:00:00+00:00,-0.00393922
2006-11-03 00:00:00+00:00,0.00310734
2006-11-06 00:00:00+00:00,0.01070121
2006-11-07 00:00:00+00:00,0.00390081
2006-11-08 00:00:00+00:00,-0.00083264
2006-11-09 00:00:00+00:00,-0.00194444
2006-11-10 00:00:00+00:00,-0.00027832
2006-11-13 00:00:00+00:00,-0.00027840
2006-11-14 00:00:00+00:00,-0.00334169
2006-11-15 00:00:00+00:00,0.00782341
2006-11-16 00:00:00+00:00,-0.00027724
2006-11-17 00:00:00+00:00,-0.00526900
2006-11-20 00:00:00+00:00,0.00418177
2006-11-21 00:00:00+00:00,0.00249861
2006-11-22 00:00:00+00:00,-0.00249238
2006-11-23 00:00:00+00:00,-0.00249861
2006-11-24 00:00:00+00:00,-0.00751461
2006-11-27 00:00:00+00:00,-0.01682557
2006-11-28 00:00:00+00:00,-0.00199658
2006-11-29 00:00:00+00:00,0.01343241
2006-11-30 00:00:00+00:00,-0.00676819
2006-12-01 00:00:00+00:00,-0.00681431
2006-12-04 00:00:00+00:00,0.00657519
2006-12-05 00:00:00+00:00,0.01708832
2006-12-06 00:00:00+00:00,0.00169492
2006-12-07 00:00:00+00:00,0.01128987
2006-12-08 00:00:00+00:00,0.00168397
2006-12-11 00:00:00+00:00,0.01093662
2006-12-12 00:00:00+00:00,0.00808926
2006-12-13 00:00:00+00:00,0.00664084
2006-12-14 00:00:00+00:00,0.00604728
2006-12-15 00:00:00+00:00,0.00546448
2006-12-18 00:00:00+00:00,-0.00108696
2006-12-19 00:00:00+00:00,-0.00680087
2006-12-20 00:00:00+00:00,0.00136949
2006-12-21 00:00:00+00:00,0.00109409
2006-12-22 00:00:00+00:00,-0.00546448
2006-12-27 00:00:00+00:00,0.01016484
2006-12-28 00:00:00+00:00,0.00054392
2006-12-29 00:00:00+00:00,-0.00298994
2007-01-02 00:00:00+00:00,0.01199564
2007-01-03 00:00:00+00:00,-0.00134698
2007-01-04 00:00:00+00:00,-0.00161856
2007-01-05 00:00:00+00:00,-0.00918671
2007-01-08 00:00:00+00:00,-0.00545405
2007-01-09 00:00:00+00:00,0.00685495
2007-01-10 00:00:00+00:00,-0.00544662
2007-01-11 00:00:00+00:00,0.01642935
2007-01-12 00:00:00+00:00,0.00323276
2007-01-15 00:00:00+00:00,0.00751880
2007-01-16 00:00:00+00:00,-0.00613006
2007-01-17 00:00:00+00:00,-0.00134084
2007-01-18 00:00:00+00:00,-0.00214823
2007-01-19 00:00:00+00:00,0.00834230
