Date,BB3M
2023-12-22 00:00:00+00:00,0.00021086
2023-12-26 00:00:00+00:00,-0.00015811
2023-12-27 00:00:00+00:00,0.00034263
2023-12-28 00:00:00+00:00,-0.00021078
2023-12-29 00:00:00+00:00,0.00010541
2024-01-02 00:00:00+00:00,-0.00042160
2024-01-03 00:00:00+00:00,-0.00039541
2024-01-04 00:00:00+00:00,-0.00021097
2024-01-05 00:00:00+00:00,0.00010551
2024-01-08 00:00:00+00:00,-0.00005275
2024-01-09 00:00:00+00:00,-0.00010550
2024-01-10 00:00:00+00:00,0.00015827
2024-01-11 00:00:00+00:00,0.00031649
2024-01-12 00:00:00+00:00,0.00052731
2024-01-16 00:00:00+00:00,-0.00068515
2024-01-17 00:00:00+00:00,-0.00058014
2024-01-18 00:00:00+00:00,0.00005277
2024-01-19 00:00:00+00:00,-0.00026384
2024-01-22 00:00:00+00:00,0.00005278
2024-01-23 00:00:00+00:00,0.00021112
2024-01-24 00:00:00+00:00,-0.00021107
2024-01-25 00:00:00+00:00,0.00073890
2024-01-26 00:00:00+00:00,-0.00015822
2024-01-29 00:00:00+00:00,0.00010550
2024-01-30 00:00:00+00:00,-0.00021097
2024-01-31 00:00:00+00:00,0.00063304
2024-02-01 00:00:00+00:00,-0.00026360
2024-02-02 00:00:00+00:00,-0.00094922
2024-02-05 00:00:00+00:00,-0.00031671
2024-02-06 00:00:00+00:00,0.00015840
2024-02-07 00:00:00+00:00,0.00000000
2024-02-08 00:00:00+00:00,-0.00005279
2024-02-09 00:00:00+00:00,-0.00005280
2024-02-12 00:00:00+00:00,-0.00010560
2024-02-13 00:00:00+00:00,-0.00047523
2024-02-14 00:00:00+00:00,0.00010566
2024-02-15 00:00:00+00:00,-0.00005282
2024-02-16 00:00:00+00:00,-0.00015848
2024-02-20 00:00:00+00:00,0.00002642
2024-02-21 00:00:00+00:00,-0.00010567
2024-02-22 00:00:00+00:00,-0.00005284
2024-02-23 00:00:00+00:00,-0.00010568
2024-02-26 00:00:00+00:00,-0.00018496
2024-02-27 00:00:00+00:00,0.00005286
2024-02-28 00:00:00+00:00,0.00007928
2024-02-29 00:00:00+00:00,0.00002642
2024-03-01 00:00:00+00:00,0.00021139
2024-03-04 00:00:00+00:00,-0.00018493
2024-03-05 00:00:00+00:00,0.00007927
2024-03-06 00:00:00+00:00,0.00007926
2024-03-07 00:00:00+00:00,0.00007926
2024-03-08 00:00:00+00:00,-0.00005283
2024-03-11 00:00:00+00:00,-0.00013209
2024-03-12 00:00:00+00:00,-0.00010569
2024-03-13 00:00:00+00:00,0.00240467
2024-03-14 00:00:00+00:00,-0.00013181
2024-03-15 00:00:00+00:00,-0.00018457
2024-03-18 00:00:00+00:00,-0.00015823
2024-03-19 00:00:00+00:00,0.00021100
2024-03-20 00:00:00+00:00,0.00058014
2024-03-21 00:00:00+00:00,-0.00021084
2024-03-22 00:00:00+00:00,0.00021088
2024-03-25 00:00:00+00:00,0.00031626
2024-03-26 00:00:00+00:00,-0.00057962
2024-03-27 00:00:00+00:00,0.00000000
2024-03-28 00:00:00+00:00,-0.00021089
