Date,EU-MID
2013-03-13 00:00:00+00:00,-0.00227704
2013-03-14 00:00:00+00:00,0.01291303
2013-03-15 00:00:00+00:00,-0.00905660
2013-03-18 00:00:00+00:00,-0.00416983
2013-03-19 00:00:00+00:00,-0.00834598
2013-03-20 00:00:00+00:00,0.00648855
2013-03-21 00:00:00+00:00,-0.01215344
2013-03-22 00:00:00+00:00,-0.00687810
2013-03-25 00:00:00+00:00,-0.01265337
2013-03-26 00:00:00+00:00,0.00000000
2013-03-27 00:00:00+00:00,-0.02393822
2013-03-28 00:00:00+00:00,0.01484375
2013-04-02 00:00:00+00:00,0.02171384
2013-04-03 00:00:00+00:00,-0.01534331
2013-04-04 00:00:00+00:00,-0.01468883
2013-04-05 00:00:00+00:00,-0.03037383
2013-04-08 00:00:00+00:00,-0.00079083
2013-04-09 00:00:00+00:00,0.00553797
2013-04-10 00:00:00+00:00,0.04733728
2013-04-11 00:00:00+00:00,0.01541426
2013-04-12 00:00:00+00:00,-0.01682600
2013-04-15 00:00:00+00:00,-0.02313922
2013-04-16 00:00:00+00:00,-0.01248537
2013-04-17 00:00:00+00:00,-0.02748331
2013-04-18 00:00:00+00:00,-0.00079618
2013-04-19 00:00:00+00:00,0.01354042
2013-04-22 00:00:00+00:00,0.01819620
2013-04-23 00:00:00+00:00,0.04939240
2013-04-24 00:00:00+00:00,0.01300689
2013-04-25 00:00:00+00:00,0.01216268
2013-04-26 00:00:00+00:00,-0.01284473
2013-04-29 00:00:00+00:00,0.01520913
2013-04-30 00:00:00+00:00,-0.00226415
2013-05-02 00:00:00+00:00,-0.00453343
2013-05-03 00:00:00+00:00,0.02423324
2013-05-06 00:00:00+00:00,0.00374111
2013-05-07 00:00:00+00:00,0.00970874
2013-05-08 00:00:00+00:00,0.01040505
2013-05-09 00:00:00+00:00,-0.00073937
2013-05-10 00:00:00+00:00,0.00554734
2013-05-13 00:00:00+00:00,0.00000000
2013-05-14 00:00:00+00:00,0.00884956
2013-05-15 00:00:00+00:00,0.01468429
2013-05-16 00:00:00+00:00,-0.00437318
2013-05-17 00:00:00+00:00,0.00438276
2013-05-20 00:00:00+00:00,0.01020408
2013-05-21 00:00:00+00:00,-0.00217549
2013-05-22 00:00:00+00:00,0.01088929
2013-05-23 00:00:00+00:00,-0.03249097
2013-05-24 00:00:00+00:00,-0.00440367
2013-05-27 00:00:00+00:00,0.01029790
2013-05-28 00:00:00+00:00,0.02927186
2013-05-29 00:00:00+00:00,-0.02957086
2013-05-30 00:00:00+00:00,0.00658858
2013-05-31 00:00:00+00:00,-0.01240423
2013-06-03 00:00:00+00:00,-0.01174743
2013-06-04 00:00:00+00:00,0.00664697
2013-06-05 00:00:00+00:00,-0.01995086
2013-06-06 00:00:00+00:00,-0.01115242
2013-06-07 00:00:00+00:00,0.01345794
2013-06-10 00:00:00+00:00,-0.00297066
2013-06-11 00:00:00+00:00,-0.01785050
2013-06-12 00:00:00+00:00,-0.00562852
2013-06-13 00:00:00+00:00,-0.00339623
2013-06-14 00:00:00+00:00,0.01020023
2013-06-17 00:00:00+00:00,0.01466717
2013-06-18 00:00:00+00:00,0.01007463
2013-06-19 00:00:00+00:00,-0.00482912
2013-06-20 00:00:00+00:00,-0.05063291
2013-06-21 00:00:00+00:00,-0.03743316
2013-06-24 00:00:00+00:00,-0.04009342
2013-06-25 00:00:00+00:00,0.01829026
2013-06-26 00:00:00+00:00,0.02836879
2013-06-27 00:00:00+00:00,0.02097902
2013-06-28 00:00:00+00:00,-0.01076509
2013-07-01 00:00:00+00:00,0.01932741
2013-07-02 00:00:00+00:00,-0.00153139
2013-07-03 00:00:00+00:00,-0.01379310
2013-07-04 00:00:00+00:00,0.03703704
2013-07-05 00:00:00+00:00,-0.01363636
2013-07-08 00:00:00+00:00,0.02593440
2013-07-09 00:00:00+00:00,0.01355422
2013-07-10 00:00:00+00:00,-0.00261780
2013-07-11 00:00:00+00:00,0.01346801
2013-07-12 00:00:00+00:00,-0.01114827
2013-07-15 00:00:00+00:00,0.00672646
2013-07-16 00:00:00+00:00,-0.00148976
2013-07-17 00:00:00+00:00,0.00372717
2013-07-18 00:00:00+00:00,0.02008929
2013-07-19 00:00:00+00:00,0.00441989
2013-07-22 00:00:00+00:00,-0.00294010
2013-07-23 00:00:00+00:00,0.00220832
2013-07-24 00:00:00+00:00,0.02058824
2013-07-25 00:00:00+00:00,-0.00363901
2013-07-26 00:00:00+00:00,-0.00072913
2013-07-29 00:00:00+00:00,-0.00182349
2013-07-30 00:00:00+00:00,0.01897810
2013-07-31 00:00:00+00:00,-0.00433839
2013-08-01 00:00:00+00:00,0.03913043
2013-08-02 00:00:00+00:00,0.00142146
2013-08-05 00:00:00+00:00,0.00568182
2013-08-06 00:00:00+00:00,-0.01203966
2013-08-07 00:00:00+00:00,0.00285002
2013-08-08 00:00:00+00:00,0.03201708
2013-08-09 00:00:00+00:00,0.02030812
2013-08-12 00:00:00+00:00,0.00485269
2013-08-13 00:00:00+00:00,0.00691563
2013-08-14 00:00:00+00:00,0.00758098
2013-08-15 00:00:00+00:00,-0.01510470
2013-08-16 00:00:00+00:00,0.01106883
2013-08-19 00:00:00+00:00,-0.01307639
2013-08-20 00:00:00+00:00,-0.02597852
2013-08-21 00:00:00+00:00,0.00245787
2013-08-22 00:00:00+00:00,0.02593761
2013-08-23 00:00:00+00:00,0.00761246
2013-08-26 00:00:00+00:00,-0.01034126
2013-08-27 00:00:00+00:00,-0.04158004
2013-08-28 00:00:00+00:00,-0.00424628
2013-08-29 00:00:00+00:00,0.01489362
2013-08-30 00:00:00+00:00,-0.01935938
2013-09-02 00:00:00+00:00,0.02417348
2013-09-03 00:00:00+00:00,0.00351124
2013-09-04 00:00:00+00:00,-0.00070102
2013-09-05 00:00:00+00:00,0.01114420
2013-09-06 00:00:00+00:00,0.01115760
2013-09-09 00:00:00+00:00,0.00728155
2013-09-10 00:00:00+00:00,0.02695232
2013-09-11 00:00:00+00:00,0.00477327
2013-09-12 00:00:00+00:00,0.00000000
2013-09-13 00:00:00+00:00,0.00068027
2013-09-16 00:00:00+00:00,0.01700102
2013-09-17 00:00:00+00:00,-0.00539447
2013-09-18 00:00:00+00:00,0.00439486
2013-09-19 00:00:00+00:00,0.01214165
2013-09-20 00:00:00+00:00,0.00603217
2013-09-23 00:00:00+00:00,-0.01871032
2013-09-24 00:00:00+00:00,0.00606673
2013-09-25 00:00:00+00:00,-0.00470114
2013-09-26 00:00:00+00:00,-0.00067317
2013-09-27 00:00:00+00:00,-0.00538721
2013-09-30 00:00:00+00:00,-0.01181634
2013-10-01 00:00:00+00:00,0.02175391
2013-10-02 00:00:00+00:00,-0.00336247
2013-10-03 00:00:00+00:00,-0.01077804
2013-10-04 00:00:00+00:00,0.01015916
2013-10-07 00:00:00+00:00,-0.00943396
2013-10-08 00:00:00+00:00,-0.00541638
2013-10-09 00:00:00+00:00,-0.00678887
2013-10-10 00:00:00+00:00,0.03610354
2013-10-11 00:00:00+00:00,-0.00066912
2013-10-14 00:00:00+00:00,-0.00334672
2013-10-15 00:00:00+00:00,0.02212538
2013-10-16 00:00:00+00:00,0.01193634
2013-10-17 00:00:00+00:00,-0.00527357
2013-10-18 00:00:00+00:00,0.01685393
2013-10-21 00:00:00+00:00,0.00655523
2013-10-22 00:00:00+00:00,0.00130676
2013-10-23 00:00:00+00:00,-0.01697682
2013-10-24 00:00:00+00:00,0.01251235
2013-10-25 00:00:00+00:00,-0.00850785
2013-10-28 00:00:00+00:00,-0.00460072
2013-10-29 00:00:00+00:00,0.01119895
2013-10-30 00:00:00+00:00,0.00131019
2013-10-31 00:00:00+00:00,0.01898527
2013-11-01 00:00:00+00:00,-0.00453956
2013-11-04 00:00:00+00:00,0.01299968
2013-11-05 00:00:00+00:00,-0.00710365
2013-11-06 00:00:00+00:00,0.01620220
2013-11-07 00:00:00+00:00,-0.00642880
2013-11-08 00:00:00+00:00,-0.00741696
2013-11-11 00:00:00+00:00,0.01936733
2013-11-12 00:00:00+00:00,-0.01089744
