Date,LIVECOW
2000-01-04 00:00:00+00:00,-0.00418585
2000-01-05 00:00:00+00:00,0.00237862
2000-01-06 00:00:00+00:00,0.01930880
2000-01-07 00:00:00+00:00,0.01355088
2000-01-10 00:00:00+00:00,0.00233516
2000-01-11 00:00:00+00:00,0.00137325
2000-01-12 00:00:00+00:00,-0.00754458
2000-01-13 00:00:00+00:00,0.00523056
2000-01-14 00:00:00+00:00,0.00575737
2000-01-18 00:00:00+00:00,-0.00957592
2000-01-19 00:00:00+00:00,-0.01030928
2000-01-20 00:00:00+00:00,-0.00442172
2000-01-21 00:00:00+00:00,0.00207612
2000-01-24 00:00:00+00:00,0.00207326
2000-01-25 00:00:00+00:00,0.00441989
2000-01-26 00:00:00+00:00,-0.00234418
2000-01-27 00:00:00+00:00,-0.00690131
2000-01-28 00:00:00+00:00,0.00858726
2000-01-31 00:00:00+00:00,0.00524138
2000-02-01 00:00:00+00:00,0.00922230
2000-02-02 00:00:00+00:00,-0.00890411
2000-02-03 00:00:00+00:00,0.00687758
2000-02-04 00:00:00+00:00,-0.00205564
2000-02-07 00:00:00+00:00,0.00521262
2000-02-08 00:00:00+00:00,-0.01108071
2000-02-09 00:00:00+00:00,-0.00398790
2000-02-10 00:00:00+00:00,-0.00702963
2000-02-11 00:00:00+00:00,0.00207412
2000-02-14 00:00:00+00:00,-0.00303783
2000-02-15 00:00:00+00:00,-0.00552715
2000-02-16 00:00:00+00:00,0.00027701
2000-02-17 00:00:00+00:00,0.00456937
2000-02-18 00:00:00+00:00,-0.00552868
2000-02-22 00:00:00+00:00,-0.01427581
2000-02-23 00:00:00+00:00,0.00598719
2000-02-24 00:00:00+00:00,0.00486314
2000-02-25 00:00:00+00:00,0.00235882
2000-02-28 00:00:00+00:00,0.00318913
2000-02-29 00:00:00+00:00,-0.00692329
2000-03-01 00:00:00+00:00,0.00583333
2000-03-02 00:00:00+00:00,0.00623528
2000-03-03 00:00:00+00:00,0.00524355
2000-03-06 00:00:00+00:00,0.00068804
2000-03-07 00:00:00+00:00,-0.00233613
2000-03-08 00:00:00+00:00,-0.00481431
2000-03-09 00:00:00+00:00,0.00055134
2000-03-10 00:00:00+00:00,-0.00137798
2000-03-13 00:00:00+00:00,-0.00648544
2000-03-14 00:00:00+00:00,-0.00484295
2000-03-15 00:00:00+00:00,0.00207900
2000-03-16 00:00:00+00:00,-0.01011501
2000-03-17 00:00:00+00:00,0.00000000
2000-03-20 00:00:00+00:00,0.00459162
2000-03-21 00:00:00+00:00,0.00277585
2000-03-22 00:00:00+00:00,0.00830795
2000-03-23 00:00:00+00:00,0.00000000
2000-03-24 00:00:00+00:00,-0.00069013
2000-03-27 00:00:00+00:00,0.00731539
2000-03-28 00:00:00+00:00,0.00687758
2000-03-29 00:00:00+00:00,-0.01757035
2000-03-30 00:00:00+00:00,0.00249066
2000-03-31 00:00:00+00:00,0.00442294
2000-04-03 00:00:00+00:00,0.00482759
2000-04-04 00:00:00+00:00,-0.01142149
2000-04-05 00:00:00+00:00,0.01286841
2000-04-06 00:00:00+00:00,-0.00824742
2000-04-07 00:00:00+00:00,0.00524862
2000-04-10 00:00:00+00:00,-0.00013774
2000-04-11 00:00:00+00:00,0.00386100
2000-04-12 00:00:00+00:00,0.00068804
2000-04-13 00:00:00+00:00,0.00165062
2000-04-14 00:00:00+00:00,-0.00343548
2000-04-17 00:00:00+00:00,-0.01608911
2000-04-18 00:00:00+00:00,0.00277008
2000-04-19 00:00:00+00:00,0.00276549
2000-04-20 00:00:00+00:00,-0.00580511
2000-04-24 00:00:00+00:00,0.00374220
2000-04-25 00:00:00+00:00,0.00027682
2000-04-26 00:00:00+00:00,0.00277123
2000-04-27 00:00:00+00:00,-0.00442784
2000-04-28 00:00:00+00:00,0.00138696
2000-05-01 00:00:00+00:00,-0.00804773
2000-05-02 00:00:00+00:00,0.00500208
2000-05-03 00:00:00+00:00,-0.00527046
2000-05-04 00:00:00+00:00,0.00208420
2000-05-05 00:00:00+00:00,0.00000000
2000-05-08 00:00:00+00:00,0.00166736
2000-05-09 00:00:00+00:00,-0.00027770
2000-05-10 00:00:00+00:00,-0.01278310
2000-05-11 00:00:00+00:00,0.00209937
2000-05-12 00:00:00+00:00,-0.01716678
2000-05-15 00:00:00+00:00,-0.00591133
2000-05-16 00:00:00+00:00,0.00028249
2000-05-17 00:00:00+00:00,-0.00211715
2000-05-18 00:00:00+00:00,-0.00240283
2000-05-19 00:00:00+00:00,-0.00438472
2000-05-22 00:00:00+00:00,-0.00312190
2000-05-23 00:00:00+00:00,0.00852878
2000-05-24 00:00:00+00:00,-0.01557632
2000-05-25 00:00:00+00:00,0.00256337
2000-05-26 00:00:00+00:00,-0.00938834
2000-05-30 00:00:00+00:00,-0.01028278
2000-05-31 00:00:00+00:00,0.01220037
2000-06-01 00:00:00+00:00,0.00885461
2000-06-02 00:00:00+00:00,0.01493174
2000-06-05 00:00:00+00:00,0.00959503
2000-06-06 00:00:00+00:00,-0.00239268
2000-06-07 00:00:00+00:00,-0.00748059
2000-06-08 00:00:00+00:00,-0.00708516
2000-06-09 00:00:00+00:00,0.01023163
2000-06-12 00:00:00+00:00,0.00042481
2000-06-13 00:00:00+00:00,-0.00566974
2000-06-14 00:00:00+00:00,-0.00497371
2000-06-15 00:00:00+00:00,-0.00640843
2000-06-16 00:00:00+00:00,-0.00214225
2000-06-19 00:00:00+00:00,-0.01613825
2000-06-20 00:00:00+00:00,0.00259105
2000-06-21 00:00:00+00:00,-0.01193043
2000-06-22 00:00:00+00:00,-0.00506366
