Date,SOYMEAL
2001-04-02 00:00:00+00:00,0.02658487
2001-04-03 00:00:00+00:00,-0.01992032
2001-04-04 00:00:00+00:00,0.04607046
2001-04-05 00:00:00+00:00,0.00795756
2001-04-06 00:00:00+00:00,-0.00330251
2001-04-09 00:00:00+00:00,0.02057067
2001-04-10 00:00:00+00:00,-0.01768173
2001-04-11 00:00:00+00:00,0.00662252
2001-04-12 00:00:00+00:00,-0.00065920
2001-04-16 00:00:00+00:00,-0.01186552
2001-04-17 00:00:00+00:00,-0.01925631
2001-04-18 00:00:00+00:00,0.03215003
2001-04-19 00:00:00+00:00,-0.01649077
2001-04-20 00:00:00+00:00,0.01334223
2001-04-23 00:00:00+00:00,-0.02849569
2001-04-24 00:00:00+00:00,0.00538358
2001-04-25 00:00:00+00:00,-0.04289544
2001-04-26 00:00:00+00:00,0.05958904
2001-04-27 00:00:00+00:00,-0.01794590
2001-04-30 00:00:00+00:00,0.05220884
2001-05-01 00:00:00+00:00,0.00261097
2001-05-02 00:00:00+00:00,0.01885566
2001-05-03 00:00:00+00:00,0.00901481
2001-05-04 00:00:00+00:00,-0.00449871
2001-05-07 00:00:00+00:00,-0.02259522
2001-05-08 00:00:00+00:00,-0.01111111
2001-05-09 00:00:00+00:00,0.00590551
2001-05-10 00:00:00+00:00,-0.02423052
2001-05-11 00:00:00+00:00,0.01525199
2001-05-14 00:00:00+00:00,0.04677207
2001-05-15 00:00:00+00:00,-0.00193175
2001-05-16 00:00:00+00:00,0.03610574
2001-05-17 00:00:00+00:00,0.02157360
2001-05-18 00:00:00+00:00,-0.01323251
2001-05-21 00:00:00+00:00,-0.02219404
2001-05-22 00:00:00+00:00,0.00127714
2001-05-23 00:00:00+00:00,0.01085568
2001-05-24 00:00:00+00:00,0.03369358
2001-05-25 00:00:00+00:00,0.00751880
2001-05-29 00:00:00+00:00,-0.04726368
2001-05-30 00:00:00+00:00,0.00318878
2001-05-31 00:00:00+00:00,-0.02168367
2001-06-01 00:00:00+00:00,0.04574742
2001-06-04 00:00:00+00:00,0.01381910
2001-06-05 00:00:00+00:00,-0.02932002
2001-06-06 00:00:00+00:00,0.04113111
2001-06-07 00:00:00+00:00,-0.00567465
2001-06-08 00:00:00+00:00,0.02779533
2001-06-11 00:00:00+00:00,0.01372427
2001-06-12 00:00:00+00:00,0.01976529
2001-06-13 00:00:00+00:00,-0.00610501
2001-06-14 00:00:00+00:00,-0.01597052
2001-06-15 00:00:00+00:00,-0.03653251
2001-06-18 00:00:00+00:00,0.00188917
2001-06-19 00:00:00+00:00,0.00881612
2001-06-20 00:00:00+00:00,-0.02377972
2001-06-21 00:00:00+00:00,-0.01899937
2001-06-22 00:00:00+00:00,-0.01725240
2001-06-25 00:00:00+00:00,-0.01544402
2001-06-26 00:00:00+00:00,0.01492537
2001-06-27 00:00:00+00:00,0.03023883
2001-06-28 00:00:00+00:00,0.01394170
2001-06-29 00:00:00+00:00,0.09520807
2001-07-02 00:00:00+00:00,0.02400960
2001-07-03 00:00:00+00:00,0.00415430
2001-07-05 00:00:00+00:00,-0.01417602
2001-07-06 00:00:00+00:00,-0.03235470
2001-07-09 00:00:00+00:00,0.04331910
2001-07-10 00:00:00+00:00,0.02201071
2001-07-11 00:00:00+00:00,0.01883461
2001-07-12 00:00:00+00:00,0.03857393
2001-07-13 00:00:00+00:00,-0.02462772
2001-07-16 00:00:00+00:00,-0.06597222
2001-07-17 00:00:00+00:00,0.03475135
2001-07-18 00:00:00+00:00,-0.03657817
2001-07-19 00:00:00+00:00,-0.00000000
2001-07-20 00:00:00+00:00,-0.04214329
2001-07-23 00:00:00+00:00,0.02163164
2001-07-24 00:00:00+00:00,0.01340646
2001-07-25 00:00:00+00:00,0.04169184
2001-07-26 00:00:00+00:00,-0.00000000
2001-07-27 00:00:00+00:00,0.01716992
2001-07-30 00:00:00+00:00,-0.04232804
2001-07-31 00:00:00+00:00,0.01558753
2001-08-01 00:00:00+00:00,-0.01732378
2001-08-02 00:00:00+00:00,-0.02649007
2001-08-06 00:00:00+00:00,0.00122249
2001-08-07 00:00:00+00:00,0.00673195
2001-08-08 00:00:00+00:00,-0.00305250
2001-08-09 00:00:00+00:00,0.03794370
2001-08-10 00:00:00+00:00,0.00779376
2001-08-13 00:00:00+00:00,0.03454437
2001-08-14 00:00:00+00:00,-0.02932551
2001-08-15 00:00:00+00:00,0.02852050
2001-08-16 00:00:00+00:00,-0.03625731
2001-08-17 00:00:00+00:00,-0.00119332
2001-08-20 00:00:00+00:00,-0.03464755
2001-08-21 00:00:00+00:00,0.00303767
2001-08-22 00:00:00+00:00,-0.01572898
2001-08-23 00:00:00+00:00,-0.01398176
2001-08-24 00:00:00+00:00,-0.02141983
2001-08-27 00:00:00+00:00,-0.00247831
2001-08-28 00:00:00+00:00,-0.01301115
2001-08-29 00:00:00+00:00,0.03233261
2001-08-30 00:00:00+00:00,-0.01098901
2001-08-31 00:00:00+00:00,0.06311275
2001-09-04 00:00:00+00:00,0.00237954
2001-09-05 00:00:00+00:00,-0.01781473
2001-09-06 00:00:00+00:00,-0.01813785
2001-09-07 00:00:00+00:00,-0.01526252
2001-09-10 00:00:00+00:00,0.00061652
2001-09-11 00:00:00+00:00,0.01294698
2001-09-13 00:00:00+00:00,0.08762255
2001-09-14 00:00:00+00:00,-0.03470588
2001-09-17 00:00:00+00:00,0.01913876
2001-09-18 00:00:00+00:00,-0.03075103
2001-09-19 00:00:00+00:00,-0.02102102
2001-09-20 00:00:00+00:00,0.02436054
2001-09-21 00:00:00+00:00,-0.02167369
2001-09-24 00:00:00+00:00,-0.02618758
2001-09-25 00:00:00+00:00,-0.02526186
2001-09-26 00:00:00+00:00,0.01246883
2001-09-27 00:00:00+00:00,-0.01238194
2001-09-28 00:00:00+00:00,-0.01120100
2001-10-01 00:00:00+00:00,0.00752823
2001-10-02 00:00:00+00:00,0.00871189
2001-10-03 00:00:00+00:00,0.00680693
2001-10-04 00:00:00+00:00,-0.00308261
2001-10-05 00:00:00+00:00,0.01793445
2001-10-08 00:00:00+00:00,0.03190184
2001-10-09 00:00:00+00:00,-0.02843315
2001-10-10 00:00:00+00:00,-0.00735745
2001-10-11 00:00:00+00:00,0.00431300
2001-10-12 00:00:00+00:00,-0.04056546
2001-10-15 00:00:00+00:00,-0.04579674
2001-10-16 00:00:00+00:00,0.00833868
2001-10-17 00:00:00+00:00,0.00639386
2001-10-18 00:00:00+00:00,-0.00637755
2001-10-19 00:00:00+00:00,-0.01855406
2001-10-22 00:00:00+00:00,-0.00258065
2001-10-23 00:00:00+00:00,0.00064641
2001-10-24 00:00:00+00:00,0.02068520
2001-10-25 00:00:00+00:00,0.03653846
2001-10-26 00:00:00+00:00,0.00630517
2001-10-29 00:00:00+00:00,-0.01257071
2001-10-30 00:00:00+00:00,0.01517067
2001-10-31 00:00:00+00:00,-0.01319925
2001-11-01 00:00:00+00:00,0.03914141
2001-11-02 00:00:00+00:00,-0.00435323
2001-11-05 00:00:00+00:00,-0.01871491
2001-11-06 00:00:00+00:00,-0.00882168
2001-11-07 00:00:00+00:00,-0.00189633
2001-11-08 00:00:00+00:00,-0.03289058
2001-11-09 00:00:00+00:00,0.00513149
2001-11-12 00:00:00+00:00,0.01471529
2001-11-13 00:00:00+00:00,0.00948767
2001-11-14 00:00:00+00:00,0.02220812
2001-11-15 00:00:00+00:00,0.01574307
2001-11-16 00:00:00+00:00,0.00500626
2001-11-19 00:00:00+00:00,-0.02615193
2001-11-20 00:00:00+00:00,-0.01070529
2001-11-21 00:00:00+00:00,0.01202532
2001-11-23 00:00:00+00:00,-0.01321586
2001-11-26 00:00:00+00:00,-0.05326569
2001-11-27 00:00:00+00:00,0.00976629
2001-11-28 00:00:00+00:00,-0.03636364
2001-11-29 00:00:00+00:00,0.00264201
2001-11-30 00:00:00+00:00,0.01844532
2001-12-03 00:00:00+00:00,-0.00130124
2001-12-04 00:00:00+00:00,-0.02605863
2001-12-05 00:00:00+00:00,-0.01806020
2001-12-06 00:00:00+00:00,-0.01954178
2001-12-07 00:00:00+00:00,0.02241848
2001-12-10 00:00:00+00:00,-0.01546738
2001-12-11 00:00:00+00:00,-0.00813008
2001-12-12 00:00:00+00:00,-0.00136147
2001-12-13 00:00:00+00:00,0.01499659
2001-12-14 00:00:00+00:00,-0.00135685
2001-12-17 00:00:00+00:00,0.01154107
2001-12-18 00:00:00+00:00,-0.03981107
2001-12-19 00:00:00+00:00,0.00481431
2001-12-20 00:00:00+00:00,0.03438790
2001-12-21 00:00:00+00:00,-0.01016260
2001-12-26 00:00:00+00:00,-0.02390710
2001-12-27 00:00:00+00:00,0.00690131
2001-12-28 00:00:00+00:00,-0.01306740
2001-12-31 00:00:00+00:00,-0.01451279
2002-01-02 00:00:00+00:00,-0.00973574
2002-01-03 00:00:00+00:00,0.02521008
2002-01-04 00:00:00+00:00,-0.01105736
2002-01-07 00:00:00+00:00,-0.00139276
2002-01-08 00:00:00+00:00,0.02435630
2002-01-09 00:00:00+00:00,0.04814305
2002-01-10 00:00:00+00:00,-0.00942761
2002-01-11 00:00:00+00:00,0.10658520
2002-01-14 00:00:00+00:00,0.02461140
2002-01-15 00:00:00+00:00,-0.00189633
2002-01-16 00:00:00+00:00,0.03039899
2002-01-17 00:00:00+00:00,-0.00553165
2002-01-18 00:00:00+00:00,-0.02533993
2002-01-22 00:00:00+00:00,-0.01648700
2002-01-23 00:00:00+00:00,-0.02707930
2002-01-24 00:00:00+00:00,0.01192843
2002-01-25 00:00:00+00:00,-0.00982888
2002-01-28 00:00:00+00:00,0.01388889
2002-01-29 00:00:00+00:00,-0.01956947
2002-01-30 00:00:00+00:00,-0.00266134
2002-01-31 00:00:00+00:00,0.01200801
2002-02-01 00:00:00+00:00,-0.03691496
2002-02-04 00:00:00+00:00,0.02600958
2002-02-05 00:00:00+00:00,-0.00810263
2002-02-06 00:00:00+00:00,-0.01017639
2002-02-07 00:00:00+00:00,0.00883753
2002-02-08 00:00:00+00:00,-0.02706360
2002-02-11 00:00:00+00:00,0.00547945
2002-02-12 00:00:00+00:00,0.02523874
2002-02-13 00:00:00+00:00,0.00134862
2002-02-14 00:00:00+00:00,-0.01212938
2002-02-15 00:00:00+00:00,0.00000000
2002-02-19 00:00:00+00:00,-0.00947226
2002-02-20 00:00:00+00:00,0.04279891
2002-02-21 00:00:00+00:00,0.00866667
2002-02-22 00:00:00+00:00,-0.01393497
2002-02-25 00:00:00+00:00,-0.02272727
2002-02-26 00:00:00+00:00,0.01755571
2002-02-27 00:00:00+00:00,0.05626256
2002-02-28 00:00:00+00:00,-0.02604167
2002-03-01 00:00:00+00:00,0.02911979
2002-03-04 00:00:00+00:00,0.00522876
2002-03-05 00:00:00+00:00,0.01300390
2002-03-06 00:00:00+00:00,-0.02260982
2002-03-07 00:00:00+00:00,0.01437908
2002-03-08 00:00:00+00:00,0.04150454
2002-03-11 00:00:00+00:00,-0.01082113
2002-03-12 00:00:00+00:00,-0.00128123
2002-03-13 00:00:00+00:00,0.00706487
2002-03-14 00:00:00+00:00,-0.00064061
2002-03-15 00:00:00+00:00,0.00825921
2002-03-18 00:00:00+00:00,-0.02205419
2002-03-19 00:00:00+00:00,0.01030928
2002-03-20 00:00:00+00:00,-0.00446429
2002-03-21 00:00:00+00:00,0.00960922
2002-03-22 00:00:00+00:00,0.01205584
2002-03-25 00:00:00+00:00,0.00376176
2002-03-26 00:00:00+00:00,0.01186758
2002-03-27 00:00:00+00:00,0.00308072
2002-03-28 00:00:00+00:00,-0.01353846
2002-04-01 00:00:00+00:00,0.00187149
2002-04-02 00:00:00+00:00,-0.00186800
2002-04-03 00:00:00+00:00,-0.02557704
2002-04-04 00:00:00+00:00,-0.01984635
2002-04-05 00:00:00+00:00,0.01487710
2002-04-08 00:00:00+00:00,-0.01669878
2002-04-09 00:00:00+00:00,0.01360985
2002-04-10 00:00:00+00:00,-0.00515464
2002-04-11 00:00:00+00:00,-0.01552393
2002-04-12 00:00:00+00:00,0.01173403
2002-04-15 00:00:00+00:00,0.00129702
2002-04-16 00:00:00+00:00,0.03501946
2002-04-17 00:00:00+00:00,0.03755570
2002-04-18 00:00:00+00:00,-0.00625782
2002-04-19 00:00:00+00:00,0.00941620
2002-04-22 00:00:00+00:00,-0.00876095
2002-04-23 00:00:00+00:00,0.01885607
2002-04-24 00:00:00+00:00,0.03113325
2002-04-25 00:00:00+00:00,-0.01410178
2002-04-26 00:00:00+00:00,-0.00123533
2002-04-29 00:00:00+00:00,-0.04880125
2002-04-30 00:00:00+00:00,0.01265823
