Date,EU-TECH
2020-05-27 00:00:00+00:00,-0.00813481
2020-05-28 00:00:00+00:00,0.01445030
2020-05-29 00:00:00+00:00,0.00134745
2020-06-01 00:00:00+00:00,0.01460977
2020-06-02 00:00:00+00:00,0.00682077
2020-06-03 00:00:00+00:00,0.02596914
2020-06-04 00:00:00+00:00,-0.00403522
2020-06-05 00:00:00+00:00,0.02149996
2020-06-08 00:00:00+00:00,-0.01676582
2020-06-09 00:00:00+00:00,0.00238357
2020-06-10 00:00:00+00:00,-0.00438998
2020-06-11 00:00:00+00:00,0.13643291
2020-06-15 00:00:00+00:00,-0.02127263
2020-06-16 00:00:00+00:00,0.02402288
2020-06-17 00:00:00+00:00,0.02327313
2020-06-18 00:00:00+00:00,-0.00254731
2020-06-19 00:00:00+00:00,0.01021525
2020-06-22 00:00:00+00:00,-0.00577826
2020-06-23 00:00:00+00:00,0.01652742
2020-06-24 00:00:00+00:00,-0.02662140
2020-06-25 00:00:00+00:00,0.01193098
2020-06-26 00:00:00+00:00,0.00000000
2020-06-29 00:00:00+00:00,-0.00235806
2020-06-30 00:00:00+00:00,0.01600000
2020-07-01 00:00:00+00:00,0.00107373
2020-07-02 00:00:00+00:00,0.01161959
2020-07-03 00:00:00+00:00,0.00265064
2020-07-06 00:00:00+00:00,0.02291153
2020-07-07 00:00:00+00:00,-0.01137147
2020-07-08 00:00:00+00:00,0.00435692
2020-07-09 00:00:00+00:00,0.00433802
2020-07-10 00:00:00+00:00,0.00760194
2020-07-13 00:00:00+00:00,0.00823045
2020-07-14 00:00:00+00:00,-0.01904762
2020-07-15 00:00:00+00:00,0.00554785
2020-07-16 00:00:00+00:00,-0.00137931
2020-07-17 00:00:00+00:00,0.00207182
2020-07-20 00:00:00+00:00,0.02291523
2020-07-21 00:00:00+00:00,0.00437932
2020-07-22 00:00:00+00:00,-0.00318632
2020-07-23 00:00:00+00:00,-0.00891655
2020-07-24 00:00:00+00:00,-0.04023086
2020-07-27 00:00:00+00:00,0.01927839
2020-07-28 00:00:00+00:00,-0.00242929
2020-07-29 00:00:00+00:00,-0.00904505
2020-07-30 00:00:00+00:00,-0.02931367
2020-07-31 00:00:00+00:00,0.01048825
2020-08-03 00:00:00+00:00,0.02881174
2020-08-04 00:00:00+00:00,-0.00417464
2020-08-05 00:00:00+00:00,0.00087336
2020-08-06 00:00:00+00:00,-0.00226876
2020-08-07 00:00:00+00:00,0.00402309
2020-08-10 00:00:00+00:00,-0.01498258
2020-08-11 00:00:00+00:00,0.01874779
2020-08-12 00:00:00+00:00,0.01163194
2020-08-13 00:00:00+00:00,-0.00051484
2020-08-14 00:00:00+00:00,-0.01820055
2020-08-17 00:00:00+00:00,0.01049318
2020-08-18 00:00:00+00:00,-0.00865351
2020-08-19 00:00:00+00:00,0.00349162
2020-08-20 00:00:00+00:00,-0.00991649
2020-08-21 00:00:00+00:00,0.00351432
2020-08-24 00:00:00+00:00,0.01943618
2020-08-25 00:00:00+00:00,0.00704225
2020-08-26 00:00:00+00:00,0.02336688
2020-08-27 00:00:00+00:00,-0.01000000
