Date,JGB
2003-04-22 00:00:00+00:00,-0.00013953
2003-04-23 00:00:00+00:00,0.00027910
2003-04-24 00:00:00+00:00,0.00069754
2003-04-25 00:00:00+00:00,-0.00006971
2003-04-28 00:00:00+00:00,0.00083653
2003-04-30 00:00:00+00:00,0.00020896
2003-05-01 00:00:00+00:00,0.00048747
2003-05-02 00:00:00+00:00,0.00048723
2003-05-06 00:00:00+00:00,0.00000000
2003-05-07 00:00:00+00:00,0.00055656
2003-05-08 00:00:00+00:00,-0.00006953
2003-05-09 00:00:00+00:00,0.00062583
2003-05-12 00:00:00+00:00,0.00062543
2003-05-13 00:00:00+00:00,-0.00020835
2003-05-14 00:00:00+00:00,-0.00020839
2003-05-15 00:00:00+00:00,0.00013896
2003-05-16 00:00:00+00:00,0.00173671
2003-05-19 00:00:00+00:00,-0.00159501
2003-05-20 00:00:00+00:00,0.00076405
2003-05-21 00:00:00+00:00,0.00069406
2003-05-22 00:00:00+00:00,0.00020807
2003-05-23 00:00:00+00:00,0.00000000
2003-05-26 00:00:00+00:00,0.00173358
2003-05-27 00:00:00+00:00,0.00041484
2003-05-28 00:00:00+00:00,0.00124550
2003-05-29 00:00:00+00:00,0.00048376
2003-05-30 00:00:00+00:00,0.00020723
2003-06-02 00:00:00+00:00,0.01167360
2003-06-03 00:00:00+00:00,-0.00172724
2003-06-04 00:00:00+00:00,0.00020763
2003-06-05 00:00:00+00:00,0.00041517
2003-06-06 00:00:00+00:00,0.00000000
2003-06-09 00:00:00+00:00,0.00055333
2003-06-10 00:00:00+00:00,0.00062215
2003-06-11 00:00:00+00:00,0.00006908
2003-06-12 00:00:00+00:00,0.00131252
2003-06-13 00:00:00+00:00,-0.00082787
2003-06-16 00:00:00+00:00,-0.00048333
2003-06-17 00:00:00+00:00,-0.00200332
2003-06-18 00:00:00+00:00,-0.00491452
2003-06-19 00:00:00+00:00,-0.00946021
2003-06-20 00:00:00+00:00,0.00667135
2003-06-23 00:00:00+00:00,-0.00244158
2003-06-24 00:00:00+00:00,0.00069930
2003-06-25 00:00:00+00:00,0.00076869
2003-06-26 00:00:00+00:00,-0.00013966
2003-06-27 00:00:00+00:00,-0.00551715
2003-06-30 00:00:00+00:00,-0.00589888
2003-07-01 00:00:00+00:00,-0.00049449
2003-07-02 00:00:00+00:00,-0.00148420
2003-07-03 00:00:00+00:00,-0.01153737
2003-07-04 00:00:00+00:00,0.00293591
2003-07-07 00:00:00+00:00,-0.00185635
2003-07-08 00:00:00+00:00,-0.00357654
2003-07-09 00:00:00+00:00,0.00502513
2003-07-10 00:00:00+00:00,0.00428571
2003-07-11 00:00:00+00:00,0.00128023
2003-07-14 00:00:00+00:00,-0.00156272
2003-07-15 00:00:00+00:00,-0.00142288
2003-07-16 00:00:00+00:00,-0.00178113
2003-07-17 00:00:00+00:00,0.00635215
2003-07-18 00:00:00+00:00,0.00099291
2003-07-22 00:00:00+00:00,0.00085022
2003-07-23 00:00:00+00:00,0.00028317
2003-07-24 00:00:00+00:00,-0.00283086
2003-07-25 00:00:00+00:00,0.00390348
2003-07-28 00:00:00+00:00,0.00318134
2003-07-29 00:00:00+00:00,-0.00084567
2003-07-30 00:00:00+00:00,-0.00056425
2003-07-31 00:00:00+00:00,0.00105857
2003-08-01 00:00:00+00:00,-0.00274938
2003-08-04 00:00:00+00:00,0.00014138
2003-08-05 00:00:00+00:00,0.00388748
2003-08-06 00:00:00+00:00,-0.00070408
2003-08-07 00:00:00+00:00,0.00000000
2003-08-08 00:00:00+00:00,0.00133869
2003-08-11 00:00:00+00:00,-0.00035182
2003-08-12 00:00:00+00:00,-0.00007039
2003-08-13 00:00:00+00:00,-0.00330846
2003-08-14 00:00:00+00:00,-0.00663889
2003-08-15 00:00:00+00:00,-0.00149307
2003-08-18 00:00:00+00:00,-0.00633723
2003-08-19 00:00:00+00:00,-0.00953063
2003-08-20 00:00:00+00:00,-0.00311098
2003-08-21 00:00:00+00:00,0.00689455
2003-08-22 00:00:00+00:00,-0.00144155
2003-08-25 00:00:00+00:00,-0.00173235
2003-08-26 00:00:00+00:00,-0.00506146
2003-08-27 00:00:00+00:00,0.00145299
2003-08-28 00:00:00+00:00,-0.00210450
2003-08-29 00:00:00+00:00,-0.00079994
2003-09-01 00:00:00+00:00,-0.00909753
2003-09-02 00:00:00+00:00,-0.02483851
2003-09-03 00:00:00+00:00,-0.00674974
2003-09-04 00:00:00+00:00,0.00746770
2003-09-05 00:00:00+00:00,0.00541101
2003-09-08 00:00:00+00:00,0.00117959
2003-09-09 00:00:00+00:00,-0.00949926
2003-09-10 00:00:00+00:00,0.00364285
2003-09-11 00:00:00+00:00,0.00740741
2003-09-12 00:00:00+00:00,-0.00272059
2003-09-16 00:00:00+00:00,0.00552975
2003-09-17 00:00:00+00:00,0.00124652
2003-09-18 00:00:00+00:00,0.00468693
2003-09-19 00:00:00+00:00,-0.00102048
2003-09-22 00:00:00+00:00,0.01058008
2003-09-24 00:00:00+00:00,-0.00216606
2003-09-25 00:00:00+00:00,-0.00615051
2003-09-26 00:00:00+00:00,-0.00189297
2003-09-29 00:00:00+00:00,-0.00233423
2003-09-30 00:00:00+00:00,0.00153542
2003-10-01 00:00:00+00:00,-0.00065703
2003-10-02 00:00:00+00:00,0.00314121
2003-10-03 00:00:00+00:00,0.00131081
2003-10-06 00:00:00+00:00,-0.00043636
2003-10-07 00:00:00+00:00,0.00145518
2003-10-08 00:00:00+00:00,0.00247021
2003-10-09 00:00:00+00:00,0.00152196
2003-10-10 00:00:00+00:00,-0.00289457
2003-10-14 00:00:00+00:00,-0.00718485
2003-10-15 00:00:00+00:00,0.00292398
2003-10-16 00:00:00+00:00,-0.00036443
2003-10-17 00:00:00+00:00,-0.00255195
2003-10-20 00:00:00+00:00,-0.00599415
2003-10-21 00:00:00+00:00,0.00301515
2003-10-22 00:00:00+00:00,0.00410587
2003-10-23 00:00:00+00:00,0.00671778
2003-10-24 00:00:00+00:00,-0.00094292
2003-10-27 00:00:00+00:00,-0.00007260
2003-10-28 00:00:00+00:00,-0.00239599
2003-10-29 00:00:00+00:00,-0.00021834
2003-10-30 00:00:00+00:00,-0.00167431
2003-10-31 00:00:00+00:00,-0.00131253
2003-11-04 00:00:00+00:00,-0.00204439
2003-11-05 00:00:00+00:00,-0.00139011
2003-11-06 00:00:00+00:00,-0.00102572
2003-11-07 00:00:00+00:00,-0.00212688
2003-11-10 00:00:00+00:00,0.00198442
2003-11-11 00:00:00+00:00,0.00931563
2003-11-12 00:00:00+00:00,0.00159884
2003-11-13 00:00:00+00:00,-0.00058047
2003-11-14 00:00:00+00:00,0.00108901
2003-11-17 00:00:00+00:00,0.00514903
2003-11-18 00:00:00+00:00,-0.00288600
2003-11-19 00:00:00+00:00,0.00144718
2003-11-20 00:00:00+00:00,-0.00317919
2003-11-21 00:00:00+00:00,0.00268194
2003-11-25 00:00:00+00:00,-0.00036145
2003-11-26 00:00:00+00:00,-0.00137452
2003-11-27 00:00:00+00:00,0.00014483
2003-11-28 00:00:00+00:00,0.00282384
2003-12-01 00:00:00+00:00,-0.00361011
2003-12-02 00:00:00+00:00,0.01304348
2003-12-03 00:00:00+00:00,-0.00094842
2003-12-04 00:00:00+00:00,-0.00007302
2003-12-05 00:00:00+00:00,0.00292120
2003-12-08 00:00:00+00:00,0.00291269
2003-12-09 00:00:00+00:00,0.00137951
2003-12-10 00:00:00+00:00,0.00224768
2003-12-11 00:00:00+00:00,-0.00137452
2003-12-12 00:00:00+00:00,0.00253550
2003-12-15 00:00:00+00:00,-0.00534721
2003-12-16 00:00:00+00:00,0.00435888
2003-12-17 00:00:00+00:00,0.00007233
2003-12-18 00:00:00+00:00,-0.00180819
2003-12-19 00:00:00+00:00,0.00152163
2003-12-22 00:00:00+00:00,0.00130227
2003-12-24 00:00:00+00:00,0.00000000
2003-12-25 00:00:00+00:00,0.00166185
2003-12-26 00:00:00+00:00,-0.00223617
2003-12-29 00:00:00+00:00,-0.00303644
2003-12-30 00:00:00+00:00,-0.00036258
2004-01-05 00:00:00+00:00,-0.00268408
2004-01-06 00:00:00+00:00,0.00356415
2004-01-07 00:00:00+00:00,-0.00057984
2004-01-08 00:00:00+00:00,-0.00043513
2004-01-09 00:00:00+00:00,0.00174128
2004-01-13 00:00:00+00:00,0.00499747
2004-01-14 00:00:00+00:00,-0.00007207
2004-01-15 00:00:00+00:00,0.00108108
2004-01-16 00:00:00+00:00,0.00093593
2004-01-19 00:00:00+00:00,-0.00107890
2004-01-20 00:00:00+00:00,-0.00316820
2004-01-21 00:00:00+00:00,0.00093903
2004-01-22 00:00:00+00:00,0.00158765
2004-01-23 00:00:00+00:00,-0.00079256
2004-01-26 00:00:00+00:00,0.00216325
2004-01-27 00:00:00+00:00,0.00043172
2004-01-28 00:00:00+00:00,-0.00007192
