Date,HANG
2000-01-04 00:00:00+00:00,-0.04059891
2000-01-05 00:00:00+00:00,-0.15852941
2000-01-06 00:00:00+00:00,-0.08878952
2000-01-07 00:00:00+00:00,0.03608420
2000-01-10 00:00:00+00:00,0.08464567
2000-01-11 00:00:00+00:00,0.01259446
2000-01-12 00:00:00+00:00,-0.03629537
2000-01-13 00:00:00+00:00,-0.00764818
2000-01-14 00:00:00+00:00,-0.02687140
2000-01-17 00:00:00+00:00,0.01945429
2000-01-18 00:00:00+00:00,0.02408478
2000-01-19 00:00:00+00:00,-0.07136061
2000-01-20 00:00:00+00:00,0.01513158
2000-01-21 00:00:00+00:00,-0.04147616
2000-01-24 00:00:00+00:00,0.01467645
2000-01-25 00:00:00+00:00,-0.00986193
2000-01-26 00:00:00+00:00,0.04426825
2000-01-27 00:00:00+00:00,0.05817712
2000-01-28 00:00:00+00:00,0.04211188
2000-01-31 00:00:00+00:00,-0.07784615
2000-02-01 00:00:00+00:00,-0.00865385
2000-02-02 00:00:00+00:00,0.04402314
2000-02-03 00:00:00+00:00,0.00880503
2000-02-08 00:00:00+00:00,0.02755166
2000-02-09 00:00:00+00:00,0.09697344
2000-02-10 00:00:00+00:00,-0.02356406
2000-02-11 00:00:00+00:00,0.12540250
2000-02-14 00:00:00+00:00,-0.06943354
2000-02-15 00:00:00+00:00,-0.06358885
2000-02-16 00:00:00+00:00,0.05191990
2000-02-17 00:00:00+00:00,-0.01000585
2000-02-18 00:00:00+00:00,-0.05052941
2000-02-21 00:00:00+00:00,-0.02564876
2000-02-22 00:00:00+00:00,-0.00397311
2000-02-23 00:00:00+00:00,0.00459418
2000-02-24 00:00:00+00:00,0.04512195
2000-02-25 00:00:00+00:00,0.00175029
2000-02-28 00:00:00+00:00,-0.02853815
2000-02-29 00:00:00+00:00,0.01918465
2000-03-01 00:00:00+00:00,-0.03764706
2000-03-02 00:00:00+00:00,0.01558753
2000-03-03 00:00:00+00:00,0.04759072
2000-03-06 00:00:00+00:00,0.06653109
2000-03-07 00:00:00+00:00,0.00140568
2000-03-08 00:00:00+00:00,0.00842933
2000-03-09 00:00:00+00:00,-0.03805260
2000-03-10 00:00:00+00:00,0.02509983
2000-03-13 00:00:00+00:00,-0.07889546
2000-03-14 00:00:00+00:00,-0.03209152
2000-03-15 00:00:00+00:00,-0.00017889
2000-03-16 00:00:00+00:00,-0.06440161
2000-03-17 00:00:00+00:00,0.13308688
2000-03-20 00:00:00+00:00,-0.03004044
2000-03-21 00:00:00+00:00,-0.00146628
2000-03-22 00:00:00+00:00,0.04255944
2000-03-23 00:00:00+00:00,0.01810865
2000-03-24 00:00:00+00:00,0.00395257
2000-03-27 00:00:00+00:00,0.03655793
2000-03-28 00:00:00+00:00,-0.00162778
2000-03-29 00:00:00+00:00,-0.01304348
2000-03-30 00:00:00+00:00,-0.03001101
2000-03-31 00:00:00+00:00,-0.00879932
2000-04-03 00:00:00+00:00,-0.05154639
2000-04-05 00:00:00+00:00,-0.07524985
2000-04-06 00:00:00+00:00,0.01099572
2000-04-07 00:00:00+00:00,0.05984204
2000-04-10 00:00:00+00:00,-0.01976401
2000-04-11 00:00:00+00:00,-0.03575685
2000-04-12 00:00:00+00:00,0.02518204
2000-04-13 00:00:00+00:00,-0.04313960
2000-04-14 00:00:00+00:00,-0.02847610
2000-04-17 00:00:00+00:00,-0.16397516
2000-04-18 00:00:00+00:00,0.06935047
2000-04-19 00:00:00+00:00,0.01993464
2000-04-20 00:00:00+00:00,-0.01424409
2000-04-25 00:00:00+00:00,0.00651890
2000-04-26 00:00:00+00:00,-0.03626943
2000-04-27 00:00:00+00:00,-0.00824538
2000-04-28 00:00:00+00:00,0.05132450
2000-05-02 00:00:00+00:00,0.04454487
2000-05-03 00:00:00+00:00,-0.03979785
2000-05-04 00:00:00+00:00,-0.03673864
2000-05-05 00:00:00+00:00,0.00787402
2000-05-08 00:00:00+00:00,-0.06196078
2000-05-09 00:00:00+00:00,-0.00721900
2000-05-10 00:00:00+00:00,-0.04231550
2000-05-12 00:00:00+00:00,0.09232365
2000-05-15 00:00:00+00:00,-0.05518837
2000-05-16 00:00:00+00:00,0.04829833
2000-05-17 00:00:00+00:00,-0.02688350
2000-05-18 00:00:00+00:00,-0.08761777
2000-05-19 00:00:00+00:00,0.04169014
2000-05-22 00:00:00+00:00,-0.04586207
2000-05-23 00:00:00+00:00,0.01058574
2000-05-24 00:00:00+00:00,-0.02898045
