Date,TWD-mini
2023-08-09 00:00:00+00:00,-0.00015128
2023-08-10 00:00:00+00:00,0.00623263
2023-08-11 00:00:00+00:00,0.00428933
2023-08-14 00:00:00+00:00,-0.01720200
2023-08-15 00:00:00+00:00,-0.00302408
2023-08-16 00:00:00+00:00,0.00561043
2023-08-17 00:00:00+00:00,-0.00015133
2023-08-18 00:00:00+00:00,-0.00078779
2023-08-21 00:00:00+00:00,0.00144113
2023-08-22 00:00:00+00:00,0.00080307
2023-08-23 00:00:00+00:00,-0.00110578
2023-08-24 00:00:00+00:00,0.00748636
2023-08-28 00:00:00+00:00,-0.00552241
2023-08-29 00:00:00+00:00,-0.00015246
2023-08-30 00:00:00+00:00,0.00111918
2023-08-31 00:00:00+00:00,-0.00237442
2023-09-04 00:00:00+00:00,-0.00078756
2023-09-05 00:00:00+00:00,-0.00269672
2023-09-06 00:00:00+00:00,-0.00047098
2023-09-07 00:00:00+00:00,-0.00429966
2023-09-11 00:00:00+00:00,-0.00207413
2023-09-12 00:00:00+00:00,-0.00398602
2023-09-13 00:00:00+00:00,0.00528973
2023-09-14 00:00:00+00:00,0.00240229
2023-09-18 00:00:00+00:00,-0.00238396
2023-09-19 00:00:00+00:00,-0.00398357
2023-09-20 00:00:00+00:00,-0.00015229
2023-09-21 00:00:00+00:00,-0.01006599
2023-09-25 00:00:00+00:00,-0.00143761
2023-09-26 00:00:00+00:00,-0.00240282
2023-09-27 00:00:00+00:00,-0.00337141
2023-09-28 00:00:00+00:00,0.00049254
2023-09-29 00:00:00+00:00,0.00339280
2023-10-02 00:00:00+00:00,-0.00336369
2023-10-03 00:00:00+00:00,-0.00627615
2023-10-04 00:00:00+00:00,-0.00047608
2023-10-05 00:00:00+00:00,0.00210960
2023-10-06 00:00:00+00:00,0.00436724
2023-10-09 00:00:00+00:00,0.00241827
2023-10-10 00:00:00+00:00,0.00499532
2023-10-11 00:00:00+00:00,0.00177391
2023-10-12 00:00:00+00:00,-0.00079408
2023-10-16 00:00:00+00:00,-0.01073640
2023-10-17 00:00:00+00:00,-0.00079826
2023-10-18 00:00:00+00:00,-0.00144388
2023-10-19 00:00:00+00:00,-0.00144524
2023-10-20 00:00:00+00:00,-0.00047560
2023-10-23 00:00:00+00:00,-0.00305974
2023-10-26 00:00:00+00:00,-0.00694833
2023-10-30 00:00:00+00:00,0.00666592
2023-10-31 00:00:00+00:00,-0.00209421
2023-11-01 00:00:00+00:00,-0.00468702
2023-11-02 00:00:00+00:00,0.01251121
2023-11-06 00:00:00+00:00,0.01437476
2023-11-07 00:00:00+00:00,-0.01105564
2023-11-08 00:00:00+00:00,-0.00305135
2023-11-09 00:00:00+00:00,0.00243066
2023-11-13 00:00:00+00:00,-0.00047249
2023-11-14 00:00:00+00:00,-0.00272947
2023-11-15 00:00:00+00:00,0.03020138
2023-11-16 00:00:00+00:00,0.01256836
2023-11-17 00:00:00+00:00,-0.00141427
2023-11-18 00:00:00+00:00,0.00396390
2023-11-20 00:00:00+00:00,0.00898948
2023-11-21 00:00:00+00:00,0.01933406
2023-11-22 00:00:00+00:00,-0.02256676
2023-11-23 00:00:00+00:00,0.00425585
2023-11-24 00:00:00+00:00,-0.00391953
2023-11-25 00:00:00+00:00,-0.00015067
2023-11-27 00:00:00+00:00,-0.00424903
2023-11-28 00:00:00+00:00,0.01182911
2023-11-29 00:00:00+00:00,0.01016882
2023-11-30 00:00:00+00:00,-0.00417361
2023-12-01 00:00:00+00:00,0.00233635
2023-12-04 00:00:00+00:00,0.00233622
2023-12-05 00:00:00+00:00,-0.01137215
2023-12-06 00:00:00+00:00,0.00110332
2023-12-07 00:00:00+00:00,0.00172907
2023-12-08 00:00:00+00:00,0.00861099
2023-12-11 00:00:00+00:00,-0.00821443
2023-12-12 00:00:00+00:00,0.00078590
2023-12-13 00:00:00+00:00,-0.00264429
2023-12-14 00:00:00+00:00,0.01235441
2023-12-15 00:00:00+00:00,0.00046775
2023-12-18 00:00:00+00:00,0.00447834
2023-12-19 00:00:00+00:00,-0.00324514
2023-12-20 00:00:00+00:00,0.00233387
2023-12-21 00:00:00+00:00,-0.00107852
2023-12-22 00:00:00+00:00,-0.00014942
2023-12-25 00:00:00+00:00,0.01379975
2023-12-26 00:00:00+00:00,0.00908150
2023-12-27 00:00:00+00:00,0.00167930
2023-12-28 00:00:00+00:00,0.00532792
2023-12-29 00:00:00+00:00,-0.00105663
2023-12-30 00:00:00+00:00,-0.00105745
2024-01-02 00:00:00+00:00,-0.00287832
2024-01-08 00:00:00+00:00,-0.01299762
2024-01-09 00:00:00+00:00,-0.00261442
2024-01-10 00:00:00+00:00,-0.00262033
2024-01-11 00:00:00+00:00,0.00016010
2024-01-12 00:00:00+00:00,0.00108909
2024-01-15 00:00:00+00:00,-0.01993253
2024-01-16 00:00:00+00:00,-0.01945784
2024-01-17 00:00:00+00:00,-0.00768946
2024-01-18 00:00:00+00:00,0.00742652
2024-01-19 00:00:00+00:00,0.01022826
2024-01-20 00:00:00+00:00,0.00361266
2024-01-22 00:00:00+00:00,-0.00452141
2024-01-23 00:00:00+00:00,0.00298063
2024-01-24 00:00:00+00:00,0.00172574
2024-01-25 00:00:00+00:00,-0.00295883
2024-01-26 00:00:00+00:00,0.00110129
