Date,FTSECHINAH
2023-02-09 00:00:00+00:00,0.01830214
2023-02-10 00:00:00+00:00,-0.01858984
2023-02-13 00:00:00+00:00,-0.01343767
2023-02-14 00:00:00+00:00,-0.00799511
2023-02-15 00:00:00+00:00,-0.01110578
2023-02-20 00:00:00+00:00,-0.00722721
2023-02-21 00:00:00+00:00,-0.02329390
2023-02-22 00:00:00+00:00,-0.01698284
2023-02-23 00:00:00+00:00,0.00965862
2023-02-24 00:00:00+00:00,-0.09580751
2023-02-25 00:00:00+00:00,-0.01267286
2023-02-27 00:00:00+00:00,0.00982166
2023-02-28 00:00:00+00:00,-0.02484595
2023-03-01 00:00:00+00:00,0.10614629
2023-03-02 00:00:00+00:00,-0.01962593
2023-03-03 00:00:00+00:00,0.01334566
2023-03-04 00:00:00+00:00,0.00374700
2023-03-06 00:00:00+00:00,-0.00050366
2023-03-07 00:00:00+00:00,-0.00757963
2023-03-08 00:00:00+00:00,-0.02606788
2023-03-09 00:00:00+00:00,-0.01373028
2023-03-10 00:00:00+00:00,-0.02439535
2023-03-13 00:00:00+00:00,-0.04369025
2023-03-14 00:00:00+00:00,-0.02207536
2023-03-15 00:00:00+00:00,0.02068874
2023-03-16 00:00:00+00:00,-0.02033082
2023-03-20 00:00:00+00:00,-0.01694178
2023-03-21 00:00:00+00:00,0.01643767
2023-03-22 00:00:00+00:00,0.01165905
2023-03-23 00:00:00+00:00,0.03210952
2023-03-24 00:00:00+00:00,-0.00483395
2023-03-25 00:00:00+00:00,-0.00013028
2023-03-27 00:00:00+00:00,0.00780751
2023-03-28 00:00:00+00:00,0.01399671
2023-03-29 00:00:00+00:00,0.02431356
2023-03-30 00:00:00+00:00,0.00378127
2023-03-31 00:00:00+00:00,0.00748035
2023-04-01 00:00:00+00:00,-0.00289786
2023-04-03 00:00:00+00:00,0.03738453
2023-04-04 00:00:00+00:00,-0.01222709
2023-04-05 00:00:00+00:00,0.00344004
2023-04-06 00:00:00+00:00,-0.00332280
2023-04-07 00:00:00+00:00,0.00719755
2023-04-10 00:00:00+00:00,-0.01507546
2023-04-11 00:00:00+00:00,0.00434484
2023-04-12 00:00:00+00:00,-0.01337564
2023-04-13 00:00:00+00:00,0.00231641
2023-04-14 00:00:00+00:00,0.00343930
2023-04-15 00:00:00+00:00,-0.01122137
2023-04-17 00:00:00+00:00,0.04847186
2023-04-18 00:00:00+00:00,-0.00532009
