Date,SPI200
2022-11-28 00:00:00+00:00,0.01295957
2022-12-05 00:00:00+00:00,0.01390627
2022-12-08 00:00:00+00:00,-0.02084762
2022-12-09 00:00:00+00:00,0.00364197
2022-12-10 00:00:00+00:00,-0.00474529
2022-12-12 00:00:00+00:00,-0.00028047
2022-12-13 00:00:00+00:00,0.00420816
2022-12-14 00:00:00+00:00,0.00572706
2022-12-15 00:00:00+00:00,-0.00555556
2022-12-16 00:00:00+00:00,-0.00851955
2022-12-17 00:00:00+00:00,-0.00380335
2022-12-19 00:00:00+00:00,0.00169683
2022-12-20 00:00:00+00:00,-0.01665726
2022-12-21 00:00:00+00:00,0.01492966
2022-12-22 00:00:00+00:00,0.00410184
2022-12-23 00:00:00+00:00,-0.00676152
2022-12-24 00:00:00+00:00,-0.00028365
2022-12-28 00:00:00+00:00,-0.00255355
2022-12-29 00:00:00+00:00,-0.01009814
2022-12-30 00:00:00+00:00,0.00474138
2022-12-31 00:00:00+00:00,-0.00014300
2023-01-03 00:00:00+00:00,-0.01415904
2023-01-04 00:00:00+00:00,0.01508777
2023-01-05 00:00:00+00:00,0.00200086
2023-01-06 00:00:00+00:00,0.00556269
2023-01-07 00:00:00+00:00,0.00992908
2023-01-09 00:00:00+00:00,-0.00280899
2023-01-10 00:00:00+00:00,-0.00323944
2023-01-11 00:00:00+00:00,0.00861947
2023-01-12 00:00:00+00:00,0.01302886
2023-01-13 00:00:00+00:00,0.00608491
2023-01-14 00:00:00+00:00,0.00481100
2023-01-16 00:00:00+00:00,0.00383037
2023-01-17 00:00:00+00:00,-0.00163532
2023-01-18 00:00:00+00:00,0.00177450
2023-01-19 00:00:00+00:00,0.00640414
2023-01-20 00:00:00+00:00,0.00094774
2023-01-21 00:00:00+00:00,0.00473421
2023-01-23 00:00:00+00:00,0.03042542
2023-01-24 00:00:00+00:00,0.00445886
2023-01-25 00:00:00+00:00,-0.00255582
2023-01-26 00:00:00+00:00,0.00215779
2023-01-27 00:00:00+00:00,0.00107657
2023-01-28 00:00:00+00:00,0.00147869
2023-01-30 00:00:00+00:00,0.00040268
2023-01-31 00:00:00+00:00,-0.00040393
2023-02-01 00:00:00+00:00,0.00215517
2023-02-02 00:00:00+00:00,0.00094086
2023-02-03 00:00:00+00:00,0.00725124
2023-02-04 00:00:00+00:00,0.00159979
2023-02-06 00:00:00+00:00,0.00026621
2023-02-07 00:00:00+00:00,-0.00567874
2023-02-08 00:00:00+00:00,0.00403823
2023-02-09 00:00:00+00:00,-0.00563078
2023-02-10 00:00:00+00:00,-0.00822435
2023-02-11 00:00:00+00:00,0.00013594
2023-02-13 00:00:00+00:00,-0.01739840
2023-02-20 00:00:00+00:00,-0.00517007
2023-02-27 00:00:00+00:00,-0.01600109
2023-03-06 00:00:00+00:00,0.01765115
2023-03-08 00:00:00+00:00,-0.00136575
2023-03-09 00:00:00+00:00,0.00519694
2023-03-10 00:00:00+00:00,-0.02312925
2023-03-11 00:00:00+00:00,-0.00626741
2023-03-13 00:00:00+00:00,0.00028031
2023-03-14 00:00:00+00:00,-0.01765448
2023-03-15 00:00:00+00:00,0.01084011
2023-03-16 00:00:00+00:00,-0.01425145
2023-03-17 00:00:00+00:00,0.00486688
2023-03-18 00:00:00+00:00,-0.01367521
2023-03-20 00:00:00+00:00,0.00000000
2023-03-21 00:00:00+00:00,0.00895436
2023-03-22 00:00:00+00:00,0.00787289
2023-03-23 00:00:00+00:00,-0.00752734
2023-03-24 00:00:00+00:00,-0.00057241
2023-03-25 00:00:00+00:00,-0.00057274
2023-03-27 00:00:00+00:00,0.00171920
2023-03-28 00:00:00+00:00,0.00886728
2023-03-29 00:00:00+00:00,0.00255174
2023-03-30 00:00:00+00:00,0.00947398
2023-03-31 00:00:00+00:00,0.00728393
2023-04-01 00:00:00+00:00,0.00625782
2023-04-03 00:00:00+00:00,0.00152018
2023-04-04 00:00:00+00:00,0.00220781
2023-04-05 00:00:00+00:00,-0.00027537
2023-04-07 00:00:00+00:00,-0.00302989
2023-04-11 00:00:00+00:00,0.01284708
2023-04-12 00:00:00+00:00,0.00381888
2023-04-13 00:00:00+00:00,-0.00271739
2023-04-14 00:00:00+00:00,0.00531335
2023-04-15 00:00:00+00:00,0.00135520
2023-04-17 00:00:00+00:00,0.00054135
2023-04-18 00:00:00+00:00,-0.00365210
2023-04-19 00:00:00+00:00,0.00149335
2023-04-20 00:00:00+00:00,-0.00013556
2023-04-21 00:00:00+00:00,-0.00460954
2023-04-22 00:00:00+00:00,-0.00122582
2023-04-24 00:00:00+00:00,-0.00313651
2023-04-25 00:00:00+00:00,0.00313779
2023-04-26 00:00:00+00:00,-0.00367197
2023-04-27 00:00:00+00:00,-0.00505051
2023-04-28 00:00:00+00:00,0.00384140
2023-04-29 00:00:00+00:00,0.00751674
2023-05-01 00:00:00+00:00,-0.00271297
2023-05-02 00:00:00+00:00,-0.00980793
2023-05-03 00:00:00+00:00,-0.00962994
2023-05-04 00:00:00+00:00,-0.00111127
2023-05-05 00:00:00+00:00,0.00375469
2023-05-06 00:00:00+00:00,0.00914381
2023-05-08 00:00:00+00:00,-0.01139484
2023-05-09 00:00:00+00:00,-0.00225752
2023-05-10 00:00:00+00:00,0.00096485
2023-05-11 00:00:00+00:00,-0.00096392
2023-05-12 00:00:00+00:00,0.00151620
2023-05-13 00:00:00+00:00,0.00110102
2023-05-15 00:00:00+00:00,0.00618642
2023-05-22 00:00:00+00:00,-0.00753941
2023-05-29 00:00:00+00:00,-0.01063536
2023-06-05 00:00:00+00:00,0.00264036
2023-06-08 00:00:00+00:00,-0.01738526
2023-06-09 00:00:00+00:00,0.00283086
2023-06-10 00:00:00+00:00,-0.00381087
2023-06-13 00:00:00+00:00,0.00665911
2023-06-14 00:00:00+00:00,0.00337790
2023-06-15 00:00:00+00:00,0.00112218
2023-06-16 00:00:00+00:00,0.01289057
2023-06-17 00:00:00+00:00,-0.00041500
2023-06-19 00:00:00+00:00,0.01992804
2023-06-20 00:00:00+00:00,0.00907965
2023-06-21 00:00:00+00:00,-0.00695297
2023-06-22 00:00:00+00:00,-0.01825920
2023-06-23 00:00:00+00:00,-0.01300517
2023-06-24 00:00:00+00:00,-0.00212525
2023-06-26 00:00:00+00:00,-0.03521227
2023-06-27 00:00:00+00:00,0.00511945
2023-06-28 00:00:00+00:00,0.01202603
2023-06-29 00:00:00+00:00,0.00000000
2023-06-30 00:00:00+00:00,0.00111841
2023-07-01 00:00:00+00:00,0.00404971
2023-07-03 00:00:00+00:00,0.02948540
2023-07-04 00:00:00+00:00,0.00382273
2023-07-05 00:00:00+00:00,-0.00358868
2023-07-06 00:00:00+00:00,-0.01385233
2023-07-07 00:00:00+00:00,-0.01854193
2023-07-08 00:00:00+00:00,0.00372120
2023-07-10 00:00:00+00:00,-0.04320548
2023-07-11 00:00:00+00:00,0.01407439
2023-07-12 00:00:00+00:00,0.00481518
2023-07-13 00:00:00+00:00,0.00267794
2023-07-14 00:00:00+00:00,0.02136632
2023-07-15 00:00:00+00:00,-0.00027525
2023-07-17 00:00:00+00:00,0.03978524
2023-07-18 00:00:00+00:00,-0.00261744
2023-07-19 00:00:00+00:00,0.00607735
2023-07-20 00:00:00+00:00,-0.00123558
2023-07-21 00:00:00+00:00,-0.00054983
2023-07-22 00:00:00+00:00,0.00398845
2023-07-24 00:00:00+00:00,-0.00520548
2023-07-25 00:00:00+00:00,0.00468320
2023-07-26 00:00:00+00:00,0.00891143
2023-07-27 00:00:00+00:00,0.00706618
2023-07-28 00:00:00+00:00,-0.00715153
2023-07-29 00:00:00+00:00,0.00244632
2023-07-31 00:00:00+00:00,0.01084599
2023-08-01 00:00:00+00:00,0.00557217
2023-08-02 00:00:00+00:00,-0.01351534
2023-08-03 00:00:00+00:00,-0.00739827
2023-08-04 00:00:00+00:00,0.00289855
2023-08-05 00:00:00+00:00,-0.00165153
2023-08-07 00:00:00+00:00,-0.01626689
2023-08-08 00:00:00+00:00,0.00096605
2023-08-09 00:00:00+00:00,0.00303323
2023-08-10 00:00:00+00:00,0.00343643
2023-08-11 00:00:00+00:00,-0.00246575
2023-08-12 00:00:00+00:00,-0.00425707
2023-08-14 00:00:00+00:00,-0.00813681
2023-08-15 00:00:00+00:00,0.00346308
2023-08-16 00:00:00+00:00,-0.01435671
2023-08-17 00:00:00+00:00,-0.00644258
2023-08-18 00:00:00+00:00,-0.00028193
2023-08-19 00:00:00+00:00,-0.00310209
2023-08-21 00:00:00+00:00,-0.02347949
2023-08-22 00:00:00+00:00,0.00184084
2023-08-23 00:00:00+00:00,0.00226148
2023-08-24 00:00:00+00:00,0.00535891
2023-08-25 00:00:00+00:00,-0.00925796
2023-08-26 00:00:00+00:00,0.00297324
2023-08-28 00:00:00+00:00,0.01072840
2023-08-29 00:00:00+00:00,0.00703037
2023-08-30 00:00:00+00:00,0.01326445
2023-08-31 00:00:00+00:00,0.00261816
2023-09-01 00:00:00+00:00,-0.00453546
2023-09-02 00:00:00+00:00,0.00427999
2023-09-04 00:00:00+00:00,0.02804509
2023-09-05 00:00:00+00:00,-0.00164474
2023-09-06 00:00:00+00:00,-0.00713893
2023-09-07 00:00:00+00:00,-0.02779314
2023-09-08 00:00:00+00:00,-0.00167574
2023-09-09 00:00:00+00:00,0.00069940
2023-09-11 00:00:00+00:00,0.00922561
2023-09-12 00:00:00+00:00,0.00792547
2023-09-13 00:00:00+00:00,-0.00716747
2023-09-14 00:00:00+00:00,0.00416493
2023-09-15 00:00:00+00:00,0.01410203
2023-09-16 00:00:00+00:00,-0.00531697
2023-09-18 00:00:00+00:00,-0.00246711
2023-09-19 00:00:00+00:00,-0.00480901
2023-09-20 00:00:00+00:00,-0.00400387
2023-09-21 00:00:00+00:00,-0.01469365
2023-09-22 00:00:00+00:00,-0.00056275
2023-09-23 00:00:00+00:00,-0.00253378
2023-09-25 00:00:00+00:00,0.00451595
2023-09-26 00:00:00+00:00,-0.00688396
2023-09-27 00:00:00+00:00,-0.00028293
2023-09-28 00:00:00+00:00,-0.00226404
2023-09-29 00:00:00+00:00,0.00496383
2023-09-30 00:00:00+00:00,-0.00536269
2023-10-01 00:00:00+00:00,0.00283768
2023-10-02 00:00:00+00:00,-0.01499717
2023-10-03 00:00:00+00:00,-0.00402183
2023-10-04 00:00:00+00:00,-0.00057687
2023-10-05 00:00:00+00:00,0.00404040
2023-10-06 00:00:00+00:00,0.00100604
2023-10-07 00:00:00+00:00,0.01033740
2023-10-08 00:00:00+00:00,-0.00497371
2023-10-09 00:00:00+00:00,0.00499857
2023-10-10 00:00:00+00:00,0.00895268
2023-10-11 00:00:00+00:00,0.00507042
2023-10-12 00:00:00+00:00,-0.00994955
2023-10-13 00:00:00+00:00,0.00141543
2023-10-14 00:00:00+00:00,-0.00424028
2023-10-15 00:00:00+00:00,0.00113556
2023-10-16 00:00:00+00:00,0.00496243
2023-10-17 00:00:00+00:00,0.00028217
2023-10-18 00:00:00+00:00,-0.01170663
2023-10-19 00:00:00+00:00,-0.01184530
2023-10-20 00:00:00+00:00,-0.00202195
2023-10-21 00:00:00+00:00,-0.00926194
2023-10-22 00:00:00+00:00,0.00175285
2023-10-23 00:00:00+00:00,-0.05321849
2023-10-24 00:00:00+00:00,0.00539201
2023-10-25 00:00:00+00:00,-0.00927671
2023-10-26 00:00:00+00:00,-0.00073153
2023-10-27 00:00:00+00:00,0.00161054
2023-10-28 00:00:00+00:00,-0.01008624
2023-10-29 00:00:00+00:00,-0.00059067
2023-10-30 00:00:00+00:00,-0.00384161
2023-10-31 00:00:00+00:00,-0.00088002
2023-11-01 00:00:00+00:00,0.01717557
2023-11-02 00:00:00+00:00,0.00533988
2023-11-03 00:00:00+00:00,0.00315820
2023-11-04 00:00:00+00:00,0.00171723
2023-11-05 00:00:00+00:00,0.00071429
2023-11-06 00:00:00+00:00,0.02969308
2023-11-07 00:00:00+00:00,0.00128755
2023-11-08 00:00:00+00:00,0.00614373
2023-11-09 00:00:00+00:00,-0.00724226
2023-11-10 00:00:00+00:00,0.00028608
2023-11-11 00:00:00+00:00,0.00328900
2023-11-12 00:00:00+00:00,-0.00555872
2023-11-13 00:00:00+00:00,-0.00028666
2023-11-14 00:00:00+00:00,0.01567175
2023-11-15 00:00:00+00:00,0.00014027
2023-11-16 00:00:00+00:00,-0.00631136
2023-11-17 00:00:00+00:00,-0.00127029
2023-11-18 00:00:00+00:00,0.00395704
2023-11-19 00:00:00+00:00,-0.00225225
2023-11-20 00:00:00+00:00,0.01819977
2023-11-21 00:00:00+00:00,0.00423609
2023-11-22 00:00:00+00:00,-0.00028121
2023-11-23 00:00:00+00:00,-0.00407876
2023-11-24 00:00:00+00:00,0.00000000
2023-11-25 00:00:00+00:00,-0.00028245
2023-11-26 00:00:00+00:00,-0.00183642
2023-11-27 00:00:00+00:00,-0.01188791
2023-11-28 00:00:00+00:00,0.00042553
2023-11-29 00:00:00+00:00,0.00297746
2023-11-30 00:00:00+00:00,-0.00268589
2023-12-01 00:00:00+00:00,0.00085046
2023-12-02 00:00:00+00:00,0.01317094
2023-12-03 00:00:00+00:00,0.00153760
2023-12-04 00:00:00+00:00,0.00683880
2023-12-05 00:00:00+00:00,-0.00070582
2023-12-06 00:00:00+00:00,0.01002967
2023-12-07 00:00:00+00:00,0.00531469
2023-12-08 00:00:00+00:00,0.00278242
2023-12-09 00:00:00+00:00,0.00235849
2023-12-10 00:00:00+00:00,0.00013841
2023-12-11 00:00:00+00:00,0.00941046
2023-12-12 00:00:00+00:00,0.00539867
2023-12-13 00:00:00+00:00,0.01486989
2023-12-14 00:00:00+00:00,0.00814001
2023-12-15 00:00:00+00:00,0.00309514
2023-12-16 00:00:00+00:00,-0.00979340
2023-12-17 00:00:00+00:00,0.00758705
2023-12-18 00:00:00+00:00,0.03388463
2023-12-19 00:00:00+00:00,0.00817694
2023-12-20 00:00:00+00:00,-0.00039888
2023-12-21 00:00:00+00:00,-0.00292631
2023-12-22 00:00:00+00:00,-0.00120064
2023-12-26 00:00:00+00:00,0.00761320
2023-12-27 00:00:00+00:00,0.00424178
2023-12-28 00:00:00+00:00,0.00052798
2023-12-29 00:00:00+00:00,-0.00092348
2024-01-01 00:00:00+00:00,0.00330120
2024-01-02 00:00:00+00:00,0.00236904
2024-01-03 00:00:00+00:00,-0.01838235
2024-01-04 00:00:00+00:00,0.00066881
2024-01-05 00:00:00+00:00,-0.00200508
2024-01-06 00:00:00+00:00,-0.00053576
2024-01-07 00:00:00+00:00,0.00093809
2024-01-08 00:00:00+00:00,0.00080332
2024-01-09 00:00:00+00:00,-0.00026756
2024-01-10 00:00:00+00:00,-0.00040145
2024-01-11 00:00:00+00:00,-0.00080321
2024-01-12 00:00:00+00:00,0.00000000
2024-01-13 00:00:00+00:00,0.00080386
2024-01-14 00:00:00+00:00,-0.00080321
2024-01-15 00:00:00+00:00,-0.00803859
2024-01-16 00:00:00+00:00,-0.00351162
2024-01-17 00:00:00+00:00,-0.00325291
2024-01-18 00:00:00+00:00,-0.00516726
2024-01-19 00:00:00+00:00,0.00150355
2024-01-20 00:00:00+00:00,0.00365309
2024-01-21 00:00:00+00:00,0.00026961
2024-01-22 00:00:00+00:00,0.01078167
2024-01-23 00:00:00+00:00,0.00631042
2024-01-24 00:00:00+00:00,-0.00120080
2024-01-25 00:00:00+00:00,0.00507614
2024-01-26 00:00:00+00:00,0.00186071
2024-01-27 00:00:00+00:00,0.00198992
2024-01-28 00:00:00+00:00,-0.00330994
2024-01-29 00:00:00+00:00,0.02072264
2024-01-30 00:00:00+00:00,-0.00026364
2024-01-31 00:00:00+00:00,-0.00276899
2024-02-01 00:00:00+00:00,0.00608224
2024-02-02 00:00:00+00:00,0.00696544
2024-02-03 00:00:00+00:00,-0.00704777
2024-02-04 00:00:00+00:00,-0.00525762
2024-02-05 00:00:00+00:00,0.00845666
2024-02-06 00:00:00+00:00,0.00013180
2024-02-07 00:00:00+00:00,-0.00158144
2024-02-08 00:00:00+00:00,0.00237592
2024-02-09 00:00:00+00:00,0.00000000
2024-02-10 00:00:00+00:00,0.00013168
2024-02-11 00:00:00+00:00,-0.00368664
2024-02-12 00:00:00+00:00,-0.00264306
2024-02-13 00:00:00+00:00,-0.01598415
2024-02-14 00:00:00+00:00,0.01490133
2024-02-15 00:00:00+00:00,0.00701058
2024-02-16 00:00:00+00:00,-0.00407198
2024-02-17 00:00:00+00:00,0.00329728
2024-02-18 00:00:00+00:00,0.00144604
2024-02-19 00:00:00+00:00,0.00459438
2024-02-20 00:00:00+00:00,-0.00262985
2024-02-21 00:00:00+00:00,-0.00342782
2024-02-22 00:00:00+00:00,-0.00013229
2024-02-23 00:00:00+00:00,0.00568934
2024-02-24 00:00:00+00:00,0.00052625
2024-02-25 00:00:00+00:00,0.00355030
2024-02-26 00:00:00+00:00,-0.00222746
2024-02-27 00:00:00+00:00,0.00144528
2024-02-28 00:00:00+00:00,0.00091839
2024-02-29 00:00:00+00:00,-0.00039324
2024-03-01 00:00:00+00:00,0.01193286
2024-03-02 00:00:00+00:00,0.00142542
2024-03-03 00:00:00+00:00,-0.00051760
2024-03-04 00:00:00+00:00,0.01475919
2024-03-05 00:00:00+00:00,-0.00168328
2024-03-06 00:00:00+00:00,-0.00428016
2024-03-07 00:00:00+00:00,0.01224437
2024-03-08 00:00:00+00:00,0.01119547
2024-03-09 00:00:00+00:00,-0.00598117
2024-03-10 00:00:00+00:00,-0.00588913
2024-03-11 00:00:00+00:00,-0.00270444
2024-03-12 00:00:00+00:00,-0.00064625
2024-03-13 00:00:00+00:00,-0.00012933
2024-03-14 00:00:00+00:00,-0.01396973
2024-03-15 00:00:00+00:00,0.00642792
2024-03-16 00:00:00+00:00,-0.00169447
2024-03-17 00:00:00+00:00,-0.00026113
2024-03-18 00:00:00+00:00,-0.00117540
2024-03-19 00:00:00+00:00,0.00534063
2024-03-20 00:00:00+00:00,0.00829016
2024-03-21 00:00:00+00:00,0.00347669
2024-03-22 00:00:00+00:00,0.00359297
2024-03-23 00:00:00+00:00,0.00102289
2024-03-24 00:00:00+00:00,0.00728062
2024-03-25 00:00:00+00:00,-0.00532589
2024-03-26 00:00:00+00:00,-0.00089240
2024-03-27 00:00:00+00:00,0.01212199
2024-03-28 00:00:00+00:00,0.00252143
