Date,AEX
2009-08-19 00:00:00+00:00,
2009-08-20 00:00:00+00:00,0.02849451
2009-08-21 00:00:00+00:00,0.04457045
2009-08-24 00:00:00+00:00,0.02170787
2009-08-25 00:00:00+00:00,0.01475843
2009-08-26 00:00:00+00:00,-0.00868303
2009-08-27 00:00:00+00:00,-0.01156613
2009-08-28 00:00:00+00:00,0.02237845
2009-08-31 00:00:00+00:00,-0.02399197
2009-09-01 00:00:00+00:00,-0.03742747
2009-09-02 00:00:00+00:00,-0.01306750
2009-09-03 00:00:00+00:00,-0.00105297
2009-09-04 00:00:00+00:00,0.02661858
2009-09-07 00:00:00+00:00,0.03941072
2009-09-08 00:00:00+00:00,0.01404521
2009-09-09 00:00:00+00:00,0.02259030
2009-09-10 00:00:00+00:00,0.01214702
2009-09-11 00:00:00+00:00,0.01174684
2009-09-14 00:00:00+00:00,-0.00683731
2009-09-15 00:00:00+00:00,0.01025155
2009-09-16 00:00:00+00:00,0.02787061
2009-09-17 00:00:00+00:00,0.00350300
2009-09-18 00:00:00+00:00,-0.00223311
2009-09-21 00:00:00+00:00,-0.01229531
2009-09-22 00:00:00+00:00,0.00800942
2009-09-23 00:00:00+00:00,0.00382151
2009-09-24 00:00:00+00:00,-0.03001307
2009-09-25 00:00:00+00:00,-0.01961312
2009-09-28 00:00:00+00:00,0.04268114
2009-09-29 00:00:00+00:00,0.00046493
2009-09-30 00:00:00+00:00,-0.00161681
2009-10-01 00:00:00+00:00,-0.04120070
2009-10-02 00:00:00+00:00,-0.04091789
2009-10-05 00:00:00+00:00,0.01151223
2009-10-06 00:00:00+00:00,0.05529232
2009-10-07 00:00:00+00:00,-0.00098416
2009-10-08 00:00:00+00:00,0.03588526
2009-10-09 00:00:00+00:00,0.00570485
2009-10-12 00:00:00+00:00,0.03150828
2009-10-13 00:00:00+00:00,-0.00765456
2009-10-14 00:00:00+00:00,0.03739937
2009-10-15 00:00:00+00:00,-0.00001375
2009-10-16 00:00:00+00:00,-0.01372425
2009-10-19 00:00:00+00:00,0.00588045
2009-10-20 00:00:00+00:00,-0.01150717
2009-10-21 00:00:00+00:00,0.00168330
2009-10-22 00:00:00+00:00,-0.02806958
2009-10-23 00:00:00+00:00,-0.00439143
2009-10-26 00:00:00+00:00,-0.04717745
2009-10-27 00:00:00+00:00,-0.00868046
2009-10-28 00:00:00+00:00,-0.05062648
2009-10-29 00:00:00+00:00,0.04099846
2009-10-30 00:00:00+00:00,-0.04587308
2009-11-02 00:00:00+00:00,0.00064993
2009-11-03 00:00:00+00:00,-0.01642860
2009-11-04 00:00:00+00:00,0.03943827
2009-11-05 00:00:00+00:00,0.01359342
2009-11-06 00:00:00+00:00,-0.00343264
2009-11-09 00:00:00+00:00,0.04745029
2009-11-10 00:00:00+00:00,-0.00686424
2009-11-11 00:00:00+00:00,0.02924276
2009-11-12 00:00:00+00:00,-0.00773393
2009-11-13 00:00:00+00:00,0.00425711
2009-11-16 00:00:00+00:00,0.03107848
2009-11-17 00:00:00+00:00,-0.00762954
2009-11-18 00:00:00+00:00,-0.00313345
2009-11-19 00:00:00+00:00,-0.03819120
2009-11-20 00:00:00+00:00,-0.02043700
2009-11-23 00:00:00+00:00,0.04625524
2009-11-24 00:00:00+00:00,-0.00915295
2009-11-25 00:00:00+00:00,0.01645023
2009-11-26 00:00:00+00:00,-0.07082503
2009-11-27 00:00:00+00:00,0.01658878
2009-11-30 00:00:00+00:00,-0.02616368
2009-12-01 00:00:00+00:00,0.06393803
2009-12-02 00:00:00+00:00,0.00759490
2009-12-03 00:00:00+00:00,0.00646069
2009-12-04 00:00:00+00:00,0.02186251
2009-12-07 00:00:00+00:00,-0.00483904
2009-12-08 00:00:00+00:00,-0.02935102
2009-12-09 00:00:00+00:00,-0.01790965
2009-12-10 00:00:00+00:00,0.02971393
2009-12-11 00:00:00+00:00,0.01620778
2009-12-14 00:00:00+00:00,0.01435773
2009-12-15 00:00:00+00:00,0.01813183
2009-12-16 00:00:00+00:00,0.01873878
2009-12-17 00:00:00+00:00,-0.00458149
2009-12-18 00:00:00+00:00,-0.01223931
2009-12-21 00:00:00+00:00,0.03693234
2009-12-22 00:00:00+00:00,0.01086695
2009-12-23 00:00:00+00:00,0.00239110
2009-12-24 00:00:00+00:00,0.00419024
2009-12-28 00:00:00+00:00,0.01436827
2009-12-29 00:00:00+00:00,0.00712593
2009-12-30 00:00:00+00:00,-0.01231678
2009-12-31 00:00:00+00:00,0.00147773
2010-01-04 00:00:00+00:00,0.04648407
2010-01-05 00:00:00+00:00,-0.00802437
2010-01-06 00:00:00+00:00,-0.00162198
2010-01-07 00:00:00+00:00,-0.00630641
2010-01-08 00:00:00+00:00,0.00879457
2010-01-11 00:00:00+00:00,-0.00995145
2010-01-12 00:00:00+00:00,-0.02013672
2010-01-13 00:00:00+00:00,0.00799950
2010-01-14 00:00:00+00:00,0.01461851
2010-01-15 00:00:00+00:00,-0.00913928
2010-01-18 00:00:00+00:00,-0.00674028
2010-01-19 00:00:00+00:00,0.01493278
2010-01-20 00:00:00+00:00,-0.03200643
2010-01-21 00:00:00+00:00,-0.02387621
2010-01-22 00:00:00+00:00,-0.01616436
2010-01-25 00:00:00+00:00,-0.00701387
2010-01-26 00:00:00+00:00,0.00731659
2010-01-27 00:00:00+00:00,-0.01309993
2010-01-28 00:00:00+00:00,-0.02176331
2010-01-29 00:00:00+00:00,0.02615498
2010-02-01 00:00:00+00:00,0.01970120
2010-02-02 00:00:00+00:00,0.01481800
2010-02-03 00:00:00+00:00,-0.00422154
2010-02-04 00:00:00+00:00,-0.05843075
2010-02-05 00:00:00+00:00,-0.05165853
2010-02-08 00:00:00+00:00,0.00842205
