Date,EUROSTX-SMALL
2014-07-25 00:00:00+00:00,-0.01447492
2014-07-28 00:00:00+00:00,-0.01361110
2014-07-29 00:00:00+00:00,0.00482368
2014-07-30 00:00:00+00:00,-0.00394304
2014-07-31 00:00:00+00:00,-0.03708874
2014-08-01 00:00:00+00:00,-0.03282230
2014-08-04 00:00:00+00:00,-0.00812828
2014-08-05 00:00:00+00:00,-0.01322974
2014-08-06 00:00:00+00:00,-0.03678639
2014-08-07 00:00:00+00:00,-0.01876271
2014-08-08 00:00:00+00:00,-0.01579146
2014-08-11 00:00:00+00:00,0.03802326
2014-08-12 00:00:00+00:00,0.00409970
2014-08-13 00:00:00+00:00,0.01030536
2014-08-14 00:00:00+00:00,0.00819126
2014-08-15 00:00:00+00:00,-0.00928728
2014-08-18 00:00:00+00:00,0.01850492
2014-08-19 00:00:00+00:00,0.02037718
2014-08-20 00:00:00+00:00,-0.00106296
2014-08-21 00:00:00+00:00,0.01815785
2014-08-22 00:00:00+00:00,-0.00005164
2014-08-25 00:00:00+00:00,0.02405960
2014-08-26 00:00:00+00:00,0.01975995
2014-08-27 00:00:00+00:00,0.00779515
2014-08-28 00:00:00+00:00,-0.02154665
2014-08-29 00:00:00+00:00,-0.00498997
2014-09-01 00:00:00+00:00,-0.00005169
2014-09-02 00:00:00+00:00,-0.00297099
2014-09-03 00:00:00+00:00,0.01879751
2014-09-04 00:00:00+00:00,0.02451825
2014-09-05 00:00:00+00:00,0.00577347
2014-09-08 00:00:00+00:00,-0.00489197
2014-09-09 00:00:00+00:00,-0.01557800
2014-09-10 00:00:00+00:00,-0.00689752
2014-09-11 00:00:00+00:00,-0.00299556
2014-09-12 00:00:00+00:00,0.00289699
2014-09-15 00:00:00+00:00,-0.00979953
2014-09-16 00:00:00+00:00,-0.02023865
2014-09-17 00:00:00+00:00,0.01487387
2014-09-18 00:00:00+00:00,-0.00103907
2014-09-19 00:00:00+00:00,0.01081807
2014-09-22 00:00:00+00:00,-0.01479315
2014-09-23 00:00:00+00:00,-0.02972495
2014-09-24 00:00:00+00:00,0.00396456
2014-09-25 00:00:00+00:00,-0.01558234
2014-09-26 00:00:00+00:00,0.00298047
2014-09-29 00:00:00+00:00,-0.01014218
2014-09-30 00:00:00+00:00,0.01516134
2014-10-01 00:00:00+00:00,-0.01867254
2014-10-02 00:00:00+00:00,-0.02847781
2014-10-03 00:00:00+00:00,0.01341311
2014-10-06 00:00:00+00:00,-0.00622426
2014-10-07 00:00:00+00:00,-0.02878410
2014-10-08 00:00:00+00:00,-0.01983264
2014-10-09 00:00:00+00:00,-0.01582415
2014-10-10 00:00:00+00:00,-0.02866813
2014-10-13 00:00:00+00:00,-0.00757816
2014-10-14 00:00:00+00:00,-0.00220994
2014-10-15 00:00:00+00:00,-0.06055925
2014-10-16 00:00:00+00:00,-0.01007955
2014-10-17 00:00:00+00:00,0.06153837
2014-10-20 00:00:00+00:00,0.00212104
2014-10-21 00:00:00+00:00,0.05637810
2014-10-22 00:00:00+00:00,0.01155794
2014-10-23 00:00:00+00:00,0.01149136
