Date,IRS
2007-08-30 00:00:00+00:00,-0.00599698
2007-08-31 00:00:00+00:00,0.00531379
2007-09-04 00:00:00+00:00,0.00016891
2007-09-05 00:00:00+00:00,-0.00592655
2007-09-06 00:00:00+00:00,-0.00098429
2007-09-07 00:00:00+00:00,0.00332040
2007-09-10 00:00:00+00:00,-0.00010903
2007-09-11 00:00:00+00:00,0.01747748
2007-09-12 00:00:00+00:00,0.00107603
2007-09-13 00:00:00+00:00,0.00037969
2007-09-14 00:00:00+00:00,-0.00059776
2007-09-17 00:00:00+00:00,-0.00374222
2007-09-18 00:00:00+00:00,0.01420315
2007-09-19 00:00:00+00:00,0.00143667
2007-09-20 00:00:00+00:00,0.00727994
2007-09-21 00:00:00+00:00,-0.00147672
2007-09-24 00:00:00+00:00,0.00766279
2007-09-25 00:00:00+00:00,0.00441055
2007-09-26 00:00:00+00:00,-0.00001979
2007-09-27 00:00:00+00:00,-0.00014028
2007-09-28 00:00:00+00:00,0.00528560
2007-10-01 00:00:00+00:00,0.01505318
2007-10-02 00:00:00+00:00,-0.01077325
2007-10-03 00:00:00+00:00,-0.00078767
2007-10-04 00:00:00+00:00,-0.00014648
2007-10-05 00:00:00+00:00,0.00445485
2007-10-09 00:00:00+00:00,-0.01372473
2007-10-10 00:00:00+00:00,-0.00642176
2007-10-11 00:00:00+00:00,0.01541615
2007-10-12 00:00:00+00:00,-0.00991825
2007-10-15 00:00:00+00:00,-0.00389704
2007-10-16 00:00:00+00:00,-0.00317636
2007-10-17 00:00:00+00:00,0.00271476
2007-10-18 00:00:00+00:00,0.00803638
2007-10-19 00:00:00+00:00,-0.00130745
2007-10-22 00:00:00+00:00,-0.01211580
2007-10-23 00:00:00+00:00,0.00885870
2007-10-24 00:00:00+00:00,-0.00605600
2007-10-25 00:00:00+00:00,0.01489601
2007-10-26 00:00:00+00:00,0.01675080
2007-10-29 00:00:00+00:00,-0.00606349
2007-10-30 00:00:00+00:00,0.01044543
2007-10-31 00:00:00+00:00,0.00369580
2007-11-01 00:00:00+00:00,-0.00318618
2007-11-02 00:00:00+00:00,0.00536705
2007-11-05 00:00:00+00:00,-0.00606371
2007-11-06 00:00:00+00:00,0.01296889
2007-11-07 00:00:00+00:00,0.00699126
2007-11-08 00:00:00+00:00,-0.00448566
2007-11-09 00:00:00+00:00,0.00018641
2007-11-13 00:00:00+00:00,-0.00995660
2007-11-14 00:00:00+00:00,0.00827800
2007-11-15 00:00:00+00:00,0.00018534
2007-11-16 00:00:00+00:00,-0.00076096
2007-11-19 00:00:00+00:00,0.00439250
2007-11-20 00:00:00+00:00,0.02310327
2007-11-21 00:00:00+00:00,-0.00225721
2007-11-23 00:00:00+00:00,0.01016621
2007-11-26 00:00:00+00:00,-0.00707915
2007-11-27 00:00:00+00:00,0.00627337
2007-11-28 00:00:00+00:00,0.00038185
2007-11-29 00:00:00+00:00,0.01858532
2007-11-30 00:00:00+00:00,0.00010557
2007-12-03 00:00:00+00:00,-0.01202788
2007-12-04 00:00:00+00:00,0.00642689
2007-12-05 00:00:00+00:00,-0.00833757
2007-12-06 00:00:00+00:00,-0.01083954
2007-12-07 00:00:00+00:00,0.00201095
2007-12-10 00:00:00+00:00,-0.01617320
2007-12-11 00:00:00+00:00,-0.01673448
2007-12-12 00:00:00+00:00,0.00955593
2007-12-13 00:00:00+00:00,-0.01812385
2007-12-14 00:00:00+00:00,-0.02472643
2007-12-17 00:00:00+00:00,0.00187715
2007-12-18 00:00:00+00:00,0.02618797
2007-12-19 00:00:00+00:00,0.00197178
2007-12-20 00:00:00+00:00,0.00188941
2007-12-21 00:00:00+00:00,0.01577546
2007-12-24 00:00:00+00:00,0.01009679
2007-12-26 00:00:00+00:00,-0.00245377
2007-12-27 00:00:00+00:00,0.00683482
2007-12-28 00:00:00+00:00,0.01366994
2007-12-31 00:00:00+00:00,-0.00390044
2008-01-02 00:00:00+00:00,0.00916350
2008-01-03 00:00:00+00:00,0.00739445
2008-01-04 00:00:00+00:00,0.00193895
2008-01-07 00:00:00+00:00,-0.00352469
2008-01-08 00:00:00+00:00,0.01501991
2008-01-09 00:00:00+00:00,0.00287315
2008-01-10 00:00:00+00:00,0.00582452
2008-01-11 00:00:00+00:00,0.00460077
2008-01-14 00:00:00+00:00,0.02998858
2008-01-15 00:00:00+00:00,0.00396173
2008-01-16 00:00:00+00:00,-0.01965049
2008-01-17 00:00:00+00:00,-0.01033529
2008-01-18 00:00:00+00:00,-0.00977845
2008-01-22 00:00:00+00:00,0.03341111
2008-01-23 00:00:00+00:00,0.00540041
2008-01-24 00:00:00+00:00,0.00560223
2008-01-25 00:00:00+00:00,-0.00201940
2008-01-28 00:00:00+00:00,0.01857718
2008-01-29 00:00:00+00:00,0.00590884
2008-01-30 00:00:00+00:00,0.02452352
2008-01-31 00:00:00+00:00,-0.00409428
2008-02-01 00:00:00+00:00,0.01834285
2008-02-04 00:00:00+00:00,-0.00514759
2008-02-05 00:00:00+00:00,-0.02563322
2008-02-06 00:00:00+00:00,0.00023419
2008-02-07 00:00:00+00:00,0.00670614
2008-02-08 00:00:00+00:00,-0.01622766
2008-02-11 00:00:00+00:00,0.04079813
2008-02-12 00:00:00+00:00,-0.02162249
2008-02-13 00:00:00+00:00,0.00352262
2008-02-14 00:00:00+00:00,0.00510632
2008-02-15 00:00:00+00:00,0.00249951
2008-02-19 00:00:00+00:00,-0.00805888
2008-02-20 00:00:00+00:00,-0.00711130
2008-02-21 00:00:00+00:00,0.02152947
2008-02-22 00:00:00+00:00,0.00299112
2008-02-25 00:00:00+00:00,-0.03557568
2008-02-26 00:00:00+00:00,0.00683879
2008-02-27 00:00:00+00:00,0.01908139
2008-02-28 00:00:00+00:00,-0.01702335
2008-02-29 00:00:00+00:00,-0.01404026
2008-03-03 00:00:00+00:00,0.01287309
2008-03-04 00:00:00+00:00,0.00493689
2008-03-05 00:00:00+00:00,0.01406761
2008-03-06 00:00:00+00:00,-0.00461048
2008-03-07 00:00:00+00:00,-0.00209719
2008-03-10 00:00:00+00:00,0.02398086
2008-03-11 00:00:00+00:00,0.03012469
2008-03-12 00:00:00+00:00,0.02883294
2008-03-13 00:00:00+00:00,0.02623991
2008-03-14 00:00:00+00:00,-0.02664072
2008-03-17 00:00:00+00:00,0.03564302
2008-03-18 00:00:00+00:00,0.00949744
2008-03-19 00:00:00+00:00,0.00073008
2008-03-20 00:00:00+00:00,-0.03429716
2008-03-24 00:00:00+00:00,-0.04403891
2008-03-25 00:00:00+00:00,0.02080507
2008-03-26 00:00:00+00:00,-0.00318082
2008-03-27 00:00:00+00:00,-0.00630373
2008-03-28 00:00:00+00:00,-0.01377422
2008-03-31 00:00:00+00:00,0.00236870
2008-04-01 00:00:00+00:00,-0.01554693
2008-04-02 00:00:00+00:00,-0.00448836
2008-04-03 00:00:00+00:00,-0.02055831
2008-04-04 00:00:00+00:00,-0.00984427
2008-04-07 00:00:00+00:00,-0.01149003
2008-04-08 00:00:00+00:00,0.01483422
2008-04-09 00:00:00+00:00,0.00235231
2008-04-10 00:00:00+00:00,0.00224341
2008-04-11 00:00:00+00:00,0.00393812
2008-04-14 00:00:00+00:00,0.03934666
2008-04-15 00:00:00+00:00,0.01721480
2008-04-16 00:00:00+00:00,0.01636755
2008-04-17 00:00:00+00:00,0.01039129
2008-04-18 00:00:00+00:00,0.01517582
2008-04-21 00:00:00+00:00,-0.01623162
2008-04-22 00:00:00+00:00,0.00287042
2008-04-23 00:00:00+00:00,0.00832570
2008-04-24 00:00:00+00:00,-0.02617713
2008-04-25 00:00:00+00:00,-0.00331386
2008-04-28 00:00:00+00:00,0.00575716
2008-04-29 00:00:00+00:00,0.00873119
2008-04-30 00:00:00+00:00,0.02346169
2008-05-01 00:00:00+00:00,-0.01846811
2008-05-02 00:00:00+00:00,-0.00038706
2008-05-05 00:00:00+00:00,0.00867089
2008-05-06 00:00:00+00:00,0.00759892
2008-05-07 00:00:00+00:00,-0.01644117
2008-05-08 00:00:00+00:00,0.00244490
2008-05-09 00:00:00+00:00,-0.01669456
2008-05-12 00:00:00+00:00,0.03129750
2008-05-13 00:00:00+00:00,-0.00567402
2008-05-14 00:00:00+00:00,0.00297659
2008-05-15 00:00:00+00:00,0.02652700
2008-05-16 00:00:00+00:00,0.01370784
2008-05-19 00:00:00+00:00,-0.00624320
2008-05-20 00:00:00+00:00,-0.00167096
2008-05-21 00:00:00+00:00,0.03664215
2008-05-22 00:00:00+00:00,-0.01199530
2008-05-23 00:00:00+00:00,0.00982936
2008-05-27 00:00:00+00:00,0.01595716
2008-05-28 00:00:00+00:00,0.00238684
2008-05-29 00:00:00+00:00,0.02469636
2008-05-30 00:00:00+00:00,0.01717690
2008-06-02 00:00:00+00:00,-0.02963706
2008-06-03 00:00:00+00:00,-0.00914510
2008-06-04 00:00:00+00:00,-0.02463216
2008-06-05 00:00:00+00:00,-0.01595480
2008-06-06 00:00:00+00:00,0.00638901
2008-06-09 00:00:00+00:00,0.00048345
2008-06-10 00:00:00+00:00,-0.03734394
2008-06-11 00:00:00+00:00,0.00328389
2008-06-12 00:00:00+00:00,-0.00923253
2008-06-13 00:00:00+00:00,-0.00824970
2008-06-16 00:00:00+00:00,0.03341252
2008-06-17 00:00:00+00:00,0.01363779
2008-06-18 00:00:00+00:00,-0.01552750
2008-06-19 00:00:00+00:00,0.00021790
2008-06-20 00:00:00+00:00,0.00278425
2008-06-23 00:00:00+00:00,-0.00969110
2008-06-24 00:00:00+00:00,-0.00479135
2008-06-25 00:00:00+00:00,0.00144475
2008-06-26 00:00:00+00:00,0.00409167
2008-06-27 00:00:00+00:00,0.00801180
2008-06-30 00:00:00+00:00,0.01158549
2008-07-01 00:00:00+00:00,0.02661920
2008-07-02 00:00:00+00:00,0.01311012
2008-07-03 00:00:00+00:00,0.00218320
2008-07-07 00:00:00+00:00,0.01163101
2008-07-08 00:00:00+00:00,-0.00879391
2008-07-09 00:00:00+00:00,0.03107701
2008-07-10 00:00:00+00:00,-0.05910406
2008-07-11 00:00:00+00:00,-0.01934201
2008-07-14 00:00:00+00:00,0.03099046
2008-07-15 00:00:00+00:00,0.00858648
2008-07-16 00:00:00+00:00,-0.02546934
2008-07-17 00:00:00+00:00,-0.00799496
2008-07-18 00:00:00+00:00,-0.01554394
2008-07-21 00:00:00+00:00,-0.00044862
2008-07-22 00:00:00+00:00,-0.03300524
2008-07-23 00:00:00+00:00,-0.01586313
2008-07-24 00:00:00+00:00,0.00282243
2008-07-25 00:00:00+00:00,0.00309547
2008-07-28 00:00:00+00:00,0.00832159
2008-07-29 00:00:00+00:00,0.00391132
2008-07-30 00:00:00+00:00,-0.01633296
2008-07-31 00:00:00+00:00,-0.01045697
2008-08-01 00:00:00+00:00,-0.00425986
2008-08-04 00:00:00+00:00,-0.01848807
2008-08-05 00:00:00+00:00,-0.00118425
2008-08-06 00:00:00+00:00,-0.00438087
2008-08-07 00:00:00+00:00,-0.00011714
2008-08-08 00:00:00+00:00,-0.01393804
2008-08-11 00:00:00+00:00,0.00282031
2008-08-12 00:00:00+00:00,-0.00785920
2008-08-13 00:00:00+00:00,-0.00249565
2008-08-14 00:00:00+00:00,0.00570947
2008-08-15 00:00:00+00:00,0.00454458
2008-08-18 00:00:00+00:00,0.00238699
2008-08-19 00:00:00+00:00,0.00460140
2008-08-20 00:00:00+00:00,-0.00775523
2008-08-21 00:00:00+00:00,0.04581332
2008-08-22 00:00:00+00:00,0.01165163
2008-08-25 00:00:00+00:00,-0.01599409
2008-08-26 00:00:00+00:00,-0.02679376
2008-08-27 00:00:00+00:00,-0.01335131
2008-08-28 00:00:00+00:00,-0.00470342
2008-08-29 00:00:00+00:00,0.00038405
2008-09-02 00:00:00+00:00,-0.00830073
2008-09-03 00:00:00+00:00,-0.00192039
2008-09-04 00:00:00+00:00,0.01734178
2008-09-05 00:00:00+00:00,-0.01156375
2008-09-08 00:00:00+00:00,-0.00896686
2008-09-09 00:00:00+00:00,0.00873766
2008-09-10 00:00:00+00:00,-0.00944003
2008-09-11 00:00:00+00:00,-0.01006484
2008-09-12 00:00:00+00:00,0.02236365
2008-09-15 00:00:00+00:00,0.01470032
2008-09-16 00:00:00+00:00,0.04189085
2008-09-17 00:00:00+00:00,-0.02175418
2008-09-18 00:00:00+00:00,0.00850674
2008-09-19 00:00:00+00:00,0.02455565
2008-09-22 00:00:00+00:00,0.04449719
2008-09-23 00:00:00+00:00,-0.00841849
2008-09-24 00:00:00+00:00,-0.00481120
2008-09-25 00:00:00+00:00,0.00918658
2008-09-26 00:00:00+00:00,-0.00474285
2008-09-29 00:00:00+00:00,-0.02139580
2008-09-30 00:00:00+00:00,-0.00730180
2008-10-01 00:00:00+00:00,0.00053473
2008-10-02 00:00:00+00:00,-0.00300898
2008-10-03 00:00:00+00:00,0.01349729
2008-10-06 00:00:00+00:00,-0.02768260
2008-10-07 00:00:00+00:00,-0.02092299
2008-10-08 00:00:00+00:00,-0.03064108
2008-10-09 00:00:00+00:00,-0.00411733
2008-10-10 00:00:00+00:00,-0.00729272
2008-10-14 00:00:00+00:00,0.01338700
2008-10-15 00:00:00+00:00,-0.04322987
2008-10-16 00:00:00+00:00,0.03350601
2008-10-17 00:00:00+00:00,-0.06198007
2008-10-20 00:00:00+00:00,-0.01338437
2008-10-21 00:00:00+00:00,-0.02466551
