Date,YENEUR
2000-03-14 00:00:00+00:00,-0.00228061
2000-03-15 00:00:00+00:00,0.00596303
2000-03-16 00:00:00+00:00,0.00385299
2000-03-17 00:00:00+00:00,0.01220352
2000-03-20 00:00:00+00:00,-0.00311133
2000-03-21 00:00:00+00:00,-0.00195065
2000-03-22 00:00:00+00:00,-0.00557021
2000-03-23 00:00:00+00:00,0.01690252
2000-03-24 00:00:00+00:00,-0.00028991
2000-03-27 00:00:00+00:00,-0.01217980
2000-03-28 00:00:00+00:00,-0.01223212
2000-03-29 00:00:00+00:00,-0.01377056
2000-03-30 00:00:00+00:00,0.01034656
2000-03-31 00:00:00+00:00,-0.03599125
2000-04-03 00:00:00+00:00,0.02784653
2000-04-04 00:00:00+00:00,0.00602047
2000-04-05 00:00:00+00:00,-0.00019948
2000-04-06 00:00:00+00:00,-0.00379090
2000-04-07 00:00:00+00:00,0.00070098
2000-04-10 00:00:00+00:00,0.01691184
2000-04-11 00:00:00+00:00,0.00344420
2000-04-12 00:00:00+00:00,-0.01441600
2000-04-13 00:00:00+00:00,-0.00218905
2000-04-14 00:00:00+00:00,-0.00388911
2000-04-17 00:00:00+00:00,-0.01101211
2000-04-18 00:00:00+00:00,-0.00202450
2000-04-19 00:00:00+00:00,-0.00770869
2000-04-20 00:00:00+00:00,0.00286211
2000-04-24 00:00:00+00:00,0.00662522
2000-04-25 00:00:00+00:00,-0.02014986
2000-04-26 00:00:00+00:00,0.00847370
2000-04-27 00:00:00+00:00,-0.01291116
2000-04-28 00:00:00+00:00,0.01629814
2000-05-01 00:00:00+00:00,0.01491318
2000-05-02 00:00:00+00:00,-0.01318438
2000-05-03 00:00:00+00:00,-0.00642529
2000-05-04 00:00:00+00:00,-0.01693697
2000-05-05 00:00:00+00:00,0.01305210
2000-05-08 00:00:00+00:00,0.00288600
2000-05-09 00:00:00+00:00,0.01531346
2000-05-10 00:00:00+00:00,0.00263185
2000-05-11 00:00:00+00:00,-0.01807168
2000-05-12 00:00:00+00:00,0.01984372
2000-05-15 00:00:00+00:00,0.00393185
2000-05-16 00:00:00+00:00,-0.01114682
2000-05-17 00:00:00+00:00,-0.00934295
2000-05-18 00:00:00+00:00,-0.00748334
2000-05-19 00:00:00+00:00,-0.01167114
2000-05-22 00:00:00+00:00,0.00888285
2000-05-23 00:00:00+00:00,-0.00269318
2000-05-24 00:00:00+00:00,0.01267138
2000-05-25 00:00:00+00:00,0.00328205
2000-05-26 00:00:00+00:00,0.01584543
2000-05-30 00:00:00+00:00,-0.00301902
2000-05-31 00:00:00+00:00,0.01534269
2000-06-01 00:00:00+00:00,0.00467243
2000-06-02 00:00:00+00:00,0.00801504
2000-06-05 00:00:00+00:00,0.00225668
2000-06-06 00:00:00+00:00,-0.02451461
2000-06-07 00:00:00+00:00,0.01092137
2000-06-08 00:00:00+00:00,0.00315987
2000-06-09 00:00:00+00:00,0.00699852
2000-06-13 00:00:00+00:00,-0.00304519
2000-06-14 00:00:00+00:00,-0.00177357
2000-06-15 00:00:00+00:00,-0.00779785
2000-06-16 00:00:00+00:00,0.00885396
2000-06-19 00:00:00+00:00,-0.01084706
2000-06-20 00:00:00+00:00,-0.00398764
2000-06-21 00:00:00+00:00,-0.01231108
2000-06-22 00:00:00+00:00,-0.01793677
2000-06-23 00:00:00+00:00,0.00092870
2000-06-26 00:00:00+00:00,0.01216495
2000-06-27 00:00:00+00:00,0.00468527
2000-06-28 00:00:00+00:00,-0.00070965
2000-06-30 00:00:00+00:00,0.01491326
2000-07-03 00:00:00+00:00,-0.00499800
2000-07-05 00:00:00+00:00,0.01647579
2000-07-06 00:00:00+00:00,0.00108717
2000-07-07 00:00:00+00:00,0.00029618
2000-07-10 00:00:00+00:00,0.00118437
2000-07-11 00:00:00+00:00,-0.00325315
2000-07-12 00:00:00+00:00,0.00138463
2000-07-13 00:00:00+00:00,-0.00641975
2000-07-14 00:00:00+00:00,-0.00159046
2000-07-17 00:00:00+00:00,0.00189168
2000-07-18 00:00:00+00:00,-0.00973865
2000-07-19 00:00:00+00:00,-0.00361264
2000-07-21 00:00:00+00:00,0.02034445
2000-07-24 00:00:00+00:00,-0.00582371
2000-07-25 00:00:00+00:00,0.01072280
2000-07-26 00:00:00+00:00,0.00422397
2000-07-27 00:00:00+00:00,-0.01027096
2000-07-28 00:00:00+00:00,-0.00583119
2000-07-31 00:00:00+00:00,0.00169003
2000-08-01 00:00:00+00:00,-0.01012306
2000-08-02 00:00:00+00:00,-0.00842190
2000-08-03 00:00:00+00:00,-0.01081901
2000-08-04 00:00:00+00:00,0.00194214
2000-08-07 00:00:00+00:00,0.00642726
2000-08-08 00:00:00+00:00,-0.01135327
2000-08-09 00:00:00+00:00,-0.01086845
2000-08-10 00:00:00+00:00,0.01969524
2000-08-11 00:00:00+00:00,-0.00579445
2000-08-14 00:00:00+00:00,0.00950920
2000-08-15 00:00:00+00:00,0.00546946
2000-08-16 00:00:00+00:00,-0.00191397
2000-08-17 00:00:00+00:00,0.00141300
2000-08-18 00:00:00+00:00,-0.01209434
2000-08-21 00:00:00+00:00,-0.00336666
2000-08-22 00:00:00+00:00,-0.00839390
2000-08-23 00:00:00+00:00,-0.00846495
2000-08-24 00:00:00+00:00,0.00072879
2000-08-25 00:00:00+00:00,0.00145651
2000-08-28 00:00:00+00:00,-0.00675255
2000-08-29 00:00:00+00:00,-0.01255099
2000-08-30 00:00:00+00:00,0.00338947
2000-08-31 00:00:00+00:00,-0.00179457
2000-09-01 00:00:00+00:00,0.00465313
2000-09-05 00:00:00+00:00,-0.09326316
2000-09-06 00:00:00+00:00,-0.04088151
2000-09-07 00:00:00+00:00,-0.00749918
2000-09-08 00:00:00+00:00,0.01123718
2000-09-11 00:00:00+00:00,-0.02603319
2000-09-13 00:00:00+00:00,0.00285777
2000-09-14 00:00:00+00:00,0.00811048
2000-09-15 00:00:00+00:00,-0.01293760
2000-09-18 00:00:00+00:00,-0.00528693
2000-09-19 00:00:00+00:00,-0.00265751
2000-09-20 00:00:00+00:00,-0.00710558
2000-09-21 00:00:00+00:00,0.01308286
2000-09-22 00:00:00+00:00,0.03763797
2000-09-25 00:00:00+00:00,-0.01010531
2000-09-26 00:00:00+00:00,0.00967118
2000-09-27 00:00:00+00:00,-0.00149000
2000-09-28 00:00:00+00:00,0.00085270
2000-10-02 00:00:00+00:00,0.00873269
2000-10-03 00:00:00+00:00,-0.00527872
2000-10-04 00:00:00+00:00,0.00541286
2000-10-05 00:00:00+00:00,-0.00738942
2000-10-06 00:00:00+00:00,-0.00425396
2000-10-09 00:00:00+00:00,0.00000000
2000-10-10 00:00:00+00:00,-0.00608779
2000-10-11 00:00:00+00:00,-0.00429830
2000-10-12 00:00:00+00:00,-0.00723074
2000-10-16 00:00:00+00:00,-0.00945755
2000-10-17 00:00:00+00:00,0.00614574
2000-10-18 00:00:00+00:00,-0.02290576
2000-10-19 00:00:00+00:00,0.01216789
2000-10-20 00:00:00+00:00,0.00452189
2000-10-23 00:00:00+00:00,-0.01405358
2000-10-24 00:00:00+00:00,-0.00066815
2000-10-25 00:00:00+00:00,-0.00936037
2000-10-26 00:00:00+00:00,0.00393701
2000-10-27 00:00:00+00:00,0.01535014
2000-10-30 00:00:00+00:00,0.00684176
2000-10-31 00:00:00+00:00,0.00843928
2000-11-01 00:00:00+00:00,0.00717313
2000-11-02 00:00:00+00:00,-0.00107910
2000-11-03 00:00:00+00:00,-0.00604948
2000-11-06 00:00:00+00:00,-0.00076079
2000-11-07 00:00:00+00:00,-0.00195780
2000-11-09 00:00:00+00:00,0.00817350
2000-11-10 00:00:00+00:00,0.00010810
2000-11-13 00:00:00+00:00,-0.00345871
2000-11-14 00:00:00+00:00,0.00075922
2000-11-15 00:00:00+00:00,0.00834507
2000-11-16 00:00:00+00:00,-0.00548151
2000-11-17 00:00:00+00:00,-0.00637631
2000-11-20 00:00:00+00:00,0.01174679
2000-11-21 00:00:00+00:00,-0.00440765
2000-11-22 00:00:00+00:00,0.00291545
2000-11-24 00:00:00+00:00,0.00473730
2000-11-27 00:00:00+00:00,0.00642949
2000-11-28 00:00:00+00:00,0.00191652
2000-11-29 00:00:00+00:00,0.01158342
2000-11-30 00:00:00+00:00,0.00913962
2000-12-01 00:00:00+00:00,0.08328128
2000-12-04 00:00:00+00:00,0.01824892
2000-12-05 00:00:00+00:00,-0.01391962
2000-12-06 00:00:00+00:00,0.00900348
2000-12-07 00:00:00+00:00,0.00061118
2000-12-08 00:00:00+00:00,0.00061100
2000-12-11 00:00:00+00:00,-0.02393075
2000-12-12 00:00:00+00:00,-0.00051525
2000-12-13 00:00:00+00:00,0.00391793
2000-12-14 00:00:00+00:00,0.01448085
2000-12-15 00:00:00+00:00,0.00951610
2000-12-18 00:00:00+00:00,-0.00571600
2000-12-19 00:00:00+00:00,0.00322743
2000-12-20 00:00:00+00:00,0.01900070
2000-12-21 00:00:00+00:00,0.00217048
2000-12-22 00:00:00+00:00,0.01535735
2000-12-26 00:00:00+00:00,0.01502812
2000-12-27 00:00:00+00:00,0.00687745
2000-12-28 00:00:00+00:00,-0.00180249
2000-12-29 00:00:00+00:00,0.01511120
2001-01-02 00:00:00+00:00,-0.00140436
2001-01-03 00:00:00+00:00,-0.01818864
2001-01-04 00:00:00+00:00,0.04096639
2001-01-05 00:00:00+00:00,0.01568663
2001-01-08 00:00:00+00:00,-0.01454118
2001-01-09 00:00:00+00:00,0.00164971
2001-01-10 00:00:00+00:00,-0.00750297
2001-01-11 00:00:00+00:00,0.02443072
2001-01-12 00:00:00+00:00,0.00395968
2001-01-16 00:00:00+00:00,-0.01676228
2001-01-17 00:00:00+00:00,0.00492296
2001-01-18 00:00:00+00:00,0.00508029
2001-01-19 00:00:00+00:00,-0.01886452
2001-01-22 00:00:00+00:00,-0.00174793
2001-01-23 00:00:00+00:00,0.00599023
2001-01-24 00:00:00+00:00,-0.00888604
2001-01-26 00:00:00+00:00,-0.00360477
2001-01-29 00:00:00+00:00,-0.01131725
2001-01-30 00:00:00+00:00,0.00150122
2001-01-31 00:00:00+00:00,0.01227281
2001-02-01 00:00:00+00:00,0.00296159
2001-02-02 00:00:00+00:00,-0.00701301
2001-02-05 00:00:00+00:00,-0.00334541
2001-02-06 00:00:00+00:00,-0.00979021
2001-02-07 00:00:00+00:00,0.01374765
