Date,OATIES
2000-05-15 00:00:00+00:00,-0.02066390
2000-05-16 00:00:00+00:00,-0.00643027
2000-05-17 00:00:00+00:00,-0.00016333
2000-05-18 00:00:00+00:00,0.00824364
2000-05-19 00:00:00+00:00,0.01442472
2000-05-22 00:00:00+00:00,0.00189478
2000-05-23 00:00:00+00:00,-0.00630976
2000-05-24 00:00:00+00:00,-0.01665457
2000-05-25 00:00:00+00:00,-0.03370075
2000-05-26 00:00:00+00:00,0.00635065
2000-05-30 00:00:00+00:00,-0.02601762
2000-05-31 00:00:00+00:00,-0.00015222
2000-06-01 00:00:00+00:00,-0.00015472
2000-06-02 00:00:00+00:00,0.00426645
2000-06-05 00:00:00+00:00,0.04829926
2000-06-06 00:00:00+00:00,0.01034253
2000-06-07 00:00:00+00:00,-0.03987469
2000-06-08 00:00:00+00:00,0.00405595
2000-06-09 00:00:00+00:00,-0.01510234
2000-06-12 00:00:00+00:00,-0.08157750
2000-06-13 00:00:00+00:00,-0.00020789
2000-06-14 00:00:00+00:00,-0.01801437
2000-06-15 00:00:00+00:00,0.02682053
2000-06-16 00:00:00+00:00,0.03765569
2000-06-19 00:00:00+00:00,-0.01767292
2000-06-20 00:00:00+00:00,-0.01998561
2000-06-21 00:00:00+00:00,0.03090517
2000-06-22 00:00:00+00:00,-0.00020650
2000-06-23 00:00:00+00:00,-0.05923902
2000-06-26 00:00:00+00:00,-0.03849451
2000-06-27 00:00:00+00:00,0.01358660
2000-06-28 00:00:00+00:00,-0.01847078
2000-06-29 00:00:00+00:00,-0.01399988
2000-06-30 00:00:00+00:00,-0.08334849
2000-07-03 00:00:00+00:00,-0.05563041
2000-07-05 00:00:00+00:00,0.02206656
2000-07-06 00:00:00+00:00,-0.01006372
2000-07-07 00:00:00+00:00,0.07404537
2000-07-10 00:00:00+00:00,0.02849524
2000-07-11 00:00:00+00:00,0.01865420
2000-07-12 00:00:00+00:00,-0.02368957
2000-07-13 00:00:00+00:00,0.01637201
2000-07-14 00:00:00+00:00,-0.04021539
2000-07-17 00:00:00+00:00,-0.00737502
2000-07-18 00:00:00+00:00,0.01425697
2000-07-19 00:00:00+00:00,0.01405134
2000-07-20 00:00:00+00:00,0.02553427
2000-07-21 00:00:00+00:00,0.02033586
2000-07-24 00:00:00+00:00,-0.04257683
2000-07-25 00:00:00+00:00,-0.00016722
2000-07-26 00:00:00+00:00,0.00216434
2000-07-27 00:00:00+00:00,0.00215780
2000-07-28 00:00:00+00:00,-0.00944796
2000-07-31 00:00:00+00:00,-0.00250942
2000-08-01 00:00:00+00:00,-0.00486345
2000-08-02 00:00:00+00:00,-0.01431955
2000-08-03 00:00:00+00:00,-0.02409150
2000-08-04 00:00:00+00:00,-0.00507002
2000-08-07 00:00:00+00:00,-0.04942942
2000-08-08 00:00:00+00:00,0.02573785
2000-08-09 00:00:00+00:00,-0.00521912
2000-08-10 00:00:00+00:00,0.00744560
2000-08-11 00:00:00+00:00,-0.00772640
2000-08-14 00:00:00+00:00,-0.00778338
2000-08-15 00:00:00+00:00,-0.00016944
2000-08-16 00:00:00+00:00,0.02540628
2000-08-17 00:00:00+00:00,-0.00266293
2000-08-18 00:00:00+00:00,-0.01266917
2000-08-21 00:00:00+00:00,-0.00523246
2000-08-22 00:00:00+00:00,0.00491961
2000-08-23 00:00:00+00:00,-0.00776466
2000-08-24 00:00:00+00:00,-0.00016972
2000-08-25 00:00:00+00:00,0.00238074
2000-08-28 00:00:00+00:00,-0.00017056
2000-08-29 00:00:00+00:00,0.00491878
2000-08-30 00:00:00+00:00,-0.02295537
2000-08-31 00:00:00+00:00,0.01537376
2000-09-01 00:00:00+00:00,-0.00272019
2000-09-05 00:00:00+00:00,0.02540684
2000-09-06 00:00:00+00:00,0.08711430
2000-09-07 00:00:00+00:00,0.00900709
2000-09-08 00:00:00+00:00,0.04316416
2000-09-11 00:00:00+00:00,0.01320854
2000-09-12 00:00:00+00:00,-0.01132456
2000-09-13 00:00:00+00:00,-0.00245560
2000-09-14 00:00:00+00:00,-0.02510171
2000-09-15 00:00:00+00:00,-0.01619657
2000-09-18 00:00:00+00:00,0.00447454
2000-09-19 00:00:00+00:00,-0.00940426
2000-09-20 00:00:00+00:00,-0.00482812
2000-09-21 00:00:00+00:00,-0.00953379
2000-09-22 00:00:00+00:00,0.01401801
2000-09-25 00:00:00+00:00,-0.00715940
2000-09-26 00:00:00+00:00,0.00452817
2000-09-27 00:00:00+00:00,-0.00016722
2000-09-28 00:00:00+00:00,-0.00951441
2000-09-29 00:00:00+00:00,-0.00724353
2000-10-02 00:00:00+00:00,0.00458309
2000-10-03 00:00:00+00:00,-0.00016833
2000-10-04 00:00:00+00:00,0.00455980
2000-10-05 00:00:00+00:00,-0.00016861
2000-10-06 00:00:00+00:00,0.00924343
2000-10-09 00:00:00+00:00,-0.00249934
2000-10-10 00:00:00+00:00,0.00684129
2000-10-11 00:00:00+00:00,0.00679250
2000-10-12 00:00:00+00:00,-0.00016694
2000-10-13 00:00:00+00:00,-0.00938381
2000-10-16 00:00:00+00:00,-0.00481950
2000-10-17 00:00:00+00:00,0.00216645
2000-10-18 00:00:00+00:00,0.01381601
2000-10-19 00:00:00+00:00,0.02281795
2000-10-20 00:00:00+00:00,-0.00017028
2000-10-23 00:00:00+00:00,-0.02039583
2000-10-24 00:00:00+00:00,-0.00017139
2000-10-25 00:00:00+00:00,-0.00017222
2000-10-26 00:00:00+00:00,-0.00017167
2000-10-27 00:00:00+00:00,-0.00017139
2000-10-30 00:00:00+00:00,-0.01622699
2000-10-31 00:00:00+00:00,0.00682106
2000-11-01 00:00:00+00:00,-0.00711611
2000-11-02 00:00:00+00:00,0.01381407
2000-11-03 00:00:00+00:00,-0.00017222
2000-11-06 00:00:00+00:00,0.00212552
2000-11-07 00:00:00+00:00,0.00441410
2000-11-08 00:00:00+00:00,0.00895964
2000-11-09 00:00:00+00:00,-0.00695983
2000-11-10 00:00:00+00:00,-0.03434051
2000-11-13 00:00:00+00:00,-0.00724742
2000-11-14 00:00:00+00:00,-0.01442345
2000-11-15 00:00:00+00:00,-0.00499122
2000-11-16 00:00:00+00:00,-0.00985662
2000-11-17 00:00:00+00:00,-0.00506136
2000-11-20 00:00:00+00:00,-0.00262867
2000-11-21 00:00:00+00:00,-0.01002388
2000-11-22 00:00:00+00:00,0.00231590
2000-11-24 00:00:00+00:00,0.00479111
2000-11-27 00:00:00+00:00,-0.00510883
2000-11-28 00:00:00+00:00,-0.01257611
2000-11-29 00:00:00+00:00,-0.01021803
2000-11-30 00:00:00+00:00,0.00744671
2000-12-01 00:00:00+00:00,0.00738904
2000-12-04 00:00:00+00:00,0.10233375
2000-12-05 00:00:00+00:00,0.02024427
2000-12-06 00:00:00+00:00,0.01102251
2000-12-07 00:00:00+00:00,-0.03160400
2000-12-08 00:00:00+00:00,0.01117636
2000-12-11 00:00:00+00:00,-0.00021317
2000-12-12 00:00:00+00:00,0.00887774
2000-12-13 00:00:00+00:00,-0.00703052
2000-12-14 00:00:00+00:00,0.01115130
2000-12-15 00:00:00+00:00,-0.01157597
2000-12-18 00:00:00+00:00,0.00903485
2000-12-19 00:00:00+00:00,0.00439609
2000-12-20 00:00:00+00:00,0.00210924
2000-12-21 00:00:00+00:00,0.00663872
2000-12-22 00:00:00+00:00,-0.00014167
2000-12-26 00:00:00+00:00,-0.00015528
2000-12-27 00:00:00+00:00,-0.00240427
2000-12-28 00:00:00+00:00,0.02236474
2000-12-29 00:00:00+00:00,0.00644890
2001-01-02 00:00:00+00:00,-0.01547479
2001-01-03 00:00:00+00:00,0.01095833
2001-01-04 00:00:00+00:00,-0.00015056
2001-01-05 00:00:00+00:00,-0.01991911
2001-01-08 00:00:00+00:00,-0.00013889
2001-01-09 00:00:00+00:00,0.01331125
2001-01-10 00:00:00+00:00,-0.00235517
2001-01-11 00:00:00+00:00,-0.01344669
2001-01-12 00:00:00+00:00,-0.00688491
2001-01-16 00:00:00+00:00,-0.05218009
2001-01-17 00:00:00+00:00,0.00940168
2001-01-18 00:00:00+00:00,0.00458369
2001-01-19 00:00:00+00:00,-0.00014111
2001-01-22 00:00:00+00:00,-0.00014167
2001-01-23 00:00:00+00:00,-0.00719993
2001-01-24 00:00:00+00:00,-0.00014250
2001-01-25 00:00:00+00:00,-0.00962117
2001-01-26 00:00:00+00:00,-0.00014250
2001-01-29 00:00:00+00:00,-0.01688502
2001-01-30 00:00:00+00:00,-0.00013736
2001-01-31 00:00:00+00:00,0.00229892
2001-02-01 00:00:00+00:00,0.06539870
2001-02-02 00:00:00+00:00,0.03175372
2001-02-05 00:00:00+00:00,-0.01363969
2001-02-06 00:00:00+00:00,-0.00244342
2001-02-07 00:00:00+00:00,-0.01371147
2001-02-08 00:00:00+00:00,-0.02068736
2001-02-09 00:00:00+00:00,-0.00708222
2001-02-12 00:00:00+00:00,-0.00942354
2001-02-13 00:00:00+00:00,-0.01178604
2001-02-14 00:00:00+00:00,0.01152366
2001-02-15 00:00:00+00:00,0.00677392
2001-02-16 00:00:00+00:00,-0.00018317
2001-02-20 00:00:00+00:00,0.01602989
2001-02-21 00:00:00+00:00,0.00440232
2001-02-22 00:00:00+00:00,-0.04376170
2001-02-23 00:00:00+00:00,-0.00253430
2001-02-26 00:00:00+00:00,-0.00959146
2001-02-27 00:00:00+00:00,-0.00961143
2001-02-28 00:00:00+00:00,0.01163994
2001-03-01 00:00:00+00:00,0.01625251
2001-03-02 00:00:00+00:00,-0.00017969
2001-03-05 00:00:00+00:00,-0.01414939
2001-03-06 00:00:00+00:00,0.07259179
2001-03-07 00:00:00+00:00,-0.01375061
2001-03-08 00:00:00+00:00,0.01363480
2001-03-09 00:00:00+00:00,0.00891524
2001-03-12 00:00:00+00:00,0.01796492
2001-03-13 00:00:00+00:00,-0.00243203
2001-03-14 00:00:00+00:00,-0.01369758
2001-03-15 00:00:00+00:00,-0.02991881
2001-03-16 00:00:00+00:00,-0.00012278
2001-03-19 00:00:00+00:00,0.01638666
2001-03-20 00:00:00+00:00,0.01147954
2001-03-21 00:00:00+00:00,-0.02534741
2001-03-22 00:00:00+00:00,-0.02364747
2001-03-23 00:00:00+00:00,0.00470122
2001-03-26 00:00:00+00:00,0.01906660
2001-03-27 00:00:00+00:00,0.00223739
2001-03-28 00:00:00+00:00,-0.00011750
2001-03-29 00:00:00+00:00,0.00457761
2001-03-30 00:00:00+00:00,-0.00478901
2001-04-02 00:00:00+00:00,0.01631581
2001-04-03 00:00:00+00:00,0.04145794
2001-04-04 00:00:00+00:00,0.01984315
2001-04-05 00:00:00+00:00,-0.00455488
2001-04-06 00:00:00+00:00,-0.00235708
2001-04-09 00:00:00+00:00,-0.03092851
2001-04-10 00:00:00+00:00,0.01997495
2001-04-11 00:00:00+00:00,0.01532759
2001-04-12 00:00:00+00:00,0.00861293
2001-04-16 00:00:00+00:00,0.01730603
2001-04-17 00:00:00+00:00,0.00631882
2001-04-18 00:00:00+00:00,-0.01941941
2001-04-19 00:00:00+00:00,-0.02193980
2001-04-20 00:00:00+00:00,-0.00015469
2001-04-23 00:00:00+00:00,-0.04866596
2001-04-24 00:00:00+00:00,-0.00466645
2001-04-25 00:00:00+00:00,0.01113407
2001-04-26 00:00:00+00:00,0.01333040
2001-04-27 00:00:00+00:00,-0.02465136
2001-04-30 00:00:00+00:00,0.03378196
2001-05-01 00:00:00+00:00,0.00879399
2001-05-02 00:00:00+00:00,0.00429044
2001-05-03 00:00:00+00:00,0.00651406
2001-05-04 00:00:00+00:00,0.02861123
2001-05-07 00:00:00+00:00,0.00420747
2001-05-08 00:00:00+00:00,-0.04163386
2001-05-09 00:00:00+00:00,-0.00907771
2001-05-10 00:00:00+00:00,-0.05595341
2001-05-11 00:00:00+00:00,0.01134442
2001-05-14 00:00:00+00:00,0.00443732
2001-05-15 00:00:00+00:00,-0.00241671
2001-05-16 00:00:00+00:00,-0.00236953
2001-05-17 00:00:00+00:00,0.00673649
2001-05-18 00:00:00+00:00,0.01121444
2001-05-21 00:00:00+00:00,-0.01128457
2001-05-22 00:00:00+00:00,-0.00688608
2001-05-23 00:00:00+00:00,0.00217888
2001-05-24 00:00:00+00:00,0.01126461
2001-05-25 00:00:00+00:00,0.00439535
2001-05-29 00:00:00+00:00,-0.00009944
2001-05-30 00:00:00+00:00,0.00437483
2001-05-31 00:00:00+00:00,0.01994621
2001-06-01 00:00:00+00:00,0.00645119
2001-06-04 00:00:00+00:00,-0.00226878
2001-06-05 00:00:00+00:00,-0.04357701
2001-06-06 00:00:00+00:00,-0.00464351
2001-06-07 00:00:00+00:00,0.00213057
2001-06-08 00:00:00+00:00,0.00217412
2001-06-11 00:00:00+00:00,-0.00014692
2001-06-12 00:00:00+00:00,-0.02055107
2001-06-13 00:00:00+00:00,-0.03913607
2001-06-14 00:00:00+00:00,-0.01182708
2001-06-15 00:00:00+00:00,-0.00720366
2001-06-18 00:00:00+00:00,0.00458330
2001-06-19 00:00:00+00:00,0.00928996
2001-06-20 00:00:00+00:00,-0.00249694
2001-06-21 00:00:00+00:00,-0.00952841
2001-06-22 00:00:00+00:00,-0.00488223
2001-06-25 00:00:00+00:00,-0.01676042
2001-06-26 00:00:00+00:00,0.01668431
2001-06-27 00:00:00+00:00,0.05952159
2001-06-28 00:00:00+00:00,-0.00944855
2001-06-29 00:00:00+00:00,0.03957340
2001-07-02 00:00:00+00:00,0.03441446
2001-07-03 00:00:00+00:00,0.01367658
2001-07-05 00:00:00+00:00,0.05921298
2001-07-06 00:00:00+00:00,0.03326010
2001-07-09 00:00:00+00:00,0.05565568
2001-07-10 00:00:00+00:00,0.09353458
2001-07-11 00:00:00+00:00,0.11961981
2001-07-12 00:00:00+00:00,0.14236488
2001-07-13 00:00:00+00:00,-0.08771273
2001-07-16 00:00:00+00:00,-0.06321053
2001-07-17 00:00:00+00:00,0.04990208
2001-07-18 00:00:00+00:00,-0.03672587
2001-07-19 00:00:00+00:00,0.00180517
2001-07-20 00:00:00+00:00,-0.00199323
2001-07-23 00:00:00+00:00,0.07024609
2001-07-24 00:00:00+00:00,0.04608506
2001-07-25 00:00:00+00:00,0.02537050
2001-07-26 00:00:00+00:00,-0.03652051
2001-07-27 00:00:00+00:00,0.00162210
2001-07-30 00:00:00+00:00,-0.06013097
2001-07-31 00:00:00+00:00,0.02545147
2001-08-01 00:00:00+00:00,-0.03034453
2001-08-02 00:00:00+00:00,-0.05330670
2001-08-06 00:00:00+00:00,0.04447809
2001-08-07 00:00:00+00:00,-0.01679287
2001-08-08 00:00:00+00:00,0.00367900
2001-08-09 00:00:00+00:00,0.00554535
2001-08-10 00:00:00+00:00,0.00551387
2001-08-13 00:00:00+00:00,0.00362428
2001-08-14 00:00:00+00:00,-0.01120403
2001-08-15 00:00:00+00:00,-0.01320139
2001-08-16 00:00:00+00:00,-0.00009222
2001-08-17 00:00:00+00:00,-0.00009139
2001-08-20 00:00:00+00:00,-0.01717044
2001-08-21 00:00:00+00:00,0.00183884
2001-08-22 00:00:00+00:00,-0.00009181
2001-08-23 00:00:00+00:00,0.00183456
2001-08-24 00:00:00+00:00,0.00567645
2001-08-27 00:00:00+00:00,0.03241144
2001-08-28 00:00:00+00:00,0.01101847
2001-08-29 00:00:00+00:00,0.03653768
2001-08-30 00:00:00+00:00,-0.01245916
2001-08-31 00:00:00+00:00,0.01064193
2001-09-04 00:00:00+00:00,0.00167672
2001-09-05 00:00:00+00:00,0.03347654
2001-09-06 00:00:00+00:00,-0.00692830
2001-09-07 00:00:00+00:00,-0.01039416
2001-09-10 00:00:00+00:00,-0.00529225
2001-09-11 00:00:00+00:00,0.01372832
2001-09-13 00:00:00+00:00,0.14915324
2001-09-14 00:00:00+00:00,-0.07692322
2001-09-17 00:00:00+00:00,0.03678692
2001-09-18 00:00:00+00:00,0.01125853
2001-09-19 00:00:00+00:00,0.03673847
2001-09-20 00:00:00+00:00,0.00919898
2001-09-21 00:00:00+00:00,-0.00770609
2001-09-24 00:00:00+00:00,-0.02471748
2001-09-25 00:00:00+00:00,-0.01586168
2001-09-26 00:00:00+00:00,0.03203773
2001-09-27 00:00:00+00:00,-0.00161965
2001-09-28 00:00:00+00:00,0.04043400
2001-10-01 00:00:00+00:00,0.04035472
2001-10-02 00:00:00+00:00,0.00569248
2001-10-03 00:00:00+00:00,-0.00006028
2001-10-04 00:00:00+00:00,0.00280123
2001-10-05 00:00:00+00:00,0.03132374
2001-10-08 00:00:00+00:00,0.04973253
2001-10-09 00:00:00+00:00,-0.02377542
2001-10-10 00:00:00+00:00,-0.04324544
2001-10-11 00:00:00+00:00,0.02955751
2001-10-12 00:00:00+00:00,0.02185614
2001-10-15 00:00:00+00:00,0.02406702
2001-10-16 00:00:00+00:00,-0.00398712
2001-10-17 00:00:00+00:00,-0.01188710
2001-10-18 00:00:00+00:00,-0.02266611
2001-10-19 00:00:00+00:00,-0.01910734
2001-10-22 00:00:00+00:00,0.03322724
2001-10-23 00:00:00+00:00,0.00665155
2001-10-24 00:00:00+00:00,-0.01872583
2001-10-25 00:00:00+00:00,-0.00685195
2001-10-26 00:00:00+00:00,0.01498927
2001-10-29 00:00:00+00:00,-0.00005736
2001-10-30 00:00:00+00:00,0.05250482
2001-10-31 00:00:00+00:00,0.01658977
2001-11-01 00:00:00+00:00,0.01631724
2001-11-02 00:00:00+00:00,0.01233602
2001-11-05 00:00:00+00:00,0.02687265
2001-11-06 00:00:00+00:00,-0.04534285
2001-11-07 00:00:00+00:00,0.01992600
2001-11-08 00:00:00+00:00,0.00974220
2001-11-09 00:00:00+00:00,-0.00974669
2001-11-12 00:00:00+00:00,0.01096619
2001-11-13 00:00:00+00:00,0.01568822
2001-11-14 00:00:00+00:00,-0.01197006
2001-11-15 00:00:00+00:00,0.06267423
2001-11-16 00:00:00+00:00,0.00562259
2001-11-19 00:00:00+00:00,-0.00456745
2001-11-20 00:00:00+00:00,-0.04653790
2001-11-21 00:00:00+00:00,0.00708103
2001-11-23 00:00:00+00:00,-0.00831794
2001-11-26 00:00:00+00:00,-0.01314913
2001-11-27 00:00:00+00:00,0.02527923
2001-11-28 00:00:00+00:00,0.00700813
2001-11-29 00:00:00+00:00,0.01163322
2001-11-30 00:00:00+00:00,0.03690303
2001-12-03 00:00:00+00:00,0.00663346
2001-12-04 00:00:00+00:00,-0.05093232
2001-12-05 00:00:00+00:00,0.00811031
2001-12-06 00:00:00+00:00,-0.07765232
2001-12-07 00:00:00+00:00,0.00482508
2001-12-10 00:00:00+00:00,0.01010842
2001-12-11 00:00:00+00:00,0.00504079
2001-12-12 00:00:00+00:00,0.03391007
2001-12-13 00:00:00+00:00,0.02979239
2001-12-14 00:00:00+00:00,-0.00132486
2001-12-17 00:00:00+00:00,-0.02121465
2001-12-18 00:00:00+00:00,-0.02796545
2001-12-19 00:00:00+00:00,-0.02746125
2001-12-20 00:00:00+00:00,-0.00541468
2001-12-21 00:00:00+00:00,0.02559519
2001-12-26 00:00:00+00:00,-0.00531024
2001-12-27 00:00:00+00:00,0.00524378
2001-12-28 00:00:00+00:00,0.01179544
2001-12-31 00:00:00+00:00,0.01815866
2002-01-02 00:00:00+00:00,0.04082179
2002-01-03 00:00:00+00:00,0.03921686
2002-01-04 00:00:00+00:00,-0.00831127
2002-01-07 00:00:00+00:00,-0.00718966
2002-01-08 00:00:00+00:00,-0.02282858
2002-01-09 00:00:00+00:00,-0.03930936
2002-01-10 00:00:00+00:00,-0.00004569
2002-01-11 00:00:00+00:00,-0.00004389
2002-01-14 00:00:00+00:00,-0.02686284
2002-01-15 00:00:00+00:00,-0.00398020
2002-01-16 00:00:00+00:00,0.00127391
2002-01-17 00:00:00+00:00,0.01179766
2002-01-18 00:00:00+00:00,-0.00134456
2002-01-22 00:00:00+00:00,0.00516236
2002-01-23 00:00:00+00:00,0.01808874
2002-01-24 00:00:00+00:00,0.01013159
2002-01-25 00:00:00+00:00,-0.02649517
2002-01-28 00:00:00+00:00,-0.00004708
2002-01-29 00:00:00+00:00,0.00642122
2002-01-30 00:00:00+00:00,0.04108347
2002-01-31 00:00:00+00:00,-0.01115903
2002-02-01 00:00:00+00:00,-0.09118413
2002-02-04 00:00:00+00:00,0.03291912
2002-02-05 00:00:00+00:00,0.00665998
2002-02-06 00:00:00+00:00,0.03763963
2002-02-07 00:00:00+00:00,-0.01736008
2002-02-08 00:00:00+00:00,0.00124137
2002-02-11 00:00:00+00:00,-0.00940473
2002-02-12 00:00:00+00:00,0.00391406
2002-02-13 00:00:00+00:00,0.00124205
2002-02-14 00:00:00+00:00,0.01332121
2002-02-15 00:00:00+00:00,0.01327248
2002-02-19 00:00:00+00:00,0.01447290
2002-02-20 00:00:00+00:00,0.06954856
2002-02-21 00:00:00+00:00,0.07515846
2002-02-22 00:00:00+00:00,0.01227960
2002-02-25 00:00:00+00:00,0.03490336
2002-02-26 00:00:00+00:00,0.00852405
2002-02-27 00:00:00+00:00,-0.01592065
2002-02-28 00:00:00+00:00,-0.03563586
2002-03-01 00:00:00+00:00,0.04940748
2002-03-04 00:00:00+00:00,0.05778402
2002-03-05 00:00:00+00:00,-0.01561088
2002-03-06 00:00:00+00:00,0.00592635
2002-03-07 00:00:00+00:00,0.02156304
2002-03-08 00:00:00+00:00,-0.02975402
2002-03-11 00:00:00+00:00,0.03384095
2002-03-12 00:00:00+00:00,0.00944754
2002-03-13 00:00:00+00:00,-0.02622727
2002-03-14 00:00:00+00:00,-0.04231854
2002-03-15 00:00:00+00:00,-0.00973797
2002-03-18 00:00:00+00:00,-0.03289741
2002-03-19 00:00:00+00:00,-0.00885531
2002-03-20 00:00:00+00:00,0.01771622
2002-03-21 00:00:00+00:00,-0.00379051
2002-03-22 00:00:00+00:00,0.01371721
2002-03-25 00:00:00+00:00,0.00118540
2002-03-26 00:00:00+00:00,-0.00498135
2002-03-27 00:00:00+00:00,-0.00624495
2002-03-28 00:00:00+00:00,-0.00753019
2002-04-01 00:00:00+00:00,0.02382046
2002-04-02 00:00:00+00:00,-0.00004917
2002-04-03 00:00:00+00:00,-0.14626647
2002-04-04 00:00:00+00:00,0.03942507
2002-04-05 00:00:00+00:00,0.01323628
2002-04-08 00:00:00+00:00,-0.08269265
2002-04-09 00:00:00+00:00,-0.05846796
2002-04-10 00:00:00+00:00,-0.11774272
2002-04-11 00:00:00+00:00,-0.15496653
2002-04-12 00:00:00+00:00,0.03969672
2002-04-15 00:00:00+00:00,-0.03776718
2002-04-16 00:00:00+00:00,0.03444581
2002-04-17 00:00:00+00:00,-0.06970573
2002-04-18 00:00:00+00:00,-0.06546697
2002-04-19 00:00:00+00:00,-0.13938193
2002-04-22 00:00:00+00:00,0.01502693
2002-04-23 00:00:00+00:00,0.10102738
2002-04-24 00:00:00+00:00,0.01081315
2002-04-25 00:00:00+00:00,0.02110491
2002-04-26 00:00:00+00:00,0.01054152
2002-04-29 00:00:00+00:00,-0.02294471
2002-04-30 00:00:00+00:00,0.01986637
2002-05-01 00:00:00+00:00,0.06742091
2002-05-02 00:00:00+00:00,-0.00376034
2002-05-03 00:00:00+00:00,-0.02439612
2002-05-06 00:00:00+00:00,0.03354725
2002-05-07 00:00:00+00:00,0.01260712
2002-05-08 00:00:00+00:00,0.02873177
2002-05-09 00:00:00+00:00,0.10922166
2002-05-10 00:00:00+00:00,-0.05670111
2002-05-13 00:00:00+00:00,0.07819393
2002-05-14 00:00:00+00:00,-0.06281538
2002-05-15 00:00:00+00:00,0.07997412
2002-05-16 00:00:00+00:00,0.01148435
2002-05-17 00:00:00+00:00,0.01460992
