Date,EU-BASIC
2018-06-19 00:00:00+00:00,-0.02305950
2018-06-20 00:00:00+00:00,0.00168599
2018-06-21 00:00:00+00:00,-0.00589102
2018-06-22 00:00:00+00:00,0.01587302
2018-06-25 00:00:00+00:00,-0.03645833
2018-06-26 00:00:00+00:00,0.01600000
2018-06-27 00:00:00+00:00,0.00702277
2018-06-28 00:00:00+00:00,-0.01458157
2018-06-29 00:00:00+00:00,0.00343127
2018-07-02 00:00:00+00:00,-0.02179953
2018-07-03 00:00:00+00:00,-0.02425169
2018-07-04 00:00:00+00:00,0.00985222
2018-07-05 00:00:00+00:00,0.01441242
2018-07-06 00:00:00+00:00,0.00983607
2018-07-09 00:00:00+00:00,0.01082251
2018-07-10 00:00:00+00:00,0.00021413
2018-07-11 00:00:00+00:00,-0.04131878
2018-07-12 00:00:00+00:00,0.01228227
2018-07-13 00:00:00+00:00,-0.00308846
2018-07-16 00:00:00+00:00,-0.01128568
2018-07-17 00:00:00+00:00,0.01566697
2018-07-18 00:00:00+00:00,0.00991626
2018-07-19 00:00:00+00:00,-0.02247436
2018-07-20 00:00:00+00:00,-0.01495536
2018-07-23 00:00:00+00:00,-0.00725130
2018-07-24 00:00:00+00:00,0.04496690
2018-07-25 00:00:00+00:00,-0.01092180
2018-07-26 00:00:00+00:00,0.00241017
2018-07-27 00:00:00+00:00,0.00612022
2018-07-30 00:00:00+00:00,-0.00608299
2018-07-31 00:00:00+00:00,0.01464481
2018-08-01 00:00:00+00:00,-0.00710900
2018-08-02 00:00:00+00:00,-0.06140734
2018-08-03 00:00:00+00:00,0.01577287
2018-08-06 00:00:00+00:00,-0.01109139
2018-08-07 00:00:00+00:00,0.01861821
2018-08-08 00:00:00+00:00,-0.00418410
2018-08-09 00:00:00+00:00,0.00574967
2018-08-10 00:00:00+00:00,-0.01846966
2018-08-13 00:00:00+00:00,0.00828853
2018-08-14 00:00:00+00:00,-0.01510775
2018-08-15 00:00:00+00:00,-0.03902549
2018-08-16 00:00:00+00:00,0.00915493
2018-08-17 00:00:00+00:00,-0.05652477
2018-08-20 00:00:00+00:00,0.01336460
2018-08-21 00:00:00+00:00,-0.00647848
2018-08-22 00:00:00+00:00,0.00768514
2018-08-23 00:00:00+00:00,-0.00831985
2018-08-24 00:00:00+00:00,0.01421580
2018-08-27 00:00:00+00:00,0.05537684
2018-08-28 00:00:00+00:00,0.01043557
2018-08-29 00:00:00+00:00,0.00543355
2018-08-30 00:00:00+00:00,-0.01125366
2018-08-31 00:00:00+00:00,-0.03232415
2018-09-03 00:00:00+00:00,0.00552741
2018-09-04 00:00:00+00:00,-0.03825888
2018-09-05 00:00:00+00:00,-0.01127849
2018-09-06 00:00:00+00:00,-0.01387582
2018-09-07 00:00:00+00:00,-0.01893939
2018-09-10 00:00:00+00:00,-0.00597657
2018-09-11 00:00:00+00:00,-0.01367891
2018-09-12 00:00:00+00:00,0.01135266
2018-09-13 00:00:00+00:00,0.00358252
2018-09-14 00:00:00+00:00,0.01142313
2018-09-17 00:00:00+00:00,0.00188235
2018-09-18 00:00:00+00:00,0.01197745
2018-09-19 00:00:00+00:00,0.03063356
2018-09-20 00:00:00+00:00,0.01643774
2018-09-21 00:00:00+00:00,0.01462118
2018-09-24 00:00:00+00:00,-0.00174672
2018-09-25 00:00:00+00:00,0.01487314
2018-09-26 00:00:00+00:00,-0.01012931
2018-09-27 00:00:00+00:00,-0.00065317
2018-09-28 00:00:00+00:00,-0.00762527
2018-10-01 00:00:00+00:00,0.00900110
2018-10-02 00:00:00+00:00,0.00587467
2018-10-03 00:00:00+00:00,0.00043262
2018-10-04 00:00:00+00:00,-0.00864865
2018-10-05 00:00:00+00:00,-0.02181025
2018-10-08 00:00:00+00:00,-0.00356745
2018-10-09 00:00:00+00:00,0.01208324
2018-10-10 00:00:00+00:00,-0.03714349
2018-10-11 00:00:00+00:00,-0.01492537
2018-10-12 00:00:00+00:00,0.00839161
2018-10-15 00:00:00+00:00,0.00739713
2018-10-16 00:00:00+00:00,0.00596604
2018-10-17 00:00:00+00:00,0.00114051
2018-10-18 00:00:00+00:00,-0.01594896
2018-10-19 00:00:00+00:00,-0.00810373
2018-10-22 00:00:00+00:00,-0.00093371
2018-10-23 00:00:00+00:00,-0.02640187
2018-10-24 00:00:00+00:00,-0.02135829
2018-10-25 00:00:00+00:00,0.01275135
2018-10-26 00:00:00+00:00,-0.00314770
2018-10-29 00:00:00+00:00,-0.00898713
2018-10-30 00:00:00+00:00,0.00906863
2018-10-31 00:00:00+00:00,0.03570561
2018-11-01 00:00:00+00:00,0.02298311
2018-11-02 00:00:00+00:00,-0.00022925
2018-11-05 00:00:00+00:00,0.00206375
2018-11-06 00:00:00+00:00,-0.00503432
2018-11-07 00:00:00+00:00,0.00758970
2018-11-08 00:00:00+00:00,0.00228258
2018-11-09 00:00:00+00:00,-0.03006149
2018-11-12 00:00:00+00:00,-0.00798309
2018-11-13 00:00:00+00:00,-0.00378698
2018-11-14 00:00:00+00:00,-0.01805655
2018-11-15 00:00:00+00:00,0.01984031
2018-11-16 00:00:00+00:00,0.00000000
2018-11-19 00:00:00+00:00,-0.00403321
2018-11-20 00:00:00+00:00,-0.02453549
2018-11-21 00:00:00+00:00,0.01709402
2018-11-22 00:00:00+00:00,-0.01824730
2018-11-23 00:00:00+00:00,-0.03008070
2018-11-26 00:00:00+00:00,0.00907716
2018-11-27 00:00:00+00:00,-0.02373813
2018-11-28 00:00:00+00:00,0.00460712
2018-11-29 00:00:00+00:00,0.01579618
2018-11-30 00:00:00+00:00,-0.00727364
2018-12-03 00:00:00+00:00,0.02678120
2018-12-04 00:00:00+00:00,-0.01427165
2018-12-05 00:00:00+00:00,-0.00652226
2018-12-06 00:00:00+00:00,-0.06859296
2018-12-07 00:00:00+00:00,0.00702211
2018-12-10 00:00:00+00:00,-0.02348993
2018-12-11 00:00:00+00:00,0.01178319
2018-12-12 00:00:00+00:00,0.02865330
2018-12-13 00:00:00+00:00,0.00303874
2018-12-14 00:00:00+00:00,-0.02095430
2018-12-17 00:00:00+00:00,0.01160392
2018-12-18 00:00:00+00:00,-0.00739230
2018-12-19 00:00:00+00:00,0.01900360
2018-12-20 00:00:00+00:00,-0.03477823
2018-12-21 00:00:00+00:00,0.01044386
2018-12-27 00:00:00+00:00,-0.01421189
2018-12-28 00:00:00+00:00,0.01415465
2019-01-02 00:00:00+00:00,-0.01266477
2019-01-03 00:00:00+00:00,-0.01675393
2019-01-04 00:00:00+00:00,0.05218317
2019-01-07 00:00:00+00:00,0.00835020
2019-01-08 00:00:00+00:00,0.00150565
2019-01-09 00:00:00+00:00,0.01378101
2019-01-10 00:00:00+00:00,0.00098863
2019-01-11 00:00:00+00:00,0.00271605
2019-01-14 00:00:00+00:00,-0.00270869
2019-01-15 00:00:00+00:00,0.00493827
2019-01-16 00:00:00+00:00,0.00712531
2019-01-17 00:00:00+00:00,0.00634301
2019-01-18 00:00:00+00:00,0.01600000
2019-01-21 00:00:00+00:00,-0.00405631
2019-01-22 00:00:00+00:00,-0.01365597
2019-01-23 00:00:00+00:00,-0.00947292
2019-01-24 00:00:00+00:00,0.00931829
2019-01-25 00:00:00+00:00,0.03498542
2019-01-28 00:00:00+00:00,-0.00821596
2019-01-29 00:00:00+00:00,0.01254438
2019-01-30 00:00:00+00:00,0.02173913
2019-01-31 00:00:00+00:00,0.00663464
2019-02-01 00:00:00+00:00,0.00181818
2019-02-04 00:00:00+00:00,0.00567151
2019-02-05 00:00:00+00:00,0.00022558
2019-02-06 00:00:00+00:00,0.00360848
2019-02-07 00:00:00+00:00,-0.01640449
2019-02-08 00:00:00+00:00,-0.00913868
2019-02-11 00:00:00+00:00,-0.00415033
2019-02-12 00:00:00+00:00,0.00463070
2019-02-13 00:00:00+00:00,0.01866790
2019-02-14 00:00:00+00:00,-0.00927602
2019-02-15 00:00:00+00:00,0.02009591
2019-02-18 00:00:00+00:00,0.00156705
2019-02-19 00:00:00+00:00,0.00402325
2019-02-20 00:00:00+00:00,0.01736420
2019-02-21 00:00:00+00:00,-0.01444201
2019-02-22 00:00:00+00:00,0.01909414
2019-02-25 00:00:00+00:00,0.00000000
2019-02-26 00:00:00+00:00,0.00827887
2019-02-27 00:00:00+00:00,-0.00345722
2019-02-28 00:00:00+00:00,-0.01647875
2019-03-01 00:00:00+00:00,0.00396825
2019-03-04 00:00:00+00:00,0.00263505
2019-03-05 00:00:00+00:00,0.00197109
2019-03-06 00:00:00+00:00,0.00761827
2019-03-07 00:00:00+00:00,-0.01062907
2019-03-08 00:00:00+00:00,-0.01688226
2019-03-11 00:00:00+00:00,0.01404996
2019-03-12 00:00:00+00:00,0.03386848
2019-03-13 00:00:00+00:00,0.01068566
2019-03-14 00:00:00+00:00,0.00088106
2019-03-15 00:00:00+00:00,-0.00220070
2019-03-18 00:00:00+00:00,0.01720335
2019-03-19 00:00:00+00:00,0.00607112
2019-03-20 00:00:00+00:00,-0.00797414
2019-03-21 00:00:00+00:00,0.00130350
2019-03-22 00:00:00+00:00,-0.01497071
2019-03-25 00:00:00+00:00,-0.00374449
2019-03-26 00:00:00+00:00,0.00663277
2019-03-27 00:00:00+00:00,0.00549089
2019-03-28 00:00:00+00:00,0.00000000
2019-03-29 00:00:00+00:00,0.02053298
2019-04-01 00:00:00+00:00,0.03510274
2019-04-02 00:00:00+00:00,0.00289495
2019-04-03 00:00:00+00:00,0.01443299
2019-04-04 00:00:00+00:00,-0.00955285
2019-04-05 00:00:00+00:00,0.01046583
2019-04-08 00:00:00+00:00,0.00121852
2019-04-09 00:00:00+00:00,-0.00750507
2019-04-10 00:00:00+00:00,0.01062743
2019-04-11 00:00:00+00:00,-0.01334681
2019-04-12 00:00:00+00:00,0.01168272
2019-04-15 00:00:00+00:00,-0.00749595
2019-04-16 00:00:00+00:00,-0.00204123
2019-04-17 00:00:00+00:00,-0.00777255
2019-04-18 00:00:00+00:00,0.00659658
2019-04-23 00:00:00+00:00,-0.00245751
2019-04-24 00:00:00+00:00,-0.01457606
2019-04-25 00:00:00+00:00,-0.00395833
2019-04-26 00:00:00+00:00,-0.01171303
2019-04-29 00:00:00+00:00,0.00021164
2019-04-30 00:00:00+00:00,-0.01460008
2019-05-02 00:00:00+00:00,-0.02404982
2019-05-03 00:00:00+00:00,0.02090209
2019-05-06 00:00:00+00:00,-0.02047414
2019-05-07 00:00:00+00:00,-0.01188119
2019-05-08 00:00:00+00:00,-0.00400802
2019-05-09 00:00:00+00:00,-0.01676727
2019-05-10 00:00:00+00:00,0.00500227
2019-05-13 00:00:00+00:00,-0.02850679
2019-05-14 00:00:00+00:00,-0.00116442
2019-05-15 00:00:00+00:00,0.01958498
2019-05-16 00:00:00+00:00,0.01737937
2019-05-17 00:00:00+00:00,-0.00651832
2019-05-20 00:00:00+00:00,-0.00384615
2019-05-21 00:00:00+00:00,0.00068135
2019-05-22 00:00:00+00:00,-0.00748979
2019-05-23 00:00:00+00:00,-0.02446833
2019-05-24 00:00:00+00:00,0.01289264
2019-05-27 00:00:00+00:00,0.00532284
2019-05-28 00:00:00+00:00,0.00299263
2019-05-29 00:00:00+00:00,-0.01950884
2019-05-30 00:00:00+00:00,0.00444757
2019-05-31 00:00:00+00:00,-0.02004195
2019-06-03 00:00:00+00:00,0.01022592
2019-06-04 00:00:00+00:00,0.01059322
2019-06-05 00:00:00+00:00,-0.01048218
2019-06-06 00:00:00+00:00,-0.00356307
2019-06-07 00:00:00+00:00,0.00661469
2019-06-10 00:00:00+00:00,0.01149965
2019-06-11 00:00:00+00:00,0.02575406
2019-06-12 00:00:00+00:00,-0.01967881
2019-06-13 00:00:00+00:00,0.01453623
2019-06-14 00:00:00+00:00,-0.00977940
2019-06-17 00:00:00+00:00,-0.00367478
2019-06-18 00:00:00+00:00,0.03042877
2019-06-19 00:00:00+00:00,-0.01588367
2019-06-20 00:00:00+00:00,0.00909298
2019-06-21 00:00:00+00:00,-0.00878576
2019-06-24 00:00:00+00:00,0.00272727
2019-06-25 00:00:00+00:00,0.00634633
2019-06-26 00:00:00+00:00,0.00878378
2019-06-27 00:00:00+00:00,-0.00580487
2019-06-28 00:00:00+00:00,0.01324949
2019-07-01 00:00:00+00:00,0.01462766
2019-07-02 00:00:00+00:00,0.00262123
2019-07-03 00:00:00+00:00,-0.00784314
2019-07-04 00:00:00+00:00,-0.01054018
2019-07-05 00:00:00+00:00,-0.02019530
2019-07-08 00:00:00+00:00,0.01155153
2019-07-09 00:00:00+00:00,-0.01813704
2019-07-10 00:00:00+00:00,0.00296465
2019-07-11 00:00:00+00:00,-0.00454752
2019-07-12 00:00:00+00:00,0.00616720
2019-07-15 00:00:00+00:00,0.00726447
2019-07-16 00:00:00+00:00,-0.00112689
2019-07-17 00:00:00+00:00,0.00022563
2019-07-18 00:00:00+00:00,-0.01082788
2019-07-19 00:00:00+00:00,0.01140251
2019-07-22 00:00:00+00:00,0.00135287
2019-07-23 00:00:00+00:00,0.02116640
2019-07-24 00:00:00+00:00,-0.01323043
2019-07-25 00:00:00+00:00,-0.01519553
2019-07-26 00:00:00+00:00,-0.00204221
2019-07-29 00:00:00+00:00,-0.00181901
2019-07-30 00:00:00+00:00,-0.01275626
2019-07-31 00:00:00+00:00,-0.00530688
2019-08-01 00:00:00+00:00,-0.04546509
2019-08-02 00:00:00+00:00,-0.03061968
2019-08-05 00:00:00+00:00,-0.02958135
2019-08-06 00:00:00+00:00,-0.01214157
2019-08-07 00:00:00+00:00,-0.01150628
2019-08-08 00:00:00+00:00,0.03492063
2019-08-09 00:00:00+00:00,-0.02479550
2019-08-12 00:00:00+00:00,-0.00733945
2019-08-13 00:00:00+00:00,0.02297333
2019-08-14 00:00:00+00:00,-0.02684564
2019-08-15 00:00:00+00:00,-0.01114058
2019-08-16 00:00:00+00:00,0.00858369
2019-08-19 00:00:00+00:00,0.01702128
2019-08-20 00:00:00+00:00,-0.01150628
2019-08-21 00:00:00+00:00,0.00714286
2019-08-22 00:00:00+00:00,-0.00052535
2019-08-23 00:00:00+00:00,-0.01524310
2019-08-26 00:00:00+00:00,0.00133440
2019-08-27 00:00:00+00:00,0.00559701
2019-08-28 00:00:00+00:00,0.00954148
2019-08-29 00:00:00+00:00,0.01496456
2019-08-30 00:00:00+00:00,0.04655975
2019-09-02 00:00:00+00:00,-0.03396226
2019-09-03 00:00:00+00:00,0.02604167
2019-09-04 00:00:00+00:00,0.02487310
2019-09-05 00:00:00+00:00,0.01606508
2019-09-06 00:00:00+00:00,0.04728248
2019-09-09 00:00:00+00:00,0.00752610
2019-09-10 00:00:00+00:00,0.05132530
2019-09-11 00:00:00+00:00,0.01956624
2019-09-12 00:00:00+00:00,0.00374620
2019-09-13 00:00:00+00:00,0.02449265
2019-09-16 00:00:00+00:00,-0.00705829
2019-09-17 00:00:00+00:00,-0.01811511
2019-09-18 00:00:00+00:00,-0.00023354
2019-09-19 00:00:00+00:00,-0.00233590
2019-09-20 00:00:00+00:00,-0.00280965
2019-09-23 00:00:00+00:00,-0.01408781
2019-09-24 00:00:00+00:00,-0.02286259
2019-09-25 00:00:00+00:00,0.00389959
2019-09-26 00:00:00+00:00,-0.00267055
2019-09-27 00:00:00+00:00,0.00925024
2019-09-30 00:00:00+00:00,0.00337675
2019-10-01 00:00:00+00:00,-0.01370192
2019-10-02 00:00:00+00:00,-0.03436510
2019-10-03 00:00:00+00:00,-0.00530035
2019-10-04 00:00:00+00:00,0.00380614
2019-10-07 00:00:00+00:00,0.00733064
2019-10-08 00:00:00+00:00,-0.01028858
2019-10-09 00:00:00+00:00,0.00253550
2019-10-10 00:00:00+00:00,0.03009611
2019-10-11 00:00:00+00:00,0.04247483
2019-10-14 00:00:00+00:00,-0.02048987
2019-10-15 00:00:00+00:00,-0.00240442
2019-10-16 00:00:00+00:00,-0.00072307
2019-10-17 00:00:00+00:00,-0.01109503
2019-10-18 00:00:00+00:00,0.00121951
2019-10-21 00:00:00+00:00,0.02070646
2019-10-22 00:00:00+00:00,0.00214797
2019-10-23 00:00:00+00:00,0.00857347
2019-10-24 00:00:00+00:00,-0.00495868
2019-10-25 00:00:00+00:00,0.01447556
2019-10-28 00:00:00+00:00,0.01801170
2019-10-29 00:00:00+00:00,-0.00275735
2019-10-30 00:00:00+00:00,-0.01635945
2019-10-31 00:00:00+00:00,-0.01382057
2019-11-01 00:00:00+00:00,0.03277910
2019-11-04 00:00:00+00:00,0.03012879
2019-11-05 00:00:00+00:00,0.01428890
2019-11-06 00:00:00+00:00,-0.00814440
2019-11-07 00:00:00+00:00,0.02019530
2019-11-08 00:00:00+00:00,-0.01936045
2019-11-11 00:00:00+00:00,-0.01464064
2019-11-12 00:00:00+00:00,0.00067537
2019-11-13 00:00:00+00:00,-0.01124859
2019-11-14 00:00:00+00:00,-0.00455063
2019-11-15 00:00:00+00:00,0.01485714
2019-11-18 00:00:00+00:00,-0.00968468
2019-11-19 00:00:00+00:00,0.00545827
2019-11-20 00:00:00+00:00,-0.00384528
2019-11-21 00:00:00+00:00,-0.01362398
2019-11-22 00:00:00+00:00,0.01795580
2019-11-25 00:00:00+00:00,0.01582994
2019-11-26 00:00:00+00:00,0.01024043
2019-11-27 00:00:00+00:00,0.00801425
2019-11-28 00:00:00+00:00,0.00357382
2019-11-29 00:00:00+00:00,-0.01290897
2019-12-02 00:00:00+00:00,-0.00473506
2019-12-03 00:00:00+00:00,-0.06207522
2019-12-04 00:00:00+00:00,0.03775322
2019-12-05 00:00:00+00:00,-0.03488940
2019-12-06 00:00:00+00:00,0.03086135
2019-12-09 00:00:00+00:00,0.00202794
2019-12-10 00:00:00+00:00,-0.00404767
2019-12-11 00:00:00+00:00,0.03115828
2019-12-12 00:00:00+00:00,-0.00402685
2019-12-13 00:00:00+00:00,0.00404313
2019-12-16 00:00:00+00:00,0.02348993
2019-12-17 00:00:00+00:00,-0.01180328
2019-12-18 00:00:00+00:00,-0.00110595
2019-12-19 00:00:00+00:00,0.00022143
2019-12-20 00:00:00+00:00,0.00553465
2019-12-23 00:00:00+00:00,-0.00440335
2019-12-27 00:00:00+00:00,0.00508625
2019-12-30 00:00:00+00:00,-0.00484048
2020-01-02 00:00:00+00:00,0.01149679
2020-01-03 00:00:00+00:00,-0.00961749
2020-01-06 00:00:00+00:00,-0.01390422
2020-01-07 00:00:00+00:00,0.00872874
2020-01-08 00:00:00+00:00,0.00244065
2020-01-09 00:00:00+00:00,-0.00796813
2020-01-10 00:00:00+00:00,-0.00156180
2020-01-13 00:00:00+00:00,0.01050279
2020-01-14 00:00:00+00:00,-0.00442282
2020-01-15 00:00:00+00:00,-0.01066193
2020-01-16 00:00:00+00:00,0.00740907
2020-01-17 00:00:00+00:00,0.02139514
2020-01-20 00:00:00+00:00,-0.00218198
2020-01-21 00:00:00+00:00,-0.01071507
2020-01-22 00:00:00+00:00,0.00132626
2020-01-23 00:00:00+00:00,-0.01766004
2020-01-24 00:00:00+00:00,-0.00471910
2020-01-27 00:00:00+00:00,-0.04515692
2020-01-28 00:00:00+00:00,0.00922204
2020-01-29 00:00:00+00:00,0.00421743
2020-01-30 00:00:00+00:00,-0.00723285
2020-01-31 00:00:00+00:00,-0.01997650
2020-02-03 00:00:00+00:00,-0.00743405
2020-02-04 00:00:00+00:00,0.03841508
2020-02-05 00:00:00+00:00,0.02187064
2020-02-06 00:00:00+00:00,0.00364299
2020-02-07 00:00:00+00:00,-0.02313975
2020-02-10 00:00:00+00:00,-0.00534138
2020-02-11 00:00:00+00:00,0.01540976
2020-02-12 00:00:00+00:00,0.02598298
2020-02-13 00:00:00+00:00,-0.00224115
2020-02-14 00:00:00+00:00,-0.00876011
2020-02-17 00:00:00+00:00,0.00453206
2020-02-18 00:00:00+00:00,-0.02097902
2020-02-19 00:00:00+00:00,0.01336406
2020-02-20 00:00:00+00:00,-0.00477490
2020-02-21 00:00:00+00:00,-0.00365547
2020-02-24 00:00:00+00:00,-0.06237102
2020-02-25 00:00:00+00:00,-0.00635852
2020-02-26 00:00:00+00:00,-0.00123062
2020-02-27 00:00:00+00:00,-0.05864958
2020-02-28 00:00:00+00:00,-0.03429319
2020-03-02 00:00:00+00:00,0.00975874
2020-03-03 00:00:00+00:00,0.01852349
2020-03-04 00:00:00+00:00,0.02872957
2020-03-05 00:00:00+00:00,-0.04509352
2020-03-06 00:00:00+00:00,-0.05020640
2020-03-09 00:00:00+00:00,-0.12670913
2020-03-10 00:00:00+00:00,0.05530973
2020-03-11 00:00:00+00:00,-0.06738544
2020-03-12 00:00:00+00:00,-0.13706379
2020-03-13 00:00:00+00:00,0.10109890
2020-03-16 00:00:00+00:00,-0.09015303
2020-03-17 00:00:00+00:00,0.04204753
2020-03-18 00:00:00+00:00,-0.07052632
2020-03-19 00:00:00+00:00,0.01774254
2020-03-20 00:00:00+00:00,0.02002967
2020-03-23 00:00:00+00:00,-0.05709091
2020-03-24 00:00:00+00:00,0.11685307
2020-03-25 00:00:00+00:00,0.08252762
2020-03-26 00:00:00+00:00,-0.00063796
2020-03-27 00:00:00+00:00,-0.03766358
2020-03-30 00:00:00+00:00,0.01459370
2020-03-31 00:00:00+00:00,0.02419091
2020-04-01 00:00:00+00:00,-0.02202362
2020-04-02 00:00:00+00:00,0.03231070
2020-04-03 00:00:00+00:00,-0.03572558
2020-04-06 00:00:00+00:00,0.05704918
2020-04-07 00:00:00+00:00,0.03287841
2020-04-08 00:00:00+00:00,-0.01021021
2020-04-09 00:00:00+00:00,0.03003641
2020-04-14 00:00:00+00:00,0.00500736
2020-04-15 00:00:00+00:00,-0.05011723
2020-04-16 00:00:00+00:00,0.00647948
2020-04-17 00:00:00+00:00,0.04015941
2020-04-20 00:00:00+00:00,-0.01915709
2020-04-21 00:00:00+00:00,-0.03906250
2020-04-22 00:00:00+00:00,0.03064415
2020-04-23 00:00:00+00:00,0.01759709
2020-04-24 00:00:00+00:00,-0.00805009
2020-04-27 00:00:00+00:00,0.01442741
2020-04-28 00:00:00+00:00,0.01985185
2020-04-29 00:00:00+00:00,0.04677513
2020-04-30 00:00:00+00:00,-0.04829309
2020-05-04 00:00:00+00:00,-0.03995334
2020-05-05 00:00:00+00:00,0.02339004
2020-05-06 00:00:00+00:00,-0.00326506
2020-05-07 00:00:00+00:00,0.03097082
2020-05-08 00:00:00+00:00,0.01386482
2020-05-11 00:00:00+00:00,-0.03019943
2020-05-12 00:00:00+00:00,-0.01733255
2020-05-13 00:00:00+00:00,-0.01644245
2020-05-14 00:00:00+00:00,-0.00030395
2020-05-15 00:00:00+00:00,0.02736394
2020-05-18 00:00:00+00:00,0.08108908
2020-05-19 00:00:00+00:00,0.00355872
2020-05-20 00:00:00+00:00,0.00791053
2020-05-21 00:00:00+00:00,-0.01948579
2020-05-22 00:00:00+00:00,0.00165609
2020-05-25 00:00:00+00:00,0.01543125
2020-05-26 00:00:00+00:00,0.00135685
2020-05-27 00:00:00+00:00,0.00704607
2020-05-28 00:00:00+00:00,0.00618945
2020-05-29 00:00:00+00:00,0.00508157
2020-06-01 00:00:00+00:00,0.01250665
2020-06-02 00:00:00+00:00,0.02102497
2020-06-03 00:00:00+00:00,0.02084942
2020-06-04 00:00:00+00:00,-0.01033787
2020-06-05 00:00:00+00:00,0.03487246
2020-06-08 00:00:00+00:00,0.00886263
2020-06-09 00:00:00+00:00,-0.02318204
2020-06-10 00:00:00+00:00,0.00074944
2020-06-11 00:00:00+00:00,-0.05217174
2020-06-15 00:00:00+00:00,-0.00421385
2020-06-16 00:00:00+00:00,0.02829939
2020-06-17 00:00:00+00:00,0.00051440
2020-06-18 00:00:00+00:00,-0.02005141
2020-06-19 00:00:00+00:00,0.00367261
2020-06-22 00:00:00+00:00,0.00287507
2020-06-23 00:00:00+00:00,0.01172791
2020-06-24 00:00:00+00:00,-0.03013910
2020-06-25 00:00:00+00:00,0.02177955
2020-06-26 00:00:00+00:00,-0.01559657
2020-06-29 00:00:00+00:00,0.00475310
2020-06-30 00:00:00+00:00,0.00709593
2020-07-01 00:00:00+00:00,-0.00939457
2020-07-02 00:00:00+00:00,0.02107482
2020-07-03 00:00:00+00:00,-0.01496388
2020-07-06 00:00:00+00:00,0.01990571
2020-07-07 00:00:00+00:00,0.00128403
2020-07-08 00:00:00+00:00,0.00230828
2020-07-09 00:00:00+00:00,0.00332651
2020-07-10 00:00:00+00:00,0.00637592
2020-07-13 00:00:00+00:00,0.00329448
2020-07-14 00:00:00+00:00,0.01692347
2020-07-15 00:00:00+00:00,0.00347740
2020-07-16 00:00:00+00:00,-0.00470297
2020-07-17 00:00:00+00:00,0.00994777
2020-07-20 00:00:00+00:00,0.01034228
