Date,CRUDE_W
2000-01-05 00:00:00+00:00,
2000-01-06 00:00:00+00:00,-0.00708460
2000-01-07 00:00:00+00:00,0.00731278
2000-01-10 00:00:00+00:00,0.03600976
2000-01-11 00:00:00+00:00,0.04316141
2000-01-12 00:00:00+00:00,0.02273079
2000-01-13 00:00:00+00:00,0.00598215
2000-01-14 00:00:00+00:00,0.07275984
2000-01-18 00:00:00+00:00,0.02119748
2000-01-19 00:00:00+00:00,-0.00374693
2000-01-20 00:00:00+00:00,0.00435553
2000-01-21 00:00:00+00:00,-0.00509252
2000-01-24 00:00:00+00:00,0.00525886
2000-01-25 00:00:00+00:00,0.01961520
2000-01-26 00:00:00+00:00,-0.02461767
2000-01-27 00:00:00+00:00,-0.02401488
2000-01-28 00:00:00+00:00,0.01670307
2000-01-31 00:00:00+00:00,0.03191384
2000-02-01 00:00:00+00:00,0.03141450
2000-02-02 00:00:00+00:00,-0.02642340
2000-02-03 00:00:00+00:00,0.03532385
2000-02-04 00:00:00+00:00,0.04080463
2000-02-07 00:00:00+00:00,-0.03902542
2000-02-08 00:00:00+00:00,-0.01235497
2000-02-09 00:00:00+00:00,0.02657724
2000-02-10 00:00:00+00:00,0.01887716
2000-02-11 00:00:00+00:00,0.00198946
2000-02-14 00:00:00+00:00,0.04652780
2000-02-15 00:00:00+00:00,-0.01982970
2000-02-16 00:00:00+00:00,0.03324816
2000-02-17 00:00:00+00:00,-0.03508316
2000-02-18 00:00:00+00:00,-0.00861644
2000-02-22 00:00:00+00:00,0.01130821
2000-02-23 00:00:00+00:00,-0.00269272
2000-02-24 00:00:00+00:00,-0.01411698
2000-02-25 00:00:00+00:00,0.02199863
2000-02-28 00:00:00+00:00,-0.01279981
2000-02-29 00:00:00+00:00,0.02571207
2000-03-01 00:00:00+00:00,0.06600740
2000-03-02 00:00:00+00:00,-0.00015676
2000-03-03 00:00:00+00:00,0.00065464
2000-03-06 00:00:00+00:00,0.02862147
2000-03-07 00:00:00+00:00,0.08297479
2000-03-08 00:00:00+00:00,-0.16144902
2000-03-09 00:00:00+00:00,0.05576812
2000-03-10 00:00:00+00:00,-0.02939218
2000-03-13 00:00:00+00:00,0.00684472
2000-03-14 00:00:00+00:00,0.01256597
2000-03-15 00:00:00+00:00,-0.01972713
2000-03-16 00:00:00+00:00,0.01712442
2000-03-17 00:00:00+00:00,0.00187989
2000-03-20 00:00:00+00:00,-0.03561297
2000-03-21 00:00:00+00:00,0.02304698
2000-03-22 00:00:00+00:00,-0.02556007
2000-03-23 00:00:00+00:00,0.00647864
2000-03-24 00:00:00+00:00,0.03499237
2000-03-27 00:00:00+00:00,-0.01926495
2000-03-28 00:00:00+00:00,-0.03341132
2000-03-29 00:00:00+00:00,0.01778621
2000-03-30 00:00:00+00:00,0.01057955
2000-03-31 00:00:00+00:00,0.02161477
2000-04-03 00:00:00+00:00,-0.03430560
2000-04-04 00:00:00+00:00,-0.03117607
2000-04-05 00:00:00+00:00,0.02039416
2000-04-06 00:00:00+00:00,-0.01842493
2000-04-07 00:00:00+00:00,-0.04540544
2000-04-10 00:00:00+00:00,-0.08884848
2000-04-11 00:00:00+00:00,0.02941119
2000-04-12 00:00:00+00:00,0.10090043
2000-04-13 00:00:00+00:00,-0.03126365
2000-04-14 00:00:00+00:00,-0.02494447
2000-04-17 00:00:00+00:00,0.01022697
2000-04-18 00:00:00+00:00,-0.00015814
2000-04-19 00:00:00+00:00,0.05109078
2000-04-20 00:00:00+00:00,0.00488443
2000-04-24 00:00:00+00:00,0.01367365
2000-04-25 00:00:00+00:00,-0.03429581
2000-04-26 00:00:00+00:00,-0.01074073
2000-04-27 00:00:00+00:00,0.04023468
2000-04-28 00:00:00+00:00,0.00776485
2000-05-01 00:00:00+00:00,0.00482676
2000-05-02 00:00:00+00:00,0.03798170
2000-05-03 00:00:00+00:00,-0.01930525
2000-05-04 00:00:00+00:00,-0.00427559
2000-05-05 00:00:00+00:00,0.01963995
2000-05-08 00:00:00+00:00,0.04599588
2000-05-09 00:00:00+00:00,0.04216551
2000-05-10 00:00:00+00:00,-0.00251417
2000-05-11 00:00:00+00:00,0.05267082
2000-05-12 00:00:00+00:00,0.02655080
2000-05-15 00:00:00+00:00,0.02470192
2000-05-16 00:00:00+00:00,-0.00389143
2000-05-17 00:00:00+00:00,0.00207427
2000-05-18 00:00:00+00:00,0.04007753
2000-05-19 00:00:00+00:00,-0.00820075
2000-05-22 00:00:00+00:00,-0.06215541
2000-05-23 00:00:00+00:00,0.00172837
2000-05-24 00:00:00+00:00,0.05048156
2000-05-25 00:00:00+00:00,0.02271081
2000-05-26 00:00:00+00:00,-0.04247846
2000-05-30 00:00:00+00:00,0.03040605
2000-05-31 00:00:00+00:00,-0.05850204
2000-06-01 00:00:00+00:00,0.05991208
2000-06-02 00:00:00+00:00,-0.00419475
2000-06-05 00:00:00+00:00,-0.03067479
2000-06-06 00:00:00+00:00,0.00319534
2000-06-07 00:00:00+00:00,0.02852760
2000-06-08 00:00:00+00:00,-0.02403137
2000-06-09 00:00:00+00:00,0.00318480
2000-06-12 00:00:00+00:00,0.06517111
2000-06-13 00:00:00+00:00,0.03689027
2000-06-14 00:00:00+00:00,-0.00687220
2000-06-15 00:00:00+00:00,-0.01576154
2000-06-16 00:00:00+00:00,-0.05341075
2000-06-19 00:00:00+00:00,-0.01740557
2000-06-20 00:00:00+00:00,0.04754951
2000-06-21 00:00:00+00:00,0.01972616
2000-06-22 00:00:00+00:00,0.04638623
2000-06-23 00:00:00+00:00,0.01174134
2000-06-26 00:00:00+00:00,-0.02590651
2000-06-27 00:00:00+00:00,0.03296322
2000-06-28 00:00:00+00:00,-0.01714844
2000-06-29 00:00:00+00:00,0.03481829
2000-06-30 00:00:00+00:00,-0.00978842
2000-07-05 00:00:00+00:00,-0.07687330
2000-07-06 00:00:00+00:00,-0.02527130
2000-07-07 00:00:00+00:00,0.00999908
2000-07-10 00:00:00+00:00,-0.02147242
2000-07-11 00:00:00+00:00,0.02392167
2000-07-12 00:00:00+00:00,0.03334592
2000-07-13 00:00:00+00:00,0.04130679
2000-07-14 00:00:00+00:00,-0.00051517
2000-07-17 00:00:00+00:00,-0.03528433
2000-07-18 00:00:00+00:00,0.04969124
2000-07-19 00:00:00+00:00,-0.00534742
2000-07-20 00:00:00+00:00,-0.02750351
2000-07-21 00:00:00+00:00,-0.05521557
2000-07-24 00:00:00+00:00,-0.03544449
2000-07-25 00:00:00+00:00,-0.00529475
2000-07-26 00:00:00+00:00,-0.00383894
2000-07-27 00:00:00+00:00,0.01600749
2000-07-28 00:00:00+00:00,0.00785199
2000-07-31 00:00:00+00:00,-0.04047371
2000-08-01 00:00:00+00:00,0.01834871
2000-08-02 00:00:00+00:00,0.01781184
2000-08-03 00:00:00+00:00,0.01658238
2000-08-04 00:00:00+00:00,0.06599127
2000-08-07 00:00:00+00:00,-0.04328205
2000-08-08 00:00:00+00:00,0.01486212
2000-08-09 00:00:00+00:00,0.06199715
2000-08-10 00:00:00+00:00,0.05297029
2000-08-11 00:00:00+00:00,-0.01868944
2000-08-14 00:00:00+00:00,0.02838164
2000-08-15 00:00:00+00:00,-0.00620484
2000-08-16 00:00:00+00:00,0.00285586
2000-08-17 00:00:00+00:00,0.02030630
2000-08-18 00:00:00+00:00,0.02409825
2000-08-21 00:00:00+00:00,0.01854270
2000-08-22 00:00:00+00:00,-0.03013807
2000-08-23 00:00:00+00:00,0.04568853
2000-08-24 00:00:00+00:00,-0.02955420
2000-08-25 00:00:00+00:00,0.00867228
2000-08-28 00:00:00+00:00,0.04451187
2000-08-29 00:00:00+00:00,-0.00719574
2000-08-30 00:00:00+00:00,0.03827746
2000-08-31 00:00:00+00:00,-0.01431353
2000-09-01 00:00:00+00:00,0.01312919
2000-09-05 00:00:00+00:00,0.03380314
2000-09-06 00:00:00+00:00,0.05894613
