Date,US30
2010-03-04 00:00:00+00:00,0.00461184
2010-03-05 00:00:00+00:00,-0.01300729
2010-03-08 00:00:00+00:00,-0.00568475
2010-03-09 00:00:00+00:00,-0.00051975
2010-03-10 00:00:00+00:00,-0.00077962
2010-03-11 00:00:00+00:00,0.00468384
2010-03-12 00:00:00+00:00,0.00492059
2010-03-15 00:00:00+00:00,-0.00077278
2010-03-16 00:00:00+00:00,0.00722208
2010-03-17 00:00:00+00:00,0.00332865
2010-03-18 00:00:00+00:00,-0.00204186
2010-03-19 00:00:00+00:00,0.00153453
2010-03-22 00:00:00+00:00,0.00153218
2010-03-23 00:00:00+00:00,-0.00433412
2010-03-24 00:00:00+00:00,-0.01946222
2010-03-25 00:00:00+00:00,-0.00914118
2010-03-26 00:00:00+00:00,0.00500833
2010-03-29 00:00:00+00:00,-0.00131172
2010-03-30 00:00:00+00:00,0.00078824
2010-03-31 00:00:00+00:00,0.00734715
2010-04-01 00:00:00+00:00,-0.00156291
2010-04-02 00:00:00+00:00,-0.01278413
2010-04-05 00:00:00+00:00,-0.00554926
2010-04-06 00:00:00+00:00,-0.00053149
2010-04-07 00:00:00+00:00,0.01648497
2010-04-08 00:00:00+00:00,-0.00261575
2010-04-09 00:00:00+00:00,0.00262261
2010-04-12 00:00:00+00:00,0.00784724
2010-04-13 00:00:00+00:00,0.00467168
2010-04-14 00:00:00+00:00,-0.00826659
2010-04-15 00:00:00+00:00,-0.00104194
2010-04-16 00:00:00+00:00,0.00938722
2010-04-19 00:00:00+00:00,-0.00490870
2010-04-20 00:00:00+00:00,0.00467290
2010-04-21 00:00:00+00:00,0.01007793
2010-04-22 00:00:00+00:00,-0.00358148
2010-04-23 00:00:00+00:00,-0.00487846
2010-04-26 00:00:00+00:00,-0.00103199
2010-04-27 00:00:00+00:00,0.01833719
2010-04-28 00:00:00+00:00,-0.01192026
2010-04-29 00:00:00+00:00,0.00744394
2010-04-30 00:00:00+00:00,0.01121019
2010-05-03 00:00:00+00:00,-0.00277188
2010-05-04 00:00:00+00:00,0.01667509
2010-05-05 00:00:00+00:00,0.00671014
2010-05-06 00:00:00+00:00,0.03826175
2010-05-07 00:00:00+00:00,-0.02044698
2010-05-10 00:00:00+00:00,-0.01771806
2010-05-11 00:00:00+00:00,-0.00173007
2010-05-12 00:00:00+00:00,-0.00767287
2010-05-13 00:00:00+00:00,0.00174567
2010-05-14 00:00:00+00:00,0.02415378
2010-05-17 00:00:00+00:00,-0.00437637
2010-05-18 00:00:00+00:00,0.01440742
2010-05-19 00:00:00+00:00,0.00264844
2010-05-20 00:00:00+00:00,0.01512566
2010-05-21 00:00:00+00:00,0.00993377
2010-05-24 00:00:00+00:00,-0.00749415
2010-05-25 00:00:00+00:00,0.01038226
2010-05-26 00:00:00+00:00,-0.01074264
2010-05-27 00:00:00+00:00,-0.02006732
2010-05-28 00:00:00+00:00,0.00409501
2010-06-01 00:00:00+00:00,0.00215969
2010-06-02 00:00:00+00:00,-0.00383050
2010-06-03 00:00:00+00:00,-0.01850554
2010-06-04 00:00:00+00:00,0.02791381
2010-06-07 00:00:00+00:00,-0.00071424
2010-06-08 00:00:00+00:00,0.00452882
2010-06-09 00:00:00+00:00,-0.00308458
2010-06-10 00:00:00+00:00,-0.01880542
2010-06-11 00:00:00+00:00,0.01746725
2010-06-14 00:00:00+00:00,-0.01025236
2010-06-15 00:00:00+00:00,-0.00457759
2010-06-16 00:00:00+00:00,0.00508267
2010-06-17 00:00:00+00:00,0.01300264
2010-06-18 00:00:00+00:00,-0.00404126
2010-06-21 00:00:00+00:00,-0.00310224
2010-06-22 00:00:00+00:00,0.01053387
2010-06-23 00:00:00+00:00,0.00639621
2010-06-24 00:00:00+00:00,-0.00423729
2010-06-25 00:00:00+00:00,0.00307366
2010-06-28 00:00:00+00:00,0.00895592
2010-06-29 00:00:00+00:00,0.00910964
2010-06-30 00:00:00+00:00,0.00601852
2010-07-01 00:00:00+00:00,0.00759356
2010-07-02 00:00:00+00:00,-0.01119013
2010-07-06 00:00:00+00:00,0.00808351
2010-07-07 00:00:00+00:00,-0.00939326
2010-07-08 00:00:00+00:00,-0.00740056
2010-07-09 00:00:00+00:00,-0.00629040
2010-07-12 00:00:00+00:00,0.00023409
2010-07-13 00:00:00+00:00,-0.00937647
2010-07-14 00:00:00+00:00,0.01112201
2010-07-15 00:00:00+00:00,0.01029721
2010-07-16 00:00:00+00:00,0.00416956
2010-07-19 00:00:00+00:00,-0.00553633
2010-07-20 00:00:00+00:00,0.00417536
2010-07-21 00:00:00+00:00,0.00970201
2010-07-22 00:00:00+00:00,-0.00869366
2010-07-23 00:00:00+00:00,-0.01038578
2010-07-26 00:00:00+00:00,-0.00069925
2010-07-27 00:00:00+00:00,-0.01003538
2010-07-28 00:00:00+00:00,0.00306497
2010-07-29 00:00:00+00:00,-0.00023539
2010-07-30 00:00:00+00:00,0.01739539
2010-08-02 00:00:00+00:00,-0.01386322
2010-08-03 00:00:00+00:00,0.00351490
2010-08-04 00:00:00+00:00,-0.00350259
2010-08-05 00:00:00+00:00,0.00093721
2010-08-06 00:00:00+00:00,0.01029963
2010-08-09 00:00:00+00:00,-0.00115811
2010-08-10 00:00:00+00:00,-0.00347984
2010-08-11 00:00:00+00:00,0.01815642
2010-08-12 00:00:00+00:00,-0.00045725
2010-08-13 00:00:00+00:00,0.00937823
2010-08-16 00:00:00+00:00,0.02583276
2010-08-17 00:00:00+00:00,-0.00706870
2010-08-18 00:00:00+00:00,0.00578420
2010-08-19 00:00:00+00:00,0.01260747
2010-08-20 00:00:00+00:00,0.00043687
2010-08-23 00:00:00+00:00,-0.00087336
2010-08-24 00:00:00+00:00,0.01617133
2010-08-25 00:00:00+00:00,-0.00236525
2010-08-26 00:00:00+00:00,0.00689804
2010-08-27 00:00:00+00:00,-0.02676280
2010-08-30 00:00:00+00:00,0.01583810
2010-08-31 00:00:00+00:00,0.01169337
2010-09-01 00:00:00+00:00,-0.02097603
2010-09-02 00:00:00+00:00,-0.01049410
2010-09-03 00:00:00+00:00,-0.00684896
2010-09-06 00:00:00+00:00,-0.00823172
2010-09-07 00:00:00+00:00,0.00157057
2010-09-08 00:00:00+00:00,0.01522956
2010-09-09 00:00:00+00:00,-0.02911978
2010-09-10 00:00:00+00:00,0.00181777
2010-09-12 00:00:00+00:00,-0.00975314
2010-09-13 00:00:00+00:00,-0.00022868
2010-09-14 00:00:00+00:00,0.00939253
2010-09-15 00:00:00+00:00,0.00272356
2010-09-16 00:00:00+00:00,-0.00814848
2010-09-17 00:00:00+00:00,-0.00844327
2010-09-20 00:00:00+00:00,0.00690449
2010-09-21 00:00:00+00:00,0.00479963
2010-09-22 00:00:00+00:00,0.01478653
2010-09-23 00:00:00+00:00,0.00156880
2010-09-24 00:00:00+00:00,0.00537153
2010-09-27 00:00:00+00:00,-0.01068566
2010-09-28 00:00:00+00:00,0.01192655
2010-09-29 00:00:00+00:00,0.00822735
2010-09-30 00:00:00+00:00,0.00132333
2010-10-01 00:00:00+00:00,-0.00330361
2010-10-04 00:00:00+00:00,-0.00110533
2010-10-05 00:00:00+00:00,0.00022159
2010-10-06 00:00:00+00:00,-0.00707808
2010-10-07 00:00:00+00:00,0.01002414
2010-10-08 00:00:00+00:00,-0.00551354
2010-10-11 00:00:00+00:00,-0.00554482
2010-10-12 00:00:00+00:00,-0.01181945
2010-10-13 00:00:00+00:00,-0.00270819
2010-10-14 00:00:00+00:00,0.00452591
2010-10-15 00:00:00+00:00,-0.01351655
2010-10-17 00:00:00+00:00,-0.01164686
2010-10-18 00:00:00+00:00,0.00277264
2010-10-19 00:00:00+00:00,0.00230415
2010-10-20 00:00:00+00:00,0.00643678
2010-10-21 00:00:00+00:00,0.00411147
2010-10-22 00:00:00+00:00,-0.01091902
2010-10-24 00:00:00+00:00,0.00367985
2010-10-25 00:00:00+00:00,0.00091659
2010-10-26 00:00:00+00:00,0.00228938
2010-10-27 00:00:00+00:00,-0.01644587
2010-10-28 00:00:00+00:00,-0.00510915
2010-10-29 00:00:00+00:00,0.00046685
2010-11-01 00:00:00+00:00,0.00606626
2010-11-02 00:00:00+00:00,0.00115993
2010-11-03 00:00:00+00:00,0.01227667
2010-11-04 00:00:00+00:00,-0.01945043
2010-11-05 00:00:00+00:00,0.00093349
2010-11-08 00:00:00+00:00,-0.00769447
2010-11-09 00:00:00+00:00,0.00281955
2010-11-10 00:00:00+00:00,-0.02155576
2010-11-11 00:00:00+00:00,-0.00095785
2010-11-12 00:00:00+00:00,0.00647210
2010-11-15 00:00:00+00:00,-0.01809954
2010-11-16 00:00:00+00:00,-0.01309725
2010-11-17 00:00:00+00:00,0.02138077
2010-11-18 00:00:00+00:00,-0.00384986
2010-11-19 00:00:00+00:00,0.00821256
2010-11-22 00:00:00+00:00,-0.00359329
2010-11-23 00:00:00+00:00,0.01081952
2010-11-24 00:00:00+00:00,-0.00047574
2010-11-25 00:00:00+00:00,-0.01190070
2010-11-26 00:00:00+00:00,0.00578035
2010-11-29 00:00:00+00:00,0.01508659
