Date,SARONA
2022-07-22 00:00:00+00:00,
2022-07-25 00:00:00+00:00,-0.00032102
2022-07-26 00:00:00+00:00,0.00068468
2022-07-27 00:00:00+00:00,-0.00031993
2022-07-28 00:00:00+00:00,-0.00021749
2022-07-29 00:00:00+00:00,-0.00072022
2022-08-01 00:00:00+00:00,-0.00006653
2022-08-02 00:00:00+00:00,-0.00072481
2022-08-03 00:00:00+00:00,-0.00027080
2022-08-04 00:00:00+00:00,0.00078856
2022-08-05 00:00:00+00:00,-0.00062443
2022-08-08 00:00:00+00:00,0.00028243
2022-08-09 00:00:00+00:00,-0.00007339
2022-08-10 00:00:00+00:00,0.00053215
2022-08-11 00:00:00+00:00,-0.00052457
2022-08-12 00:00:00+00:00,0.00018042
2022-08-15 00:00:00+00:00,0.00038117
2022-08-16 00:00:00+00:00,0.00007689
2022-08-17 00:00:00+00:00,-0.00077847
2022-08-18 00:00:00+00:00,0.00022779
2022-08-19 00:00:00+00:00,-0.00032664
2022-08-22 00:00:00+00:00,-0.00335035
2022-08-23 00:00:00+00:00,-0.00022850
2022-08-24 00:00:00+00:00,-0.00073450
2022-08-25 00:00:00+00:00,0.00037707
2022-08-26 00:00:00+00:00,-0.00154506
2022-08-29 00:00:00+00:00,-0.00281210
2022-08-30 00:00:00+00:00,-0.00099379
2022-08-31 00:00:00+00:00,-0.00033508
2022-09-01 00:00:00+00:00,-0.00058900
2022-09-02 00:00:00+00:00,-0.00043595
2022-09-05 00:00:00+00:00,-0.00124731
2022-09-06 00:00:00+00:00,-0.00013253
2022-09-07 00:00:00+00:00,0.00011838
2022-09-08 00:00:00+00:00,-0.00241833
2022-09-09 00:00:00+00:00,-0.00165913
2022-09-12 00:00:00+00:00,-0.00135627
2022-09-13 00:00:00+00:00,-0.00263374
2022-09-14 00:00:00+00:00,-0.00166804
2022-09-15 00:00:00+00:00,-0.00070037
2022-09-16 00:00:00+00:00,-0.00003723
2022-09-19 00:00:00+00:00,0.00016783
2022-09-20 00:00:00+00:00,-0.00223480
2022-09-21 00:00:00+00:00,-0.00065321
2022-09-22 00:00:00+00:00,0.00384195
2022-09-23 00:00:00+00:00,0.00113455
2022-09-26 00:00:00+00:00,-0.00004017
2022-09-27 00:00:00+00:00,0.00046787
2022-09-28 00:00:00+00:00,0.00377785
2022-09-29 00:00:00+00:00,-0.00100717
2022-09-30 00:00:00+00:00,0.00082379
2022-10-03 00:00:00+00:00,0.00336526
2022-10-04 00:00:00+00:00,0.00127503
2022-10-05 00:00:00+00:00,-0.00207116
2022-10-06 00:00:00+00:00,-0.00171812
2022-10-07 00:00:00+00:00,-0.00126249
2022-10-10 00:00:00+00:00,0.00000760
2022-10-11 00:00:00+00:00,0.00188716
2022-10-12 00:00:00+00:00,0.00066099
2022-10-13 00:00:00+00:00,0.00065858
2022-10-14 00:00:00+00:00,0.00055603
2022-10-17 00:00:00+00:00,0.00045273
2022-10-18 00:00:00+00:00,0.00029615
2022-10-19 00:00:00+00:00,-0.00117583
2022-10-20 00:00:00+00:00,-0.00021283
2022-10-21 00:00:00+00:00,0.00044684
2022-10-24 00:00:00+00:00,0.00125732
2022-10-25 00:00:00+00:00,0.00049495
2022-10-26 00:00:00+00:00,-0.00011225
2022-10-27 00:00:00+00:00,0.00176161
2022-10-28 00:00:00+00:00,-0.00142916
2022-10-31 00:00:00+00:00,-0.00087339
2022-11-01 00:00:00+00:00,-0.00011564
2022-11-02 00:00:00+00:00,-0.00021627
2022-11-03 00:00:00+00:00,0.00084780
2022-11-04 00:00:00+00:00,0.00008794
2022-11-07 00:00:00+00:00,0.00008870
2022-11-08 00:00:00+00:00,0.00084521
2022-11-09 00:00:00+00:00,0.00013607
2022-11-10 00:00:00+00:00,0.00069291
2022-11-11 00:00:00+00:00,-0.00259543
2022-11-14 00:00:00+00:00,0.00018752
2022-11-15 00:00:00+00:00,-0.00032052
2022-11-16 00:00:00+00:00,0.00018608
2022-11-17 00:00:00+00:00,0.00003406
2022-11-18 00:00:00+00:00,0.00018552
2022-11-21 00:00:00+00:00,0.00013578
2022-11-22 00:00:00+00:00,-0.00006938
2022-11-23 00:00:00+00:00,0.00003178
2022-11-24 00:00:00+00:00,-0.00037317
2022-11-25 00:00:00+00:00,-0.00143602
2022-11-28 00:00:00+00:00,0.00002946
2022-11-29 00:00:00+00:00,0.00058716
2022-11-30 00:00:00+00:00,-0.00017211
2022-12-01 00:00:00+00:00,0.00038649
2022-12-02 00:00:00+00:00,-0.00077831
2022-12-05 00:00:00+00:00,-0.00052513
2022-12-06 00:00:00+00:00,0.00033451
2022-12-07 00:00:00+00:00,0.00013352
2022-12-08 00:00:00+00:00,-0.00022014
2022-12-09 00:00:00+00:00,-0.00047403
2022-12-12 00:00:00+00:00,-0.00113241
2022-12-13 00:00:00+00:00,0.00089223
2022-12-14 00:00:00+00:00,0.00114533
2022-12-15 00:00:00+00:00,-0.00381534
2022-12-16 00:00:00+00:00,-0.00219847
2022-12-19 00:00:00+00:00,-0.00052535
2022-12-20 00:00:00+00:00,-0.00200009
2022-12-21 00:00:00+00:00,-0.00083216
2022-12-22 00:00:00+00:00,-0.00093425
2022-12-23 00:00:00+00:00,-0.00093471
2022-12-27 00:00:00+00:00,-0.00149433
2022-12-28 00:00:00+00:00,-0.00053157
2022-12-29 00:00:00+00:00,0.00109969
2022-12-30 00:00:00+00:00,-0.00058084
2023-01-03 00:00:00+00:00,0.00130416
2023-01-04 00:00:00+00:00,0.00140087
2023-01-05 00:00:00+00:00,-0.00134890
2023-01-06 00:00:00+00:00,0.00119407
2023-01-09 00:00:00+00:00,-0.00038263
2023-01-10 00:00:00+00:00,-0.00074057
2023-01-11 00:00:00+00:00,0.00068359
2023-01-12 00:00:00+00:00,0.00139681
2023-01-13 00:00:00+00:00,-0.00043334
2023-01-16 00:00:00+00:00,-0.00033178
2023-01-17 00:00:00+00:00,0.00124331
2023-01-18 00:00:00+00:00,0.00002286
2023-01-19 00:00:00+00:00,-0.00114509
2023-01-20 00:00:00+00:00,-0.00073923
2023-01-23 00:00:00+00:00,-0.00028237
2023-01-24 00:00:00+00:00,0.00047909
2023-01-25 00:00:00+00:00,-0.00028250
2023-01-26 00:00:00+00:00,0.00012406
2023-01-27 00:00:00+00:00,-0.00043492
2023-01-30 00:00:00+00:00,-0.00160300
2023-01-31 00:00:00+00:00,0.00022528
2023-02-01 00:00:00+00:00,-0.00053625
2023-02-02 00:00:00+00:00,0.00175209
2023-02-03 00:00:00+00:00,-0.00129789
2023-02-06 00:00:00+00:00,-0.00119710
2023-02-07 00:00:00+00:00,-0.00043602
2023-02-08 00:00:00+00:00,-0.00043640
2023-02-09 00:00:00+00:00,0.00022420
2023-02-10 00:00:00+00:00,-0.00130278
2023-02-13 00:00:00+00:00,-0.00074378
2023-02-14 00:00:00+00:00,-0.00043869
2023-02-15 00:00:00+00:00,0.00007088
2023-02-16 00:00:00+00:00,0.00007009
2023-02-17 00:00:00+00:00,-0.00049039
2023-02-20 00:00:00+00:00,-0.00043955
2023-02-21 00:00:00+00:00,-0.00049059
2023-02-22 00:00:00+00:00,0.00037514
2023-02-23 00:00:00+00:00,-0.00018541
2023-02-24 00:00:00+00:00,-0.00115305
2023-02-27 00:00:00+00:00,-0.00018467
2023-02-28 00:00:00+00:00,-0.00079764
2023-03-01 00:00:00+00:00,-0.00130838
2023-03-02 00:00:00+00:00,-0.00064583
2023-03-03 00:00:00+00:00,-0.00069721
2023-03-06 00:00:00+00:00,-0.00299521
2023-03-07 00:00:00+00:00,-0.00131711
2023-03-08 00:00:00+00:00,-0.00193354
2023-03-09 00:00:00+00:00,-0.00019071
2023-03-10 00:00:00+00:00,0.00206792
2023-03-13 00:00:00+00:00,0.01062654
2023-03-14 00:00:00+00:00,-0.00242863
2023-03-15 00:00:00+00:00,0.00731931
2023-03-16 00:00:00+00:00,-0.00308013
2023-03-17 00:00:00+00:00,0.00018133
2023-03-20 00:00:00+00:00,0.00022769
2023-03-21 00:00:00+00:00,-0.00328644
2023-03-22 00:00:00+00:00,-0.00364779
2023-03-23 00:00:00+00:00,0.00068683
2023-03-24 00:00:00+00:00,0.00196142
2023-03-27 00:00:00+00:00,-0.00186518
2023-03-28 00:00:00+00:00,-0.00125505
2023-03-29 00:00:00+00:00,-0.00094958
2023-03-30 00:00:00+00:00,-0.00202366
2023-03-31 00:00:00+00:00,-0.00038925
2023-04-03 00:00:00+00:00,0.00170888
2023-04-04 00:00:00+00:00,0.00078360
2023-04-05 00:00:00+00:00,0.00155014
2023-04-06 00:00:00+00:00,0.00052729
2023-04-11 00:00:00+00:00,-0.00202707
2023-04-12 00:00:00+00:00,-0.00095628
2023-04-13 00:00:00+00:00,0.00037081
