Date,CNH-onshore
2017-07-06 00:00:00+00:00,0.00051553
2017-07-07 00:00:00+00:00,0.00078722
2017-07-10 00:00:00+00:00,-0.00070826
2017-07-11 00:00:00+00:00,0.00044645
2017-07-12 00:00:00+00:00,-0.00002924
2017-07-13 00:00:00+00:00,0.00269056
2017-07-14 00:00:00+00:00,-0.00002879
2017-07-17 00:00:00+00:00,0.00540238
2017-07-18 00:00:00+00:00,0.00349109
2017-07-19 00:00:00+00:00,-0.00070702
2017-07-20 00:00:00+00:00,-0.00341381
2017-07-21 00:00:00+00:00,0.00267675
2017-07-24 00:00:00+00:00,0.00287573
2017-07-25 00:00:00+00:00,0.00057519
2017-07-26 00:00:00+00:00,-0.00097700
2017-07-27 00:00:00+00:00,0.00699623
2017-07-28 00:00:00+00:00,-0.00171357
2017-07-31 00:00:00+00:00,0.00266526
2017-08-01 00:00:00+00:00,0.00266158
2017-08-02 00:00:00+00:00,-0.00137410
2017-08-03 00:00:00+00:00,-0.00070271
2017-08-04 00:00:00+00:00,0.00198750
2017-08-07 00:00:00+00:00,-0.00002943
2017-08-08 00:00:00+00:00,0.00534698
2017-08-09 00:00:00+00:00,0.00452835
2017-08-10 00:00:00+00:00,0.00532281
2017-08-11 00:00:00+00:00,0.00063827
2017-08-14 00:00:00+00:00,-0.00389326
2017-08-15 00:00:00+00:00,-0.00129963
2017-08-16 00:00:00+00:00,-0.00297276
2017-08-17 00:00:00+00:00,0.00533397
2017-08-18 00:00:00+00:00,-0.00002824
2017-08-21 00:00:00+00:00,0.00197782
2017-08-22 00:00:00+00:00,0.00397972
2017-08-23 00:00:00+00:00,-0.00002788
2017-08-24 00:00:00+00:00,-0.00002844
2017-08-25 00:00:00+00:00,-0.00002836
2017-08-28 00:00:00+00:00,0.00997133
2017-08-29 00:00:00+00:00,0.00859181
2017-08-30 00:00:00+00:00,0.00261349
2017-08-31 00:00:00+00:00,-0.00266648
2017-09-01 00:00:00+00:00,0.00855837
2017-09-04 00:00:00+00:00,0.01371280
2017-09-05 00:00:00+00:00,-0.00786611
2017-09-06 00:00:00+00:00,0.00521625
2017-09-07 00:00:00+00:00,0.00899635
2017-09-08 00:00:00+00:00,0.01038887
2017-09-11 00:00:00+00:00,-0.01583431
2017-09-12 00:00:00+00:00,-0.00498829
2017-09-13 00:00:00+00:00,0.00259412
2017-09-14 00:00:00+00:00,-0.00710253
2017-09-15 00:00:00+00:00,0.00259907
2017-09-18 00:00:00+00:00,-0.00527760
2017-09-19 00:00:00+00:00,-0.00568659
2017-09-20 00:00:00+00:00,0.00419415
2017-09-21 00:00:00+00:00,-0.00628291
2017-09-22 00:00:00+00:00,0.00366893
2017-09-25 00:00:00+00:00,-0.00727967
2017-09-26 00:00:00+00:00,-0.00333886
2017-09-27 00:00:00+00:00,-0.00599387
2017-09-28 00:00:00+00:00,-0.00800285
2017-09-29 00:00:00+00:00,0.00664168
2017-10-02 00:00:00+00:00,-0.00421790
2017-10-03 00:00:00+00:00,-0.00256172
2017-10-04 00:00:00+00:00,0.00604132
2017-10-05 00:00:00+00:00,0.00389073
2017-10-06 00:00:00+00:00,-0.00494347
2017-10-09 00:00:00+00:00,0.00729085
2017-10-10 00:00:00+00:00,0.01257266
2017-10-11 00:00:00+00:00,0.00089324
2017-10-12 00:00:00+00:00,-0.00226898
2017-10-13 00:00:00+00:00,0.00129004
2017-10-16 00:00:00+00:00,-0.00003016
2017-10-17 00:00:00+00:00,-0.00847274
2017-10-18 00:00:00+00:00,-0.00221592
2017-10-19 00:00:00+00:00,-0.00135669
2017-10-20 00:00:00+00:00,0.00196000
2017-10-23 00:00:00+00:00,-0.00533210
2017-10-24 00:00:00+00:00,0.00262646
2017-10-25 00:00:00+00:00,-0.00593671
2017-10-26 00:00:00+00:00,0.00522705
2017-10-27 00:00:00+00:00,-0.00467870
2017-10-30 00:00:00+00:00,0.00196530
2017-10-31 00:00:00+00:00,0.00462151
2017-11-01 00:00:00+00:00,0.00460942
2017-11-02 00:00:00+00:00,0.00129114
2017-11-03 00:00:00+00:00,-0.00466240
2017-11-06 00:00:00+00:00,-0.00135843
2017-11-07 00:00:00+00:00,-0.00003391
2017-11-08 00:00:00+00:00,-0.00069716
2017-11-09 00:00:00+00:00,-0.00069745
2017-11-10 00:00:00+00:00,-0.00069774
2017-11-13 00:00:00+00:00,-0.00454311
2017-11-14 00:00:00+00:00,-0.00010192
2017-11-15 00:00:00+00:00,0.00529482
2017-11-16 00:00:00+00:00,-0.00003510
2017-11-17 00:00:00+00:00,-0.00202866
2017-11-20 00:00:00+00:00,0.00235983
2017-11-21 00:00:00+00:00,-0.00143181
2017-11-22 00:00:00+00:00,0.00641265
2017-11-23 00:00:00+00:00,0.01056638
2017-11-24 00:00:00+00:00,-0.00464944
2017-11-27 00:00:00+00:00,0.00194772
2017-11-28 00:00:00+00:00,-0.00135614
2017-11-29 00:00:00+00:00,-0.00003588
2017-11-30 00:00:00+00:00,-0.00399800
2017-12-01 00:00:00+00:00,0.00261184
2017-12-04 00:00:00+00:00,-0.00268018
2017-12-05 00:00:00+00:00,-0.00003660
2017-12-06 00:00:00+00:00,0.00003023
2017-12-07 00:00:00+00:00,0.00122139
2017-12-08 00:00:00+00:00,-0.00135840
2017-12-11 00:00:00+00:00,0.00155223
2017-12-12 00:00:00+00:00,-0.00281424
2017-12-13 00:00:00+00:00,-0.00142855
2017-12-14 00:00:00+00:00,0.00474110
2017-12-15 00:00:00+00:00,-0.00023521
2017-12-18 00:00:00+00:00,-0.00136114
2017-12-19 00:00:00+00:00,0.00314024
2017-12-20 00:00:00+00:00,0.00769651
2017-12-21 00:00:00+00:00,0.00127943
2017-12-22 00:00:00+00:00,0.00193718
2017-12-26 00:00:00+00:00,0.00423748
2017-12-27 00:00:00+00:00,-0.00056551
