Date,RUBBER
2022-03-23 00:00:00+00:00,-0.00873617
2022-03-24 00:00:00+00:00,0.00175439
2022-03-25 00:00:00+00:00,0.01051632
2022-03-28 00:00:00+00:00,-0.00000000
2022-03-29 00:00:00+00:00,0.00174520
2022-03-30 00:00:00+00:00,0.02209302
2022-03-31 00:00:00+00:00,0.00747126
2022-04-01 00:00:00+00:00,0.00343446
2022-04-04 00:00:00+00:00,0.02053622
2022-04-05 00:00:00+00:00,0.00000000
2022-04-06 00:00:00+00:00,-0.00902425
2022-04-07 00:00:00+00:00,-0.03403290
2022-04-08 00:00:00+00:00,0.00634737
2022-04-11 00:00:00+00:00,-0.00747986
2022-04-12 00:00:00+00:00,-0.00173210
2022-04-13 00:00:00+00:00,-0.02196532
2022-04-14 00:00:00+00:00,0.02104033
2022-04-18 00:00:00+00:00,0.00636206
2022-04-19 00:00:00+00:00,0.00691244
2022-04-20 00:00:00+00:00,-0.03329506
2022-04-21 00:00:00+00:00,-0.01984822
2022-04-22 00:00:00+00:00,-0.04242781
2022-04-25 00:00:00+00:00,-0.06623517
2022-04-26 00:00:00+00:00,0.01806854
2022-04-27 00:00:00+00:00,-0.00617284
2022-04-28 00:00:00+00:00,-0.02784653
2022-04-29 00:00:00+00:00,0.05269762
2022-05-04 00:00:00+00:00,-0.00122249
2022-05-05 00:00:00+00:00,-0.01101591
2022-05-06 00:00:00+00:00,-0.04059041
2022-05-09 00:00:00+00:00,-0.06214689
2022-05-10 00:00:00+00:00,0.05379132
2022-05-11 00:00:00+00:00,0.00504096
2022-05-12 00:00:00+00:00,-0.01821608
2022-05-13 00:00:00+00:00,0.00063371
2022-05-17 00:00:00+00:00,0.04113924
2022-05-18 00:00:00+00:00,-0.00681959
2022-05-19 00:00:00+00:00,0.01556663
2022-05-20 00:00:00+00:00,0.02410383
2022-05-23 00:00:00+00:00,-0.00427873
2022-05-24 00:00:00+00:00,0.00183599
2022-05-25 00:00:00+00:00,0.00305373
2022-05-26 00:00:00+00:00,0.01223242
2022-05-27 00:00:00+00:00,-0.00243309
2022-05-30 00:00:00+00:00,0.01094891
2022-05-31 00:00:00+00:00,0.01755448
2022-06-01 00:00:00+00:00,0.00480192
2022-06-02 00:00:00+00:00,0.00477897
2022-06-03 00:00:00+00:00,0.00715137
2022-06-06 00:00:00+00:00,-0.00000000
2022-06-07 00:00:00+00:00,-0.02908012
2022-06-08 00:00:00+00:00,0.00782661
2022-06-09 00:00:00+00:00,0.01499700
2022-06-10 00:00:00+00:00,-0.00714286
2022-06-13 00:00:00+00:00,-0.05436081
2022-06-14 00:00:00+00:00,-0.01597052
2022-06-15 00:00:00+00:00,0.00061881
2022-06-16 00:00:00+00:00,0.00185759
2022-06-17 00:00:00+00:00,-0.00556242
2022-06-20 00:00:00+00:00,0.00185989
2022-06-21 00:00:00+00:00,-0.01425031
2022-06-22 00:00:00+00:00,-0.03680599
2022-06-23 00:00:00+00:00,0.04132231
2022-06-24 00:00:00+00:00,0.01245330
2022-06-27 00:00:00+00:00,0.00122762
2022-06-28 00:00:00+00:00,0.01484230
2022-06-29 00:00:00+00:00,-0.00675261
2022-06-30 00:00:00+00:00,-0.00738462
2022-07-01 00:00:00+00:00,0.01481481
2022-07-04 00:00:00+00:00,0.00367647
2022-07-05 00:00:00+00:00,-0.02442002
2022-07-06 00:00:00+00:00,-0.02781211
2022-07-07 00:00:00+00:00,-0.00627353
2022-07-08 00:00:00+00:00,0.00440806
2022-07-12 00:00:00+00:00,-0.00501882
2022-07-13 00:00:00+00:00,-0.06348209
2022-07-14 00:00:00+00:00,-0.02535761
2022-07-15 00:00:00+00:00,-0.00855826
2022-07-18 00:00:00+00:00,0.01784534
2022-07-19 00:00:00+00:00,0.01564537
2022-07-20 00:00:00+00:00,-0.00517130
2022-07-21 00:00:00+00:00,-0.02920182
2022-07-22 00:00:00+00:00,-0.00986842
2022-07-25 00:00:00+00:00,0.01850628
2022-07-26 00:00:00+00:00,0.00392443
2022-07-27 00:00:00+00:00,-0.00261952
2022-07-28 00:00:00+00:00,0.00655738
2022-07-29 00:00:00+00:00,0.00653595
2022-08-01 00:00:00+00:00,-0.01365410
2022-08-02 00:00:00+00:00,-0.02156863
2022-08-03 00:00:00+00:00,-0.00935204
2022-08-04 00:00:00+00:00,-0.00469484
2022-08-05 00:00:00+00:00,0.01141706
2022-08-08 00:00:00+00:00,0.02469960
2022-08-10 00:00:00+00:00,-0.03293808
2022-08-11 00:00:00+00:00,0.00937082
2022-08-12 00:00:00+00:00,-0.00599600
2022-08-15 00:00:00+00:00,-0.02404810
2022-08-16 00:00:00+00:00,-0.00947867
2022-08-17 00:00:00+00:00,0.00882553
2022-08-18 00:00:00+00:00,-0.01622718
2022-08-19 00:00:00+00:00,-0.03131382
2022-08-22 00:00:00+00:00,0.00622837
2022-08-23 00:00:00+00:00,-0.00413793
2022-08-24 00:00:00+00:00,-0.01313970
2022-08-25 00:00:00+00:00,-0.02019093
2022-08-26 00:00:00+00:00,0.00140845
2022-08-29 00:00:00+00:00,-0.01125176
2022-08-30 00:00:00+00:00,-0.03966006
2022-08-31 00:00:00+00:00,-0.02962428
2022-09-01 00:00:00+00:00,-0.03223443
2022-09-02 00:00:00+00:00,0.00000000
2022-09-05 00:00:00+00:00,-0.00529902
2022-09-06 00:00:00+00:00,-0.04931715
2022-09-07 00:00:00+00:00,-0.00622568
2022-09-08 00:00:00+00:00,0.01561280
2022-09-09 00:00:00+00:00,0.01161890
2022-09-12 00:00:00+00:00,0.01694915
2022-09-13 00:00:00+00:00,0.04115854
2022-09-14 00:00:00+00:00,-0.02016430
2022-09-15 00:00:00+00:00,0.01734540
2022-09-16 00:00:00+00:00,-0.01492537
2022-09-19 00:00:00+00:00,-0.02483070
2022-09-20 00:00:00+00:00,0.03122620
2022-09-21 00:00:00+00:00,0.00825206
2022-09-22 00:00:00+00:00,-0.00747384
2022-09-23 00:00:00+00:00,-0.00375094
2022-09-26 00:00:00+00:00,-0.01205819
2022-09-27 00:00:00+00:00,0.04466313
2022-09-28 00:00:00+00:00,-0.02891030
2022-09-29 00:00:00+00:00,0.01652893
2022-09-30 00:00:00+00:00,0.01192250
2022-10-03 00:00:00+00:00,-0.00740741
2022-10-04 00:00:00+00:00,0.00373134
2022-10-05 00:00:00+00:00,0.00968703
2022-10-06 00:00:00+00:00,0.03188911
2022-10-07 00:00:00+00:00,0.00072993
2022-10-10 00:00:00+00:00,-0.02917578
2022-10-11 00:00:00+00:00,-0.02810651
2022-10-12 00:00:00+00:00,-0.00900901
2022-10-13 00:00:00+00:00,-0.03393665
2022-10-14 00:00:00+00:00,0.01075269
2022-10-17 00:00:00+00:00,-0.02139037
2022-10-18 00:00:00+00:00,-0.02083333
2022-10-19 00:00:00+00:00,-0.00936768
2022-10-20 00:00:00+00:00,-0.04858934
2022-10-21 00:00:00+00:00,-0.01124498
2022-10-25 00:00:00+00:00,-0.01453958
2022-10-26 00:00:00+00:00,-0.01220504
2022-10-27 00:00:00+00:00,-0.02457002
2022-10-28 00:00:00+00:00,-0.03973510
2022-10-30 00:00:00+00:00,-0.03462838
2022-10-31 00:00:00+00:00,0.00515907
2022-11-01 00:00:00+00:00,-0.00257069
2022-11-02 00:00:00+00:00,0.07639485
2022-11-03 00:00:00+00:00,-0.00824402
2022-11-04 00:00:00+00:00,0.00413565
2022-11-06 00:00:00+00:00,0.08360927
2022-11-07 00:00:00+00:00,0.01826847
2022-11-08 00:00:00+00:00,0.00392157
2022-11-09 00:00:00+00:00,0.00000000
2022-11-10 00:00:00+00:00,-0.02830189
2022-11-11 00:00:00+00:00,0.00558214
2022-11-13 00:00:00+00:00,0.03503185
2022-11-14 00:00:00+00:00,0.05732484
2022-11-15 00:00:00+00:00,-0.00454545
2022-11-16 00:00:00+00:00,-0.02130898
2022-11-17 00:00:00+00:00,0.01076923
2022-11-18 00:00:00+00:00,-0.00919540
2022-11-20 00:00:00+00:00,-0.03079292
2022-11-21 00:00:00+00:00,-0.01250977
2022-11-22 00:00:00+00:00,-0.01180173
2022-11-23 00:00:00+00:00,0.02610759
2022-11-24 00:00:00+00:00,-0.01250000
2022-11-25 00:00:00+00:00,0.00235664
2022-11-27 00:00:00+00:00,0.01805338
2022-11-28 00:00:00+00:00,-0.00778210
2022-11-29 00:00:00+00:00,0.01718750
2022-11-30 00:00:00+00:00,0.05104408
2022-12-01 00:00:00+00:00,0.00594796
2022-12-02 00:00:00+00:00,-0.00528302
2022-12-04 00:00:00+00:00,0.02336096
2022-12-05 00:00:00+00:00,0.02356406
2022-12-06 00:00:00+00:00,0.02356406
2022-12-07 00:00:00+00:00,-0.00579290
2022-12-08 00:00:00+00:00,0.01029412
2022-12-09 00:00:00+00:00,0.02886003
2022-12-11 00:00:00+00:00,0.00071531
2022-12-12 00:00:00+00:00,0.00143062
2022-12-13 00:00:00+00:00,-0.00428878
2022-12-14 00:00:00+00:00,0.00358423
2022-12-15 00:00:00+00:00,-0.02576951
2022-12-16 00:00:00+00:00,-0.00652174
2022-12-19 00:00:00+00:00,-0.03563636
2022-12-20 00:00:00+00:00,0.00074129
2022-12-21 00:00:00+00:00,-0.01480385
2022-12-22 00:00:00+00:00,-0.03290950
2022-12-23 00:00:00+00:00,-0.01140684
2022-12-26 00:00:00+00:00,0.04351145
2022-12-27 00:00:00+00:00,-0.00373413
2022-12-28 00:00:00+00:00,0.00449102
2022-12-29 00:00:00+00:00,-0.01420030
2022-12-30 00:00:00+00:00,0.00000000
2023-01-03 00:00:00+00:00,0.06113208
2023-01-04 00:00:00+00:00,-0.00218182
2023-01-05 00:00:00+00:00,-0.01234568
2023-01-06 00:00:00+00:00,-0.01549815
2023-01-08 00:00:00+00:00,0.00590406
2023-01-09 00:00:00+00:00,0.01100514
2023-01-10 00:00:00+00:00,0.00881057
2023-01-11 00:00:00+00:00,0.00804094
2023-01-12 00:00:00+00:00,0.00726216
2023-01-13 00:00:00+00:00,0.02020202
2023-01-16 00:00:00+00:00,0.03008596
2023-01-17 00:00:00+00:00,0.00000000
2023-01-18 00:00:00+00:00,0.05292872
2023-01-19 00:00:00+00:00,-0.02264928
2023-01-20 00:00:00+00:00,0.02361111
2023-01-24 00:00:00+00:00,0.00617284
2023-01-25 00:00:00+00:00,0.03349282
2023-01-26 00:00:00+00:00,0.00996678
2023-01-27 00:00:00+00:00,-0.01002004
2023-01-30 00:00:00+00:00,-0.00335796
2023-01-31 00:00:00+00:00,-0.02303523
2023-02-01 00:00:00+00:00,-0.05722071
2023-02-02 00:00:00+00:00,0.00280505
2023-02-03 00:00:00+00:00,-0.01050420
2023-02-05 00:00:00+00:00,-0.01479915
2023-02-06 00:00:00+00:00,-0.00923952
2023-02-07 00:00:00+00:00,-0.00071327
2023-02-08 00:00:00+00:00,0.00569395
2023-02-09 00:00:00+00:00,-0.00284698
2023-02-10 00:00:00+00:00,-0.01851852
2023-02-13 00:00:00+00:00,-0.01292175
2023-02-14 00:00:00+00:00,0.02458424
2023-02-15 00:00:00+00:00,-0.00571021
2023-02-16 00:00:00+00:00,0.00932568
2023-02-17 00:00:00+00:00,-0.00712251
2023-02-20 00:00:00+00:00,0.02347084
2023-02-21 00:00:00+00:00,0.01343706
2023-02-22 00:00:00+00:00,0.00772472
2023-02-23 00:00:00+00:00,-0.00000000
2023-02-24 00:00:00+00:00,-0.00209644
2023-02-26 00:00:00+00:00,-0.05108467
2023-02-27 00:00:00+00:00,0.00502513
2023-02-28 00:00:00+00:00,-0.00286533
2023-03-01 00:00:00+00:00,0.02298851
2023-03-02 00:00:00+00:00,0.03306973
2023-03-03 00:00:00+00:00,-0.00767085
2023-03-05 00:00:00+00:00,-0.01471619
2023-03-06 00:00:00+00:00,-0.01129944
2023-03-07 00:00:00+00:00,-0.01704545
2023-03-08 00:00:00+00:00,-0.01792115
2023-03-09 00:00:00+00:00,-0.03200000
2023-03-10 00:00:00+00:00,-0.01176471
2023-03-12 00:00:00+00:00,-0.02641233
2023-03-13 00:00:00+00:00,0.03673163
2023-03-14 00:00:00+00:00,-0.00291758
2023-03-15 00:00:00+00:00,-0.04535479
2023-03-16 00:00:00+00:00,-0.01651652
2023-03-17 00:00:00+00:00,0.00832073
2023-03-19 00:00:00+00:00,0.00608365
2023-03-20 00:00:00+00:00,0.00751880
2023-03-21 00:00:00+00:00,-0.00896861
2023-03-22 00:00:00+00:00,0.00526712
2023-03-23 00:00:00+00:00,0.00000000
2023-03-24 00:00:00+00:00,0.00000000
2023-03-27 00:00:00+00:00,0.02248876
2023-03-28 00:00:00+00:00,0.01037806
2023-03-29 00:00:00+00:00,0.00073746
2023-03-30 00:00:00+00:00,-0.00736920
2023-03-31 00:00:00+00:00,0.01702443
2023-04-03 00:00:00+00:00,-0.00660308
2023-04-04 00:00:00+00:00,-0.01546392
2023-04-05 00:00:00+00:00,-0.00000000
2023-04-06 00:00:00+00:00,-0.02002967
2023-04-10 00:00:00+00:00,-0.00299850
2023-04-11 00:00:00+00:00,0.02102102
2023-04-12 00:00:00+00:00,-0.00371471
2023-04-13 00:00:00+00:00,0.00074405
2023-04-14 00:00:00+00:00,0.00594354
2023-04-17 00:00:00+00:00,0.03629630
2023-04-18 00:00:00+00:00,-0.00726744
2023-04-19 00:00:00+00:00,0.00656455
2023-04-20 00:00:00+00:00,0.01670298
2023-04-21 00:00:00+00:00,-0.02449568
2023-04-24 00:00:00+00:00,-0.03282276
2023-04-25 00:00:00+00:00,0.05419451
2023-04-26 00:00:00+00:00,-0.01300578
2023-04-27 00:00:00+00:00,-0.01965066
2023-04-28 00:00:00+00:00,0.00220426
2023-05-02 00:00:00+00:00,-0.00513950
2023-05-03 00:00:00+00:00,-0.02060338
2023-05-04 00:00:00+00:00,0.02007435
2023-05-05 00:00:00+00:00,-0.00147167
2023-05-08 00:00:00+00:00,0.03463522
2023-05-09 00:00:00+00:00,-0.00361795
2023-05-10 00:00:00+00:00,-0.01159420
2023-05-11 00:00:00+00:00,-0.03350328
2023-05-12 00:00:00+00:00,0.00592154
2023-05-15 00:00:00+00:00,0.00959410
2023-05-16 00:00:00+00:00,-0.00513950
2023-05-17 00:00:00+00:00,-0.00220588
2023-05-18 00:00:00+00:00,-0.00073584
2023-05-19 00:00:00+00:00,0.00147275
2023-05-22 00:00:00+00:00,-0.00073584
2023-05-23 00:00:00+00:00,-0.02501840
2023-05-24 00:00:00+00:00,-0.04107543
2023-05-25 00:00:00+00:00,-0.00762777
2023-05-26 00:00:00+00:00,0.02909648
2023-05-29 00:00:00+00:00,0.00075415
2023-05-30 00:00:00+00:00,-0.00603318
2023-05-31 00:00:00+00:00,-0.02420575
2023-06-01 00:00:00+00:00,0.00306279
2023-06-05 00:00:00+00:00,0.02595420
2023-06-06 00:00:00+00:00,-0.01809955
2023-06-07 00:00:00+00:00,0.02813688
2023-06-08 00:00:00+00:00,-0.00149925
2023-06-09 00:00:00+00:00,-0.00450450
2023-06-12 00:00:00+00:00,-0.02706767
2023-06-13 00:00:00+00:00,0.00076161
2023-06-14 00:00:00+00:00,0.01675552
2023-06-15 00:00:00+00:00,0.00603774
2023-06-16 00:00:00+00:00,0.01279157
2023-06-19 00:00:00+00:00,-0.01196709
2023-06-20 00:00:00+00:00,-0.01128668
2023-06-21 00:00:00+00:00,-0.00454201
2023-06-22 00:00:00+00:00,-0.00380228
2023-06-23 00:00:00+00:00,-0.00685976
2023-06-26 00:00:00+00:00,-0.01757066
2023-06-27 00:00:00+00:00,0.00231481
2023-06-28 00:00:00+00:00,-0.02003082
2023-06-30 00:00:00+00:00,0.02258567
2023-07-03 00:00:00+00:00,0.00924499
2023-07-04 00:00:00+00:00,-0.00230061
2023-07-05 00:00:00+00:00,0.00921659
2023-07-06 00:00:00+00:00,0.00688073
2023-07-07 00:00:00+00:00,-0.01142422
2023-07-10 00:00:00+00:00,-0.00689655
2023-07-11 00:00:00+00:00,0.00999231
2023-07-12 00:00:00+00:00,-0.00306279
2023-07-13 00:00:00+00:00,-0.00229885
2023-07-14 00:00:00+00:00,0.00383730
2023-07-17 00:00:00+00:00,-0.04364472
2023-07-18 00:00:00+00:00,0.00156495
2023-07-19 00:00:00+00:00,-0.00860047
2023-07-20 00:00:00+00:00,0.00549882
2023-07-21 00:00:00+00:00,-0.01410658
2023-07-24 00:00:00+00:00,0.00630915
2023-07-25 00:00:00+00:00,0.03773585
2023-07-26 00:00:00+00:00,0.01003861
2023-07-27 00:00:00+00:00,-0.00153492
2023-07-28 00:00:00+00:00,0.00538048
2023-07-31 00:00:00+00:00,0.00076628
2023-08-01 00:00:00+00:00,-0.00996169
2023-08-02 00:00:00+00:00,-0.00384911
2023-08-03 00:00:00+00:00,-0.02469136
2023-08-04 00:00:00+00:00,-0.00312500
2023-08-07 00:00:00+00:00,-0.00547731
2023-08-08 00:00:00+00:00,0.01019608
2023-08-10 00:00:00+00:00,0.01170960
2023-08-11 00:00:00+00:00,0.00775795
2023-08-14 00:00:00+00:00,-0.02936631
2023-08-15 00:00:00+00:00,-0.00784314
2023-08-16 00:00:00+00:00,-0.00629921
2023-08-17 00:00:00+00:00,0.00000000
2023-08-18 00:00:00+00:00,0.00316206
2023-08-21 00:00:00+00:00,0.02131018
2023-08-22 00:00:00+00:00,0.00781250
2023-08-23 00:00:00+00:00,0.01866252
2023-08-24 00:00:00+00:00,0.00924499
2023-08-25 00:00:00+00:00,0.01303681
2023-08-28 00:00:00+00:00,0.00152323
2023-08-29 00:00:00+00:00,0.00076104
2023-08-30 00:00:00+00:00,0.03875380
2023-08-31 00:00:00+00:00,-0.00819062
2023-09-04 00:00:00+00:00,0.06791045
2023-09-05 00:00:00+00:00,0.02527076
2023-09-06 00:00:00+00:00,0.02209551
2023-09-07 00:00:00+00:00,0.03737659
2023-09-08 00:00:00+00:00,-0.02629758
2023-09-11 00:00:00+00:00,0.02456140
2023-09-12 00:00:00+00:00,-0.01040222
2023-09-13 00:00:00+00:00,-0.02093510
2023-09-14 00:00:00+00:00,0.03957597
2023-09-15 00:00:00+00:00,0.00968858
2023-09-18 00:00:00+00:00,-0.03034483
2023-09-19 00:00:00+00:00,0.00210084
2023-09-20 00:00:00+00:00,0.00069930
2023-09-21 00:00:00+00:00,-0.02513966
2023-09-22 00:00:00+00:00,0.03182461
2023-09-25 00:00:00+00:00,-0.01810585
2023-09-26 00:00:00+00:00,-0.03023910
2023-09-27 00:00:00+00:00,-0.00356888
2023-09-28 00:00:00+00:00,0.01431639
2023-09-29 00:00:00+00:00,0.01208244
2023-10-02 00:00:00+00:00,0.00424028
2023-10-03 00:00:00+00:00,-0.00986610
2023-10-04 00:00:00+00:00,-0.00212615
2023-10-05 00:00:00+00:00,-0.01916253
2023-10-06 00:00:00+00:00,0.00357910
2023-10-09 00:00:00+00:00,0.00357654
2023-10-10 00:00:00+00:00,0.01641685
2023-10-11 00:00:00+00:00,0.05095541
2023-10-12 00:00:00+00:00,0.04696133
2023-10-13 00:00:00+00:00,0.03310811
2023-10-16 00:00:00+00:00,-0.00863787
2023-10-17 00:00:00+00:00,0.01601067
2023-10-18 00:00:00+00:00,-0.01058201
2023-10-19 00:00:00+00:00,-0.02992021
2023-10-20 00:00:00+00:00,-0.02633356
2023-10-23 00:00:00+00:00,0.01095140
2023-10-24 00:00:00+00:00,0.01157250
2023-10-25 00:00:00+00:00,0.02300406
2023-10-26 00:00:00+00:00,-0.02742475
2023-10-27 00:00:00+00:00,-0.02644068
2023-10-29 00:00:00+00:00,-0.02747253
2023-10-30 00:00:00+00:00,0.00278552
2023-10-31 00:00:00+00:00,0.00069541
2023-11-01 00:00:00+00:00,0.00416956
2023-11-02 00:00:00+00:00,0.02352941
2023-11-03 00:00:00+00:00,0.00547570
2023-11-05 00:00:00+00:00,-0.00956284
2023-11-06 00:00:00+00:00,0.02470830
2023-11-07 00:00:00+00:00,-0.03726287
2023-11-08 00:00:00+00:00,0.03798343
2023-11-09 00:00:00+00:00,0.00814111
2023-11-10 00:00:00+00:00,-0.00878378
2023-11-13 00:00:00+00:00,0.02036660
2023-11-14 00:00:00+00:00,0.00336022
2023-11-15 00:00:00+00:00,0.04691689
2023-11-16 00:00:00+00:00,-0.01706037
2023-11-17 00:00:00+00:00,-0.00529101
2023-11-19 00:00:00+00:00,0.02057067
2023-11-20 00:00:00+00:00,-0.00131320
2023-11-21 00:00:00+00:00,-0.01444517
2023-11-22 00:00:00+00:00,-0.02711640
2023-11-23 00:00:00+00:00,0.01611820
2023-11-24 00:00:00+00:00,-0.00665779
2023-11-26 00:00:00+00:00,0.01401869
2023-11-27 00:00:00+00:00,-0.00728960
2023-11-28 00:00:00+00:00,0.00332889
2023-11-29 00:00:00+00:00,-0.00930851
2023-11-30 00:00:00+00:00,0.00938338
2023-12-01 00:00:00+00:00,-0.03202135
2023-12-03 00:00:00+00:00,-0.03769705
2023-12-04 00:00:00+00:00,0.00761773
2023-12-05 00:00:00+00:00,-0.05987612
2023-12-06 00:00:00+00:00,0.01630050
2023-12-07 00:00:00+00:00,0.02744546
2023-12-08 00:00:00+00:00,0.00972222
2023-12-10 00:00:00+00:00,-0.00138889
2023-12-11 00:00:00+00:00,-0.01450276
2023-12-12 00:00:00+00:00,-0.00278358
2023-12-13 00:00:00+00:00,0.00557491
2023-12-14 00:00:00+00:00,0.00139276
2023-12-15 00:00:00+00:00,0.01250000
2023-12-17 00:00:00+00:00,-0.01033770
2023-12-18 00:00:00+00:00,0.01939058
2023-12-19 00:00:00+00:00,-0.01853123
2023-12-20 00:00:00+00:00,0.02357836
2023-12-21 00:00:00+00:00,0.00823045
2023-12-22 00:00:00+00:00,0.00204778
2023-12-25 00:00:00+00:00,0.04158146
2023-12-26 00:00:00+00:00,-0.00467290
2023-12-27 00:00:00+00:00,0.01336898
2023-12-28 00:00:00+00:00,0.07176080
2023-12-29 00:00:00+00:00,-0.01728553
2024-01-01 00:00:00+00:00,0.02908856
2024-01-02 00:00:00+00:00,-0.02356688
2024-01-03 00:00:00+00:00,-0.01868557
2024-01-04 00:00:00+00:00,-0.01755527
2024-01-05 00:00:00+00:00,0.00262640
2024-01-07 00:00:00+00:00,-0.04193971
2024-01-08 00:00:00+00:00,0.00401606
2024-01-09 00:00:00+00:00,-0.01468625
2024-01-10 00:00:00+00:00,0.02824479
2024-01-11 00:00:00+00:00,0.01924353
2024-01-12 00:00:00+00:00,0.00525624
2024-01-14 00:00:00+00:00,0.02804958
2024-01-15 00:00:00+00:00,0.00129199
2024-01-16 00:00:00+00:00,-0.01227390
2024-01-17 00:00:00+00:00,0.00454841
2024-01-18 00:00:00+00:00,-0.00713359
2024-01-19 00:00:00+00:00,0.00910865
2024-01-21 00:00:00+00:00,0.00585556
2024-01-22 00:00:00+00:00,-0.04780362
