Date,NIKKEI
2012-06-07 00:00:00+00:00,0.01992322
2012-06-08 00:00:00+00:00,-0.01940236
2012-06-11 00:00:00+00:00,-0.00093531
2012-06-12 00:00:00+00:00,-0.01569123
2012-06-13 00:00:00+00:00,0.01170298
2012-06-14 00:00:00+00:00,-0.00233509
2012-06-15 00:00:00+00:00,-0.00408575
2012-06-18 00:00:00+00:00,0.04027357
2012-06-19 00:00:00+00:00,-0.01775122
2012-06-20 00:00:00+00:00,0.01963553
2012-06-21 00:00:00+00:00,0.01828998
2012-06-22 00:00:00+00:00,-0.00510819
2012-06-25 00:00:00+00:00,-0.01648380
2012-06-26 00:00:00+00:00,-0.00859760
2012-06-27 00:00:00+00:00,0.01150119
2012-06-28 00:00:00+00:00,0.03145823
2012-06-29 00:00:00+00:00,0.02927299
2012-07-02 00:00:00+00:00,0.00332484
2012-07-03 00:00:00+00:00,0.01162818
2012-07-04 00:00:00+00:00,0.00384846
2012-07-05 00:00:00+00:00,-0.00000593
2012-07-06 00:00:00+00:00,-0.01484543
2012-07-09 00:00:00+00:00,-0.02992317
2012-07-10 00:00:00+00:00,-0.00619651
2012-07-11 00:00:00+00:00,-0.00113453
2012-07-12 00:00:00+00:00,-0.03388198
2012-07-13 00:00:00+00:00,-0.00000651
2012-07-17 00:00:00+00:00,0.01148483
2012-07-18 00:00:00+00:00,-0.00286196
2012-07-19 00:00:00+00:00,0.01200745
2012-07-20 00:00:00+00:00,-0.02729466
2012-07-23 00:00:00+00:00,-0.03747066
2012-07-24 00:00:00+00:00,-0.00881990
2012-07-25 00:00:00+00:00,-0.02832540
2012-07-26 00:00:00+00:00,0.02153702
2012-07-27 00:00:00+00:00,0.02841216
2012-07-30 00:00:00+00:00,0.01283584
2012-07-31 00:00:00+00:00,0.01506554
2012-08-01 00:00:00+00:00,-0.01152072
2012-08-02 00:00:00+00:00,0.00057259
2012-08-03 00:00:00+00:00,-0.02025688
2012-08-06 00:00:00+00:00,0.04441172
2012-08-07 00:00:00+00:00,0.01485870
2012-08-08 00:00:00+00:00,0.01702886
2012-08-09 00:00:00+00:00,0.02250268
2012-08-10 00:00:00+00:00,-0.01892714
2012-08-13 00:00:00+00:00,-0.00505456
2012-08-14 00:00:00+00:00,0.01239824
2012-08-15 00:00:00+00:00,-0.00168596
2012-08-16 00:00:00+00:00,0.03586837
2012-08-17 00:00:00+00:00,0.01981758
2012-08-20 00:00:00+00:00,0.00544586
2012-08-21 00:00:00+00:00,-0.00925599
2012-08-22 00:00:00+00:00,-0.00929628
2012-08-23 00:00:00+00:00,0.01536126
2012-08-24 00:00:00+00:00,-0.02723959
2012-08-27 00:00:00+00:00,0.00661585
2012-08-28 00:00:00+00:00,-0.00771596
2012-08-29 00:00:00+00:00,0.00662327
2012-08-30 00:00:00+00:00,-0.02368492
2012-08-31 00:00:00+00:00,-0.03400851
2012-09-03 00:00:00+00:00,-0.01021041
2012-09-04 00:00:00+00:00,0.00056345
2012-09-05 00:00:00+00:00,-0.02449431
2012-09-06 00:00:00+00:00,0.00460678
2012-09-07 00:00:00+00:00,0.04429692
2012-09-10 00:00:00+00:00,-0.00338519
2012-09-11 00:00:00+00:00,-0.01579019
2012-09-12 00:00:00+00:00,0.03722512
2012-09-13 00:00:00+00:00,0.00618001
2012-09-14 00:00:00+00:00,0.03586772
2012-09-18 00:00:00+00:00,-0.00276000
2012-09-19 00:00:00+00:00,0.02204387
2012-09-20 00:00:00+00:00,-0.03710443
2012-09-21 00:00:00+00:00,0.01166648
2012-09-24 00:00:00+00:00,-0.01272109
2012-09-25 00:00:00+00:00,0.00333018
2012-09-26 00:00:00+00:00,-0.02220430
2012-09-27 00:00:00+00:00,0.01177813
2012-09-28 00:00:00+00:00,-0.02009571
2012-10-01 00:00:00+00:00,-0.02029931
2012-10-02 00:00:00+00:00,-0.00057585
2012-10-03 00:00:00+00:00,-0.00684012
2012-10-04 00:00:00+00:00,0.02057643
2012-10-05 00:00:00+00:00,0.00847746
2012-10-09 00:00:00+00:00,-0.02479540
2012-10-10 00:00:00+00:00,-0.04053177
2012-10-11 00:00:00+00:00,-0.00466328
2012-10-12 00:00:00+00:00,0.00292115
2012-10-15 00:00:00+00:00,0.00524686
2012-10-16 00:00:00+00:00,0.02913046
2012-10-17 00:00:00+00:00,0.02295512
2012-10-18 00:00:00+00:00,0.03915318
2012-10-19 00:00:00+00:00,0.00221940
2012-10-22 00:00:00+00:00,0.00610777
2012-10-23 00:00:00+00:00,-0.00333268
2012-10-24 00:00:00+00:00,-0.00888589
2012-10-25 00:00:00+00:00,0.02287252
2012-10-26 00:00:00+00:00,-0.02979178
2012-10-29 00:00:00+00:00,-0.00336492
2012-10-30 00:00:00+00:00,-0.01515048
2012-10-31 00:00:00+00:00,0.01524725
2012-11-01 00:00:00+00:00,0.00784535
2012-11-02 00:00:00+00:00,0.02344410
2012-11-05 00:00:00+00:00,-0.00884166
2012-11-06 00:00:00+00:00,-0.00721693
2012-11-07 00:00:00+00:00,-0.00612444
2012-11-08 00:00:00+00:00,-0.02680699
2012-11-09 00:00:00+00:00,-0.01924806
2012-11-12 00:00:00+00:00,-0.00629577
2012-11-13 00:00:00+00:00,-0.00403058
2012-11-14 00:00:00+00:00,0.00056983
2012-11-15 00:00:00+00:00,0.03459590
2012-11-16 00:00:00+00:00,0.04364462
2012-11-19 00:00:00+00:00,0.02718562
2012-11-20 00:00:00+00:00,-0.00274453
2012-11-21 00:00:00+00:00,0.02137518
2012-11-22 00:00:00+00:00,0.03090466
2012-11-26 00:00:00+00:00,0.00747213
2012-11-27 00:00:00+00:00,0.00690844
2012-11-28 00:00:00+00:00,-0.02757801
2012-11-29 00:00:00+00:00,0.02364977
2012-11-30 00:00:00+00:00,0.00849569
2012-12-03 00:00:00+00:00,0.00158101
2012-12-04 00:00:00+00:00,-0.00529168
2012-12-05 00:00:00+00:00,0.00953767
2012-12-06 00:00:00+00:00,0.01423423
2012-12-07 00:00:00+00:00,0.00261456
2012-12-10 00:00:00+00:00,-0.00366719
2012-12-11 00:00:00+00:00,-0.00210225
2012-12-12 00:00:00+00:00,0.00997702
2012-12-13 00:00:00+00:00,0.03710908
2012-12-14 00:00:00+00:00,0.00512636
2012-12-17 00:00:00+00:00,0.01074257
2012-12-18 00:00:00+00:00,0.02594917
2012-12-19 00:00:00+00:00,0.04672866
2012-12-20 00:00:00+00:00,-0.02947452
2012-12-21 00:00:00+00:00,-0.01594915
2012-12-25 00:00:00+00:00,0.02512069
2012-12-26 00:00:00+00:00,0.03324481
2012-12-27 00:00:00+00:00,0.02439666
2012-12-28 00:00:00+00:00,0.00481800
2013-01-04 00:00:00+00:00,0.05675280
2013-01-07 00:00:00+00:00,-0.01123587
2013-01-08 00:00:00+00:00,-0.02728629
2013-01-09 00:00:00+00:00,0.01621649
2013-01-10 00:00:00+00:00,0.01749722
2013-01-11 00:00:00+00:00,0.01594228
2013-01-15 00:00:00+00:00,0.01153962
2013-01-16 00:00:00+00:00,-0.05691209
2013-01-17 00:00:00+00:00,0.00896959
2013-01-18 00:00:00+00:00,0.05549797
2013-01-21 00:00:00+00:00,-0.03843166
2013-01-22 00:00:00+00:00,-0.00093806
2013-01-23 00:00:00+00:00,-0.04524782
2013-01-24 00:00:00+00:00,0.03009491
2013-01-25 00:00:00+00:00,0.05743343
2013-01-28 00:00:00+00:00,-0.02059086
2013-01-29 00:00:00+00:00,0.01385173
2013-01-30 00:00:00+00:00,0.03946253
2013-01-31 00:00:00+00:00,0.00134422
2013-02-01 00:00:00+00:00,0.01168569
2013-02-04 00:00:00+00:00,0.01608076
2013-02-05 00:00:00+00:00,-0.03505402
2013-02-06 00:00:00+00:00,0.06596880
2013-02-07 00:00:00+00:00,-0.00830561
2013-02-08 00:00:00+00:00,-0.04021565
2013-02-12 00:00:00+00:00,0.01954268
2013-02-13 00:00:00+00:00,-0.01847226
2013-02-14 00:00:00+00:00,0.01109544
2013-02-15 00:00:00+00:00,-0.02824944
2013-02-18 00:00:00+00:00,0.04386168
2013-02-19 00:00:00+00:00,-0.00745596
2013-02-20 00:00:00+00:00,0.01318625
2013-02-21 00:00:00+00:00,-0.02273371
2013-02-22 00:00:00+00:00,0.01677796
2013-02-25 00:00:00+00:00,0.04293840
2013-02-26 00:00:00+00:00,-0.04163726
2013-02-27 00:00:00+00:00,-0.02717510
2013-02-28 00:00:00+00:00,0.04351094
2013-03-01 00:00:00+00:00,0.01303750
2013-03-04 00:00:00+00:00,0.01339122
2013-03-05 00:00:00+00:00,0.00686127
2013-03-06 00:00:00+00:00,0.04148286
2013-03-07 00:00:00+00:00,0.00628109
2013-03-08 00:00:00+00:00,0.03491518
2013-03-11 00:00:00+00:00,0.01714004
2013-03-12 00:00:00+00:00,-0.00570314
2013-03-13 00:00:00+00:00,-0.01021355
2013-03-14 00:00:00+00:00,0.02134102
2013-03-15 00:00:00+00:00,0.02638533
2013-03-18 00:00:00+00:00,-0.05050616
2013-03-19 00:00:00+00:00,0.04152470
2013-03-21 00:00:00+00:00,0.02296066
2013-03-22 00:00:00+00:00,-0.04102416
2013-03-25 00:00:00+00:00,0.03292201
2013-03-26 00:00:00+00:00,-0.02280488
2013-03-27 00:00:00+00:00,0.02305314
2013-03-28 00:00:00+00:00,-0.01920472
2013-03-29 00:00:00+00:00,0.00282245
2013-04-01 00:00:00+00:00,-0.03548880
2013-04-02 00:00:00+00:00,-0.02834161
2013-04-03 00:00:00+00:00,0.05872105
2013-04-04 00:00:00+00:00,0.05541591
2013-04-05 00:00:00+00:00,0.01495605
2013-04-08 00:00:00+00:00,0.06291069
2013-04-09 00:00:00+00:00,-0.00151978
2013-04-10 00:00:00+00:00,0.01402123
2013-04-11 00:00:00+00:00,0.01505576
2013-04-12 00:00:00+00:00,0.00185291
2013-04-15 00:00:00+00:00,-0.02371677
2013-04-16 00:00:00+00:00,-0.00412855
2013-04-17 00:00:00+00:00,0.01276825
2013-04-18 00:00:00+00:00,-0.01942158
2013-04-19 00:00:00+00:00,0.01470193
2013-04-22 00:00:00+00:00,0.03032168
2013-04-23 00:00:00+00:00,-0.00479400
2013-04-24 00:00:00+00:00,0.04398855
2013-04-25 00:00:00+00:00,0.01228805
2013-04-26 00:00:00+00:00,0.00430951
2013-04-30 00:00:00+00:00,-0.01040557
2013-05-01 00:00:00+00:00,-0.00974074
2013-05-02 00:00:00+00:00,-0.01412421
2013-05-07 00:00:00+00:00,0.06566580
2013-05-08 00:00:00+00:00,0.01377230
2013-05-09 00:00:00+00:00,-0.00421420
2013-05-10 00:00:00+00:00,0.05709916
2013-05-13 00:00:00+00:00,0.01492573
2013-05-14 00:00:00+00:00,-0.00270039
2013-05-15 00:00:00+00:00,0.03884793
2013-05-16 00:00:00+00:00,-0.00232263
2013-05-17 00:00:00+00:00,0.01525887
2013-05-20 00:00:00+00:00,0.02698792
2013-05-21 00:00:00+00:00,0.00129604
2013-05-22 00:00:00+00:00,0.03571095
2013-05-23 00:00:00+00:00,-0.12121852
2013-05-24 00:00:00+00:00,0.01610356
2013-05-27 00:00:00+00:00,-0.07837451
2013-05-28 00:00:00+00:00,0.04418735
2013-05-29 00:00:00+00:00,-0.02124332
2013-05-30 00:00:00+00:00,-0.08274976
2013-05-31 00:00:00+00:00,0.01395687
2013-06-03 00:00:00+00:00,-0.06715712
2013-06-04 00:00:00+00:00,0.06004150
2013-06-05 00:00:00+00:00,-0.10073657
2013-06-06 00:00:00+00:00,-0.02164223
2013-06-07 00:00:00+00:00,-0.01989469
2013-06-10 00:00:00+00:00,0.13464855
2013-06-11 00:00:00+00:00,-0.01799220
2013-06-12 00:00:00+00:00,-0.01458078
2013-06-13 00:00:00+00:00,-0.12763943
2013-06-14 00:00:00+00:00,0.05347426
2013-06-17 00:00:00+00:00,0.04543274
2013-06-18 00:00:00+00:00,-0.00843003
2013-06-19 00:00:00+00:00,0.03961137
2013-06-20 00:00:00+00:00,-0.03771142
2013-06-21 00:00:00+00:00,0.05416444
2013-06-24 00:00:00+00:00,-0.05090250
2013-06-25 00:00:00+00:00,-0.00922090
2013-06-26 00:00:00+00:00,-0.02738571
2013-06-27 00:00:00+00:00,0.07511320
2013-06-28 00:00:00+00:00,0.06259062
2013-07-01 00:00:00+00:00,0.02667760
2013-07-02 00:00:00+00:00,0.04112193
2013-07-03 00:00:00+00:00,-0.01697071
2013-07-04 00:00:00+00:00,-0.00356859
2013-07-05 00:00:00+00:00,0.04858523
2013-07-08 00:00:00+00:00,-0.03311628
2013-07-09 00:00:00+00:00,0.04996100
2013-07-10 00:00:00+00:00,-0.00207823
2013-07-11 00:00:00+00:00,0.00207336
2013-07-12 00:00:00+00:00,0.00034437
2013-07-16 00:00:00+00:00,0.01829998
