Date,GBP
2000-01-04 00:00:00+00:00,-0.00268391
2000-01-05 00:00:00+00:00,0.00586367
2000-01-06 00:00:00+00:00,0.00682095
2000-01-07 00:00:00+00:00,-0.01092498
2000-01-10 00:00:00+00:00,-0.00219700
2000-01-11 00:00:00+00:00,0.01368524
2000-01-12 00:00:00+00:00,0.00000000
2000-01-13 00:00:00+00:00,-0.00169903
2000-01-14 00:00:00+00:00,-0.01457549
2000-01-18 00:00:00+00:00,0.00195767
2000-01-19 00:00:00+00:00,0.00880088
2000-01-20 00:00:00+00:00,0.01253499
2000-01-21 00:00:00+00:00,-0.00532108
2000-01-24 00:00:00+00:00,0.00072754
2000-01-25 00:00:00+00:00,-0.00678788
2000-01-26 00:00:00+00:00,-0.00754074
2000-01-27 00:00:00+00:00,0.00024417
2000-01-28 00:00:00+00:00,-0.02148437
2000-01-31 00:00:00+00:00,-0.00604640
2000-02-01 00:00:00+00:00,-0.00074276
2000-02-02 00:00:00+00:00,-0.00990712
2000-02-03 00:00:00+00:00,-0.01443684
2000-02-04 00:00:00+00:00,-0.00789771
2000-02-07 00:00:00+00:00,0.00855776
2000-02-08 00:00:00+00:00,0.01829574
2000-02-09 00:00:00+00:00,0.00422203
2000-02-10 00:00:00+00:00,-0.00669145
2000-02-11 00:00:00+00:00,-0.01840109
2000-02-14 00:00:00+00:00,-0.00752918
2000-02-15 00:00:00+00:00,0.00932107
2000-02-16 00:00:00+00:00,0.01454363
2000-02-17 00:00:00+00:00,0.00161812
2000-02-18 00:00:00+00:00,-0.01119403
2000-02-22 00:00:00+00:00,0.01626016
2000-02-23 00:00:00+00:00,-0.01141439
2000-02-24 00:00:00+00:00,-0.00224607
2000-02-25 00:00:00+00:00,-0.00924422
2000-02-28 00:00:00+00:00,0.00075301
2000-02-29 00:00:00+00:00,-0.01844185
2000-03-01 00:00:00+00:00,0.00886413
2000-03-02 00:00:00+00:00,-0.01185073
2000-03-03 00:00:00+00:00,0.00355105
2000-03-06 00:00:00+00:00,-0.00683631
