Date,SGX
2001-10-17 00:00:00+00:00,0.03072626
2001-10-18 00:00:00+00:00,-0.05089409
2001-10-19 00:00:00+00:00,-0.02964008
2001-10-22 00:00:00+00:00,-0.00573066
2001-10-23 00:00:00+00:00,0.03735632
2001-10-24 00:00:00+00:00,0.01692525
2001-10-25 00:00:00+00:00,-0.01398601
2001-10-26 00:00:00+00:00,0.00281690
2001-10-29 00:00:00+00:00,-0.02672293
2001-10-30 00:00:00+00:00,-0.03278689
2001-10-31 00:00:00+00:00,-0.01740200
2001-11-01 00:00:00+00:00,-0.01900585
2001-11-02 00:00:00+00:00,-0.01771218
2001-11-05 00:00:00+00:00,-0.01935964
2001-11-06 00:00:00+00:00,0.01052632
2001-11-07 00:00:00+00:00,-0.00822737
2001-11-08 00:00:00+00:00,0.01508296
2001-11-09 00:00:00+00:00,0.03742515
2001-11-12 00:00:00+00:00,0.01469508
2001-11-13 00:00:00+00:00,-0.00729395
2001-11-14 00:00:00+00:00,0.00000000
2001-11-15 00:00:00+00:00,0.11127379
2001-11-16 00:00:00+00:00,-0.00970874
2001-11-19 00:00:00+00:00,0.04320557
2001-11-20 00:00:00+00:00,-0.01500682
2001-11-21 00:00:00+00:00,0.02061856
2001-11-22 00:00:00+00:00,-0.01360544
2001-11-23 00:00:00+00:00,0.00958904
2001-11-26 00:00:00+00:00,0.02862986
2001-11-27 00:00:00+00:00,0.01881720
2001-11-28 00:00:00+00:00,-0.03195739
2001-11-29 00:00:00+00:00,-0.01623816
2001-11-30 00:00:00+00:00,0.01226816
2001-12-03 00:00:00+00:00,0.02033898
2001-12-04 00:00:00+00:00,0.06577181
2001-12-05 00:00:00+00:00,0.08187135
2001-12-06 00:00:00+00:00,0.02871411
2001-12-07 00:00:00+00:00,0.00800000
2001-12-10 00:00:00+00:00,-0.02197802
2001-12-11 00:00:00+00:00,-0.01604938
2001-12-12 00:00:00+00:00,0.00124456
2001-12-13 00:00:00+00:00,-0.03855721
2001-12-14 00:00:00+00:00,-0.01902346
2001-12-17 00:00:00+00:00,0.00000000
2001-12-18 00:00:00+00:00,0.03457106
2001-12-19 00:00:00+00:00,0.00125865
2001-12-20 00:00:00+00:00,0.00628931
2001-12-21 00:00:00+00:00,-0.01253918
2001-12-24 00:00:00+00:00,0.00126183
2001-12-26 00:00:00+00:00,0.01261034
2001-12-27 00:00:00+00:00,0.02130326
2001-12-28 00:00:00+00:00,0.02479851
2001-12-31 00:00:00+00:00,0.00000000
2002-01-02 00:00:00+00:00,0.00244029
2002-01-03 00:00:00+00:00,0.03792049
2002-01-04 00:00:00+00:00,0.02280912
2002-01-07 00:00:00+00:00,0.02017804
2002-01-08 00:00:00+00:00,0.00940071
2002-01-09 00:00:00+00:00,-0.02793946
2002-01-10 00:00:00+00:00,0.02243211
2002-01-11 00:00:00+00:00,-0.01634559
2002-01-14 00:00:00+00:00,0.03884638
2002-01-15 00:00:00+00:00,-0.04272517
2002-01-16 00:00:00+00:00,-0.02713864
2002-01-17 00:00:00+00:00,-0.00239234
2002-01-18 00:00:00+00:00,-0.01197605
2002-01-21 00:00:00+00:00,0.00120482
2002-01-22 00:00:00+00:00,-0.00120409
2002-01-23 00:00:00+00:00,0.01807229
2002-01-24 00:00:00+00:00,-0.01194030
2002-01-25 00:00:00+00:00,0.09369369
2002-01-28 00:00:00+00:00,0.04016064
2002-01-29 00:00:00+00:00,-0.00562430
2002-01-30 00:00:00+00:00,-0.01804851
2002-01-31 00:00:00+00:00,0.02958744
2002-02-01 00:00:00+00:00,-0.00224341
2002-02-04 00:00:00+00:00,-0.02807412
2002-02-05 00:00:00+00:00,-0.02847380
2002-02-06 00:00:00+00:00,0.03119584
2002-02-07 00:00:00+00:00,-0.02104664
2002-02-08 00:00:00+00:00,0.01394538
2002-02-11 00:00:00+00:00,0.01384882
2002-02-15 00:00:00+00:00,0.02521490
2002-02-18 00:00:00+00:00,-0.00679117
2002-02-19 00:00:00+00:00,-0.02725724
2002-02-20 00:00:00+00:00,-0.00230282
2002-02-21 00:00:00+00:00,-0.00230548
2002-02-22 00:00:00+00:00,-0.05885747
2002-02-25 00:00:00+00:00,-0.02140309
2002-02-26 00:00:00+00:00,0.04086538
2002-02-27 00:00:00+00:00,0.01531213
2002-02-28 00:00:00+00:00,0.00466679
2002-03-01 00:00:00+00:00,0.01749271
2002-03-04 00:00:00+00:00,0.10635838
2002-03-05 00:00:00+00:00,-0.01975851
2002-03-06 00:00:00+00:00,0.00443459
2002-03-07 00:00:00+00:00,-0.00442478
2002-03-08 00:00:00+00:00,0.00333333
2002-03-11 00:00:00+00:00,0.00665557
2002-03-12 00:00:00+00:00,-0.03206191
2002-03-13 00:00:00+00:00,0.01460674
2002-03-14 00:00:00+00:00,-0.00780814
2002-03-15 00:00:00+00:00,0.00111982
2002-03-18 00:00:00+00:00,0.00335758
2002-03-19 00:00:00+00:00,0.02569832
2002-03-20 00:00:00+00:00,-0.00882515
2002-03-21 00:00:00+00:00,-0.00554017
2002-03-22 00:00:00+00:00,0.00000000
2002-03-25 00:00:00+00:00,0.00333333
2002-03-26 00:00:00+00:00,-0.00665557
2002-03-27 00:00:00+00:00,0.01446856
2002-03-28 00:00:00+00:00,0.01215470
2002-03-29 00:00:00+00:00,0.00000000
2002-04-01 00:00:00+00:00,-0.03405546
2002-04-02 00:00:00+00:00,0.01340782
2002-04-03 00:00:00+00:00,-0.01331853
2002-04-04 00:00:00+00:00,-0.02346369
2002-04-05 00:00:00+00:00,0.01808932
2002-04-08 00:00:00+00:00,-0.01120448
2002-04-09 00:00:00+00:00,-0.00793201
2002-04-10 00:00:00+00:00,-0.05460751
2002-04-11 00:00:00+00:00,0.04093567
2002-04-12 00:00:00+00:00,0.00573066
2002-04-15 00:00:00+00:00,0.00342857
2002-04-16 00:00:00+00:00,0.02053622
2002-04-17 00:00:00+00:00,0.00790514
2002-04-18 00:00:00+00:00,-0.02812148
2002-04-19 00:00:00+00:00,-0.02053622
2002-04-22 00:00:00+00:00,-0.01152738
2002-04-23 00:00:00+00:00,0.01623188
2002-04-24 00:00:00+00:00,-0.01150086
2002-04-25 00:00:00+00:00,0.00347021
2002-04-26 00:00:00+00:00,-0.00923788
2002-04-29 00:00:00+00:00,-0.01740139
2002-04-30 00:00:00+00:00,0.02456707
2002-05-02 00:00:00+00:00,0.00000000
2002-05-03 00:00:00+00:00,-0.00115607
2002-05-06 00:00:00+00:00,-0.02429150
2002-05-07 00:00:00+00:00,0.00702576
2002-05-08 00:00:00+00:00,0.01162791
2002-05-09 00:00:00+00:00,0.01156069
2002-05-10 00:00:00+00:00,-0.00804598
2002-05-13 00:00:00+00:00,-0.01154068
2002-05-14 00:00:00+00:00,-0.00116077
2002-05-15 00:00:00+00:00,0.01974448
2002-05-16 00:00:00+00:00,-0.01610121
2002-05-17 00:00:00+00:00,0.01275362
2002-05-20 00:00:00+00:00,-0.01843318
2002-05-21 00:00:00+00:00,0.00581395
2002-05-22 00:00:00+00:00,0.02086957
2002-05-23 00:00:00+00:00,-0.02409639
2002-05-24 00:00:00+00:00,-0.00580720
2002-05-28 00:00:00+00:00,-0.00232964
2002-05-29 00:00:00+00:00,-0.03615160
2002-05-30 00:00:00+00:00,0.00712589
2002-05-31 00:00:00+00:00,-0.02367755
2002-06-03 00:00:00+00:00,0.00359281
2002-06-04 00:00:00+00:00,-0.01912732
2002-06-05 00:00:00+00:00,-0.00362100
2002-06-06 00:00:00+00:00,-0.01571947
2002-06-07 00:00:00+00:00,-0.00060938
2002-06-10 00:00:00+00:00,0.01585366
2002-06-11 00:00:00+00:00,-0.00362976
2002-06-12 00:00:00+00:00,0.00242424
2002-06-13 00:00:00+00:00,-0.00242131
2002-06-14 00:00:00+00:00,-0.05333333
2002-06-17 00:00:00+00:00,0.00498132
2002-06-18 00:00:00+00:00,-0.00745342
2002-06-19 00:00:00+00:00,-0.04239401
2002-06-20 00:00:00+00:00,0.01656051
2002-06-21 00:00:00+00:00,-0.04169299
2002-06-24 00:00:00+00:00,-0.01290323
2002-06-25 00:00:00+00:00,0.02337662
2002-06-26 00:00:00+00:00,-0.04236200
2002-06-27 00:00:00+00:00,0.04196721
2002-06-28 00:00:00+00:00,0.00642261
2002-07-01 00:00:00+00:00,-0.00897250
2002-07-02 00:00:00+00:00,-0.00643087
2002-07-03 00:00:00+00:00,0.05032258
2002-07-04 00:00:00+00:00,0.00000000
2002-07-05 00:00:00+00:00,0.07551919
2002-07-08 00:00:00+00:00,-0.01394785
2002-07-09 00:00:00+00:00,0.03321033
2002-07-10 00:00:00+00:00,-0.02540835
2002-07-11 00:00:00+00:00,-0.03186275
2002-07-12 00:00:00+00:00,0.02117061
2002-07-15 00:00:00+00:00,-0.00985829
2002-07-16 00:00:00+00:00,-0.02105263
2002-07-17 00:00:00+00:00,-0.01501877
2002-07-18 00:00:00+00:00,-0.00756620
2002-07-19 00:00:00+00:00,-0.02531646
2002-07-22 00:00:00+00:00,-0.04358974
2002-07-23 00:00:00+00:00,0.06946265
2002-07-24 00:00:00+00:00,-0.09246358
2002-07-25 00:00:00+00:00,0.00664011
2002-07-26 00:00:00+00:00,-0.01985440
2002-07-29 00:00:00+00:00,0.01336898
2002-07-30 00:00:00+00:00,-0.00132802
2002-07-31 00:00:00+00:00,-0.00000996
2002-08-01 00:00:00+00:00,0.00664452
2002-08-02 00:00:00+00:00,-0.00794702
2002-08-05 00:00:00+00:00,-0.03590426
2002-08-06 00:00:00+00:00,-0.01624915
2002-08-07 00:00:00+00:00,0.01774744
2002-08-08 00:00:00+00:00,0.00402414
2002-08-09 00:00:00+00:00,0.00000000
2002-08-12 00:00:00+00:00,-0.01204819
2002-08-13 00:00:00+00:00,0.04713805
2002-08-14 00:00:00+00:00,0.00921053
2002-08-15 00:00:00+00:00,0.01047806
2002-08-16 00:00:00+00:00,-0.01433225
2002-08-19 00:00:00+00:00,0.01049869
2002-08-20 00:00:00+00:00,0.00391645
2002-08-21 00:00:00+00:00,0.00000000
2002-08-22 00:00:00+00:00,0.01954397
2002-08-23 00:00:00+00:00,-0.03612903
2002-08-26 00:00:00+00:00,-0.00262812
2002-08-27 00:00:00+00:00,-0.01578947
2002-08-28 00:00:00+00:00,-0.00530504
2002-08-29 00:00:00+00:00,-0.02393617
2002-08-30 00:00:00+00:00,-0.00403769
2002-09-02 00:00:00+00:00,-0.03372554
2002-09-03 00:00:00+00:00,-0.01783265
2002-09-04 00:00:00+00:00,0.00692042
2002-09-05 00:00:00+00:00,-0.00551724
2002-09-06 00:00:00+00:00,-0.00138313
2002-09-09 00:00:00+00:00,-0.01591696
2002-09-10 00:00:00+00:00,0.03938115
2002-09-11 00:00:00+00:00,-0.00413793
2002-09-12 00:00:00+00:00,-0.01658604
2002-09-13 00:00:00+00:00,-0.01393728
2002-09-16 00:00:00+00:00,0.00982456
2002-09-17 00:00:00+00:00,0.03072626
2002-09-18 00:00:00+00:00,-0.04539202
2002-09-19 00:00:00+00:00,0.02955665
2002-09-20 00:00:00+00:00,-0.03051318
2002-09-23 00:00:00+00:00,-0.02253521
2002-09-24 00:00:00+00:00,-0.04558405
2002-09-25 00:00:00+00:00,-0.03498542
2002-09-26 00:00:00+00:00,0.01483680
2002-09-27 00:00:00+00:00,0.02945508
2002-09-30 00:00:00+00:00,-0.04644412
2002-10-01 00:00:00+00:00,0.02227738
2002-10-02 00:00:00+00:00,-0.00881705
2002-10-03 00:00:00+00:00,0.00295203
2002-10-04 00:00:00+00:00,0.02358143
2002-10-07 00:00:00+00:00,0.00582666
2002-10-08 00:00:00+00:00,0.01525054
2002-10-09 00:00:00+00:00,-0.02718169
2002-10-10 00:00:00+00:00,-0.02755620
2002-10-11 00:00:00+00:00,0.02205882
2002-10-14 00:00:00+00:00,0.01309091
2002-10-15 00:00:00+00:00,0.07369942
2002-10-16 00:00:00+00:00,0.00418118
2002-10-17 00:00:00+00:00,0.04450626
2002-10-18 00:00:00+00:00,-0.01768707
2002-10-21 00:00:00+00:00,0.00137268
2002-10-22 00:00:00+00:00,-0.00960219
2002-10-23 00:00:00+00:00,0.01378360
2002-10-24 00:00:00+00:00,-0.00821355
2002-10-25 00:00:00+00:00,0.01374570
2002-10-28 00:00:00+00:00,0.01228669
2002-10-29 00:00:00+00:00,-0.03256445
2002-10-30 00:00:00+00:00,0.00689655
2002-10-31 00:00:00+00:00,0.01236079
2002-11-01 00:00:00+00:00,-0.06010929
2002-11-05 00:00:00+00:00,0.01408451
2002-11-06 00:00:00+00:00,0.01678322
2002-11-07 00:00:00+00:00,-0.00832178
2002-11-08 00:00:00+00:00,-0.01118881
2002-11-11 00:00:00+00:00,-0.02109705
2002-11-12 00:00:00+00:00,0.00426439
2002-11-13 00:00:00+00:00,-0.03120567
2002-11-14 00:00:00+00:00,-0.00576369
2002-11-15 00:00:00+00:00,0.04768786
