Date,HEATOIL
2000-01-05 00:00:00+00:00,-0.03584992
2000-01-06 00:00:00+00:00,-0.01066461
2000-01-07 00:00:00+00:00,-0.04542626
2000-01-10 00:00:00+00:00,0.00238508
2000-01-11 00:00:00+00:00,0.06453147
2000-01-12 00:00:00+00:00,0.05283367
2000-01-13 00:00:00+00:00,0.01750711
2000-01-14 00:00:00+00:00,0.12814377
2000-01-18 00:00:00+00:00,-0.02188846
2000-01-19 00:00:00+00:00,0.03313728
2000-01-20 00:00:00+00:00,0.05029027
2000-01-21 00:00:00+00:00,-0.02137156
2000-01-24 00:00:00+00:00,-0.04985915
2000-01-25 00:00:00+00:00,0.02313883
2000-01-26 00:00:00+00:00,-0.01527262
2000-01-27 00:00:00+00:00,-0.03714903
2000-01-28 00:00:00+00:00,-0.00760123
2000-01-31 00:00:00+00:00,0.03362817
2000-02-01 00:00:00+00:00,0.06546944
2000-02-02 00:00:00+00:00,-0.03988120
2000-02-03 00:00:00+00:00,0.04629763
2000-02-04 00:00:00+00:00,0.03153409
2000-02-07 00:00:00+00:00,-0.05505994
2000-02-08 00:00:00+00:00,-0.06486730
2000-02-09 00:00:00+00:00,0.04932033
2000-02-10 00:00:00+00:00,0.01186594
2000-02-11 00:00:00+00:00,-0.00362254
2000-02-14 00:00:00+00:00,0.03889572
2000-02-15 00:00:00+00:00,-0.01012853
2000-02-16 00:00:00+00:00,-0.02911288
2000-02-17 00:00:00+00:00,-0.03974526
2000-02-18 00:00:00+00:00,-0.01154068
2000-02-22 00:00:00+00:00,0.00174353
2000-02-23 00:00:00+00:00,0.03104599
2000-02-24 00:00:00+00:00,0.02695355
2000-02-25 00:00:00+00:00,0.03560284
2000-02-28 00:00:00+00:00,-0.00731159
2000-02-29 00:00:00+00:00,0.02365864
2000-03-01 00:00:00+00:00,0.08105468
2000-03-02 00:00:00+00:00,-0.00709776
2000-03-03 00:00:00+00:00,-0.01788850
2000-03-06 00:00:00+00:00,0.02609050
2000-03-07 00:00:00+00:00,0.08765844
2000-03-08 00:00:00+00:00,-0.17432233
2000-03-09 00:00:00+00:00,0.02834894
2000-03-10 00:00:00+00:00,-0.04680841
2000-03-13 00:00:00+00:00,0.01989910
2000-03-14 00:00:00+00:00,-0.04410742
2000-03-15 00:00:00+00:00,-0.05023414
2000-03-16 00:00:00+00:00,0.01378810
2000-03-17 00:00:00+00:00,-0.03840069
2000-03-20 00:00:00+00:00,-0.09736763
2000-03-21 00:00:00+00:00,0.03697337
2000-03-22 00:00:00+00:00,-0.00092167
2000-03-23 00:00:00+00:00,0.00832306
2000-03-24 00:00:00+00:00,0.04132104
2000-03-27 00:00:00+00:00,-0.00815464
2000-03-28 00:00:00+00:00,-0.00649351
2000-03-29 00:00:00+00:00,-0.03447239
2000-03-30 00:00:00+00:00,0.02136900
2000-03-31 00:00:00+00:00,0.02545232
2000-04-03 00:00:00+00:00,-0.03690205
2000-04-04 00:00:00+00:00,-0.07467983
2000-04-05 00:00:00+00:00,0.05010339
2000-04-06 00:00:00+00:00,-0.00622762
2000-04-07 00:00:00+00:00,-0.03547984
2000-04-10 00:00:00+00:00,-0.05562619
2000-04-11 00:00:00+00:00,0.00917278
2000-04-12 00:00:00+00:00,0.11305342
2000-04-13 00:00:00+00:00,0.00310704
2000-04-14 00:00:00+00:00,-0.03985056
2000-04-17 00:00:00+00:00,0.07834101
2000-04-18 00:00:00+00:00,-0.02608427
2000-04-19 00:00:00+00:00,0.10380349
2000-04-20 00:00:00+00:00,-0.01315193
2000-04-24 00:00:00+00:00,0.00243198
2000-04-25 00:00:00+00:00,-0.02962641
2000-04-26 00:00:00+00:00,-0.03014473
2000-04-27 00:00:00+00:00,0.04472975
2000-04-28 00:00:00+00:00,-0.00856007
2000-05-01 00:00:00+00:00,0.01085793
2000-05-02 00:00:00+00:00,0.06757783
2000-05-03 00:00:00+00:00,-0.04599385
2000-05-04 00:00:00+00:00,0.01272455
2000-05-05 00:00:00+00:00,-0.02289993
2000-05-08 00:00:00+00:00,0.06801833
2000-05-09 00:00:00+00:00,0.04966599
2000-05-10 00:00:00+00:00,0.04213944
2000-05-11 00:00:00+00:00,0.09643620
2000-05-12 00:00:00+00:00,-0.00913733
2000-05-15 00:00:00+00:00,0.01441660
2000-05-16 00:00:00+00:00,-0.00921597
2000-05-17 00:00:00+00:00,-0.00455825
2000-05-18 00:00:00+00:00,0.05993266
2000-05-19 00:00:00+00:00,-0.03714846
2000-05-22 00:00:00+00:00,-0.05435363
2000-05-23 00:00:00+00:00,-0.01271909
2000-05-24 00:00:00+00:00,0.07352362
2000-05-25 00:00:00+00:00,0.03153693
2000-05-26 00:00:00+00:00,-0.06753043
2000-05-30 00:00:00+00:00,0.01812525
2000-05-31 00:00:00+00:00,-0.06345382
2000-06-01 00:00:00+00:00,0.09919978
2000-06-02 00:00:00+00:00,-0.01001978
2000-06-05 00:00:00+00:00,-0.02459342
2000-06-06 00:00:00+00:00,0.01405434
2000-06-07 00:00:00+00:00,-0.00412838
2000-06-08 00:00:00+00:00,-0.02021008
2000-06-09 00:00:00+00:00,0.00147790
2000-06-12 00:00:00+00:00,0.09331361
2000-06-13 00:00:00+00:00,0.01774007
2000-06-14 00:00:00+00:00,-0.00407500
2000-06-15 00:00:00+00:00,-0.01292221
2000-06-16 00:00:00+00:00,-0.09267647
2000-06-19 00:00:00+00:00,-0.00403673
2000-06-20 00:00:00+00:00,0.06376683
2000-06-21 00:00:00+00:00,0.05934744
2000-06-22 00:00:00+00:00,0.06418760
2000-06-23 00:00:00+00:00,-0.00740387
2000-06-26 00:00:00+00:00,-0.01052110
2000-06-27 00:00:00+00:00,0.04219580
2000-06-28 00:00:00+00:00,-0.00499939
2000-06-29 00:00:00+00:00,0.07014542
2000-06-30 00:00:00+00:00,-0.03059657
2000-07-05 00:00:00+00:00,-0.08719117
2000-07-06 00:00:00+00:00,-0.03210056
2000-07-07 00:00:00+00:00,0.01363952
2000-07-10 00:00:00+00:00,-0.02278481
2000-07-11 00:00:00+00:00,0.02545730
2000-07-12 00:00:00+00:00,0.01352351
2000-07-13 00:00:00+00:00,0.05595309
2000-07-14 00:00:00+00:00,-0.01841239
2000-07-17 00:00:00+00:00,-0.04088179
2000-07-18 00:00:00+00:00,0.02036980
2000-07-19 00:00:00+00:00,-0.01035120
2000-07-20 00:00:00+00:00,-0.01844528
2000-07-21 00:00:00+00:00,-0.06794892
2000-07-24 00:00:00+00:00,-0.02739372
2000-07-25 00:00:00+00:00,0.00091707
2000-07-26 00:00:00+00:00,0.00746660
2000-07-27 00:00:00+00:00,0.01840731
2000-07-28 00:00:00+00:00,0.00012940
2000-07-31 00:00:00+00:00,-0.03324279
2000-08-01 00:00:00+00:00,0.02973684
2000-08-02 00:00:00+00:00,0.03697937
2000-08-03 00:00:00+00:00,0.02917185
2000-08-04 00:00:00+00:00,0.06332467
2000-08-07 00:00:00+00:00,-0.08937257
2000-08-08 00:00:00+00:00,0.03832917
2000-08-09 00:00:00+00:00,0.09096610
2000-08-10 00:00:00+00:00,0.06528494
2000-08-11 00:00:00+00:00,-0.01090602
2000-08-14 00:00:00+00:00,0.03395170
2000-08-15 00:00:00+00:00,-0.01687727
2000-08-16 00:00:00+00:00,0.00508894
2000-08-17 00:00:00+00:00,0.01421484
2000-08-18 00:00:00+00:00,0.02734731
2000-08-21 00:00:00+00:00,0.05235874
2000-08-22 00:00:00+00:00,-0.04118142
2000-08-23 00:00:00+00:00,0.10575846
2000-08-24 00:00:00+00:00,-0.00970367
2000-08-25 00:00:00+00:00,0.03090140
2000-08-28 00:00:00+00:00,0.06037135
2000-08-29 00:00:00+00:00,-0.01196246
2000-08-30 00:00:00+00:00,0.02509542
2000-08-31 00:00:00+00:00,-0.01059387
2000-09-01 00:00:00+00:00,-0.01964184
2000-09-05 00:00:00+00:00,0.00815358
2000-09-06 00:00:00+00:00,0.03451454
2000-09-07 00:00:00+00:00,0.06140184
2000-09-08 00:00:00+00:00,-0.06800805
2000-09-11 00:00:00+00:00,0.11419583
2000-09-12 00:00:00+00:00,-0.00691776
2000-09-13 00:00:00+00:00,-0.06405557
2000-09-14 00:00:00+00:00,-0.00467058
2000-09-15 00:00:00+00:00,0.04974629
2000-09-18 00:00:00+00:00,-0.00019429
2000-09-19 00:00:00+00:00,-0.04032258
2000-09-20 00:00:00+00:00,0.00089135
2000-09-21 00:00:00+00:00,-0.03236342
2000-09-22 00:00:00+00:00,-0.08550186
2000-09-25 00:00:00+00:00,-0.03114840
2000-09-26 00:00:00+00:00,-0.01768048
2000-09-27 00:00:00+00:00,0.03578358
2000-09-28 00:00:00+00:00,-0.07723191
2000-09-29 00:00:00+00:00,0.02558461
