Date,TOPIX
2010-03-12 00:00:00+00:00,
2010-03-15 00:00:00+00:00,0.00269120
2010-03-16 00:00:00+00:00,0.00214604
2010-03-17 00:00:00+00:00,0.00643346
2010-03-18 00:00:00+00:00,-0.00426870
2010-03-19 00:00:00+00:00,0.00641962
2010-03-23 00:00:00+00:00,-0.00053572
2010-03-24 00:00:00+00:00,0.00531804
2010-03-25 00:00:00+00:00,-0.00000381
2010-03-26 00:00:00+00:00,0.01852443
2010-03-29 00:00:00+00:00,0.00883209
2010-03-30 00:00:00+00:00,0.01287565
2010-03-31 00:00:00+00:00,-0.00559948
2010-04-01 00:00:00+00:00,0.00869115
2010-04-02 00:00:00+00:00,0.00709475
2010-04-05 00:00:00+00:00,0.00452708
2010-04-06 00:00:00+00:00,-0.00451606
2010-04-07 00:00:00+00:00,0.00150594
2010-04-08 00:00:00+00:00,-0.00804874
2010-04-09 00:00:00+00:00,0.00252985
2010-04-12 00:00:00+00:00,0.00454611
2010-04-13 00:00:00+00:00,-0.00554034
2010-04-14 00:00:00+00:00,0.00455021
2010-04-15 00:00:00+00:00,0.00654467
2010-04-16 00:00:00+00:00,-0.00951387
2010-04-19 00:00:00+00:00,-0.01920584
2010-04-20 00:00:00+00:00,0.00257177
2010-04-21 00:00:00+00:00,0.01643968
2010-04-22 00:00:00+00:00,-0.01062115
2010-04-23 00:00:00+00:00,0.00255057
2010-04-26 00:00:00+00:00,0.01579584
2010-04-27 00:00:00+00:00,0.00099929
2010-04-28 00:00:00+00:00,-0.02155839
2010-04-30 00:00:00+00:00,0.00716755
2010-05-06 00:00:00+00:00,-0.02950469
2010-05-07 00:00:00+00:00,-0.01887145
2010-05-10 00:00:00+00:00,0.00907697
2010-05-11 00:00:00+00:00,-0.01165073
2010-05-12 00:00:00+00:00,-0.00321807
2010-05-13 00:00:00+00:00,0.01933994
2010-05-14 00:00:00+00:00,-0.01371007
2010-05-17 00:00:00+00:00,-0.01496962
2010-05-18 00:00:00+00:00,-0.00977146
2010-05-19 00:00:00+00:00,-0.00658006
2010-05-20 00:00:00+00:00,-0.00938122
2010-05-21 00:00:00+00:00,-0.02617376
2010-05-24 00:00:00+00:00,0.00399793
2010-05-25 00:00:00+00:00,-0.02335316
2010-05-26 00:00:00+00:00,-0.00350318
2010-05-27 00:00:00+00:00,0.01871976
2010-05-28 00:00:00+00:00,0.01435506
2010-05-31 00:00:00+00:00,-0.00510076
2010-06-01 00:00:00+00:00,0.00568730
2010-06-02 00:00:00+00:00,-0.01528436
2010-06-03 00:00:00+00:00,0.05459367
2010-06-04 00:00:00+00:00,-0.00114678
2010-06-07 00:00:00+00:00,-0.08121426
2010-06-08 00:00:00+00:00,-0.00119417
2010-06-09 00:00:00+00:00,-0.00936709
2010-06-10 00:00:00+00:00,0.00525212
2010-06-11 00:00:00+00:00,0.01284683
2010-06-14 00:00:00+00:00,0.01213002
2010-06-15 00:00:00+00:00,-0.00114402
2010-06-16 00:00:00+00:00,0.02228305
2010-06-17 00:00:00+00:00,-0.00782827
2010-06-18 00:00:00+00:00,-0.00338309
2010-06-21 00:00:00+00:00,0.02147790
2010-06-22 00:00:00+00:00,-0.01107174
2010-06-23 00:00:00+00:00,-0.01623190
2010-06-24 00:00:00+00:00,-0.00000358
2010-06-25 00:00:00+00:00,-0.01308677
2010-06-28 00:00:00+00:00,-0.00864948
2010-06-29 00:00:00+00:00,-0.01046976
2010-06-30 00:00:00+00:00,-0.01469355
2010-07-01 00:00:00+00:00,-0.01133453
2010-07-02 00:00:00+00:00,0.00482037
2010-07-05 00:00:00+00:00,0.00599768
2010-07-06 00:00:00+00:00,0.01312185
2010-07-07 00:00:00+00:00,-0.00766065
2010-07-08 00:00:00+00:00,0.02373465
2010-07-09 00:00:00+00:00,-0.00232306
2010-07-12 00:00:00+00:00,-0.00232845
2010-07-13 00:00:00+00:00,-0.00641088
2010-07-14 00:00:00+00:00,0.01992544
2010-07-15 00:00:00+00:00,-0.01724560
2010-07-16 00:00:00+00:00,-0.01579370
2010-07-20 00:00:00+00:00,-0.01069955
2010-07-21 00:00:00+00:00,-0.00661097
2010-07-22 00:00:00+00:00,-0.00363179
2010-07-23 00:00:00+00:00,0.02244723
2010-07-26 00:00:00+00:00,0.00296305
2010-07-27 00:00:00+00:00,0.00058735
2010-07-28 00:00:00+00:00,0.02246760
2010-07-29 00:00:00+00:00,-0.00463117
2010-07-30 00:00:00+00:00,-0.01569264
2010-08-02 00:00:00+00:00,0.00235719
2010-08-03 00:00:00+00:00,0.01118519
2010-08-04 00:00:00+00:00,-0.01572941
2010-08-05 00:00:00+00:00,0.01360530
2010-08-06 00:00:00+00:00,0.00816877
2010-08-09 00:00:00+00:00,-0.00868961
2010-08-10 00:00:00+00:00,-0.00350903
2010-08-11 00:00:00+00:00,-0.02345088
2010-08-12 00:00:00+00:00,-0.00900791
2010-08-13 00:00:00+00:00,0.00908110
2010-08-16 00:00:00+00:00,-0.00780748
2010-08-17 00:00:00+00:00,0.00120542
2010-08-18 00:00:00+00:00,0.00905908
2010-08-19 00:00:00+00:00,0.01137302
2010-08-20 00:00:00+00:00,-0.02013448
2010-08-23 00:00:00+00:00,-0.00604666
2010-08-24 00:00:00+00:00,-0.00790724
2010-08-25 00:00:00+00:00,-0.01348475
2010-08-26 00:00:00+00:00,0.00682808
2010-08-27 00:00:00+00:00,0.00924946
2010-08-30 00:00:00+00:00,0.01283238
2010-08-31 00:00:00+00:00,-0.03379996
2010-09-01 00:00:00+00:00,0.01373761
2010-09-02 00:00:00+00:00,-0.04744673
2010-09-03 00:00:00+00:00,0.01833219
2010-09-06 00:00:00+00:00,0.02968731
2010-09-07 00:00:00+00:00,-0.00719613
2010-09-08 00:00:00+00:00,-0.03360095
2010-09-09 00:00:00+00:00,0.00850864
2010-09-10 00:00:00+00:00,0.00300793
2010-09-13 00:00:00+00:00,0.00544391
2010-09-14 00:00:00+00:00,-0.00301446
2010-09-15 00:00:00+00:00,0.01569604
2010-09-16 00:00:00+00:00,-0.00535513
2010-09-17 00:00:00+00:00,0.01015708
2010-09-21 00:00:00+00:00,-0.00414651
2010-09-22 00:00:00+00:00,-0.00178698
2010-09-24 00:00:00+00:00,-0.01309932
2010-09-27 00:00:00+00:00,0.01809028
2010-09-28 00:00:00+00:00,-0.00237403
2010-09-29 00:00:00+00:00,0.00949669
2010-09-30 00:00:00+00:00,-0.02765156
2010-10-01 00:00:00+00:00,0.00060060
2010-10-04 00:00:00+00:00,-0.00786404
2010-10-05 00:00:00+00:00,0.01462192
2010-10-06 00:00:00+00:00,0.01381043
2010-10-07 00:00:00+00:00,0.00414353
2010-10-08 00:00:00+00:00,-0.01062286
2010-10-12 00:00:00+00:00,-0.01550726
2010-10-13 00:00:00+00:00,-0.00363797
2010-10-14 00:00:00+00:00,0.01701733
2010-10-15 00:00:00+00:00,-0.00837215
2010-10-18 00:00:00+00:00,0.00120160
2010-10-19 00:00:00+00:00,0.00120015
2010-10-20 00:00:00+00:00,-0.01022638
2010-10-21 00:00:00+00:00,-0.00668645
2010-10-22 00:00:00+00:00,0.00917078
2010-10-25 00:00:00+00:00,-0.00303369
2010-10-26 00:00:00+00:00,-0.00790654
2010-10-27 00:00:00+00:00,0.00183443
2010-10-28 00:00:00+00:00,-0.00306177
2010-10-29 00:00:00+00:00,-0.01104625
2010-11-01 00:00:00+00:00,-0.00558629
2010-11-02 00:00:00+00:00,0.00311548
2010-11-04 00:00:00+00:00,0.01554387
2010-11-05 00:00:00+00:00,0.02449141
2010-11-08 00:00:00+00:00,0.00537611
2010-11-09 00:00:00+00:00,-0.00059820
2010-11-10 00:00:00+00:00,0.01308378
2010-11-11 00:00:00+00:00,0.00528112
2010-11-12 00:00:00+00:00,-0.00993357
2010-11-15 00:00:00+00:00,0.00294613
2010-11-16 00:00:00+00:00,-0.00294512
2010-11-17 00:00:00+00:00,0.00353588
2010-11-18 00:00:00+00:00,0.01704491
2010-11-19 00:00:00+00:00,0.00751065
2010-11-22 00:00:00+00:00,0.00515984
2010-11-24 00:00:00+00:00,-0.01084983
2010-11-25 00:00:00+00:00,0.00461119
2010-11-26 00:00:00+00:00,-0.00345074
2010-11-29 00:00:00+00:00,0.00633556
2010-11-30 00:00:00+00:00,-0.01718677
2010-12-01 00:00:00+00:00,0.06934273
2010-12-02 00:00:00+00:00,0.02072106
2010-12-03 00:00:00+00:00,0.01024022
2010-12-06 00:00:00+00:00,0.00451263
2010-12-07 00:00:00+00:00,-0.00738935
2010-12-08 00:00:00+00:00,0.01873272
2010-12-09 00:00:00+00:00,0.00560586
2010-12-10 00:00:00+00:00,-0.00227458
2010-12-13 00:00:00+00:00,0.00900548
2010-12-14 00:00:00+00:00,0.00613437
2010-12-15 00:00:00+00:00,0.00055055
2010-12-16 00:00:00+00:00,0.00110498
2010-12-17 00:00:00+00:00,-0.00111045
2010-12-20 00:00:00+00:00,-0.00222027
2010-12-21 00:00:00+00:00,0.00555161
2010-12-22 00:00:00+00:00,0.00054854
2010-12-24 00:00:00+00:00,-0.00386916
2010-12-27 00:00:00+00:00,0.00332222
2010-12-28 00:00:00+00:00,-0.00055657
2010-12-29 00:00:00+00:00,0.00497146
2010-12-30 00:00:00+00:00,-0.01430468
2011-01-04 00:00:00+00:00,0.01506302
2011-01-05 00:00:00+00:00,0.00274482
2011-01-06 00:00:00+00:00,0.01150907
2011-01-07 00:00:00+00:00,0.00541611
2011-01-11 00:00:00+00:00,-0.00054331
2011-01-12 00:00:00+00:00,0.00323208
2011-01-13 00:00:00+00:00,0.00752280
2011-01-14 00:00:00+00:00,-0.00747487
2011-01-17 00:00:00+00:00,-0.00107949
2011-01-18 00:00:00+00:00,0.00268684
2011-01-19 00:00:00+00:00,0.00697349
2011-01-20 00:00:00+00:00,-0.01013243
2011-01-21 00:00:00+00:00,-0.01885197
2011-01-24 00:00:00+00:00,0.00767950
2011-01-25 00:00:00+00:00,0.01361220
2011-01-26 00:00:00+00:00,-0.00645265
2011-01-27 00:00:00+00:00,0.00486341
2011-01-28 00:00:00+00:00,-0.00969192
2011-01-31 00:00:00+00:00,-0.01196074
2011-02-01 00:00:00+00:00,0.00439608
2011-02-02 00:00:00+00:00,0.01752028
2011-02-03 00:00:00+00:00,-0.00054244
2011-02-04 00:00:00+00:00,0.00538081
2011-02-07 00:00:00+00:00,0.00642326
2011-02-08 00:00:00+00:00,0.00531776
2011-02-09 00:00:00+00:00,-0.00000381
2011-02-10 00:00:00+00:00,0.00370241
2011-02-14 00:00:00+00:00,0.01265498
2011-02-15 00:00:00+00:00,0.00155892
2011-02-16 00:00:00+00:00,0.00623708
2011-02-17 00:00:00+00:00,0.00671568
