Date,SP500
2000-01-04 00:00:00+00:00,-0.07566462
2000-01-05 00:00:00+00:00,0.00283286
2000-01-06 00:00:00+00:00,-0.01414427
2000-01-07 00:00:00+00:00,0.08119658
2000-01-10 00:00:00+00:00,0.01984942
2000-01-11 00:00:00+00:00,-0.02847458
2000-01-12 00:00:00+00:00,-0.01719395
2000-01-13 00:00:00+00:00,0.02427184
2000-01-14 00:00:00+00:00,0.02673064
2000-01-18 00:00:00+00:00,-0.01284652
2000-01-19 00:00:00+00:00,0.00544588
2000-01-20 00:00:00+00:00,-0.02172437
2000-01-21 00:00:00+00:00,-0.00480439
2000-01-24 00:00:00+00:00,-0.05781142
2000-01-25 00:00:00+00:00,0.00991501
2000-01-26 00:00:00+00:00,-0.00422833
2000-01-27 00:00:00+00:00,-0.00847458
2000-01-28 00:00:00+00:00,-0.06241135
2000-01-31 00:00:00+00:00,0.05197657
2000-02-01 00:00:00+00:00,0.02212705
2000-02-02 00:00:00+00:00,-0.00141143
2000-02-03 00:00:00+00:00,0.02966102
2000-02-04 00:00:00+00:00,-0.00695894
2000-02-07 00:00:00+00:00,-0.00558659
2000-02-08 00:00:00+00:00,0.02591036
2000-02-09 00:00:00+00:00,-0.03872752
2000-02-10 00:00:00+00:00,0.00211566
2000-02-11 00:00:00+00:00,-0.03239437
2000-02-14 00:00:00+00:00,0.00286328
2000-02-15 00:00:00+00:00,0.01644031
2000-02-16 00:00:00+00:00,-0.02482270
2000-02-17 00:00:00+00:00,-0.01005025
2000-02-18 00:00:00+00:00,-0.04761905
2000-02-22 00:00:00+00:00,-0.00591279
2000-02-23 00:00:00+00:00,0.02372128
2000-02-24 00:00:00+00:00,-0.01465201
2000-02-25 00:00:00+00:00,-0.02509225
2000-02-28 00:00:00+00:00,0.01494768
2000-02-29 00:00:00+00:00,0.03560831
2000-03-01 00:00:00+00:00,0.01895044
2000-03-02 00:00:00+00:00,0.00000000
2000-03-03 00:00:00+00:00,0.03826715
2000-03-06 00:00:00+00:00,-0.02267895
2000-03-07 00:00:00+00:00,-0.06166175
2000-03-08 00:00:00+00:00,0.02071006
2000-03-09 00:00:00+00:00,0.05486467
2000-03-10 00:00:00+00:00,-0.00712251
2000-03-13 00:00:00+00:00,-0.02215868
2000-03-14 00:00:00+00:00,-0.00216920
2000-03-15 00:00:00+00:00,0.04927536
2000-03-16 00:00:00+00:00,0.09193777
2000-03-17 00:00:00+00:00,0.01488498
2000-03-20 00:00:00+00:00,-0.01477502
2000-03-21 00:00:00+00:00,0.03991881
2000-03-22 00:00:00+00:00,0.01392573
2000-03-23 00:00:00+00:00,0.03491436
2000-03-24 00:00:00+00:00,0.01489637
2000-03-27 00:00:00+00:00,-0.02249357
2000-03-28 00:00:00+00:00,-0.01040312
2000-03-29 00:00:00+00:00,0.00065359
2000-03-30 00:00:00+00:00,-0.03398693
2000-03-31 00:00:00+00:00,0.01395349
2000-04-03 00:00:00+00:00,0.01716172
2000-04-04 00:00:00+00:00,-0.01178010
2000-04-05 00:00:00+00:00,-0.01843318
2000-04-06 00:00:00+00:00,0.01528239
2000-04-07 00:00:00+00:00,0.01713909
2000-04-10 00:00:00+00:00,-0.01045752
2000-04-11 00:00:00+00:00,-0.00394218
2000-04-12 00:00:00+00:00,-0.05595787
2000-04-13 00:00:00+00:00,-0.02843602
2000-04-14 00:00:00+00:00,-0.12225275
2000-04-17 00:00:00+00:00,0.06652047
2000-04-18 00:00:00+00:00,0.05732484
2000-04-19 00:00:00+00:00,-0.01789401
2000-04-20 00:00:00+00:00,0.01041667
2000-04-24 00:00:00+00:00,-0.01451279
2000-04-25 00:00:00+00:00,0.07306889
2000-04-26 00:00:00+00:00,-0.01880457
2000-04-27 00:00:00+00:00,-0.01084746
2000-04-28 00:00:00+00:00,-0.00886162
2000-05-01 00:00:00+00:00,0.02260274
2000-05-02 00:00:00+00:00,-0.03588355
2000-05-03 00:00:00+00:00,-0.03859407
2000-05-04 00:00:00+00:00,0.00070274
2000-05-05 00:00:00+00:00,0.02319044
2000-05-08 00:00:00+00:00,-0.01319444
2000-05-09 00:00:00+00:00,-0.01468531
2000-05-10 00:00:00+00:00,-0.04510218
2000-05-11 00:00:00+00:00,0.03962536
2000-05-12 00:00:00+00:00,0.02261484
2000-05-15 00:00:00+00:00,0.03773585
2000-05-16 00:00:00+00:00,0.01989026
2000-05-17 00:00:00+00:00,-0.02105978
2000-05-18 00:00:00+00:00,-0.01990391
2000-05-19 00:00:00+00:00,-0.03814147
2000-05-22 00:00:00+00:00,-0.01554770
2000-05-23 00:00:00+00:00,-0.03133903
