Date,BITCOIN
2019-04-16 00:00:00+00:00,0.06156902
2019-04-17 00:00:00+00:00,0.01540330
2019-04-18 00:00:00+00:00,0.02868069
2019-04-21 00:00:00+00:00,-0.00472144
2019-04-22 00:00:00+00:00,0.03773585
2019-04-23 00:00:00+00:00,0.05817175
2019-04-24 00:00:00+00:00,-0.02246181
2019-04-25 00:00:00+00:00,-0.05790441
2019-04-26 00:00:00+00:00,-0.00390244
2019-04-28 00:00:00+00:00,0.00489716
2019-04-29 00:00:00+00:00,-0.07212476
2019-04-30 00:00:00+00:00,0.04109589
2019-05-01 00:00:00+00:00,0.01233397
2019-05-02 00:00:00+00:00,0.01892148
2019-05-03 00:00:00+00:00,0.14763231
2019-05-05 00:00:00+00:00,0.00087642
2019-05-06 00:00:00+00:00,-0.00087566
2019-05-07 00:00:00+00:00,0.04294479
2019-05-08 00:00:00+00:00,0.01528014
2019-05-09 00:00:00+00:00,0.07932489
2019-05-10 00:00:00+00:00,0.03168156
2019-05-12 00:00:00+00:00,0.11698718
2019-05-13 00:00:00+00:00,0.41406722
2019-05-14 00:00:00+00:00,-0.03077889
2019-05-15 00:00:00+00:00,0.06796728
2019-05-16 00:00:00+00:00,-0.07225258
2019-05-17 00:00:00+00:00,-0.19111111
2019-05-19 00:00:00+00:00,0.15516790
2019-05-20 00:00:00+00:00,0.05180723
2019-05-21 00:00:00+00:00,0.01314143
2019-05-22 00:00:00+00:00,-0.05930087
2019-05-23 00:00:00+00:00,0.05753070
2019-05-24 00:00:00+00:00,0.01125000
2019-05-26 00:00:00+00:00,0.08671587
2019-05-27 00:00:00+00:00,0.00622524
2019-05-28 00:00:00+00:00,-0.00899888
2019-05-29 00:00:00+00:00,-0.00397276
2019-05-30 00:00:00+00:00,-0.04957265
2019-05-31 00:00:00+00:00,0.03177458
2019-06-02 00:00:00+00:00,0.03253922
2019-06-03 00:00:00+00:00,-0.03432752
2019-06-04 00:00:00+00:00,-0.13403263
2019-06-05 00:00:00+00:00,0.05123217
2019-06-06 00:00:00+00:00,-0.05028644
2019-06-07 00:00:00+00:00,0.09132124
2019-06-09 00:00:00+00:00,-0.04219144
2019-06-10 00:00:00+00:00,0.03550296
