Date,HIGHYIELD
2001-01-03 00:00:00+00:00,-0.01159268
2001-01-04 00:00:00+00:00,0.01825936
2001-01-05 00:00:00+00:00,0.02277487
2001-01-08 00:00:00+00:00,-0.00830953
2001-01-09 00:00:00+00:00,-0.01277872
2001-01-10 00:00:00+00:00,0.01518954
2001-01-11 00:00:00+00:00,0.03125814
2001-01-12 00:00:00+00:00,0.00307692
2001-01-16 00:00:00+00:00,-0.02032209
2001-01-17 00:00:00+00:00,0.00814796
2001-01-18 00:00:00+00:00,-0.00731238
2001-01-19 00:00:00+00:00,-0.01435036
2001-01-22 00:00:00+00:00,0.00273438
2001-01-23 00:00:00+00:00,0.00013006
2001-01-24 00:00:00+00:00,0.01209363
2001-01-25 00:00:00+00:00,-0.01447777
2001-01-26 00:00:00+00:00,0.01354167
2001-01-29 00:00:00+00:00,-0.00349198
2001-01-30 00:00:00+00:00,-0.01736426
2001-01-31 00:00:00+00:00,0.01869281
2001-02-01 00:00:00+00:00,-0.00815851
2001-02-02 00:00:00+00:00,0.00338101
2001-02-05 00:00:00+00:00,-0.03245489
2001-02-06 00:00:00+00:00,-0.00712683
2001-02-07 00:00:00+00:00,0.02529801
2001-02-08 00:00:00+00:00,0.00758666
2001-02-09 00:00:00+00:00,0.01745928
2001-02-12 00:00:00+00:00,-0.01498127
2001-02-13 00:00:00+00:00,-0.01652570
2001-02-14 00:00:00+00:00,-0.01036609
2001-02-15 00:00:00+00:00,-0.01450996
2001-02-16 00:00:00+00:00,-0.01700545
2001-02-20 00:00:00+00:00,0.00469043
2001-02-21 00:00:00+00:00,0.02165695
2001-02-22 00:00:00+00:00,-0.00502646
2001-02-23 00:00:00+00:00,-0.00928382
2001-02-26 00:00:00+00:00,0.02491672
2001-02-27 00:00:00+00:00,-0.00447427
2001-02-28 00:00:00+00:00,-0.00567133
2001-03-01 00:00:00+00:00,-0.01724367
2001-03-02 00:00:00+00:00,0.02970297
2001-03-05 00:00:00+00:00,0.00131822
2001-03-06 00:00:00+00:00,0.00856277
2001-03-07 00:00:00+00:00,0.00367309
2001-03-08 00:00:00+00:00,0.00261883
2001-03-09 00:00:00+00:00,0.00013079
2001-03-12 00:00:00+00:00,0.00614620
2001-03-13 00:00:00+00:00,-0.00117325
2001-03-14 00:00:00+00:00,0.00639269
2001-03-15 00:00:00+00:00,0.01521456
2001-03-16 00:00:00+00:00,0.00154879
2001-03-19 00:00:00+00:00,0.00064475
2001-03-20 00:00:00+00:00,-0.00696235
2001-03-21 00:00:00+00:00,0.00388149
2001-03-22 00:00:00+00:00,0.00542285
2001-03-23 00:00:00+00:00,-0.00064375
2001-03-26 00:00:00+00:00,0.00953117
2001-03-27 00:00:00+00:00,-0.02486542
2001-03-28 00:00:00+00:00,0.01064382
2001-03-29 00:00:00+00:00,0.00735864
2001-03-30 00:00:00+00:00,0.03665595
2001-04-02 00:00:00+00:00,0.00542998
2001-04-03 00:00:00+00:00,-0.01473552
2001-04-04 00:00:00+00:00,0.00697881
2001-04-05 00:00:00+00:00,-0.02554375
2001-04-06 00:00:00+00:00,0.01191239
2001-04-09 00:00:00+00:00,0.01655208
2001-04-10 00:00:00+00:00,0.00315696
2001-04-11 00:00:00+00:00,-0.00290001
2001-04-12 00:00:00+00:00,-0.01325758
2001-04-16 00:00:00+00:00,0.00864260
2001-04-17 00:00:00+00:00,-0.01379398
2001-04-18 00:00:00+00:00,-0.02038996
2001-04-19 00:00:00+00:00,0.00592249
2001-04-20 00:00:00+00:00,0.02106074
2001-04-23 00:00:00+00:00,-0.02490787
2001-04-24 00:00:00+00:00,0.01788702
2001-04-25 00:00:00+00:00,-0.00191327
2001-04-26 00:00:00+00:00,0.02080940
2001-04-27 00:00:00+00:00,0.02097284
2001-04-30 00:00:00+00:00,-0.00300038
2001-05-01 00:00:00+00:00,-0.01928133
2001-05-02 00:00:00+00:00,-0.00467762
2001-05-03 00:00:00+00:00,-0.00494234
2001-05-04 00:00:00+00:00,-0.00444614
2001-05-07 00:00:00+00:00,-0.00942435
2001-05-08 00:00:00+00:00,-0.00012794
2001-05-09 00:00:00+00:00,0.02277671
2001-05-10 00:00:00+00:00,0.00037951
2001-05-11 00:00:00+00:00,-0.00923349
2001-05-14 00:00:00+00:00,0.01016518
2001-05-15 00:00:00+00:00,0.00948047
2001-05-16 00:00:00+00:00,0.00968675
2001-05-17 00:00:00+00:00,-0.00939026
2001-05-18 00:00:00+00:00,0.01962264
2001-05-21 00:00:00+00:00,-0.02180414
2001-05-22 00:00:00+00:00,-0.00176389
2001-05-23 00:00:00+00:00,-0.06116015
2001-05-24 00:00:00+00:00,0.01053357
2001-05-25 00:00:00+00:00,0.00828050
2001-05-29 00:00:00+00:00,0.00631443
2001-05-30 00:00:00+00:00,-0.00526519
2001-05-31 00:00:00+00:00,-0.01506761
2001-06-01 00:00:00+00:00,0.00457636
2001-06-04 00:00:00+00:00,0.00104371
2001-06-05 00:00:00+00:00,0.02477507
2001-06-06 00:00:00+00:00,0.00772798
2001-06-07 00:00:00+00:00,-0.00076982
2001-06-08 00:00:00+00:00,0.01861122
2001-06-11 00:00:00+00:00,0.01983723
2001-06-12 00:00:00+00:00,-0.01196172
2001-06-13 00:00:00+00:00,0.01646820
2001-06-14 00:00:00+00:00,-0.02035432
2001-06-15 00:00:00+00:00,0.02906829
2001-06-18 00:00:00+00:00,-0.01138354
2001-06-19 00:00:00+00:00,-0.00314584
2001-06-20 00:00:00+00:00,0.01121472
2001-06-21 00:00:00+00:00,0.02443915
2001-06-22 00:00:00+00:00,-0.00259965
2001-06-25 00:00:00+00:00,0.00706582
2001-06-26 00:00:00+00:00,-0.00494071
2001-06-27 00:00:00+00:00,0.00916295
2001-06-28 00:00:00+00:00,0.00073955
2001-06-29 00:00:00+00:00,0.01071825
2001-07-02 00:00:00+00:00,-0.00612595
2001-07-03 00:00:00+00:00,0.00540806
2001-07-05 00:00:00+00:00,0.02157392
2001-07-06 00:00:00+00:00,-0.00873045
2001-07-09 00:00:00+00:00,-0.00974421
2001-07-10 00:00:00+00:00,0.00171359
2001-07-11 00:00:00+00:00,-0.02005626
2001-07-12 00:00:00+00:00,-0.01371386
2001-07-13 00:00:00+00:00,0.00373227
2001-07-16 00:00:00+00:00,0.01092760
2001-07-17 00:00:00+00:00,-0.00852167
2001-07-18 00:00:00+00:00,-0.02269908
2001-07-19 00:00:00+00:00,-0.00677541
2001-07-20 00:00:00+00:00,-0.00931755
2001-07-23 00:00:00+00:00,0.02479443
2001-07-24 00:00:00+00:00,-0.00187406
2001-07-25 00:00:00+00:00,-0.00050025
2001-07-26 00:00:00+00:00,0.00675507
2001-07-27 00:00:00+00:00,-0.00062336
2001-07-30 00:00:00+00:00,0.02818658
2001-07-31 00:00:00+00:00,-0.00233645
2001-08-01 00:00:00+00:00,-0.01132865
2001-08-02 00:00:00+00:00,-0.01510836
2001-08-03 00:00:00+00:00,0.00673821
2001-08-06 00:00:00+00:00,0.00957592
2001-08-07 00:00:00+00:00,-0.01905941
2001-08-08 00:00:00+00:00,0.00037486
2001-08-09 00:00:00+00:00,-0.03036361
2001-08-10 00:00:00+00:00,0.00038066
2001-08-13 00:00:00+00:00,0.01306775
2001-08-14 00:00:00+00:00,-0.01235190
2001-08-15 00:00:00+00:00,-0.01991122
2001-08-16 00:00:00+00:00,-0.00858314
2001-08-17 00:00:00+00:00,-0.00283031
2001-08-20 00:00:00+00:00,0.00657386
2001-08-21 00:00:00+00:00,-0.01939378
2001-08-22 00:00:00+00:00,0.01893890
2001-08-23 00:00:00+00:00,-0.00912362
2001-08-24 00:00:00+00:00,0.00890182
2001-08-27 00:00:00+00:00,-0.00565335
2001-08-28 00:00:00+00:00,0.00541167
2001-08-29 00:00:00+00:00,-0.00668295
2001-08-30 00:00:00+00:00,-0.01340897
2001-08-31 00:00:00+00:00,-0.01596988
2001-09-04 00:00:00+00:00,-0.00197915
2001-09-05 00:00:00+00:00,0.02509245
2001-09-06 00:00:00+00:00,0.00691184
2001-09-07 00:00:00+00:00,-0.02612765
2001-09-10 00:00:00+00:00,0.01883810
2001-09-17 00:00:00+00:00,-0.06068912
2001-09-18 00:00:00+00:00,-0.01022880
2001-09-19 00:00:00+00:00,0.01028139
2001-09-20 00:00:00+00:00,-0.02612795
2001-09-21 00:00:00+00:00,0.01282751
2001-09-24 00:00:00+00:00,0.01545763
2001-09-25 00:00:00+00:00,-0.00053821
2001-09-26 00:00:00+00:00,0.00323015
2001-09-27 00:00:00+00:00,0.02230583
2001-09-28 00:00:00+00:00,-0.00132890
2001-10-01 00:00:00+00:00,0.01941489
2001-10-02 00:00:00+00:00,0.01764783
2001-10-03 00:00:00+00:00,-0.00208877
2001-10-04 00:00:00+00:00,-0.00117616
2001-10-05 00:00:00+00:00,0.00444735
2001-10-08 00:00:00+00:00,-0.01070217
2001-10-09 00:00:00+00:00,0.00498622
2001-10-10 00:00:00+00:00,-0.00287958
2001-10-11 00:00:00+00:00,0.02136584
2001-10-12 00:00:00+00:00,-0.00051867
2001-10-15 00:00:00+00:00,0.00363165
2001-10-16 00:00:00+00:00,-0.00207147
2001-10-17 00:00:00+00:00,-0.00829445
2001-10-18 00:00:00+00:00,-0.01223321
2001-10-19 00:00:00+00:00,0.00353542
2001-10-22 00:00:00+00:00,0.01987188
2001-10-23 00:00:00+00:00,0.01398058
2001-10-24 00:00:00+00:00,-0.00077131
2001-10-25 00:00:00+00:00,0.00257235
2001-10-26 00:00:00+00:00,-0.00899165
2001-10-29 00:00:00+00:00,-0.00645161
2001-10-30 00:00:00+00:00,-0.00517799
2001-10-31 00:00:00+00:00,-0.00558079
2001-11-01 00:00:00+00:00,-0.01432105
2001-11-02 00:00:00+00:00,0.00078678
2001-11-05 00:00:00+00:00,-0.00235942
2001-11-06 00:00:00+00:00,-0.00971129
2001-11-07 00:00:00+00:00,-0.01002242
2001-11-08 00:00:00+00:00,-0.01378396
2001-11-09 00:00:00+00:00,-0.00080075
2001-11-12 00:00:00+00:00,0.00720961
2001-11-13 00:00:00+00:00,0.02487695
2001-11-14 00:00:00+00:00,0.00157729
2001-11-15 00:00:00+00:00,0.02206462
2001-11-16 00:00:00+00:00,0.00415692
2001-11-19 00:00:00+00:00,0.01050039
2001-11-20 00:00:00+00:00,-0.02062387
2001-11-21 00:00:00+00:00,-0.00052097
2001-11-22 00:00:00+00:00,0.01406983
2001-11-23 00:00:00+00:00,0.00982812
2001-11-26 00:00:00+00:00,-0.00617920
2001-11-27 00:00:00+00:00,0.00503616
2001-11-28 00:00:00+00:00,-0.00103053
2001-11-29 00:00:00+00:00,0.01546591
2001-11-30 00:00:00+00:00,-0.00294155
2001-12-03 00:00:00+00:00,0.00718317
2001-12-04 00:00:00+00:00,0.00766871
2001-12-05 00:00:00+00:00,0.00127324
2001-12-06 00:00:00+00:00,0.00738007
2001-12-07 00:00:00+00:00,0.01191684
2001-12-10 00:00:00+00:00,0.00378072
2001-12-11 00:00:00+00:00,0.00377358
2001-12-12 00:00:00+00:00,0.01255493
2001-12-13 00:00:00+00:00,-0.00174672
2001-12-14 00:00:00+00:00,0.02597403
2001-12-17 00:00:00+00:00,-0.00135602
2001-12-18 00:00:00+00:00,-0.00629241
2001-12-19 00:00:00+00:00,0.00371333
2001-12-20 00:00:00+00:00,0.00271806
2001-12-21 00:00:00+00:00,0.00888341
2001-12-24 00:00:00+00:00,-0.01375752
2001-12-26 00:00:00+00:00,0.01286333
2001-12-27 00:00:00+00:00,0.01794273
2001-12-28 00:00:00+00:00,-0.00243605
2001-12-31 00:00:00+00:00,0.00682927
2002-01-02 00:00:00+00:00,0.00145843
2002-01-03 00:00:00+00:00,-0.00461501
2002-01-04 00:00:00+00:00,-0.01144248
2002-01-07 00:00:00+00:00,-0.00024486
2002-01-08 00:00:00+00:00,0.03036611
2002-01-09 00:00:00+00:00,-0.00385961
2002-01-10 00:00:00+00:00,-0.00362538
2002-01-11 00:00:00+00:00,-0.00605327
2002-01-14 00:00:00+00:00,0.00121433
2002-01-15 00:00:00+00:00,-0.00048544
2002-01-16 00:00:00+00:00,-0.00315611
2002-01-17 00:00:00+00:00,-0.00851064
2002-01-18 00:00:00+00:00,0.00366300
2002-01-22 00:00:00+00:00,0.02437538
2002-01-23 00:00:00+00:00,0.01324503
2002-01-24 00:00:00+00:00,0.00454545
2002-01-25 00:00:00+00:00,-0.01646975
2002-01-28 00:00:00+00:00,-0.00722022
2002-01-29 00:00:00+00:00,0.01606280
2002-01-30 00:00:00+00:00,-0.00239578
2002-01-31 00:00:00+00:00,0.03430079
2002-02-01 00:00:00+00:00,-0.03136423
2002-02-04 00:00:00+00:00,-0.01868711
2002-02-05 00:00:00+00:00,0.02007255
2002-02-06 00:00:00+00:00,-0.01197175
2002-02-07 00:00:00+00:00,0.00698543
2002-02-08 00:00:00+00:00,0.02112338
2002-02-11 00:00:00+00:00,-0.01116390
2002-02-12 00:00:00+00:00,-0.01385405
2002-02-13 00:00:00+00:00,0.01082381
2002-02-14 00:00:00+00:00,-0.02033493
2002-02-15 00:00:00+00:00,0.01111782
2002-02-19 00:00:00+00:00,0.02031006
2002-02-20 00:00:00+00:00,-0.00261687
2002-02-21 00:00:00+00:00,0.00809539
2002-02-22 00:00:00+00:00,-0.00830368
2002-02-25 00:00:00+00:00,-0.00833830
2002-02-26 00:00:00+00:00,-0.00071770
2002-02-27 00:00:00+00:00,-0.00406845
2002-02-28 00:00:00+00:00,-0.00635492
2002-03-01 00:00:00+00:00,0.00699891
2002-03-04 00:00:00+00:00,-0.01274651
2002-03-05 00:00:00+00:00,0.00169430
2002-03-06 00:00:00+00:00,-0.01354293
2002-03-07 00:00:00+00:00,-0.05941076
2002-03-08 00:00:00+00:00,0.02283563
2002-03-11 00:00:00+00:00,-0.00396973
2002-03-12 00:00:00+00:00,0.00696085
2002-03-13 00:00:00+00:00,-0.00495479
2002-03-14 00:00:00+00:00,0.00347697
2002-03-15 00:00:00+00:00,0.00867733
2002-03-18 00:00:00+00:00,0.03085658
2002-03-19 00:00:00+00:00,0.01141469
2002-03-20 00:00:00+00:00,0.00072446
2002-03-21 00:00:00+00:00,0.00700060
2002-03-22 00:00:00+00:00,0.01563628
2002-03-25 00:00:00+00:00,-0.00071608
2002-03-26 00:00:00+00:00,-0.01814709
2002-03-27 00:00:00+00:00,-0.00602410
2002-03-28 00:00:00+00:00,0.00241692
2002-04-01 00:00:00+00:00,0.00555220
2002-04-02 00:00:00+00:00,0.00674049
2002-04-03 00:00:00+00:00,-0.00551823
2002-04-04 00:00:00+00:00,-0.01443522
2002-04-05 00:00:00+00:00,-0.00145402
2002-04-08 00:00:00+00:00,-0.01018552
2002-04-09 00:00:00+00:00,-0.00853138
2002-04-10 00:00:00+00:00,0.00000000
2002-04-11 00:00:00+00:00,0.01591187
2002-04-12 00:00:00+00:00,0.01287189
2002-04-15 00:00:00+00:00,-0.00120656
2002-04-16 00:00:00+00:00,-0.00531337
2002-04-17 00:00:00+00:00,0.00266376
2002-04-18 00:00:00+00:00,-0.01426844
2002-04-19 00:00:00+00:00,0.01193521
2002-04-22 00:00:00+00:00,-0.00484262
2002-04-23 00:00:00+00:00,-0.00109223
2002-04-24 00:00:00+00:00,-0.00097111
2002-04-25 00:00:00+00:00,-0.00898713
2002-04-26 00:00:00+00:00,-0.00927168
2002-04-29 00:00:00+00:00,-0.00318667
2002-04-30 00:00:00+00:00,0.00687454
2002-05-01 00:00:00+00:00,-0.00758503
2002-05-02 00:00:00+00:00,0.00589463
2002-05-03 00:00:00+00:00,-0.01530550
2002-05-06 00:00:00+00:00,-0.00098741
2002-05-07 00:00:00+00:00,0.00889108
2002-05-08 00:00:00+00:00,0.01106467
2002-05-09 00:00:00+00:00,0.00024453
2002-05-10 00:00:00+00:00,-0.00342298
2002-05-13 00:00:00+00:00,0.00563311
2002-05-14 00:00:00+00:00,0.01050061
2002-05-15 00:00:00+00:00,-0.01117454
2002-05-16 00:00:00+00:00,0.00952730
2002-05-17 00:00:00+00:00,-0.02698432
2002-05-20 00:00:00+00:00,-0.00172499
2002-05-21 00:00:00+00:00,-0.01726477
2002-05-22 00:00:00+00:00,0.01020027
2002-05-23 00:00:00+00:00,0.01188119
2002-05-24 00:00:00+00:00,-0.00492496
2002-05-28 00:00:00+00:00,0.00222003
2002-05-29 00:00:00+00:00,-0.00418874
2002-05-30 00:00:00+00:00,-0.02074074
2002-05-31 00:00:00+00:00,0.00648703
2002-06-03 00:00:00+00:00,-0.00892414
2002-06-04 00:00:00+00:00,0.00074701
2002-06-05 00:00:00+00:00,0.00497822
2002-06-06 00:00:00+00:00,-0.00347610
2002-06-07 00:00:00+00:00,0.00397960
2002-06-10 00:00:00+00:00,-0.00570932
2002-06-11 00:00:00+00:00,0.01219816
2002-06-12 00:00:00+00:00,0.00890758
2002-06-13 00:00:00+00:00,-0.01280946
2002-06-14 00:00:00+00:00,-0.02826329
2002-06-17 00:00:00+00:00,0.00804728
2002-06-18 00:00:00+00:00,0.00150282
2002-06-19 00:00:00+00:00,-0.00187711
2002-06-20 00:00:00+00:00,0.00927318
2002-06-21 00:00:00+00:00,-0.02120494
2002-06-24 00:00:00+00:00,0.00226929
2002-06-25 00:00:00+00:00,0.00428158
2002-06-26 00:00:00+00:00,-0.02789646
2002-06-27 00:00:00+00:00,-0.00025491
2002-06-28 00:00:00+00:00,-0.00305927
2002-07-01 00:00:00+00:00,0.00714924
2002-07-02 00:00:00+00:00,-0.00890472
2002-07-03 00:00:00+00:00,-0.01431127
2002-07-05 00:00:00+00:00,0.01673102
2002-07-08 00:00:00+00:00,-0.02169751
2002-07-09 00:00:00+00:00,0.00129032
2002-07-10 00:00:00+00:00,-0.01341070
2002-07-11 00:00:00+00:00,-0.01505907
2002-07-12 00:00:00+00:00,-0.01595814
2002-07-15 00:00:00+00:00,-0.01687764
2002-07-16 00:00:00+00:00,0.00053191
2002-07-17 00:00:00+00:00,-0.00478596
2002-07-18 00:00:00+00:00,0.00426439
2002-07-19 00:00:00+00:00,-0.01276596
2002-07-22 00:00:00+00:00,-0.01338688
2002-07-23 00:00:00+00:00,-0.00754717
2002-07-24 00:00:00+00:00,-0.00541126
2002-07-25 00:00:00+00:00,0.00515464
2002-07-26 00:00:00+00:00,0.01948316
2002-07-29 00:00:00+00:00,0.03524052
2002-07-30 00:00:00+00:00,0.00434496
2002-07-31 00:00:00+00:00,-0.01983971
2002-08-01 00:00:00+00:00,-0.01605626
2002-08-02 00:00:00+00:00,0.00107038
2002-08-05 00:00:00+00:00,-0.00829099
2002-08-06 00:00:00+00:00,0.04284179
2002-08-07 00:00:00+00:00,-0.00328688
2002-08-08 00:00:00+00:00,0.01000790
2002-08-09 00:00:00+00:00,-0.00484801
2002-08-12 00:00:00+00:00,-0.02180194
2002-08-13 00:00:00+00:00,0.01593414
2002-08-14 00:00:00+00:00,-0.02871822
2002-08-15 00:00:00+00:00,0.00040102
2002-08-16 00:00:00+00:00,0.00935329
2002-08-19 00:00:00+00:00,0.00039904
2002-08-20 00:00:00+00:00,0.01130319
2002-08-21 00:00:00+00:00,0.00766891
2002-08-22 00:00:00+00:00,0.02028451
2002-08-23 00:00:00+00:00,0.00156474
2002-08-26 00:00:00+00:00,0.00025689
2002-08-27 00:00:00+00:00,-0.02370718
2002-08-28 00:00:00+00:00,0.00329554
2002-08-29 00:00:00+00:00,-0.00539545
2002-08-30 00:00:00+00:00,0.00501452
2002-09-03 00:00:00+00:00,-0.01513755
2002-09-04 00:00:00+00:00,-0.00240577
2002-09-05 00:00:00+00:00,-0.00013385
2002-09-06 00:00:00+00:00,0.01793842
2002-09-09 00:00:00+00:00,-0.00092851
2002-09-10 00:00:00+00:00,0.00849257
2002-09-11 00:00:00+00:00,-0.00013214
2002-09-12 00:00:00+00:00,-0.01545983
2002-09-13 00:00:00+00:00,0.02476698
2002-09-16 00:00:00+00:00,0.02038937
2002-09-17 00:00:00+00:00,0.00299479
2002-09-18 00:00:00+00:00,-0.00519886
2002-09-19 00:00:00+00:00,-0.00273758
2002-09-20 00:00:00+00:00,0.03040981
2002-09-23 00:00:00+00:00,-0.00244279
2002-09-24 00:00:00+00:00,-0.01480433
2002-09-25 00:00:00+00:00,0.00479896
2002-09-26 00:00:00+00:00,0.00025880
2002-09-27 00:00:00+00:00,0.00284605
2002-09-30 00:00:00+00:00,-0.02958274
2002-10-01 00:00:00+00:00,0.02531480
2002-10-02 00:00:00+00:00,-0.00349696
2002-10-03 00:00:00+00:00,-0.01310327
2002-10-04 00:00:00+00:00,0.00770537
2002-10-07 00:00:00+00:00,0.01704176
2002-10-08 00:00:00+00:00,0.00128982
2002-10-09 00:00:00+00:00,-0.02114219
2002-10-10 00:00:00+00:00,0.01615635
2002-10-11 00:00:00+00:00,0.00930593
2002-10-15 00:00:00+00:00,0.01427836
2002-10-16 00:00:00+00:00,-0.00127714
2002-10-17 00:00:00+00:00,0.02185304
2002-10-18 00:00:00+00:00,0.00556117
2002-10-21 00:00:00+00:00,0.00113450
2002-10-22 00:00:00+00:00,0.00000000
2002-10-23 00:00:00+00:00,-0.00314980
2002-10-24 00:00:00+00:00,0.00151439
2002-10-25 00:00:00+00:00,-0.01122320
2002-10-28 00:00:00+00:00,0.00532657
2002-10-29 00:00:00+00:00,-0.02491778
2002-10-30 00:00:00+00:00,0.00409889
2002-10-31 00:00:00+00:00,0.00703055
2002-11-01 00:00:00+00:00,-0.00993631
2002-11-04 00:00:00+00:00,0.00857765
2002-11-05 00:00:00+00:00,-0.01147228
2002-11-06 00:00:00+00:00,0.00269231
2002-11-07 00:00:00+00:00,-0.01024459
2002-11-08 00:00:00+00:00,-0.03655084
2002-11-12 00:00:00+00:00,-0.01573358
2002-11-13 00:00:00+00:00,0.01295097
2002-11-14 00:00:00+00:00,0.00157542
2002-11-15 00:00:00+00:00,-0.01206874
2002-11-18 00:00:00+00:00,0.00633580
2002-11-19 00:00:00+00:00,0.02460203
2002-11-20 00:00:00+00:00,0.00376868
2002-11-21 00:00:00+00:00,0.01413932
2002-11-22 00:00:00+00:00,-0.00077280
2002-11-25 00:00:00+00:00,-0.00386918
2002-11-26 00:00:00+00:00,-0.00929512
2002-11-27 00:00:00+00:00,0.00998703
2002-11-29 00:00:00+00:00,0.02297367
2002-12-02 00:00:00+00:00,0.01250478
2002-12-03 00:00:00+00:00,0.00315060
2002-12-04 00:00:00+00:00,-0.00503335
2002-12-05 00:00:00+00:00,0.00428914
2002-12-06 00:00:00+00:00,-0.02505035
2002-12-09 00:00:00+00:00,0.00152983
2002-12-10 00:00:00+00:00,0.00292956
2002-12-11 00:00:00+00:00,0.00623251
2002-12-12 00:00:00+00:00,-0.01420058
2002-12-13 00:00:00+00:00,-0.04201788
2002-12-16 00:00:00+00:00,0.01200261
2002-12-17 00:00:00+00:00,0.01400415
2002-12-18 00:00:00+00:00,-0.00257566
2002-12-19 00:00:00+00:00,-0.00554624
2002-12-20 00:00:00+00:00,-0.00724450
2002-12-23 00:00:00+00:00,0.00025954
2002-12-24 00:00:00+00:00,0.00376281
2002-12-26 00:00:00+00:00,0.00090662
2002-12-27 00:00:00+00:00,-0.03340238
2002-12-30 00:00:00+00:00,-0.00934826
2002-12-31 00:00:00+00:00,-0.01931472
2003-01-02 00:00:00+00:00,0.02898744
2003-01-03 00:00:00+00:00,0.00447604
2003-01-06 00:00:00+00:00,-0.00591172
2003-01-07 00:00:00+00:00,0.02239789
2003-01-08 00:00:00+00:00,-0.02410423
2003-01-09 00:00:00+00:00,0.01938802
2003-01-10 00:00:00+00:00,0.00483281
2003-01-13 00:00:00+00:00,-0.00169381
2003-01-14 00:00:00+00:00,-0.01147626
2003-01-15 00:00:00+00:00,0.00616474
2003-01-16 00:00:00+00:00,-0.00091527
2003-01-17 00:00:00+00:00,0.00000000
2003-01-21 00:00:00+00:00,0.00824068
2003-01-22 00:00:00+00:00,0.00468933
