Date,OJ
2000-10-20 00:00:00+00:00,-0.00411805
2000-10-23 00:00:00+00:00,-0.00275103
2000-10-24 00:00:00+00:00,-0.00550964
2000-10-25 00:00:00+00:00,-0.03726708
2000-10-26 00:00:00+00:00,-0.00070423
2000-10-27 00:00:00+00:00,-0.00564175
2000-10-30 00:00:00+00:00,0.00141143
2000-10-31 00:00:00+00:00,-0.00140845
2000-11-01 00:00:00+00:00,0.06090652
2000-11-02 00:00:00+00:00,-0.02606310
2000-11-03 00:00:00+00:00,0.00766017
2000-11-06 00:00:00+00:00,0.03531856
2000-11-07 00:00:00+00:00,0.05449591
2000-11-08 00:00:00+00:00,0.00859788
2000-11-09 00:00:00+00:00,0.01516150
2000-11-10 00:00:00+00:00,-0.02026144
2000-11-13 00:00:00+00:00,-0.04626570
2000-11-14 00:00:00+00:00,0.01963439
2000-11-15 00:00:00+00:00,0.02077748
2000-11-16 00:00:00+00:00,-0.00464191
2000-11-17 00:00:00+00:00,-0.01794020
2000-11-20 00:00:00+00:00,0.01076716
2000-11-21 00:00:00+00:00,0.02874332
2000-11-22 00:00:00+00:00,0.01582070
2000-11-27 00:00:00+00:00,0.03732809
2000-11-28 00:00:00+00:00,-0.02052598
2000-11-29 00:00:00+00:00,0.01038287
2000-11-30 00:00:00+00:00,0.01804124
2000-12-01 00:00:00+00:00,0.02492013
2000-12-04 00:00:00+00:00,0.10479798
2000-12-05 00:00:00+00:00,-0.01714286
2000-12-06 00:00:00+00:00,0.04548071
2000-12-07 00:00:00+00:00,-0.01743532
2000-12-08 00:00:00+00:00,0.00625000
2000-12-11 00:00:00+00:00,-0.00396152
2000-12-12 00:00:00+00:00,-0.02321631
2000-12-13 00:00:00+00:00,-0.04302926
2000-12-14 00:00:00+00:00,0.00058617
2000-12-15 00:00:00+00:00,-0.02987698
2000-12-18 00:00:00+00:00,0.03871352
2000-12-19 00:00:00+00:00,-0.02331002
2000-12-20 00:00:00+00:00,-0.03241014
2000-12-21 00:00:00+00:00,-0.01378897
2000-12-22 00:00:00+00:00,0.01088271
2000-12-26 00:00:00+00:00,-0.08067429
2000-12-27 00:00:00+00:00,-0.04025157
2000-12-28 00:00:00+00:00,0.03598972
2000-12-29 00:00:00+00:00,0.01324921
2001-01-02 00:00:00+00:00,-0.08954289
2001-01-03 00:00:00+00:00,-0.02165354
2001-01-04 00:00:00+00:00,0.02790698
2001-01-05 00:00:00+00:00,0.09842520
2001-01-08 00:00:00+00:00,-0.01932668
2001-01-09 00:00:00+00:00,0.00944584
2001-01-10 00:00:00+00:00,-0.01567398
2001-01-11 00:00:00+00:00,-0.03987342
2001-01-12 00:00:00+00:00,-0.01937984
2001-01-16 00:00:00+00:00,0.02219321
2001-01-17 00:00:00+00:00,0.01225016
2001-01-18 00:00:00+00:00,0.01474359
2001-01-19 00:00:00+00:00,-0.04126984
2001-01-22 00:00:00+00:00,-0.01234568
2001-01-23 00:00:00+00:00,0.00385370
2001-01-24 00:00:00+00:00,-0.01570681
2001-01-25 00:00:00+00:00,-0.01717305
2001-01-26 00:00:00+00:00,0.03262317
2001-01-29 00:00:00+00:00,0.02815979
2001-01-30 00:00:00+00:00,0.06387097
2001-01-31 00:00:00+00:00,-0.02304427
2001-02-01 00:00:00+00:00,0.01717791
2001-02-02 00:00:00+00:00,-0.00425532
2001-02-05 00:00:00+00:00,-0.00731707
2001-02-06 00:00:00+00:00,0.01529988
2001-02-07 00:00:00+00:00,0.00000000
2001-02-08 00:00:00+00:00,-0.00545455
2001-02-09 00:00:00+00:00,-0.00851064
2001-02-12 00:00:00+00:00,-0.00489896
2001-02-13 00:00:00+00:00,0.00245399
2001-02-14 00:00:00+00:00,-0.00183711
2001-02-15 00:00:00+00:00,-0.02392638
2001-02-16 00:00:00+00:00,-0.01681196
2001-02-20 00:00:00+00:00,-0.01442006
2001-02-21 00:00:00+00:00,-0.06573957
2001-02-22 00:00:00+00:00,0.01897906
2001-02-23 00:00:00+00:00,-0.01230570
2001-02-26 00:00:00+00:00,-0.01041667
2001-02-27 00:00:00+00:00,0.00196592
2001-02-28 00:00:00+00:00,0.00588235
2001-03-01 00:00:00+00:00,-0.00521512
2001-03-02 00:00:00+00:00,0.05486610
2001-03-05 00:00:00+00:00,-0.03061224
2001-03-06 00:00:00+00:00,-0.01098191
2001-03-07 00:00:00+00:00,0.01818182
2001-03-08 00:00:00+00:00,-0.01802962
2001-03-09 00:00:00+00:00,-0.01104613
2001-03-12 00:00:00+00:00,0.00000000
2001-03-13 00:00:00+00:00,-0.02220771
2001-03-14 00:00:00+00:00,-0.01454065
2001-03-15 00:00:00+00:00,-0.01131824
2001-03-16 00:00:00+00:00,0.01204819
2001-03-19 00:00:00+00:00,0.00133067
2001-03-20 00:00:00+00:00,0.03789894
2001-03-21 00:00:00+00:00,-0.02870189
2001-03-22 00:00:00+00:00,0.01654533
2001-03-23 00:00:00+00:00,-0.03937008
2001-03-26 00:00:00+00:00,0.03140724
2001-03-27 00:00:00+00:00,0.02964427
2001-03-28 00:00:00+00:00,-0.01754386
2001-03-29 00:00:00+00:00,-0.00721311
2001-03-30 00:00:00+00:00,-0.01776316
2001-04-02 00:00:00+00:00,0.04391218
2001-04-03 00:00:00+00:00,0.00063735
2001-04-04 00:00:00+00:00,-0.00508906
2001-04-05 00:00:00+00:00,-0.02425016
2001-04-06 00:00:00+00:00,0.04322581
2001-04-09 00:00:00+00:00,-0.01452937
2001-04-10 00:00:00+00:00,0.02675159
2001-04-11 00:00:00+00:00,-0.00314070
2001-04-12 00:00:00+00:00,0.00251414
2001-04-16 00:00:00+00:00,-0.01381042
2001-04-17 00:00:00+00:00,-0.00317058
2001-04-18 00:00:00+00:00,-0.00126743
2001-04-19 00:00:00+00:00,0.01458465
2001-04-20 00:00:00+00:00,-0.01446541
2001-04-23 00:00:00+00:00,-0.06083650
2001-04-24 00:00:00+00:00,-0.00392927
2001-04-25 00:00:00+00:00,0.00853578
2001-04-26 00:00:00+00:00,-0.00849673
2001-04-27 00:00:00+00:00,-0.00262640
2001-04-30 00:00:00+00:00,0.00131492
2001-05-01 00:00:00+00:00,0.00394218
2001-05-02 00:00:00+00:00,0.03337696
2001-05-03 00:00:00+00:00,0.00128866
2001-05-04 00:00:00+00:00,0.00257235
2001-05-07 00:00:00+00:00,-0.01219512
2001-05-08 00:00:00+00:00,-0.01098191
2001-05-09 00:00:00+00:00,0.04353476
2001-05-10 00:00:00+00:00,0.02033037
2001-05-11 00:00:00+00:00,-0.01383648
2001-05-14 00:00:00+00:00,0.00760456
2001-05-15 00:00:00+00:00,-0.00568182
2001-05-16 00:00:00+00:00,-0.03797468
2001-05-17 00:00:00+00:00,0.02196382
2001-05-18 00:00:00+00:00,0.03900256
2001-05-21 00:00:00+00:00,0.02941176
2001-05-22 00:00:00+00:00,0.00800493
2001-05-23 00:00:00+00:00,-0.05695040
2001-05-24 00:00:00+00:00,0.07327858
2001-05-25 00:00:00+00:00,-0.00920264
2001-05-29 00:00:00+00:00,-0.05266381
2001-05-30 00:00:00+00:00,0.02264151
2001-05-31 00:00:00+00:00,-0.01368159
2001-06-01 00:00:00+00:00,0.04573935
2001-06-04 00:00:00+00:00,-0.04493709
2001-06-05 00:00:00+00:00,0.02455494
2001-06-06 00:00:00+00:00,0.00121433
2001-06-07 00:00:00+00:00,0.01395631
2001-06-08 00:00:00+00:00,0.00180723
2001-06-11 00:00:00+00:00,-0.01984366
2001-06-12 00:00:00+00:00,-0.00182593
2001-06-13 00:00:00+00:00,-0.02254723
2001-06-14 00:00:00+00:00,0.00741198
2001-06-15 00:00:00+00:00,-0.02589396
2001-06-18 00:00:00+00:00,-0.00499376
2001-06-19 00:00:00+00:00,-0.01189731
2001-06-20 00:00:00+00:00,-0.01574307
2001-06-21 00:00:00+00:00,-0.00317460
2001-06-22 00:00:00+00:00,0.00190840
2001-06-25 00:00:00+00:00,0.01270648
2001-06-26 00:00:00+00:00,0.00063131
2001-06-27 00:00:00+00:00,-0.02017654
2001-06-28 00:00:00+00:00,0.01270648
2001-06-29 00:00:00+00:00,-0.00821745
2001-07-02 00:00:00+00:00,-0.02287166
2001-07-03 00:00:00+00:00,-0.00770713
2001-07-05 00:00:00+00:00,0.13945035
2001-07-06 00:00:00+00:00,0.03143535
2001-07-09 00:00:00+00:00,-0.04475854
2001-07-10 00:00:00+00:00,-0.00480480
2001-07-11 00:00:00+00:00,-0.01088929
2001-07-12 00:00:00+00:00,0.00851582
2001-07-13 00:00:00+00:00,0.01939394
2001-07-16 00:00:00+00:00,-0.00841852
2001-07-17 00:00:00+00:00,0.00301205
2001-07-18 00:00:00+00:00,0.02889825
2001-07-19 00:00:00+00:00,0.01540284
2001-07-20 00:00:00+00:00,0.00881316
2001-07-23 00:00:00+00:00,-0.09309133
2001-07-24 00:00:00+00:00,0.01541307
2001-07-25 00:00:00+00:00,0.00671961
2001-07-26 00:00:00+00:00,-0.00919709
2001-07-27 00:00:00+00:00,-0.02626756
2001-07-30 00:00:00+00:00,-0.02912020
2001-07-31 00:00:00+00:00,-0.00439975
2001-08-01 00:00:00+00:00,-0.01826196
2001-08-02 00:00:00+00:00,0.03182686
2001-08-03 00:00:00+00:00,-0.01172116
2001-08-06 00:00:00+00:00,-0.01611903
2001-08-07 00:00:00+00:00,0.02255639
2001-08-08 00:00:00+00:00,-0.02105263
2001-08-09 00:00:00+00:00,0.00500626
2001-08-10 00:00:00+00:00,-0.00998752
2001-08-13 00:00:00+00:00,-0.00941620
2001-08-14 00:00:00+00:00,-0.00693132
2001-08-15 00:00:00+00:00,-0.01328273
2001-08-16 00:00:00+00:00,0.00318066
2001-08-17 00:00:00+00:00,-0.00698856
2001-08-20 00:00:00+00:00,0.01849490
2001-08-21 00:00:00+00:00,0.01644529
2001-08-22 00:00:00+00:00,0.02506266
2001-08-23 00:00:00+00:00,-0.03522868
2001-08-24 00:00:00+00:00,0.02701005
2001-08-27 00:00:00+00:00,0.00929368
2001-08-28 00:00:00+00:00,-0.03088326
2001-08-29 00:00:00+00:00,0.00187149
2001-08-30 00:00:00+00:00,-0.01315789
2001-08-31 00:00:00+00:00,-0.01009464
2001-09-04 00:00:00+00:00,0.02851711
2001-09-05 00:00:00+00:00,-0.00374065
2001-09-06 00:00:00+00:00,0.00187735
2001-09-07 00:00:00+00:00,-0.01186758
2001-09-10 00:00:00+00:00,0.01444724
2001-09-17 00:00:00+00:00,-0.02180685
2001-09-18 00:00:00+00:00,0.02079395
2001-09-19 00:00:00+00:00,-0.00187032
2001-09-20 00:00:00+00:00,0.04625000
2001-09-21 00:00:00+00:00,0.00732154
2001-09-24 00:00:00+00:00,-0.01337386
2001-09-25 00:00:00+00:00,0.00420573
2001-09-26 00:00:00+00:00,-0.00976801
2001-09-27 00:00:00+00:00,-0.03685504
2001-09-28 00:00:00+00:00,-0.01437500
2001-10-01 00:00:00+00:00,0.01953371
2001-10-02 00:00:00+00:00,0.03060587
2001-10-03 00:00:00+00:00,0.00848485
2001-10-04 00:00:00+00:00,0.03808948
2001-10-05 00:00:00+00:00,-0.03916914
2001-10-08 00:00:00+00:00,-0.01753325
2001-10-09 00:00:00+00:00,0.00856269
2001-10-10 00:00:00+00:00,-0.00060790
2001-10-11 00:00:00+00:00,0.00607903
2001-10-12 00:00:00+00:00,0.12121212
2001-10-15 00:00:00+00:00,0.03428571
2001-10-16 00:00:00+00:00,-0.01735722
2001-10-17 00:00:00+00:00,-0.00339559
2001-10-18 00:00:00+00:00,0.01530612
2001-10-19 00:00:00+00:00,0.00562746
2001-10-22 00:00:00+00:00,0.00392377
2001-10-23 00:00:00+00:00,0.01675978
2001-10-24 00:00:00+00:00,0.00220872
2001-10-25 00:00:00+00:00,-0.02808370
2001-10-26 00:00:00+00:00,0.02515372
2001-10-29 00:00:00+00:00,0.00772201
2001-10-30 00:00:00+00:00,0.01703297
2001-10-31 00:00:00+00:00,0.03266195
2001-11-01 00:00:00+00:00,0.03263777
2001-11-02 00:00:00+00:00,-0.01838235
2001-11-05 00:00:00+00:00,-0.00954907
2001-11-06 00:00:00+00:00,0.04217832
2001-11-07 00:00:00+00:00,0.00783290
2001-11-08 00:00:00+00:00,-0.00884956
2001-11-09 00:00:00+00:00,-0.02040816
2001-11-13 00:00:00+00:00,-0.01374934
2001-11-14 00:00:00+00:00,-0.01547492
2001-11-15 00:00:00+00:00,0.00538213
2001-11-16 00:00:00+00:00,0.00806018
2001-11-19 00:00:00+00:00,-0.01390374
2001-11-20 00:00:00+00:00,0.00323276
2001-11-21 00:00:00+00:00,0.02691066
2001-11-26 00:00:00+00:00,0.02813163
2001-11-27 00:00:00+00:00,0.00890052
2001-11-28 00:00:00+00:00,-0.01250000
2001-11-29 00:00:00+00:00,-0.01521511
2001-11-30 00:00:00+00:00,0.01163406
2001-12-03 00:00:00+00:00,0.01840168
2001-12-04 00:00:00+00:00,0.00258131
2001-12-05 00:00:00+00:00,-0.00926880
2001-12-06 00:00:00+00:00,-0.06156234
2001-12-07 00:00:00+00:00,-0.01495726
2001-12-10 00:00:00+00:00,0.01940701
2001-12-11 00:00:00+00:00,-0.02444208
2001-12-12 00:00:00+00:00,-0.01405405
2001-12-13 00:00:00+00:00,0.00326442
2001-12-14 00:00:00+00:00,0.00867679
2001-12-17 00:00:00+00:00,0.01784749
2001-12-18 00:00:00+00:00,0.02037534
2001-12-19 00:00:00+00:00,0.00636943
2001-12-20 00:00:00+00:00,0.04025424
2001-12-21 00:00:00+00:00,-0.01869159
2001-12-26 00:00:00+00:00,-0.00522466
2001-12-27 00:00:00+00:00,-0.05340314
2001-12-28 00:00:00+00:00,-0.03502155
2002-01-02 00:00:00+00:00,0.02413604
2002-01-03 00:00:00+00:00,-0.04658722
2002-01-04 00:00:00+00:00,-0.01388118
2002-01-07 00:00:00+00:00,-0.01395868
2002-01-08 00:00:00+00:00,0.01404494
2002-01-09 00:00:00+00:00,0.02398215
2002-01-10 00:00:00+00:00,-0.00990644
2002-01-11 00:00:00+00:00,-0.00220994
2002-01-14 00:00:00+00:00,-0.00996678
2002-01-15 00:00:00+00:00,-0.02225932
2002-01-16 00:00:00+00:00,-0.02704225
2002-01-17 00:00:00+00:00,0.00456882
2002-01-18 00:00:00+00:00,-0.01763367
2002-01-22 00:00:00+00:00,-0.01378518
2002-01-23 00:00:00+00:00,0.01324489
2002-01-24 00:00:00+00:00,0.02127660
2002-01-25 00:00:00+00:00,-0.00000000
2002-01-28 00:00:00+00:00,-0.02897727
2002-01-29 00:00:00+00:00,-0.00461361
2002-01-30 00:00:00+00:00,0.00867553
2002-01-31 00:00:00+00:00,0.01261468
2002-02-01 00:00:00+00:00,0.03367580
2002-02-04 00:00:00+00:00,0.00729517
2002-02-05 00:00:00+00:00,-0.02012297
2002-02-06 00:00:00+00:00,-0.01693002
2002-02-07 00:00:00+00:00,0.00682594
2002-02-08 00:00:00+00:00,0.02040816
2002-02-11 00:00:00+00:00,0.00673401
2002-02-12 00:00:00+00:00,-0.01565996
2002-02-13 00:00:00+00:00,-0.02262443
2002-02-14 00:00:00+00:00,0.03534778
2002-02-15 00:00:00+00:00,-0.00952381
2002-02-19 00:00:00+00:00,-0.02749719
2002-02-20 00:00:00+00:00,0.01026226
2002-02-21 00:00:00+00:00,0.02713397
2002-02-22 00:00:00+00:00,0.03175487
2002-02-25 00:00:00+00:00,-0.01094691
2002-02-26 00:00:00+00:00,0.00329852
2002-02-27 00:00:00+00:00,0.00218818
2002-02-28 00:00:00+00:00,-0.00984144
2002-03-01 00:00:00+00:00,-0.01983471
2002-03-04 00:00:00+00:00,0.01224263
2002-03-05 00:00:00+00:00,0.00608744
2002-03-06 00:00:00+00:00,0.01651982
2002-03-07 00:00:00+00:00,0.02071974
2002-03-08 00:00:00+00:00,-0.00701187
2002-03-11 00:00:00+00:00,0.01356484
2002-03-12 00:00:00+00:00,-0.02101293
2002-03-13 00:00:00+00:00,0.00218221
2002-03-14 00:00:00+00:00,-0.00925422
2002-03-15 00:00:00+00:00,0.01259584
2002-03-18 00:00:00+00:00,0.02066340
2002-03-19 00:00:00+00:00,0.01718582
2002-03-20 00:00:00+00:00,-0.00532198
2002-03-21 00:00:00+00:00,0.01120598
2002-03-22 00:00:00+00:00,-0.01380042
2002-03-25 00:00:00+00:00,0.01446945
2002-03-26 00:00:00+00:00,-0.01442707
2002-03-27 00:00:00+00:00,0.00161117
2002-03-28 00:00:00+00:00,-0.01396348
2002-04-01 00:00:00+00:00,-0.01189189
2002-04-02 00:00:00+00:00,0.00653239
2002-04-03 00:00:00+00:00,0.00865333
2002-04-04 00:00:00+00:00,0.00646204
2002-04-05 00:00:00+00:00,-0.05847639
2002-04-08 00:00:00+00:00,-0.01107420
2002-04-09 00:00:00+00:00,-0.02113459
2002-04-10 00:00:00+00:00,-0.00506757
2002-04-11 00:00:00+00:00,0.00790068
2002-04-12 00:00:00+00:00,-0.00617978
2002-04-15 00:00:00+00:00,-0.00676819
2002-04-16 00:00:00+00:00,0.00283286
2002-04-17 00:00:00+00:00,-0.00790960
2002-04-18 00:00:00+00:00,-0.00510493
2002-04-19 00:00:00+00:00,0.00853728
2002-04-22 00:00:00+00:00,-0.00340136
2002-04-23 00:00:00+00:00,0.01362862
2002-04-24 00:00:00+00:00,0.00281690
2002-04-25 00:00:00+00:00,-0.00393922
2002-04-26 00:00:00+00:00,0.00677201
2002-04-29 00:00:00+00:00,0.00224972
2002-04-30 00:00:00+00:00,0.00336889
2002-05-01 00:00:00+00:00,0.01177130
2002-05-02 00:00:00+00:00,0.00111421
2002-05-03 00:00:00+00:00,-0.02669633
2002-05-06 00:00:00+00:00,-0.01692047
2002-05-07 00:00:00+00:00,-0.03244166
2002-05-08 00:00:00+00:00,0.00984936
2002-05-09 00:00:00+00:00,0.00288184
2002-05-10 00:00:00+00:00,0.03456221
2002-05-13 00:00:00+00:00,0.01581921
2002-05-14 00:00:00+00:00,-0.00167879
2002-05-15 00:00:00+00:00,0.01121076
2002-05-16 00:00:00+00:00,0.02392877
2002-05-17 00:00:00+00:00,-0.00493421
2002-05-20 00:00:00+00:00,-0.00604064
2002-05-21 00:00:00+00:00,-0.00496415
2002-05-22 00:00:00+00:00,0.00166021
2002-05-23 00:00:00+00:00,0.00553097
2002-05-24 00:00:00+00:00,0.01379691
2002-05-28 00:00:00+00:00,-0.00225879
