Date,EU-HOUSE
2020-12-16 00:00:00+00:00,
2020-12-17 00:00:00+00:00,-0.00076351
2020-12-18 00:00:00+00:00,-0.00794581
2020-12-21 00:00:00+00:00,-0.01985549
2020-12-22 00:00:00+00:00,0.01365017
2020-12-23 00:00:00+00:00,0.00441360
2020-12-28 00:00:00+00:00,0.01263753
2020-12-29 00:00:00+00:00,0.01530179
2020-12-30 00:00:00+00:00,-0.00171275
2021-01-04 00:00:00+00:00,-0.00000219
2021-01-05 00:00:00+00:00,-0.01006873
2021-01-06 00:00:00+00:00,0.00551462
2021-01-07 00:00:00+00:00,0.00257964
2021-01-08 00:00:00+00:00,0.00450453
2021-01-11 00:00:00+00:00,-0.00513005
2021-01-12 00:00:00+00:00,-0.00945155
2021-01-13 00:00:00+00:00,-0.00000239
2021-01-14 00:00:00+00:00,0.00487580
2021-01-15 00:00:00+00:00,-0.01219211
2021-01-18 00:00:00+00:00,0.00720535
2021-01-19 00:00:00+00:00,-0.00867644
2021-01-20 00:00:00+00:00,0.00809137
2021-01-21 00:00:00+00:00,0.00520552
2021-01-22 00:00:00+00:00,-0.00550678
2021-01-25 00:00:00+00:00,-0.00000211
2021-01-26 00:00:00+00:00,0.00607551
2021-01-27 00:00:00+00:00,-0.00593509
2021-01-28 00:00:00+00:00,-0.00195509
2021-01-29 00:00:00+00:00,-0.02066052
2021-02-01 00:00:00+00:00,0.00954657
2021-02-02 00:00:00+00:00,0.01561485
2021-02-03 00:00:00+00:00,0.00010701
2021-02-04 00:00:00+00:00,-0.00638910
2021-02-05 00:00:00+00:00,0.00283225
2021-02-08 00:00:00+00:00,0.00358495
2021-02-09 00:00:00+00:00,0.00920198
2021-02-10 00:00:00+00:00,-0.01137331
2021-02-11 00:00:00+00:00,0.00542480
2021-02-12 00:00:00+00:00,0.00388445
2021-02-15 00:00:00+00:00,0.01451343
2021-02-16 00:00:00+00:00,-0.00328643
2021-02-17 00:00:00+00:00,-0.00829460
2021-02-18 00:00:00+00:00,-0.00471854
2021-02-19 00:00:00+00:00,0.00527755
2021-02-22 00:00:00+00:00,-0.01168107
2021-02-23 00:00:00+00:00,0.00270970
2021-02-24 00:00:00+00:00,-0.00659694
2021-02-25 00:00:00+00:00,-0.00315783
2021-02-26 00:00:00+00:00,-0.01845495
2021-03-01 00:00:00+00:00,0.02113597
2021-03-02 00:00:00+00:00,0.00468347
2021-03-03 00:00:00+00:00,0.00346882
2021-03-04 00:00:00+00:00,-0.00162198
2021-03-05 00:00:00+00:00,-0.00779411
2021-03-08 00:00:00+00:00,0.01265295
2021-03-09 00:00:00+00:00,0.00915538
2021-03-10 00:00:00+00:00,0.01259493
2021-03-15 00:00:00+00:00,-0.00337409
2021-03-16 00:00:00+00:00,0.01057703
2021-03-17 00:00:00+00:00,0.00272087
2021-03-18 00:00:00+00:00,0.00271357
2021-03-19 00:00:00+00:00,-0.00884891
2021-03-22 00:00:00+00:00,0.00199531
2021-03-23 00:00:00+00:00,0.00880461
2021-03-24 00:00:00+00:00,-0.01070297
2021-03-25 00:00:00+00:00,-0.00231124
2021-03-26 00:00:00+00:00,0.00294712
2021-03-29 00:00:00+00:00,0.00850174
2021-03-30 00:00:00+00:00,0.00447480
2021-03-31 00:00:00+00:00,-0.00310912
2021-04-01 00:00:00+00:00,0.00187041
2021-04-06 00:00:00+00:00,0.01359007
2021-04-07 00:00:00+00:00,-0.00388987
2021-04-08 00:00:00+00:00,0.01572092
2021-04-09 00:00:00+00:00,-0.00050618
2021-04-12 00:00:00+00:00,-0.00151872
2021-04-13 00:00:00+00:00,0.00354734
2021-04-14 00:00:00+00:00,0.00363581
2021-04-15 00:00:00+00:00,0.00835305
2021-04-16 00:00:00+00:00,0.00658698
2021-04-19 00:00:00+00:00,0.00257753
2021-04-20 00:00:00+00:00,-0.02017674
2021-04-21 00:00:00+00:00,0.01110262
2021-04-22 00:00:00+00:00,0.00389283
2021-04-23 00:00:00+00:00,-0.00706102
2021-04-26 00:00:00+00:00,-0.00330537
2021-04-27 00:00:00+00:00,-0.00050283
2021-04-28 00:00:00+00:00,-0.00482608
2021-04-29 00:00:00+00:00,0.00535372
2021-04-30 00:00:00+00:00,-0.00201001
2021-05-03 00:00:00+00:00,0.00885983
2021-05-04 00:00:00+00:00,-0.01367307
2021-05-05 00:00:00+00:00,0.01821259
2021-05-06 00:00:00+00:00,0.00019833
2021-05-07 00:00:00+00:00,0.01241886
2021-05-10 00:00:00+00:00,0.00421955
2021-05-11 00:00:00+00:00,-0.01866552
2021-05-12 00:00:00+00:00,0.00527742
2021-05-13 00:00:00+00:00,0.00207988
2021-05-14 00:00:00+00:00,0.01057703
2021-05-17 00:00:00+00:00,0.00166264
2021-05-18 00:00:00+00:00,0.00048786
2021-05-19 00:00:00+00:00,-0.01015171
2021-05-20 00:00:00+00:00,0.01469261
2021-05-21 00:00:00+00:00,0.00826031
2021-05-25 00:00:00+00:00,0.00549356
2021-05-26 00:00:00+00:00,0.00440923
2021-05-27 00:00:00+00:00,-0.00190904
2021-05-28 00:00:00+00:00,0.00870111
2021-06-01 00:00:00+00:00,0.00104234
2021-06-02 00:00:00+00:00,0.00473429
2021-06-03 00:00:00+00:00,-0.00018906
2021-06-04 00:00:00+00:00,-0.00018909
2021-06-07 00:00:00+00:00,0.00650506
2021-06-08 00:00:00+00:00,0.00177917
2021-06-09 00:00:00+00:00,-0.00112282
2021-06-10 00:00:00+00:00,-0.00224746
2021-06-11 00:00:00+00:00,0.01172750
2021-06-14 00:00:00+00:00,-0.00215841
2021-06-15 00:00:00+00:00,0.00551487
2021-06-16 00:00:00+00:00,0.00325266
2021-06-17 00:00:00+00:00,0.00277904
2021-06-18 00:00:00+00:00,-0.01645064
2021-06-21 00:00:00+00:00,0.00535449
2021-06-22 00:00:00+00:00,0.00242871
2021-06-23 00:00:00+00:00,-0.01212136
2021-06-24 00:00:00+00:00,0.00490604
2021-06-25 00:00:00+00:00,0.00084376
2021-06-28 00:00:00+00:00,-0.00234729
2021-06-29 00:00:00+00:00,0.00573598
2021-06-30 00:00:00+00:00,-0.01028838
2021-07-01 00:00:00+00:00,0.00179400
2021-07-02 00:00:00+00:00,0.00094180
2021-07-05 00:00:00+00:00,0.00263711
2021-07-06 00:00:00+00:00,-0.00582840
2021-07-07 00:00:00+00:00,0.01436797
2021-07-08 00:00:00+00:00,-0.02497817
2021-07-09 00:00:00+00:00,0.01615223
2021-07-12 00:00:00+00:00,0.00902872
2021-07-13 00:00:00+00:00,0.00186304
2021-07-14 00:00:00+00:00,0.00353445
2021-07-15 00:00:00+00:00,-0.01075701
2021-07-16 00:00:00+00:00,-0.00328181
2021-07-19 00:00:00+00:00,-0.01824465
2021-07-20 00:00:00+00:00,-0.00009720
2021-07-21 00:00:00+00:00,0.01302665
2021-07-22 00:00:00+00:00,-0.00387840
2021-07-23 00:00:00+00:00,0.01879486
2021-07-26 00:00:00+00:00,-0.00810787
2021-07-27 00:00:00+00:00,-0.00845609
2021-07-28 00:00:00+00:00,0.00520938
2021-07-29 00:00:00+00:00,0.00226074
2021-07-30 00:00:00+00:00,-0.00498529
2021-08-02 00:00:00+00:00,0.01077270
2021-08-03 00:00:00+00:00,0.00738521
2021-08-04 00:00:00+00:00,0.00083393
2021-08-05 00:00:00+00:00,-0.00083612
2021-08-06 00:00:00+00:00,0.00055548
2021-08-09 00:00:00+00:00,0.00139005
2021-08-10 00:00:00+00:00,0.00092480
2021-08-11 00:00:00+00:00,0.00305272
2021-08-12 00:00:00+00:00,0.00129033
2021-08-13 00:00:00+00:00,0.00239440
2021-08-16 00:00:00+00:00,-0.01443455
2021-08-17 00:00:00+00:00,-0.00028188
2021-08-18 00:00:00+00:00,-0.01884849
2021-08-19 00:00:00+00:00,-0.02795887
2021-08-20 00:00:00+00:00,0.00537908
2021-08-23 00:00:00+00:00,0.01225897
2021-08-24 00:00:00+00:00,-0.00932584
2021-08-25 00:00:00+00:00,-0.00116579
2021-08-26 00:00:00+00:00,-0.00184721
2021-08-27 00:00:00+00:00,0.00029050
2021-08-30 00:00:00+00:00,0.00136085
2021-08-31 00:00:00+00:00,-0.00281900
2021-09-01 00:00:00+00:00,0.01188608
2021-09-02 00:00:00+00:00,-0.00038645
2021-09-03 00:00:00+00:00,-0.00770766
2021-09-06 00:00:00+00:00,0.01087145
2021-09-07 00:00:00+00:00,0.00211160
2021-09-08 00:00:00+00:00,-0.00536783
2021-09-09 00:00:00+00:00,0.00202204
2021-09-10 00:00:00+00:00,0.00211405
2021-09-14 00:00:00+00:00,-0.01410592
2021-09-15 00:00:00+00:00,-0.01567024
2021-09-16 00:00:00+00:00,-0.00217617
2021-09-17 00:00:00+00:00,-0.00376641
2021-09-20 00:00:00+00:00,-0.00925088
2021-09-21 00:00:00+00:00,0.01084159
2021-09-22 00:00:00+00:00,0.00854023
2021-09-23 00:00:00+00:00,0.00955111
2021-09-24 00:00:00+00:00,-0.01199863
2021-09-27 00:00:00+00:00,-0.00750404
2021-09-28 00:00:00+00:00,-0.02089043
2021-09-29 00:00:00+00:00,0.00731370
2021-09-30 00:00:00+00:00,-0.00272420
2021-10-01 00:00:00+00:00,-0.00525996
2021-10-04 00:00:00+00:00,-0.00264441
2021-10-05 00:00:00+00:00,0.00397440
2021-10-06 00:00:00+00:00,-0.01421592
2021-10-07 00:00:00+00:00,0.01483013
2021-10-08 00:00:00+00:00,-0.00690287
2021-10-11 00:00:00+00:00,0.00040737
2021-10-12 00:00:00+00:00,0.00030505
2021-10-13 00:00:00+00:00,0.01940218
2021-10-14 00:00:00+00:00,0.01422433
2021-10-15 00:00:00+00:00,0.00286315
2021-10-18 00:00:00+00:00,-0.01191913
2021-10-19 00:00:00+00:00,-0.00219454
2021-10-20 00:00:00+00:00,0.00809035
2021-10-21 00:00:00+00:00,0.00733171
2021-10-22 00:00:00+00:00,0.01347592
2021-10-25 00:00:00+00:00,-0.00543739
2021-10-26 00:00:00+00:00,0.01210073
2021-10-27 00:00:00+00:00,-0.00424456
2021-10-28 00:00:00+00:00,0.00396900
2021-10-29 00:00:00+00:00,0.00347095
2021-11-01 00:00:00+00:00,0.00643912
2021-11-02 00:00:00+00:00,0.00018961
2021-11-03 00:00:00+00:00,0.00496421
2021-11-04 00:00:00+00:00,0.00712543
2021-11-05 00:00:00+00:00,0.00839574
2021-11-08 00:00:00+00:00,-0.00074964
2021-11-09 00:00:00+00:00,-0.00140577
2021-11-10 00:00:00+00:00,-0.00225177
2021-11-11 00:00:00+00:00,0.00385160
2021-11-12 00:00:00+00:00,0.01890884
2021-11-15 00:00:00+00:00,0.00459262
2021-11-16 00:00:00+00:00,0.00804701
2021-11-17 00:00:00+00:00,-0.00154379
2021-11-18 00:00:00+00:00,-0.00100096
2021-11-19 00:00:00+00:00,0.00554706
2021-11-22 00:00:00+00:00,-0.00280558
2021-11-23 00:00:00+00:00,-0.00626049
2021-11-24 00:00:00+00:00,0.00008959
2021-11-25 00:00:00+00:00,0.00793916
2021-11-26 00:00:00+00:00,-0.03776295
2021-11-29 00:00:00+00:00,0.00837435
2021-11-30 00:00:00+00:00,-0.00952084
2021-12-01 00:00:00+00:00,0.01328404
2021-12-02 00:00:00+00:00,-0.01385678
2021-12-03 00:00:00+00:00,-0.00349039
2021-12-06 00:00:00+00:00,0.01542245
2021-12-07 00:00:00+00:00,0.02814101
2021-12-08 00:00:00+00:00,-0.00734344
2021-12-09 00:00:00+00:00,-0.00191921
2021-12-10 00:00:00+00:00,0.00091308
2021-12-13 00:00:00+00:00,-0.00521132
2021-12-14 00:00:00+00:00,-0.02343050
2021-12-16 00:00:00+00:00,0.01152059
2021-12-17 00:00:00+00:00,-0.02476187
2021-12-20 00:00:00+00:00,-0.01061151
2021-12-21 00:00:00+00:00,0.01260235
2021-12-22 00:00:00+00:00,0.01998579
2021-12-23 00:00:00+00:00,0.01764980
2021-12-27 00:00:00+00:00,0.00713845
2021-12-29 00:00:00+00:00,0.00546862
2021-12-30 00:00:00+00:00,-0.00082956
2022-01-03 00:00:00+00:00,0.01415153
2022-01-04 00:00:00+00:00,0.01810697
2022-01-05 00:00:00+00:00,0.01097084
2022-01-06 00:00:00+00:00,-0.04723886
2022-01-07 00:00:00+00:00,-0.01858672
2022-01-10 00:00:00+00:00,-0.03132772
2022-01-11 00:00:00+00:00,0.01595539
2022-01-12 00:00:00+00:00,-0.00140365
2022-01-13 00:00:00+00:00,-0.02463593
2022-01-14 00:00:00+00:00,-0.02591895
2022-01-17 00:00:00+00:00,0.01262560
2022-01-18 00:00:00+00:00,-0.02633458
2022-01-19 00:00:00+00:00,0.03981058
2022-01-20 00:00:00+00:00,0.00907346
2022-01-21 00:00:00+00:00,-0.02730153
2022-01-24 00:00:00+00:00,-0.03175538
2022-01-25 00:00:00+00:00,-0.00338727
2022-01-26 00:00:00+00:00,0.01483389
2022-01-27 00:00:00+00:00,0.00112867
2022-01-28 00:00:00+00:00,-0.00336474
2022-01-31 00:00:00+00:00,0.00630185
2022-02-01 00:00:00+00:00,0.02601275
2022-02-02 00:00:00+00:00,0.01394973
2022-02-03 00:00:00+00:00,-0.03708273
2022-02-04 00:00:00+00:00,-0.02610160
2022-02-07 00:00:00+00:00,0.01418296
2022-02-08 00:00:00+00:00,-0.00663852
2022-02-09 00:00:00+00:00,0.02028972
2022-02-10 00:00:00+00:00,-0.02192655
2022-02-11 00:00:00+00:00,-0.00137201
2022-02-14 00:00:00+00:00,-0.03107150
2022-02-15 00:00:00+00:00,0.03446205
2022-02-16 00:00:00+00:00,-0.00839923
2022-02-17 00:00:00+00:00,0.00568445
2022-02-18 00:00:00+00:00,0.00084562
2022-02-21 00:00:00+00:00,-0.02182032
2022-02-22 00:00:00+00:00,-0.01091734
2022-02-23 00:00:00+00:00,-0.00041451
2022-02-24 00:00:00+00:00,-0.06367663
2022-02-25 00:00:00+00:00,0.06364188
2022-02-28 00:00:00+00:00,-0.01974866
2022-03-01 00:00:00+00:00,-0.04588533
2022-03-02 00:00:00+00:00,0.01503133
2022-03-03 00:00:00+00:00,-0.05030392
2022-03-04 00:00:00+00:00,-0.07327873
2022-03-07 00:00:00+00:00,-0.02101495
2022-03-08 00:00:00+00:00,-0.01923050
2022-03-09 00:00:00+00:00,0.06002567
2022-03-10 00:00:00+00:00,-0.01978018
2022-03-11 00:00:00+00:00,0.00151522
2022-03-14 00:00:00+00:00,0.00172981
2022-03-15 00:00:00+00:00,-0.00823632
2022-03-16 00:00:00+00:00,0.03706925
2022-03-17 00:00:00+00:00,0.00818310
2022-03-18 00:00:00+00:00,0.01033260
2022-03-21 00:00:00+00:00,-0.00022261
2022-03-22 00:00:00+00:00,0.00897147
2022-03-23 00:00:00+00:00,-0.02145125
2022-03-24 00:00:00+00:00,-0.00350688
2022-03-25 00:00:00+00:00,0.00062227
2022-03-28 00:00:00+00:00,0.01017348
2022-03-29 00:00:00+00:00,0.02782604
2022-03-30 00:00:00+00:00,0.00018949
2022-03-31 00:00:00+00:00,-0.01892093
2022-04-01 00:00:00+00:00,0.00540200
2022-04-04 00:00:00+00:00,0.01334938
2022-04-05 00:00:00+00:00,0.00131000
2022-04-06 00:00:00+00:00,-0.01982716
2022-04-07 00:00:00+00:00,-0.00689397
2022-04-08 00:00:00+00:00,0.01015473
2022-04-11 00:00:00+00:00,-0.01403685
2022-04-12 00:00:00+00:00,0.00145322
2022-04-13 00:00:00+00:00,-0.00286014
2022-04-14 00:00:00+00:00,0.01558501
2022-04-19 00:00:00+00:00,-0.00926477
2022-04-20 00:00:00+00:00,0.01066672
2022-04-21 00:00:00+00:00,0.01252366
2022-04-22 00:00:00+00:00,-0.01548639
2022-04-25 00:00:00+00:00,-0.02405052
2022-04-26 00:00:00+00:00,-0.00556572
2022-04-27 00:00:00+00:00,0.00308492
2022-04-28 00:00:00+00:00,0.00681469
2022-04-29 00:00:00+00:00,0.01631789
2022-05-02 00:00:00+00:00,-0.01338618
2022-05-03 00:00:00+00:00,-0.01240665
2022-05-04 00:00:00+00:00,-0.00409719
2022-05-05 00:00:00+00:00,-0.02035715
2022-05-06 00:00:00+00:00,-0.01979074
2022-05-09 00:00:00+00:00,-0.02310179
2022-05-10 00:00:00+00:00,0.01442435
2022-05-11 00:00:00+00:00,0.02450575
2022-05-12 00:00:00+00:00,-0.00388797
2022-05-13 00:00:00+00:00,0.02179356
2022-05-16 00:00:00+00:00,-0.00295536
2022-05-17 00:00:00+00:00,0.01073349
2022-05-18 00:00:00+00:00,-0.01551773
2022-05-19 00:00:00+00:00,-0.01980402
2022-05-20 00:00:00+00:00,-0.00170059
2022-05-23 00:00:00+00:00,-0.00605739
2022-05-24 00:00:00+00:00,-0.00328691
2022-05-25 00:00:00+00:00,0.00380161
2022-05-27 00:00:00+00:00,0.03409640
2022-05-30 00:00:00+00:00,0.01625289
2022-05-31 00:00:00+00:00,0.00242710
2022-06-01 00:00:00+00:00,0.00849282
2022-06-02 00:00:00+00:00,-0.00203923
2022-06-06 00:00:00+00:00,0.01235231
2022-06-07 00:00:00+00:00,-0.01028272
2022-06-08 00:00:00+00:00,-0.00880426
2022-06-09 00:00:00+00:00,-0.00898870
2022-06-10 00:00:00+00:00,-0.02757066
2022-06-13 00:00:00+00:00,-0.02282574
2022-06-14 00:00:00+00:00,-0.01363067
2022-06-15 00:00:00+00:00,0.01532522
2022-06-16 00:00:00+00:00,-0.01880109
2022-06-17 00:00:00+00:00,-0.00004425
2022-06-20 00:00:00+00:00,0.00433161
2022-06-21 00:00:00+00:00,0.00889901
2022-06-22 00:00:00+00:00,-0.00208970
2022-06-23 00:00:00+00:00,0.01304958
2022-06-24 00:00:00+00:00,0.03187401
2022-06-27 00:00:00+00:00,-0.00429471
2022-06-28 00:00:00+00:00,0.00421658
2022-06-29 00:00:00+00:00,-0.00157369
2022-06-30 00:00:00+00:00,-0.01302857
2022-07-01 00:00:00+00:00,0.00315763
2022-07-04 00:00:00+00:00,0.00678295
2022-07-05 00:00:00+00:00,-0.01711779
2022-07-06 00:00:00+00:00,0.03211952
2022-07-07 00:00:00+00:00,0.00576987
2022-07-08 00:00:00+00:00,-0.00262798
2022-07-11 00:00:00+00:00,-0.00564745
2022-07-12 00:00:00+00:00,0.01647929
2022-07-13 00:00:00+00:00,-0.00506440
2022-07-14 00:00:00+00:00,-0.00776224
2022-07-15 00:00:00+00:00,0.00801355
2022-07-18 00:00:00+00:00,0.00591771
2022-07-19 00:00:00+00:00,0.02457195
2022-07-20 00:00:00+00:00,-0.00794732
2022-07-21 00:00:00+00:00,0.00411101
2022-07-22 00:00:00+00:00,0.00669508
2022-07-25 00:00:00+00:00,0.00396154
2022-07-26 00:00:00+00:00,-0.00655509
2022-07-27 00:00:00+00:00,0.01003728
2022-07-28 00:00:00+00:00,0.03094557
2022-07-29 00:00:00+00:00,0.02804415
2022-08-01 00:00:00+00:00,0.01089423
2022-08-02 00:00:00+00:00,-0.01684920
2022-08-03 00:00:00+00:00,0.01142377
2022-08-04 00:00:00+00:00,0.01066219
2022-08-05 00:00:00+00:00,-0.02719313
2022-08-08 00:00:00+00:00,0.02368820
2022-08-09 00:00:00+00:00,-0.02248903
2022-08-10 00:00:00+00:00,0.01806034
2022-08-11 00:00:00+00:00,0.00190300
2022-08-12 00:00:00+00:00,-0.00167220
