Date,SMI-MID
2007-06-26 00:00:00+00:00,-0.01899192
2007-06-27 00:00:00+00:00,-0.01283628
2007-06-28 00:00:00+00:00,0.03009921
2007-06-29 00:00:00+00:00,0.01186271
2007-07-02 00:00:00+00:00,0.00971176
2007-07-03 00:00:00+00:00,0.01431728
2007-07-04 00:00:00+00:00,0.02140748
2007-07-05 00:00:00+00:00,-0.00271690
2007-07-06 00:00:00+00:00,0.00237002
2007-07-09 00:00:00+00:00,0.00084264
2007-07-10 00:00:00+00:00,-0.00728833
2007-07-11 00:00:00+00:00,-0.00170488
2007-07-12 00:00:00+00:00,0.01973292
2007-07-13 00:00:00+00:00,-0.00118557
2007-07-16 00:00:00+00:00,-0.00320763
2007-07-17 00:00:00+00:00,-0.01890929
2007-07-18 00:00:00+00:00,-0.02368027
2007-07-19 00:00:00+00:00,0.03136501
2007-07-20 00:00:00+00:00,0.00389727
2007-07-23 00:00:00+00:00,-0.00779819
2007-07-24 00:00:00+00:00,-0.02364569
2007-07-25 00:00:00+00:00,-0.02185906
2007-07-26 00:00:00+00:00,-0.06176123
2007-07-27 00:00:00+00:00,-0.00555828
2007-07-30 00:00:00+00:00,-0.01205406
2007-07-31 00:00:00+00:00,0.04325343
2007-08-02 00:00:00+00:00,0.00088636
2007-08-03 00:00:00+00:00,-0.01079453
2007-08-06 00:00:00+00:00,-0.03436258
2007-08-07 00:00:00+00:00,0.00905793
2007-08-08 00:00:00+00:00,0.03709968
2007-08-09 00:00:00+00:00,-0.02775886
2007-08-10 00:00:00+00:00,-0.07547505
2007-08-13 00:00:00+00:00,0.03504538
2007-08-14 00:00:00+00:00,-0.01115970
2007-08-15 00:00:00+00:00,-0.02776370
2007-08-16 00:00:00+00:00,-0.09929323
2007-08-17 00:00:00+00:00,0.00282103
2007-08-20 00:00:00+00:00,0.03185856
2007-08-21 00:00:00+00:00,-0.00481271
2007-08-22 00:00:00+00:00,0.05183986
2007-08-23 00:00:00+00:00,0.00896297
2007-08-24 00:00:00+00:00,0.01969123
2007-08-27 00:00:00+00:00,0.00994558
2007-08-28 00:00:00+00:00,-0.02922480
2007-08-29 00:00:00+00:00,-0.00015319
2007-08-30 00:00:00+00:00,0.00329551
2007-08-31 00:00:00+00:00,0.03039274
2007-09-03 00:00:00+00:00,0.01766243
2007-09-04 00:00:00+00:00,0.01641913
2007-09-05 00:00:00+00:00,-0.03854072
2007-09-06 00:00:00+00:00,-0.01134050
2007-09-07 00:00:00+00:00,-0.03837942
2007-09-10 00:00:00+00:00,-0.03683078
2007-09-11 00:00:00+00:00,0.01268544
2007-09-12 00:00:00+00:00,0.00911385
2007-09-13 00:00:00+00:00,-0.00015655
2007-09-14 00:00:00+00:00,-0.02885731
