Date,US-ENERGY
2014-06-19 00:00:00+00:00,0.01359660
2014-06-20 00:00:00+00:00,0.01041096
2014-06-23 00:00:00+00:00,0.00336797
2014-06-24 00:00:00+00:00,-0.02073749
2014-06-25 00:00:00+00:00,0.00675537
2014-06-26 00:00:00+00:00,0.00170188
2014-06-27 00:00:00+00:00,0.00029920
2014-06-30 00:00:00+00:00,0.00039857
2014-07-01 00:00:00+00:00,0.00129783
2014-07-02 00:00:00+00:00,-0.00139763
2014-07-03 00:00:00+00:00,0.00239804
2014-07-07 00:00:00+00:00,-0.00668021
2014-07-08 00:00:00+00:00,-0.00150634
2014-07-09 00:00:00+00:00,0.00633159
2014-07-10 00:00:00+00:00,-0.00888990
2014-07-11 00:00:00+00:00,-0.00806264
2014-07-14 00:00:00+00:00,0.00893966
2014-07-15 00:00:00+00:00,-0.00513614
2014-07-16 00:00:00+00:00,0.01538391
2014-07-17 00:00:00+00:00,-0.01485289
2014-07-18 00:00:00+00:00,0.00151734
2014-07-21 00:00:00+00:00,0.00161571
2014-07-22 00:00:00+00:00,0.00645474
2014-07-23 00:00:00+00:00,0.00721517
2014-07-24 00:00:00+00:00,0.00099432
2014-07-25 00:00:00+00:00,-0.00775432
2014-07-28 00:00:00+00:00,-0.00240510
2014-07-29 00:00:00+00:00,-0.00281280
2014-07-30 00:00:00+00:00,-0.00513694
2014-07-31 00:00:00+00:00,-0.02125791
2014-08-01 00:00:00+00:00,-0.00930879
2014-08-04 00:00:00+00:00,0.01680704
2014-08-05 00:00:00+00:00,-0.02217742
2014-08-06 00:00:00+00:00,0.00335924
2014-08-07 00:00:00+00:00,-0.00680270
2014-08-08 00:00:00+00:00,0.01664666
2014-08-11 00:00:00+00:00,0.00051736
2014-08-12 00:00:00+00:00,-0.01388109
2014-08-13 00:00:00+00:00,0.00976794
2014-08-14 00:00:00+00:00,-0.00603441
2014-08-15 00:00:00+00:00,0.00659263
2014-08-18 00:00:00+00:00,0.00384618
2014-08-19 00:00:00+00:00,0.00559212
2014-08-20 00:00:00+00:00,0.00484004
2014-08-21 00:00:00+00:00,0.00112696
2014-08-22 00:00:00+00:00,-0.00788433
2014-08-25 00:00:00+00:00,0.00959697
2014-08-26 00:00:00+00:00,0.00470120
2014-08-27 00:00:00+00:00,-0.00173041
2014-08-28 00:00:00+00:00,-0.00071419
2014-08-29 00:00:00+00:00,0.00642460
2014-09-02 00:00:00+00:00,-0.01256656
2014-09-03 00:00:00+00:00,0.00235973
2014-09-04 00:00:00+00:00,-0.01423237
2014-09-05 00:00:00+00:00,0.00737355
2014-09-08 00:00:00+00:00,-0.01546621
2014-09-09 00:00:00+00:00,-0.00439892
2014-09-10 00:00:00+00:00,-0.02997847
2014-09-11 00:00:00+00:00,-0.00573392
2014-09-12 00:00:00+00:00,-0.01506323
2014-09-15 00:00:00+00:00,0.00752323
2014-09-16 00:00:00+00:00,0.01184071
2014-09-17 00:00:00+00:00,-0.00474483
2014-09-18 00:00:00+00:00,-0.00519109
2014-09-19 00:00:00+00:00,-0.00127832
2014-09-22 00:00:00+00:00,-0.01503372
2014-09-23 00:00:00+00:00,-0.00238183
2014-09-24 00:00:00+00:00,-0.00010901
2014-09-25 00:00:00+00:00,-0.01399919
2014-09-26 00:00:00+00:00,0.01243635
2014-09-29 00:00:00+00:00,-0.00337029
2014-09-30 00:00:00+00:00,-0.01483484
2014-10-01 00:00:00+00:00,-0.01738314
2014-10-02 00:00:00+00:00,-0.00495816
2014-10-03 00:00:00+00:00,-0.00407697
2014-10-06 00:00:00+00:00,0.00318321
2014-10-07 00:00:00+00:00,-0.01326121
2014-10-08 00:00:00+00:00,0.00976310
2014-10-09 00:00:00+00:00,-0.03822118
2014-10-10 00:00:00+00:00,-0.01348342
2014-10-13 00:00:00+00:00,-0.03153127
2014-10-14 00:00:00+00:00,-0.01176061
2014-10-15 00:00:00+00:00,0.00701449
2014-10-16 00:00:00+00:00,0.02015107
2014-10-17 00:00:00+00:00,0.00451087
2014-10-20 00:00:00+00:00,0.01043873
2014-10-21 00:00:00+00:00,0.02979273
2014-10-22 00:00:00+00:00,-0.01458292
2014-10-23 00:00:00+00:00,0.01657379
