Date,HOUSE-US
2022-02-01 00:00:00+00:00,0.00000000
2022-02-02 00:00:00+00:00,0.00000000
2022-02-03 00:00:00+00:00,0.00000000
2022-02-04 00:00:00+00:00,0.00000000
2022-02-07 00:00:00+00:00,-0.00005743
2022-02-08 00:00:00+00:00,0.00000000
2022-02-09 00:00:00+00:00,0.00000000
2022-02-10 00:00:00+00:00,0.00000000
2022-02-11 00:00:00+00:00,0.00000000
2022-02-14 00:00:00+00:00,0.01013514
2022-02-15 00:00:00+00:00,0.00200669
2022-02-16 00:00:00+00:00,0.00133511
2022-02-17 00:00:00+00:00,0.00000000
2022-02-18 00:00:00+00:00,0.00000000
2022-02-22 00:00:00+00:00,0.00333333
2022-02-23 00:00:00+00:00,0.00531561
2022-02-24 00:00:00+00:00,0.00000000
2022-02-25 00:00:00+00:00,0.00000000
2022-02-28 00:00:00+00:00,0.00000000
2022-03-01 00:00:00+00:00,0.00264901
2022-03-02 00:00:00+00:00,0.00000000
2022-03-03 00:00:00+00:00,0.00000000
2022-03-04 00:00:00+00:00,0.00396825
2022-03-07 00:00:00+00:00,0.00132013
2022-03-08 00:00:00+00:00,0.00000000
2022-03-09 00:00:00+00:00,0.00000000
2022-03-10 00:00:00+00:00,0.00264026
2022-03-11 00:00:00+00:00,0.00000000
2022-03-14 00:00:00+00:00,0.00000000
2022-03-15 00:00:00+00:00,0.00000000
2022-03-16 00:00:00+00:00,0.00000000
2022-03-17 00:00:00+00:00,0.00000000
2022-03-18 00:00:00+00:00,0.00000000
2022-03-21 00:00:00+00:00,0.00988794
2022-03-22 00:00:00+00:00,0.00000000
2022-03-23 00:00:00+00:00,0.00000000
2022-03-24 00:00:00+00:00,0.00000000
2022-03-25 00:00:00+00:00,0.00000000
2022-03-28 00:00:00+00:00,0.00395517
2022-03-29 00:00:00+00:00,0.02960526
2022-03-30 00:00:00+00:00,0.00000000
2022-03-31 00:00:00+00:00,0.00000000
2022-04-01 00:00:00+00:00,0.00000000
2022-04-04 00:00:00+00:00,0.00000000
2022-04-05 00:00:00+00:00,0.00259740
2022-04-06 00:00:00+00:00,0.00000000
2022-04-07 00:00:00+00:00,0.00000000
2022-04-08 00:00:00+00:00,0.00000000
2022-04-11 00:00:00+00:00,0.01037613
2022-04-12 00:00:00+00:00,0.00000000
2022-04-13 00:00:00+00:00,0.00000000
2022-04-14 00:00:00+00:00,0.00000000
2022-04-18 00:00:00+00:00,0.00000000
2022-04-19 00:00:00+00:00,0.00000000
2022-04-20 00:00:00+00:00,0.00000000
2022-04-21 00:00:00+00:00,0.00000000
2022-04-22 00:00:00+00:00,0.00387097
2022-04-25 00:00:00+00:00,0.00386349
2022-04-26 00:00:00+00:00,0.01799486
2022-04-27 00:00:00+00:00,0.00638978
2022-04-28 00:00:00+00:00,0.00000000
2022-04-29 00:00:00+00:00,0.00000000
2022-05-02 00:00:00+00:00,0.00000000
2022-05-03 00:00:00+00:00,0.00636943
2022-05-04 00:00:00+00:00,0.00698413
2022-05-05 00:00:00+00:00,-0.00005397
2022-05-06 00:00:00+00:00,0.00000000
2022-05-09 00:00:00+00:00,0.00316857
2022-05-10 00:00:00+00:00,0.00000000
2022-05-11 00:00:00+00:00,0.00000000
2022-05-12 00:00:00+00:00,0.04119138
2022-05-13 00:00:00+00:00,0.00121729
2022-05-16 00:00:00+00:00,0.00000000
2022-05-17 00:00:00+00:00,0.00000000
2022-05-18 00:00:00+00:00,-0.00060790
2022-05-19 00:00:00+00:00,0.00000000
2022-05-20 00:00:00+00:00,-0.00607903
2022-05-23 00:00:00+00:00,0.00000000
2022-05-24 00:00:00+00:00,-0.01094225
2022-05-25 00:00:00+00:00,0.00000000
2022-05-26 00:00:00+00:00,0.00000000
2022-05-27 00:00:00+00:00,0.00000000
2022-05-31 00:00:00+00:00,0.00000000
2022-06-01 00:00:00+00:00,0.00000000
2022-06-02 00:00:00+00:00,0.00000000
2022-06-03 00:00:00+00:00,0.00000000
2022-06-06 00:00:00+00:00,0.00000000
2022-06-07 00:00:00+00:00,0.00000000
2022-06-08 00:00:00+00:00,0.00000000
2022-06-09 00:00:00+00:00,0.00000000
2022-06-10 00:00:00+00:00,-0.00182371
2022-06-13 00:00:00+00:00,0.00000000
2022-06-14 00:00:00+00:00,0.00000000
2022-06-15 00:00:00+00:00,0.00000000
2022-06-16 00:00:00+00:00,-0.00060790
2022-06-17 00:00:00+00:00,-0.00607903
2022-06-21 00:00:00+00:00,0.00000000
2022-06-22 00:00:00+00:00,-0.00550459
2022-06-23 00:00:00+00:00,0.00000000
2022-06-24 00:00:00+00:00,0.00000000
2022-06-27 00:00:00+00:00,0.00000000
2022-06-28 00:00:00+00:00,0.00917431
2022-06-29 00:00:00+00:00,0.00000000
2022-06-30 00:00:00+00:00,0.00000000
2022-07-01 00:00:00+00:00,0.00000000
2022-07-05 00:00:00+00:00,0.00000000
2022-07-06 00:00:00+00:00,0.00000000
2022-07-07 00:00:00+00:00,0.00000000
2022-07-08 00:00:00+00:00,0.00000000
2022-07-11 00:00:00+00:00,0.00000000
2022-07-12 00:00:00+00:00,0.00000000
2022-07-13 00:00:00+00:00,-0.01818182
2022-07-14 00:00:00+00:00,0.00000000
2022-07-15 00:00:00+00:00,0.00000000
2022-07-18 00:00:00+00:00,0.00000000
2022-07-19 00:00:00+00:00,-0.00606061
2022-07-20 00:00:00+00:00,0.00000000
2022-07-21 00:00:00+00:00,0.00000000
2022-07-22 00:00:00+00:00,0.00000000
2022-07-25 00:00:00+00:00,0.00000000
2022-07-26 00:00:00+00:00,0.00000000
2022-07-27 00:00:00+00:00,0.00000000
2022-07-28 00:00:00+00:00,0.00000000
2022-07-29 00:00:00+00:00,-0.00303030
2022-08-01 00:00:00+00:00,0.00000000
2022-08-02 00:00:00+00:00,0.00000000
2022-08-03 00:00:00+00:00,0.00000000
2022-08-04 00:00:00+00:00,0.00000000
2022-08-05 00:00:00+00:00,-0.00005167
2022-08-08 00:00:00+00:00,0.00000000
2022-08-09 00:00:00+00:00,0.00000000
2022-08-10 00:00:00+00:00,0.00000000
2022-08-11 00:00:00+00:00,0.00000000
2022-08-12 00:00:00+00:00,-0.04559271
2022-08-15 00:00:00+00:00,0.00000000
2022-08-16 00:00:00+00:00,0.01592357
2022-08-17 00:00:00+00:00,0.00632911
2022-08-18 00:00:00+00:00,-0.00632911
2022-08-19 00:00:00+00:00,0.00000000
2022-08-22 00:00:00+00:00,-0.00316456
2022-08-23 00:00:00+00:00,0.00000000
2022-08-24 00:00:00+00:00,0.00000000
2022-08-25 00:00:00+00:00,0.00000000
2022-08-26 00:00:00+00:00,0.00000000
2022-08-29 00:00:00+00:00,0.00000000
2022-08-30 00:00:00+00:00,0.00000000
2022-08-31 00:00:00+00:00,0.00000000
2022-09-01 00:00:00+00:00,0.00000000
2022-09-02 00:00:00+00:00,-0.00317460
2022-09-06 00:00:00+00:00,0.00000000
2022-09-07 00:00:00+00:00,0.00000000
2022-09-08 00:00:00+00:00,0.00000000
2022-09-09 00:00:00+00:00,0.00000000
2022-09-12 00:00:00+00:00,0.00000000
2022-09-13 00:00:00+00:00,0.00000000
2022-09-14 00:00:00+00:00,0.00000000
2022-09-15 00:00:00+00:00,0.00000000
2022-09-16 00:00:00+00:00,0.00000000
2022-09-19 00:00:00+00:00,0.00000000
2022-09-20 00:00:00+00:00,0.00000000
2022-09-21 00:00:00+00:00,-0.00698413
2022-09-22 00:00:00+00:00,0.00000000
2022-09-23 00:00:00+00:00,0.00000000
2022-09-26 00:00:00+00:00,0.00000000
2022-09-27 00:00:00+00:00,0.00000000
2022-09-28 00:00:00+00:00,0.00000000
2022-09-29 00:00:00+00:00,0.00000000
2022-09-30 00:00:00+00:00,0.00000000
2022-10-03 00:00:00+00:00,-0.00317460
2022-10-04 00:00:00+00:00,0.00000000
2022-10-05 00:00:00+00:00,0.00000000
2022-10-06 00:00:00+00:00,-0.00132803
2022-10-07 00:00:00+00:00,-0.00573980
2022-10-10 00:00:00+00:00,-0.00318878
2022-10-11 00:00:00+00:00,0.00000000
2022-10-12 00:00:00+00:00,0.00000000
2022-10-13 00:00:00+00:00,-0.00318878
2022-10-14 00:00:00+00:00,0.00000000
2022-10-17 00:00:00+00:00,0.00000000
2022-10-18 00:00:00+00:00,0.00000000
2022-10-19 00:00:00+00:00,0.00000000
2022-10-20 00:00:00+00:00,0.00000000
2022-10-21 00:00:00+00:00,0.00000000
2022-10-24 00:00:00+00:00,-0.00318878
2022-10-25 00:00:00+00:00,0.00000000
2022-10-26 00:00:00+00:00,-0.00446429
2022-10-27 00:00:00+00:00,-0.00128123
2022-10-28 00:00:00+00:00,0.00000000
2022-10-31 00:00:00+00:00,-0.00512492
2022-11-01 00:00:00+00:00,0.00000000
2022-11-02 00:00:00+00:00,-0.00128123
2022-11-03 00:00:00+00:00,0.00000000
2022-11-04 00:00:00+00:00,-0.07238949
2022-11-07 00:00:00+00:00,0.00000000
2022-11-08 00:00:00+00:00,0.00000000
2022-11-09 00:00:00+00:00,0.00000000
2022-11-10 00:00:00+00:00,0.00138122
2022-11-11 00:00:00+00:00,0.00000000
2022-11-14 00:00:00+00:00,0.00000000
2022-11-15 00:00:00+00:00,0.00000000
2022-11-16 00:00:00+00:00,0.00000000
2022-11-17 00:00:00+00:00,0.00275862
2022-11-18 00:00:00+00:00,0.00000000
2022-11-21 00:00:00+00:00,0.00000000
2022-11-22 00:00:00+00:00,0.00000000
2022-11-23 00:00:00+00:00,0.00000000
2022-11-25 00:00:00+00:00,0.00000000
2022-11-28 00:00:00+00:00,0.00000000
2022-11-29 00:00:00+00:00,0.00000000
2022-11-30 00:00:00+00:00,0.00000000
2022-12-01 00:00:00+00:00,0.00068776
2022-12-02 00:00:00+00:00,0.00000000
2022-12-05 00:00:00+00:00,0.00274914
2022-12-06 00:00:00+00:00,0.00000000
2022-12-07 00:00:00+00:00,0.00000000
2022-12-08 00:00:00+00:00,0.00000000
2022-12-09 00:00:00+00:00,0.00000000
2022-12-12 00:00:00+00:00,0.00000000
2022-12-13 00:00:00+00:00,0.00000000
2022-12-14 00:00:00+00:00,0.00000000
2022-12-15 00:00:00+00:00,0.00000000
2022-12-16 00:00:00+00:00,0.00000000
2022-12-19 00:00:00+00:00,0.00000000
2022-12-20 00:00:00+00:00,0.00000000
2022-12-21 00:00:00+00:00,0.00000000
2022-12-22 00:00:00+00:00,0.01302262
2022-12-23 00:00:00+00:00,0.00000000
2022-12-27 00:00:00+00:00,0.01150203
2022-12-28 00:00:00+00:00,0.00000000
2022-12-29 00:00:00+00:00,0.00000000
2022-12-30 00:00:00+00:00,0.00000000
2023-01-03 00:00:00+00:00,0.00735786
2023-01-04 00:00:00+00:00,0.00000000
2023-01-05 00:00:00+00:00,0.00199203
2023-01-06 00:00:00+00:00,0.00000000
2023-01-09 00:00:00+00:00,0.01325381
2023-01-10 00:00:00+00:00,0.00331345
2023-01-11 00:00:00+00:00,0.00000000
2023-01-12 00:00:00+00:00,0.00000000
2023-01-13 00:00:00+00:00,0.00000000
2023-01-17 00:00:00+00:00,0.00000000
2023-01-18 00:00:00+00:00,0.00463883
2023-01-19 00:00:00+00:00,0.00000000
2023-01-20 00:00:00+00:00,0.00992720
2023-01-23 00:00:00+00:00,0.00000000
2023-01-24 00:00:00+00:00,0.00000000
2023-01-25 00:00:00+00:00,0.00000000
2023-01-26 00:00:00+00:00,0.00329815
2023-01-27 00:00:00+00:00,0.00000000
2023-01-30 00:00:00+00:00,0.00329815
2023-01-31 00:00:00+00:00,0.00920447
2023-02-01 00:00:00+00:00,0.01633987
2023-02-02 00:00:00+00:00,0.00000000
2023-02-03 00:00:00+00:00,0.02012987
2023-02-06 00:00:00+00:00,0.00000000
2023-02-07 00:00:00+00:00,0.00064103
2023-02-08 00:00:00+00:00,0.00128287
2023-02-09 00:00:00+00:00,0.00000000
2023-02-10 00:00:00+00:00,0.00000000
2023-02-13 00:00:00+00:00,0.00000000
2023-02-14 00:00:00+00:00,0.00000000
2023-02-15 00:00:00+00:00,0.00384862
2023-02-16 00:00:00+00:00,0.00000000
2023-02-17 00:00:00+00:00,-0.03205128
2023-02-21 00:00:00+00:00,0.00000000
2023-02-22 00:00:00+00:00,0.00000000
2023-02-23 00:00:00+00:00,0.00000000
2023-02-24 00:00:00+00:00,0.00000000
2023-02-27 00:00:00+00:00,0.00066225
2023-02-28 00:00:00+00:00,0.00000000
2023-03-01 00:00:00+00:00,0.00000000
2023-03-02 00:00:00+00:00,0.00000000
2023-03-03 00:00:00+00:00,0.00000000
2023-03-06 00:00:00+00:00,0.00000000
2023-03-07 00:00:00+00:00,0.00000000
2023-03-08 00:00:00+00:00,0.00000000
2023-03-09 00:00:00+00:00,0.00000000
2023-03-10 00:00:00+00:00,0.00000000
2023-03-13 00:00:00+00:00,0.00000000
2023-03-14 00:00:00+00:00,0.00000000
2023-03-15 00:00:00+00:00,0.00000000
2023-03-16 00:00:00+00:00,0.00000000
2023-03-17 00:00:00+00:00,0.00000000
2023-03-20 00:00:00+00:00,0.00000000
2023-03-21 00:00:00+00:00,0.00000000
2023-03-22 00:00:00+00:00,0.00000000
2023-03-23 00:00:00+00:00,0.00000000
2023-03-24 00:00:00+00:00,0.00000000
2023-03-27 00:00:00+00:00,0.00000000
2023-03-28 00:00:00+00:00,0.00000000
2023-03-29 00:00:00+00:00,0.00198544
2023-03-30 00:00:00+00:00,0.00000000
2023-03-31 00:00:00+00:00,0.00066050
2023-04-03 00:00:00+00:00,0.00000000
2023-04-04 00:00:00+00:00,0.00000000
2023-04-05 00:00:00+00:00,0.00000000
2023-04-06 00:00:00+00:00,0.00000000
2023-04-10 00:00:00+00:00,0.00000000
2023-04-11 00:00:00+00:00,0.00000000
2023-04-12 00:00:00+00:00,0.00000000
2023-04-13 00:00:00+00:00,0.00000000
2023-04-14 00:00:00+00:00,0.00000000
2023-04-17 00:00:00+00:00,0.03403847
2023-04-18 00:00:00+00:00,0.00974026
2023-04-19 00:00:00+00:00,0.00259740
2023-04-20 00:00:00+00:00,0.00000000
2023-04-21 00:00:00+00:00,0.00000000
2023-04-24 00:00:00+00:00,0.01037613
2023-04-25 00:00:00+00:00,0.00645161
2023-04-26 00:00:00+00:00,0.00321543
2023-04-27 00:00:00+00:00,0.02057878
2023-04-28 00:00:00+00:00,0.00384369
2023-05-01 00:00:00+00:00,0.00000000
2023-05-02 00:00:00+00:00,0.00000000
2023-05-03 00:00:00+00:00,0.00000000
2023-05-04 00:00:00+00:00,0.00000000
2023-05-05 00:00:00+00:00,0.00000000
2023-05-08 00:00:00+00:00,0.00063939
2023-05-09 00:00:00+00:00,0.00000000
2023-05-10 00:00:00+00:00,0.00000000
2023-05-11 00:00:00+00:00,0.00000000
2023-05-12 00:00:00+00:00,0.00000000
2023-05-15 00:00:00+00:00,0.00063939
2023-05-16 00:00:00+00:00,0.00000000
2023-05-17 00:00:00+00:00,0.01086262
2023-05-18 00:00:00+00:00,0.00000000
2023-05-19 00:00:00+00:00,0.00000000
2023-05-22 00:00:00+00:00,0.00000000
2023-05-23 00:00:00+00:00,0.02744097
2023-05-24 00:00:00+00:00,0.00000000
2023-05-25 00:00:00+00:00,0.00000000
2023-05-26 00:00:00+00:00,0.00310559
2023-05-30 00:00:00+00:00,0.00309598
2023-05-31 00:00:00+00:00,0.00000000
2023-06-01 00:00:00+00:00,0.00000000
2023-06-02 00:00:00+00:00,0.00309598
2023-06-05 00:00:00+00:00,0.00000000
2023-06-06 00:00:00+00:00,0.00000000
2023-06-07 00:00:00+00:00,0.00000000
2023-06-08 00:00:00+00:00,0.00000000
2023-06-09 00:00:00+00:00,0.00000000
2023-06-12 00:00:00+00:00,0.00495356
2023-06-13 00:00:00+00:00,0.01050680
2023-06-14 00:00:00+00:00,0.00061728
2023-06-15 00:00:00+00:00,0.00000000
2023-06-16 00:00:00+00:00,0.00000000
2023-06-20 00:00:00+00:00,0.00000000
2023-06-21 00:00:00+00:00,0.00000000
2023-06-22 00:00:00+00:00,0.00000000
2023-06-23 00:00:00+00:00,0.00000000
2023-06-26 00:00:00+00:00,0.00000000
2023-06-27 00:00:00+00:00,0.00000000
2023-06-28 00:00:00+00:00,0.00000000
2023-06-29 00:00:00+00:00,0.00000000
2023-06-30 00:00:00+00:00,0.00000000
2023-07-05 00:00:00+00:00,0.01418877
2023-07-06 00:00:00+00:00,0.00000000
2023-07-07 00:00:00+00:00,0.00000000
2023-07-10 00:00:00+00:00,0.00000000
2023-07-11 00:00:00+00:00,0.00000000
2023-07-12 00:00:00+00:00,0.00000000
2023-07-13 00:00:00+00:00,0.00919118
2023-07-14 00:00:00+00:00,0.00000000
2023-07-17 00:00:00+00:00,0.00000000
2023-07-18 00:00:00+00:00,0.00000000
2023-07-19 00:00:00+00:00,0.00000000
2023-07-20 00:00:00+00:00,0.00000000
2023-07-21 00:00:00+00:00,0.01896024
2023-07-24 00:00:00+00:00,0.00000000
2023-07-25 00:00:00+00:00,-0.00301932
2023-07-26 00:00:00+00:00,0.00000000
2023-07-27 00:00:00+00:00,0.00000000
2023-07-28 00:00:00+00:00,0.00606061
2023-07-31 00:00:00+00:00,0.00000000
2023-08-01 00:00:00+00:00,0.00000000
2023-08-02 00:00:00+00:00,0.00000000
2023-08-03 00:00:00+00:00,0.00000000
2023-08-04 00:00:00+00:00,0.00000000
2023-08-07 00:00:00+00:00,0.00000000
2023-08-08 00:00:00+00:00,0.00000000
2023-08-09 00:00:00+00:00,0.00000000
2023-08-10 00:00:00+00:00,0.00000000
2023-08-11 00:00:00+00:00,0.00000000
2023-08-14 00:00:00+00:00,0.00000000
2023-08-15 00:00:00+00:00,0.00000000
2023-08-16 00:00:00+00:00,0.00000000
2023-08-17 00:00:00+00:00,0.00000000
2023-08-18 00:00:00+00:00,0.00000000
2023-08-21 00:00:00+00:00,0.00000000
2023-08-22 00:00:00+00:00,0.00000000
2023-08-23 00:00:00+00:00,0.00000000
2023-08-24 00:00:00+00:00,0.00000000
2023-09-05 00:00:00+00:00,0.00000000
2023-09-06 00:00:00+00:00,0.01515152
2023-09-07 00:00:00+00:00,0.00000000
2023-09-08 00:00:00+00:00,0.00000000
2023-09-11 00:00:00+00:00,0.00000000
2023-09-12 00:00:00+00:00,-0.00059701
2023-09-13 00:00:00+00:00,-0.00059737
2023-09-14 00:00:00+00:00,0.00000000
2023-09-15 00:00:00+00:00,0.00000000
2023-09-18 00:00:00+00:00,0.00597729
2023-09-19 00:00:00+00:00,0.00000000
2023-09-20 00:00:00+00:00,0.00000000
2023-09-21 00:00:00+00:00,0.00000000
2023-09-22 00:00:00+00:00,0.00000000
2023-09-25 00:00:00+00:00,0.00000000
2023-09-26 00:00:00+00:00,0.00000000
2023-09-27 00:00:00+00:00,0.00000000
2023-09-28 00:00:00+00:00,0.00000000
2023-09-29 00:00:00+00:00,0.00000000
2023-10-02 00:00:00+00:00,0.00000000
2023-10-03 00:00:00+00:00,-0.00059773
2023-10-04 00:00:00+00:00,-0.00239234
2023-10-05 00:00:00+00:00,-0.00059809
2023-10-06 00:00:00+00:00,-0.00000000
2023-10-09 00:00:00+00:00,0.00000000
2023-10-10 00:00:00+00:00,0.00000000
2023-10-11 00:00:00+00:00,0.00000000
2023-10-12 00:00:00+00:00,0.00000000
2023-10-13 00:00:00+00:00,0.00000000
2023-10-16 00:00:00+00:00,0.00000000
2023-10-17 00:00:00+00:00,0.00000000
2023-10-18 00:00:00+00:00,-0.00538600
2023-10-19 00:00:00+00:00,0.00180614
2023-10-20 00:00:00+00:00,0.00120120
2023-10-23 00:00:00+00:00,-0.00539892
2023-10-24 00:00:00+00:00,0.00359928
2023-10-25 00:00:00+00:00,-0.00119976
2023-10-26 00:00:00+00:00,-0.00059988
2023-10-27 00:00:00+00:00,0.00299940
2023-10-30 00:00:00+00:00,-0.00059809
2023-10-31 00:00:00+00:00,0.00059844
2023-11-01 00:00:00+00:00,-0.02752843
2023-11-02 00:00:00+00:00,0.00000000
2023-11-03 00:00:00+00:00,0.00000000
2023-11-06 00:00:00+00:00,0.00000000
2023-11-07 00:00:00+00:00,0.00000000
2023-11-08 00:00:00+00:00,0.00000000
2023-11-09 00:00:00+00:00,0.00000000
2023-11-10 00:00:00+00:00,0.00000000
2023-11-13 00:00:00+00:00,0.00000000
2023-11-14 00:00:00+00:00,0.00246154
2023-11-15 00:00:00+00:00,0.00061387
2023-11-16 00:00:00+00:00,0.00000000
2023-11-17 00:00:00+00:00,0.00429448
2023-11-20 00:00:00+00:00,0.00000000
2023-11-21 00:00:00+00:00,0.00122324
2023-11-22 00:00:00+00:00,0.00000000
2023-11-24 00:00:00+00:00,0.00000000
2023-11-27 00:00:00+00:00,0.00000000
2023-11-28 00:00:00+00:00,0.00733496
2023-11-29 00:00:00+00:00,0.00000000
2023-11-30 00:00:00+00:00,0.00000000
2023-12-01 00:00:00+00:00,0.00060901
2023-12-04 00:00:00+00:00,0.00060864
2023-12-05 00:00:00+00:00,0.00000000
2023-12-06 00:00:00+00:00,0.00000000
2023-12-07 00:00:00+00:00,0.00060827
2023-12-08 00:00:00+00:00,0.00000000
2023-12-11 00:00:00+00:00,0.00000000
2023-12-12 00:00:00+00:00,0.00121655
2023-12-13 00:00:00+00:00,0.00000000
2023-12-14 00:00:00+00:00,0.00547445
2023-12-15 00:00:00+00:00,0.00000000
2023-12-18 00:00:00+00:00,0.00121581
2023-12-19 00:00:00+00:00,0.01033435
2023-12-20 00:00:00+00:00,-0.00783605
2023-12-21 00:00:00+00:00,0.00000000
2023-12-22 00:00:00+00:00,0.01215067
2023-12-26 00:00:00+00:00,0.00000000
2023-12-27 00:00:00+00:00,0.00000000
2023-12-28 00:00:00+00:00,0.00000000
2023-12-29 00:00:00+00:00,0.00000000
2024-01-02 00:00:00+00:00,0.00900360
2024-01-03 00:00:00+00:00,0.00600240
2024-01-04 00:00:00+00:00,0.00000000
2024-01-05 00:00:00+00:00,0.00240096
2024-01-08 00:00:00+00:00,0.00000000
2024-01-09 00:00:00+00:00,0.00000000
2024-01-10 00:00:00+00:00,0.00060024
2024-01-11 00:00:00+00:00,0.00000000
2024-01-12 00:00:00+00:00,0.00000000
2024-01-16 00:00:00+00:00,0.00000000
2024-01-17 00:00:00+00:00,0.00000000
2024-01-18 00:00:00+00:00,-0.00180072
2024-01-19 00:00:00+00:00,0.00180397
2024-01-22 00:00:00+00:00,0.00120048
2024-01-23 00:00:00+00:00,0.00000000
2024-01-24 00:00:00+00:00,0.00000000
2024-01-25 00:00:00+00:00,0.00000000
2024-01-26 00:00:00+00:00,-0.00060024
2024-01-29 00:00:00+00:00,0.00000000
2024-01-30 00:00:00+00:00,0.00000000
2024-01-31 00:00:00+00:00,0.00000000
2024-02-01 00:00:00+00:00,0.00000000
2024-02-02 00:00:00+00:00,0.00000000
2024-02-05 00:00:00+00:00,0.00000000
2024-02-06 00:00:00+00:00,0.00000000
2024-02-07 00:00:00+00:00,0.00000000
2024-02-08 00:00:00+00:00,0.00000000
2024-02-09 00:00:00+00:00,0.00000000
2024-02-12 00:00:00+00:00,0.00000000
2024-02-13 00:00:00+00:00,0.00000000
2024-02-14 00:00:00+00:00,0.00000000
2024-02-15 00:00:00+00:00,0.00000000
2024-02-16 00:00:00+00:00,0.00000000
2024-02-20 00:00:00+00:00,0.00000000
2024-02-21 00:00:00+00:00,0.00000000
2024-02-22 00:00:00+00:00,0.00420420
2024-02-23 00:00:00+00:00,0.00000000
2024-02-26 00:00:00+00:00,-0.00358852
2024-02-27 00:00:00+00:00,0.00297619
2024-02-28 00:00:00+00:00,0.00298329
2024-02-29 00:00:00+00:00,0.00000000
2024-03-01 00:00:00+00:00,0.00000000
2024-03-04 00:00:00+00:00,0.00000000
2024-03-05 00:00:00+00:00,0.00059666
2024-03-06 00:00:00+00:00,0.00059630
2024-03-07 00:00:00+00:00,0.00000000
2024-03-08 00:00:00+00:00,0.00000000
2024-03-11 00:00:00+00:00,0.00000000
2024-03-12 00:00:00+00:00,0.00000000
2024-03-13 00:00:00+00:00,0.00000000
2024-03-14 00:00:00+00:00,0.00000000
2024-03-15 00:00:00+00:00,0.00059595
2024-03-18 00:00:00+00:00,0.00059559
2024-03-19 00:00:00+00:00,0.00000000
2024-03-20 00:00:00+00:00,0.00000000
2024-03-21 00:00:00+00:00,0.00000000
2024-03-22 00:00:00+00:00,0.00000000
2024-03-25 00:00:00+00:00,0.00000000
2024-03-26 00:00:00+00:00,0.00357143
2024-03-27 00:00:00+00:00,0.00000000
2024-03-28 00:00:00+00:00,0.00000000
