Date,SEK
2004-05-18 00:00:00+00:00,-0.00087044
2004-05-19 00:00:00+00:00,0.00946776
2004-05-20 00:00:00+00:00,-0.00518661
2004-05-21 00:00:00+00:00,0.00813130
2004-05-24 00:00:00+00:00,-0.00350751
2004-05-25 00:00:00+00:00,0.00543545
2004-05-26 00:00:00+00:00,0.00517928
2004-05-27 00:00:00+00:00,0.01168620
2004-05-28 00:00:00+00:00,-0.00448299
2004-06-01 00:00:00+00:00,0.00220625
2004-06-02 00:00:00+00:00,0.01313588
2004-06-03 00:00:00+00:00,-0.00615409
2004-06-04 00:00:00+00:00,-0.00003278
2004-06-07 00:00:00+00:00,0.02161002
2004-06-08 00:00:00+00:00,-0.00373897
2004-06-09 00:00:00+00:00,-0.03848485
2004-06-10 00:00:00+00:00,0.00329505
2004-06-14 00:00:00+00:00,-0.01205110
2004-06-15 00:00:00+00:00,0.00862726
2004-06-16 00:00:00+00:00,-0.01397440
2004-06-17 00:00:00+00:00,0.00577285
2004-06-18 00:00:00+00:00,0.00581487
2004-06-21 00:00:00+00:00,-0.00230044
2004-06-22 00:00:00+00:00,-0.00245824
2004-06-23 00:00:00+00:00,-0.00147694
2004-06-24 00:00:00+00:00,0.00612048
2004-06-25 00:00:00+00:00,-0.00003542
2004-06-28 00:00:00+00:00,0.00540209
2004-06-29 00:00:00+00:00,-0.00657323
2004-06-30 00:00:00+00:00,0.00359421
2004-07-01 00:00:00+00:00,-0.00093756
2004-07-02 00:00:00+00:00,0.01022050
2004-07-06 00:00:00+00:00,-0.00219952
2004-07-07 00:00:00+00:00,0.00617344
2004-07-08 00:00:00+00:00,0.00212139
2004-07-09 00:00:00+00:00,0.00018783
2004-07-12 00:00:00+00:00,-0.00255683
2004-07-13 00:00:00+00:00,-0.00635670
2004-07-14 00:00:00+00:00,0.00677267
2004-07-15 00:00:00+00:00,-0.00442179
2004-07-16 00:00:00+00:00,0.00966772
2004-07-19 00:00:00+00:00,-0.00158882
2004-07-20 00:00:00+00:00,-0.00958924
2004-07-21 00:00:00+00:00,-0.00594291
2004-07-22 00:00:00+00:00,0.00094044
2004-07-23 00:00:00+00:00,-0.01243392
2004-07-26 00:00:00+00:00,0.00231956
2004-07-27 00:00:00+00:00,-0.00808521
2004-07-28 00:00:00+00:00,-0.00080469
2004-07-29 00:00:00+00:00,-0.00195355
2004-07-30 00:00:00+00:00,-0.00157364
2004-08-02 00:00:00+00:00,0.00264934
2004-08-03 00:00:00+00:00,0.00310176
2004-08-04 00:00:00+00:00,-0.00202651
2004-08-05 00:00:00+00:00,0.00401650
2004-08-06 00:00:00+00:00,0.01642676
2004-08-09 00:00:00+00:00,0.00191018
2004-08-10 00:00:00+00:00,-0.00408303
2004-08-11 00:00:00+00:00,-0.00334608
2004-08-12 00:00:00+00:00,0.00335371
2004-08-13 00:00:00+00:00,0.00687463
2004-08-16 00:00:00+00:00,-0.00153237
2004-08-17 00:00:00+00:00,-0.00041428
2004-08-18 00:00:00+00:00,-0.00108708
2004-08-19 00:00:00+00:00,0.00385194
2004-08-20 00:00:00+00:00,-0.00220294
2004-08-23 00:00:00+00:00,-0.01110019
2004-08-24 00:00:00+00:00,-0.00495372
2004-08-25 00:00:00+00:00,0.00177982
2004-08-26 00:00:00+00:00,0.00405041
2004-08-27 00:00:00+00:00,-0.00585470
2004-08-30 00:00:00+00:00,0.00299406
2004-08-31 00:00:00+00:00,0.00850973
2004-09-01 00:00:00+00:00,0.00250859
2004-09-02 00:00:00+00:00,0.01290729
2004-09-03 00:00:00+00:00,-0.01519142
2004-09-07 00:00:00+00:00,0.00819129
2004-09-08 00:00:00+00:00,0.01229710
2004-09-09 00:00:00+00:00,0.00294677
2004-09-10 00:00:00+00:00,0.01384596
2004-09-13 00:00:00+00:00,-0.00315976
2004-09-14 00:00:00+00:00,0.00114525
2004-09-15 00:00:00+00:00,-0.01163790
2004-09-16 00:00:00+00:00,0.00439020
2004-09-17 00:00:00+00:00,0.00175002
2004-09-20 00:00:00+00:00,0.00271811
2004-09-21 00:00:00+00:00,0.01403602
2004-09-22 00:00:00+00:00,-0.00445491
2004-09-23 00:00:00+00:00,0.00260933
2004-09-24 00:00:00+00:00,-0.00299129
2004-09-27 00:00:00+00:00,0.00128200
2004-09-28 00:00:00+00:00,0.00157500
2004-09-29 00:00:00+00:00,0.00098381
2004-09-30 00:00:00+00:00,0.00973261
2004-10-01 00:00:00+00:00,0.00046361
2004-10-04 00:00:00+00:00,-0.01270987
2004-10-05 00:00:00+00:00,0.00452358
2004-10-06 00:00:00+00:00,-0.00312856
2004-10-07 00:00:00+00:00,0.00002736
2004-10-08 00:00:00+00:00,0.00724040
2004-10-12 00:00:00+00:00,-0.00830328
2004-10-13 00:00:00+00:00,0.00378405
2004-10-14 00:00:00+00:00,0.00061333
2004-10-15 00:00:00+00:00,0.00508617
2004-10-18 00:00:00+00:00,0.00491372
2004-10-19 00:00:00+00:00,0.00125714
2004-10-20 00:00:00+00:00,0.00763687
2004-10-21 00:00:00+00:00,-0.00005042
2004-10-22 00:00:00+00:00,0.00117310
2004-10-25 00:00:00+00:00,0.01360476
2004-10-26 00:00:00+00:00,0.00186199
2004-10-27 00:00:00+00:00,-0.00401514
2004-10-28 00:00:00+00:00,0.00094266
