Date,GBPEUR
2000-01-04 00:00:00+00:00,0.00357115
2000-01-05 00:00:00+00:00,-0.00126522
2000-01-06 00:00:00+00:00,-0.00530483
2000-01-07 00:00:00+00:00,0.00382074
2000-01-10 00:00:00+00:00,-0.00166521
2000-01-11 00:00:00+00:00,-0.00007943
2000-01-12 00:00:00+00:00,-0.00135039
2000-01-13 00:00:00+00:00,-0.00485205
2000-01-14 00:00:00+00:00,-0.00391655
2000-01-18 00:00:00+00:00,-0.00312935
2000-01-19 00:00:00+00:00,-0.00434694
2000-01-20 00:00:00+00:00,-0.00226372
2000-01-21 00:00:00+00:00,-0.00405154
2000-01-24 00:00:00+00:00,-0.00602067
2000-01-25 00:00:00+00:00,0.00081853
2000-01-26 00:00:00+00:00,0.00327145
2000-01-27 00:00:00+00:00,-0.01402136
2000-01-28 00:00:00+00:00,0.00008268
2000-01-31 00:00:00+00:00,-0.00471230
2000-02-01 00:00:00+00:00,0.00407011
2000-02-02 00:00:00+00:00,0.00736267
2000-02-03 00:00:00+00:00,0.02200870
2000-02-04 00:00:00+00:00,-0.00393732
2000-02-07 00:00:00+00:00,-0.00669555
2000-02-08 00:00:00+00:00,-0.00349224
2000-02-09 00:00:00+00:00,0.00431948
2000-02-10 00:00:00+00:00,-0.00284038
2000-02-11 00:00:00+00:00,0.01000977
2000-02-14 00:00:00+00:00,-0.00217533
2000-02-15 00:00:00+00:00,-0.00468362
2000-02-16 00:00:00+00:00,-0.00202823
2000-02-17 00:00:00+00:00,0.00113812
2000-02-18 00:00:00+00:00,0.00162404
2000-02-22 00:00:00+00:00,0.01216068
2000-02-23 00:00:00+00:00,0.00352423
2000-02-24 00:00:00+00:00,-0.00750259
2000-02-25 00:00:00+00:00,-0.01576212
2000-02-28 00:00:00+00:00,-0.00294142
2000-02-29 00:00:00+00:00,0.00368778
2000-03-01 00:00:00+00:00,0.00367407
2000-03-02 00:00:00+00:00,-0.02017408
2000-03-03 00:00:00+00:00,-0.01378033
2000-03-06 00:00:00+00:00,0.00156026
2000-03-07 00:00:00+00:00,-0.00853191
2000-03-08 00:00:00+00:00,0.00420185
2000-03-09 00:00:00+00:00,0.01290800
2000-03-10 00:00:00+00:00,-0.00449236
2000-03-13 00:00:00+00:00,0.00687623
2000-03-14 00:00:00+00:00,0.00341463
2000-03-15 00:00:00+00:00,0.00324097
2000-03-16 00:00:00+00:00,0.00169601
2000-03-17 00:00:00+00:00,0.00330565
2000-03-20 00:00:00+00:00,0.00249116
2000-03-21 00:00:00+00:00,-0.01146293
2000-03-22 00:00:00+00:00,-0.00681139
2000-03-23 00:00:00+00:00,0.00579670
2000-03-24 00:00:00+00:00,-0.00073058
2000-03-27 00:00:00+00:00,-0.00633631
2000-03-28 00:00:00+00:00,-0.00547744
2000-03-29 00:00:00+00:00,-0.01537180
2000-03-30 00:00:00+00:00,0.01035214
2000-03-31 00:00:00+00:00,-0.00396612
2000-04-03 00:00:00+00:00,-0.00049776
2000-04-04 00:00:00+00:00,0.00697194
2000-04-05 00:00:00+00:00,0.00708869
2000-04-06 00:00:00+00:00,-0.00130954
2000-04-07 00:00:00+00:00,-0.00557269
2000-04-10 00:00:00+00:00,0.00445014
2000-04-11 00:00:00+00:00,-0.00393814
2000-04-12 00:00:00+00:00,-0.00288320
2000-04-13 00:00:00+00:00,-0.00355225
2000-04-14 00:00:00+00:00,0.00497430
2000-04-17 00:00:00+00:00,-0.00255733
2000-04-18 00:00:00+00:00,-0.00339095
2000-04-19 00:00:00+00:00,-0.00871369
2000-04-20 00:00:00+00:00,-0.00351595
2000-04-24 00:00:00+00:00,0.00285625
2000-04-25 00:00:00+00:00,-0.02136215
2000-04-26 00:00:00+00:00,0.00624893
2000-04-27 00:00:00+00:00,-0.01369613
2000-04-28 00:00:00+00:00,0.01336881
2000-05-01 00:00:00+00:00,0.00800068
2000-05-02 00:00:00+00:00,-0.01435430
2000-05-03 00:00:00+00:00,-0.01396402
2000-05-04 00:00:00+00:00,0.00642919
2000-05-05 00:00:00+00:00,0.01821495
2000-05-08 00:00:00+00:00,-0.00508707
2000-05-09 00:00:00+00:00,0.01005556
2000-05-10 00:00:00+00:00,0.01670446
2000-05-11 00:00:00+00:00,-0.00439781
2000-05-12 00:00:00+00:00,0.01316869
2000-05-15 00:00:00+00:00,-0.00172754
2000-05-16 00:00:00+00:00,-0.00230738
2000-05-17 00:00:00+00:00,-0.00776394
2000-05-18 00:00:00+00:00,0.00516107
2000-05-19 00:00:00+00:00,0.00422344
2000-05-22 00:00:00+00:00,0.00148441
2000-05-23 00:00:00+00:00,0.01185771
2000-05-24 00:00:00+00:00,0.00113932
2000-05-25 00:00:00+00:00,0.00967322
2000-05-26 00:00:00+00:00,0.01078818
2000-05-30 00:00:00+00:00,-0.00692951
2000-05-31 00:00:00+00:00,0.00320837
2000-06-01 00:00:00+00:00,-0.00095955
2000-06-02 00:00:00+00:00,0.02480794
2000-06-05 00:00:00+00:00,-0.00495105
2000-06-06 00:00:00+00:00,0.00032020
2000-06-07 00:00:00+00:00,0.02320960
2000-06-08 00:00:00+00:00,0.00332299
2000-06-09 00:00:00+00:00,-0.00284306
