Date,RUSSELL
2015-03-12 00:00:00+00:00,
2015-03-13 00:00:00+00:00,0.01322087
2015-03-15 00:00:00+00:00,-0.00729532
2015-03-16 00:00:00+00:00,0.00293826
2015-03-17 00:00:00+00:00,0.00276636
2015-03-18 00:00:00+00:00,0.00430131
2015-03-19 00:00:00+00:00,0.01066970
2015-03-20 00:00:00+00:00,0.00287909
2015-03-22 00:00:00+00:00,0.00749639
2015-03-23 00:00:00+00:00,-0.00174161
2015-03-24 00:00:00+00:00,-0.00023844
2015-03-25 00:00:00+00:00,-0.00007995
2015-03-26 00:00:00+00:00,-0.02506644
2015-03-27 00:00:00+00:00,0.00056847
2015-03-29 00:00:00+00:00,0.00365808
2015-03-30 00:00:00+00:00,0.00307789
2015-03-31 00:00:00+00:00,0.00944896
2015-04-01 00:00:00+00:00,-0.00672213
2015-04-02 00:00:00+00:00,0.00306064
2015-04-03 00:00:00+00:00,0.00570154
2015-04-05 00:00:00+00:00,-0.01046111
2015-04-06 00:00:00+00:00,0.00024181
2015-04-07 00:00:00+00:00,0.01460197
2015-04-08 00:00:00+00:00,-0.00723664
2015-04-09 00:00:00+00:00,0.00792882
2015-04-10 00:00:00+00:00,0.00047624
2015-04-12 00:00:00+00:00,0.00277943
2015-04-13 00:00:00+00:00,-0.00182214
2015-04-14 00:00:00+00:00,0.00436397
2015-04-15 00:00:00+00:00,-0.00355590
2015-04-16 00:00:00+00:00,0.01014856
2015-04-17 00:00:00+00:00,-0.00580898
2015-04-19 00:00:00+00:00,-0.01010630
2015-04-20 00:00:00+00:00,0.00127562
2015-04-21 00:00:00+00:00,0.00868180
2015-04-22 00:00:00+00:00,-0.00308053
2015-04-23 00:00:00+00:00,-0.00110969
2015-04-24 00:00:00+00:00,0.00475757
2015-04-26 00:00:00+00:00,-0.00221050
2015-04-27 00:00:00+00:00,0.00063231
2015-04-28 00:00:00+00:00,-0.01256967
2015-04-29 00:00:00+00:00,0.00712491
2015-04-30 00:00:00+00:00,-0.01454704
2015-05-01 00:00:00+00:00,-0.01298724
2015-05-03 00:00:00+00:00,0.00016323
2015-05-04 00:00:00+00:00,-0.00171619
2015-05-05 00:00:00+00:00,0.00327377
2015-05-06 00:00:00+00:00,-0.00930122
2015-05-07 00:00:00+00:00,0.00098795
2015-05-08 00:00:00+00:00,0.00929636
2015-05-10 00:00:00+00:00,0.00293424
2015-05-11 00:00:00+00:00,-0.00121948
2015-05-12 00:00:00+00:00,0.00008073
2015-05-13 00:00:00+00:00,0.00390506
2015-05-14 00:00:00+00:00,-0.00235096
2015-05-15 00:00:00+00:00,0.01202331
2015-05-17 00:00:00+00:00,-0.00297063
2015-05-18 00:00:00+00:00,-0.00185221
2015-05-19 00:00:00+00:00,0.01355111
2015-05-20 00:00:00+00:00,-0.00039857
2015-05-21 00:00:00+00:00,-0.00238903
2015-05-22 00:00:00+00:00,0.00303217
2015-05-24 00:00:00+00:00,-0.00564982
2015-05-25 00:00:00+00:00,0.00047956
2015-05-26 00:00:00+00:00,0.00087937
2015-05-27 00:00:00+00:00,-0.00982949
2015-05-28 00:00:00+00:00,0.01000704
2015-05-29 00:00:00+00:00,-0.00055941
2015-05-31 00:00:00+00:00,-0.00391758
2015-06-01 00:00:00+00:00,0.00168525
2015-06-02 00:00:00+00:00,0.00112138
2015-06-03 00:00:00+00:00,0.00408154
2015-06-04 00:00:00+00:00,0.01626826
2015-06-05 00:00:00+00:00,-0.01195770
2015-06-07 00:00:00+00:00,0.00598275
2015-06-08 00:00:00+00:00,-0.00397999
2015-06-09 00:00:00+00:00,-0.00675593
2015-06-10 00:00:00+00:00,-0.00017108
2015-06-11 00:00:00+00:00,0.01730984
2015-06-12 00:00:00+00:00,0.00078212
2015-06-14 00:00:00+00:00,-0.00547039
2015-06-15 00:00:00+00:00,0.00111570
2015-06-16 00:00:00+00:00,-0.00461856
2015-06-17 00:00:00+00:00,0.01375854
2015-06-18 00:00:00+00:00,-0.00378786
2015-06-19 00:00:00+00:00,0.01473245
2015-06-21 00:00:00+00:00,0.00039007
2015-06-22 00:00:00+00:00,0.00210652
2015-06-23 00:00:00+00:00,0.00506076
2015-06-24 00:00:00+00:00,0.00038708
2015-06-25 00:00:00+00:00,-0.00727962
2015-06-26 00:00:00+00:00,-0.00140430
2015-06-28 00:00:00+00:00,-0.01546768
2015-06-29 00:00:00+00:00,0.00095202
2015-06-30 00:00:00+00:00,-0.01030575
2015-07-01 00:00:00+00:00,0.00552627
2015-07-02 00:00:00+00:00,-0.00262887
2015-07-03 00:00:00+00:00,-0.00439284
2015-07-05 00:00:00+00:00,-0.01411862
2015-07-06 00:00:00+00:00,0.00504447
2015-07-07 00:00:00+00:00,0.01351966
2015-07-08 00:00:00+00:00,-0.01637553
2015-07-09 00:00:00+00:00,0.00170488
2015-07-10 00:00:00+00:00,0.00591770
2015-07-12 00:00:00+00:00,-0.00185406
2015-07-13 00:00:00+00:00,0.00872031
2015-07-14 00:00:00+00:00,0.00976505
2015-07-15 00:00:00+00:00,0.00681673
2015-07-16 00:00:00+00:00,-0.00275619
2015-07-17 00:00:00+00:00,0.00323646
2015-07-19 00:00:00+00:00,-0.00653239
2015-07-20 00:00:00+00:00,0.00063294
2015-07-21 00:00:00+00:00,-0.00380087
2015-07-22 00:00:00+00:00,-0.00969585
2015-07-23 00:00:00+00:00,0.01147388
2015-07-24 00:00:00+00:00,-0.01459844
2015-07-26 00:00:00+00:00,-0.01642485
2015-07-27 00:00:00+00:00,0.00114503
2015-07-28 00:00:00+00:00,-0.00482528
2015-07-29 00:00:00+00:00,0.00484572
2015-07-30 00:00:00+00:00,-0.00008368
2015-07-31 00:00:00+00:00,0.00384123
2015-08-02 00:00:00+00:00,0.00675883
2015-08-03 00:00:00+00:00,-0.00170095
2015-08-04 00:00:00+00:00,-0.00445966
2015-08-05 00:00:00+00:00,-0.00211882
2015-08-06 00:00:00+00:00,0.00252804
2015-08-07 00:00:00+00:00,-0.01473045
2015-08-09 00:00:00+00:00,-0.00644386
2015-08-10 00:00:00+00:00,0.00340604
2015-08-11 00:00:00+00:00,0.00612751
2015-08-12 00:00:00+00:00,-0.01210658
2015-08-13 00:00:00+00:00,0.00941568
2015-08-14 00:00:00+00:00,-0.00768153
2015-08-16 00:00:00+00:00,0.00715338
2015-08-17 00:00:00+00:00,0.00074158
2015-08-18 00:00:00+00:00,0.00792281
2015-08-19 00:00:00+00:00,-0.01048549
2015-08-20 00:00:00+00:00,-0.00985073
2015-08-21 00:00:00+00:00,-0.02817341
2015-08-23 00:00:00+00:00,-0.01049548
2015-08-24 00:00:00+00:00,-0.01695274
2015-08-25 00:00:00+00:00,-0.00424648
2015-08-26 00:00:00+00:00,-0.00692895
2015-08-27 00:00:00+00:00,0.01430710
2015-08-28 00:00:00+00:00,0.01428158
2015-08-30 00:00:00+00:00,0.00304081
2015-08-31 00:00:00+00:00,0.00077969
2015-09-01 00:00:00+00:00,-0.00978672
2015-09-02 00:00:00+00:00,-0.00647222
2015-09-03 00:00:00+00:00,0.01003377
2015-09-04 00:00:00+00:00,-0.01432764
2015-09-06 00:00:00+00:00,-0.00150585
2015-09-07 00:00:00+00:00,0.00613860
2015-09-08 00:00:00+00:00,0.01392817
2015-09-09 00:00:00+00:00,0.03671851
2015-09-10 00:00:00+00:00,-0.03464188
2015-09-11 00:00:00+00:00,0.00242313
2015-09-13 00:00:00+00:00,0.01262430
2015-09-14 00:00:00+00:00,-0.00800430
2015-09-15 00:00:00+00:00,-0.00694200
2015-09-16 00:00:00+00:00,0.01441248
2015-09-17 00:00:00+00:00,0.00766412
2015-09-18 00:00:00+00:00,0.00401696
2015-09-20 00:00:00+00:00,-0.01191671
2015-09-21 00:00:00+00:00,-0.00206732
2015-09-22 00:00:00+00:00,-0.00345326
2015-09-23 00:00:00+00:00,-0.01663229
2015-09-24 00:00:00+00:00,-0.00185003
2015-09-25 00:00:00+00:00,0.00441303
2015-09-27 00:00:00+00:00,-0.02214180
2015-09-28 00:00:00+00:00,0.00512184
2015-09-29 00:00:00+00:00,-0.03218336
2015-09-30 00:00:00+00:00,0.00323274
2015-10-01 00:00:00+00:00,0.01988795
2015-10-02 00:00:00+00:00,-0.01047223
2015-10-04 00:00:00+00:00,0.01569192
2015-10-05 00:00:00+00:00,0.00215567
2015-10-06 00:00:00+00:00,0.01460952
2015-10-07 00:00:00+00:00,0.00008820
2015-10-08 00:00:00+00:00,0.00971632
2015-10-09 00:00:00+00:00,0.01609636
2015-10-11 00:00:00+00:00,-0.00275528
2015-10-12 00:00:00+00:00,0.00336678
2015-10-13 00:00:00+00:00,-0.00120475
2015-10-14 00:00:00+00:00,-0.01447292
2015-10-15 00:00:00+00:00,-0.00419594
2015-10-16 00:00:00+00:00,0.01992613
2015-10-18 00:00:00+00:00,-0.00645508
2015-10-19 00:00:00+00:00,-0.00069308
2015-10-20 00:00:00+00:00,0.00528724
2015-10-21 00:00:00+00:00,0.00103461
2015-10-22 00:00:00+00:00,-0.01447167
2015-10-23 00:00:00+00:00,0.01048837
2015-10-25 00:00:00+00:00,0.00311370
2015-10-26 00:00:00+00:00,-0.00094902
2015-10-27 00:00:00+00:00,-0.00207202
2015-10-28 00:00:00+00:00,-0.01055309
2015-10-29 00:00:00+00:00,0.02543529
2015-10-30 00:00:00+00:00,-0.00622502
2015-11-01 00:00:00+00:00,-0.01072444
2015-11-02 00:00:00+00:00,-0.00026190
2015-11-03 00:00:00+00:00,0.02376218
2015-11-04 00:00:00+00:00,0.00618251
2015-11-05 00:00:00+00:00,-0.00067490
2015-11-06 00:00:00+00:00,0.00050319
2015-11-08 00:00:00+00:00,0.00985030
2015-11-09 00:00:00+00:00,0.00008092
2015-11-10 00:00:00+00:00,-0.01426198
2015-11-11 00:00:00+00:00,0.00464868
2015-11-12 00:00:00+00:00,-0.00943374
2015-11-13 00:00:00+00:00,-0.01963798
2015-11-15 00:00:00+00:00,-0.01560951
2015-11-16 00:00:00+00:00,0.00334381
2015-11-17 00:00:00+00:00,0.01333861
2015-11-18 00:00:00+00:00,-0.00511463
2015-11-19 00:00:00+00:00,0.01976216
2015-11-20 00:00:00+00:00,-0.00606505
2015-11-22 00:00:00+00:00,0.00918876
2015-11-23 00:00:00+00:00,-0.00051398
