Date,PLN
2004-11-12 00:00:00+00:00,0.00559031
2004-11-15 00:00:00+00:00,0.01048580
2004-11-16 00:00:00+00:00,0.00198059
2004-11-17 00:00:00+00:00,0.02005013
2004-11-18 00:00:00+00:00,-0.01319054
2004-11-19 00:00:00+00:00,0.01906264
2004-11-22 00:00:00+00:00,0.01080870
2004-11-23 00:00:00+00:00,0.01178680
2004-11-24 00:00:00+00:00,0.00927118
2004-11-26 00:00:00+00:00,0.01153550
2004-11-29 00:00:00+00:00,0.00369568
2004-11-30 00:00:00+00:00,0.01462824
2004-12-01 00:00:00+00:00,0.01553226
2004-12-02 00:00:00+00:00,-0.00613997
2004-12-03 00:00:00+00:00,0.02450980
2004-12-06 00:00:00+00:00,-0.01241696
2004-12-07 00:00:00+00:00,-0.00737177
2004-12-08 00:00:00+00:00,-0.01604884
2004-12-09 00:00:00+00:00,-0.00361652
2004-12-10 00:00:00+00:00,-0.02326764
2004-12-13 00:00:00+00:00,0.01781809
2004-12-14 00:00:00+00:00,0.01287526
2004-12-15 00:00:00+00:00,0.02579214
2004-12-16 00:00:00+00:00,-0.02227367
2004-12-17 00:00:00+00:00,0.00822472
2004-12-20 00:00:00+00:00,0.03124803
2004-12-21 00:00:00+00:00,0.00490014
2004-12-22 00:00:00+00:00,0.01416992
2004-12-23 00:00:00+00:00,0.01487309
2004-12-27 00:00:00+00:00,0.02793535
2004-12-28 00:00:00+00:00,0.00366939
2004-12-29 00:00:00+00:00,-0.01428657
2004-12-30 00:00:00+00:00,0.00647347
2004-12-31 00:00:00+00:00,-0.00940722
2005-01-03 00:00:00+00:00,-0.01705097
2005-01-04 00:00:00+00:00,-0.04016138
2005-01-05 00:00:00+00:00,-0.00567049
2005-01-06 00:00:00+00:00,-0.00563063
2005-01-07 00:00:00+00:00,-0.01674296
2005-01-10 00:00:00+00:00,0.02410935
2005-01-11 00:00:00+00:00,0.00556076
2005-01-12 00:00:00+00:00,0.01939386
2005-01-13 00:00:00+00:00,-0.00599061
2005-01-14 00:00:00+00:00,-0.02438421
2005-01-18 00:00:00+00:00,-0.01829574
2005-01-19 00:00:00+00:00,0.00025296
2005-01-20 00:00:00+00:00,-0.00992289
2005-01-21 00:00:00+00:00,0.02108740
2005-01-24 00:00:00+00:00,0.00823382
2005-01-25 00:00:00+00:00,-0.01827970
2005-01-26 00:00:00+00:00,0.02148907
2005-01-27 00:00:00+00:00,-0.00218805
2005-01-28 00:00:00+00:00,0.00607313
2005-01-31 00:00:00+00:00,-0.00917374
2005-02-01 00:00:00+00:00,0.00664493
2005-02-02 00:00:00+00:00,0.01889744
2005-02-03 00:00:00+00:00,0.00854278
2005-02-04 00:00:00+00:00,-0.00992357
2005-02-07 00:00:00+00:00,-0.01090391
2005-02-08 00:00:00+00:00,-0.01758763
2005-02-09 00:00:00+00:00,0.00295449
2005-02-10 00:00:00+00:00,0.00797138
2005-02-11 00:00:00+00:00,-0.00200050
2005-02-14 00:00:00+00:00,0.01883722
2005-02-15 00:00:00+00:00,0.02466687
2005-02-16 00:00:00+00:00,-0.00654674
2005-02-17 00:00:00+00:00,0.00737282
2005-02-18 00:00:00+00:00,0.00152905
2005-02-22 00:00:00+00:00,0.04463194
2005-02-23 00:00:00+00:00,0.00586159
2005-02-24 00:00:00+00:00,-0.00411621
2005-02-25 00:00:00+00:00,0.01845988
2005-02-28 00:00:00+00:00,0.01089531
2005-03-01 00:00:00+00:00,-0.01808010
2005-03-02 00:00:00+00:00,-0.02371048
2005-03-03 00:00:00+00:00,-0.00090215
2005-03-04 00:00:00+00:00,0.04272733
2005-03-07 00:00:00+00:00,-0.00070688
2005-03-08 00:00:00+00:00,0.00135549
2005-03-09 00:00:00+00:00,0.00158908
2005-03-10 00:00:00+00:00,-0.02952247
2005-03-11 00:00:00+00:00,0.01713024
2005-03-14 00:00:00+00:00,-0.04321061
2005-03-15 00:00:00+00:00,-0.02839364
2005-03-16 00:00:00+00:00,-0.00165502
2005-03-17 00:00:00+00:00,-0.00877247
2005-03-18 00:00:00+00:00,0.01577326
2005-03-21 00:00:00+00:00,-0.02854872
2005-03-22 00:00:00+00:00,-0.03429210
2005-03-23 00:00:00+00:00,-0.02635904
2005-03-24 00:00:00+00:00,0.00038437
2005-03-28 00:00:00+00:00,-0.03578745
2005-03-29 00:00:00+00:00,0.01943521
2005-03-30 00:00:00+00:00,0.02271701
2005-03-31 00:00:00+00:00,0.01379663
2005-04-01 00:00:00+00:00,-0.01300514
2005-04-04 00:00:00+00:00,-0.01461951
2005-04-05 00:00:00+00:00,-0.00649727
2005-04-06 00:00:00+00:00,0.00877759
2005-04-07 00:00:00+00:00,0.00359851
2005-04-08 00:00:00+00:00,0.00525607
2005-04-11 00:00:00+00:00,0.01758087
2005-04-12 00:00:00+00:00,-0.00881532
2005-04-13 00:00:00+00:00,0.00063702
2005-04-14 00:00:00+00:00,-0.02802012
2005-04-15 00:00:00+00:00,0.00258131
2005-04-18 00:00:00+00:00,-0.00509152
2005-04-19 00:00:00+00:00,0.00155129
2005-04-20 00:00:00+00:00,0.01937484
2005-04-21 00:00:00+00:00,-0.01732515
2005-04-22 00:00:00+00:00,0.00980645
2005-04-25 00:00:00+00:00,-0.01682075
2005-04-26 00:00:00+00:00,-0.00705959
2005-04-27 00:00:00+00:00,-0.02599428
2005-04-28 00:00:00+00:00,-0.02824598
2005-04-29 00:00:00+00:00,-0.00227091
2005-05-02 00:00:00+00:00,0.01357224
2005-05-03 00:00:00+00:00,0.01367953
2005-05-04 00:00:00+00:00,0.03099855
2005-05-05 00:00:00+00:00,0.02084822
2005-05-06 00:00:00+00:00,-0.00327806
2005-05-09 00:00:00+00:00,-0.01275034
2005-05-10 00:00:00+00:00,-0.01069415
2005-05-11 00:00:00+00:00,0.00423536
2005-05-12 00:00:00+00:00,-0.02106632
2005-05-13 00:00:00+00:00,-0.02254206
2005-05-16 00:00:00+00:00,-0.00764170
2005-05-17 00:00:00+00:00,-0.00033338
2005-05-18 00:00:00+00:00,0.02300920
2005-05-19 00:00:00+00:00,0.00230810
2005-05-20 00:00:00+00:00,-0.02561907
2005-05-23 00:00:00+00:00,0.00540649
2005-05-24 00:00:00+00:00,0.00712146
2005-05-25 00:00:00+00:00,-0.00324912
2005-05-26 00:00:00+00:00,-0.01540812
2005-05-27 00:00:00+00:00,0.03052209
2005-05-31 00:00:00+00:00,-0.05623311
2005-06-01 00:00:00+00:00,-0.00115372
2005-06-02 00:00:00+00:00,0.02206681
2005-06-03 00:00:00+00:00,-0.00268619
2005-06-06 00:00:00+00:00,0.02091037
2005-06-07 00:00:00+00:00,0.00026621
2005-06-08 00:00:00+00:00,0.00326015
2005-06-09 00:00:00+00:00,-0.00006642
2005-06-10 00:00:00+00:00,-0.00644390
2005-06-13 00:00:00+00:00,-0.01919616
2005-06-14 00:00:00+00:00,-0.00551854
2005-06-15 00:00:00+00:00,0.01808611
2005-06-16 00:00:00+00:00,-0.00548422
2005-06-17 00:00:00+00:00,0.00590168
2005-06-20 00:00:00+00:00,-0.00314276
2005-06-21 00:00:00+00:00,0.00033483
2005-06-22 00:00:00+00:00,0.00830487
2005-06-23 00:00:00+00:00,-0.00833722
2005-06-24 00:00:00+00:00,0.00957739
2005-06-27 00:00:00+00:00,-0.01380092
2005-06-28 00:00:00+00:00,-0.01275339
2005-06-29 00:00:00+00:00,0.01425387
2005-06-30 00:00:00+00:00,0.00335413
2005-07-01 00:00:00+00:00,-0.01024851
2005-07-05 00:00:00+00:00,-0.01535354
2005-07-06 00:00:00+00:00,-0.02287072
2005-07-07 00:00:00+00:00,-0.00418783
2005-07-08 00:00:00+00:00,0.01176309
2005-07-11 00:00:00+00:00,0.00717949
2005-07-12 00:00:00+00:00,0.02180579
2005-07-13 00:00:00+00:00,-0.04348706
2005-07-14 00:00:00+00:00,-0.00282564
2005-07-15 00:00:00+00:00,0.00869685
2005-07-18 00:00:00+00:00,0.01360825
2005-07-19 00:00:00+00:00,-0.00846416
2005-07-20 00:00:00+00:00,0.01302262
2005-07-21 00:00:00+00:00,0.00810351
2005-07-22 00:00:00+00:00,-0.01905343
2005-07-25 00:00:00+00:00,0.00711890
2005-07-26 00:00:00+00:00,-0.00995975
2005-07-27 00:00:00+00:00,0.02228164
2005-07-28 00:00:00+00:00,0.01810538
2005-07-29 00:00:00+00:00,-0.00026882
2005-08-01 00:00:00+00:00,0.01357344
2005-08-02 00:00:00+00:00,-0.00226924
2005-08-03 00:00:00+00:00,0.01750635
2005-08-04 00:00:00+00:00,0.01410876
2005-08-05 00:00:00+00:00,-0.00684031
2005-08-08 00:00:00+00:00,0.01993136
2005-08-09 00:00:00+00:00,-0.00424642
2005-08-10 00:00:00+00:00,0.01349050
2005-08-11 00:00:00+00:00,0.00617926
2005-08-12 00:00:00+00:00,-0.00492866
2005-08-15 00:00:00+00:00,-0.01748797
2005-08-16 00:00:00+00:00,0.01889020
2005-08-17 00:00:00+00:00,-0.01728395
2005-08-18 00:00:00+00:00,-0.01127351
2005-08-19 00:00:00+00:00,-0.01706980
2005-08-22 00:00:00+00:00,0.02013958
2005-08-23 00:00:00+00:00,0.00638200
2005-08-24 00:00:00+00:00,-0.00327955
2005-08-25 00:00:00+00:00,-0.00197083
2005-08-26 00:00:00+00:00,-0.01150786
2005-08-29 00:00:00+00:00,-0.01005424
2005-08-30 00:00:00+00:00,0.00438771
2005-08-31 00:00:00+00:00,0.04006898
2005-09-01 00:00:00+00:00,0.03459938
2005-09-02 00:00:00+00:00,0.02480501
2005-09-06 00:00:00+00:00,0.00631473
2005-09-07 00:00:00+00:00,-0.01340719
2005-09-08 00:00:00+00:00,0.00370040
2005-09-09 00:00:00+00:00,0.00534930
2005-09-12 00:00:00+00:00,-0.02318196
2005-09-13 00:00:00+00:00,0.00552699
2005-09-14 00:00:00+00:00,0.01153624
2005-09-15 00:00:00+00:00,0.00012745
2005-09-16 00:00:00+00:00,0.00509749
2005-09-19 00:00:00+00:00,-0.01296555
2005-09-20 00:00:00+00:00,-0.00236694
2005-09-21 00:00:00+00:00,0.00493274
2005-09-22 00:00:00+00:00,-0.01866530
2005-09-23 00:00:00+00:00,0.00658149
2005-09-26 00:00:00+00:00,-0.02488906
2005-09-27 00:00:00+00:00,0.00403567
2005-09-28 00:00:00+00:00,-0.00103937
2005-09-29 00:00:00+00:00,0.00273029
2005-09-30 00:00:00+00:00,-0.01194495
2005-10-03 00:00:00+00:00,-0.01985371
2005-10-04 00:00:00+00:00,-0.00395778
2005-10-05 00:00:00+00:00,0.01434331
2005-10-06 00:00:00+00:00,0.03359580
2005-10-07 00:00:00+00:00,0.00374314
2005-10-11 00:00:00+00:00,-0.00888946
2005-10-12 00:00:00+00:00,0.00841261
2005-10-13 00:00:00+00:00,-0.02590540
2005-10-14 00:00:00+00:00,0.00979304
2005-10-17 00:00:00+00:00,0.00097453
2005-10-18 00:00:00+00:00,-0.00246753
2005-10-19 00:00:00+00:00,-0.00325076
2005-10-20 00:00:00+00:00,0.00351654
2005-10-21 00:00:00+00:00,-0.00780082
2005-10-24 00:00:00+00:00,-0.00365464
2005-10-25 00:00:00+00:00,0.01059170
2005-10-26 00:00:00+00:00,-0.02601288
2005-10-27 00:00:00+00:00,0.01120042
2005-10-28 00:00:00+00:00,-0.02476253
2005-10-31 00:00:00+00:00,0.00703104
2005-11-01 00:00:00+00:00,-0.00409809
2005-11-02 00:00:00+00:00,0.01735329
2005-11-03 00:00:00+00:00,-0.02396743
2005-11-04 00:00:00+00:00,-0.04280492
2005-11-07 00:00:00+00:00,-0.00665535
2005-11-08 00:00:00+00:00,0.00367948
2005-11-09 00:00:00+00:00,-0.01285452
2005-11-10 00:00:00+00:00,-0.00848850
2005-11-14 00:00:00+00:00,0.00549979
2005-11-15 00:00:00+00:00,0.01192925
2005-11-16 00:00:00+00:00,-0.00197642
2005-11-17 00:00:00+00:00,0.02115030
2005-11-18 00:00:00+00:00,-0.00432082
2005-11-21 00:00:00+00:00,-0.00527740
2005-11-22 00:00:00+00:00,0.01532931
2005-11-23 00:00:00+00:00,0.02275175
2005-11-25 00:00:00+00:00,-0.01264559
2005-11-28 00:00:00+00:00,0.04032150
2005-11-29 00:00:00+00:00,-0.01181800
2005-11-30 00:00:00+00:00,-0.00845388
2005-12-01 00:00:00+00:00,0.00145918
2005-12-02 00:00:00+00:00,0.00636309
2005-12-05 00:00:00+00:00,0.02669310
2005-12-06 00:00:00+00:00,0.00078242
2005-12-07 00:00:00+00:00,-0.00527928
2005-12-08 00:00:00+00:00,-0.00380029
2005-12-09 00:00:00+00:00,0.00794328
2005-12-12 00:00:00+00:00,0.04473220
2005-12-13 00:00:00+00:00,-0.00575705
2005-12-14 00:00:00+00:00,0.00731332
2005-12-15 00:00:00+00:00,-0.01361457
2005-12-16 00:00:00+00:00,-0.00605085
2005-12-19 00:00:00+00:00,0.01304488
2005-12-20 00:00:00+00:00,-0.01456435
2005-12-21 00:00:00+00:00,-0.00794728
2005-12-22 00:00:00+00:00,0.00492994
2005-12-23 00:00:00+00:00,0.00763655
2005-12-27 00:00:00+00:00,-0.01740700
2005-12-28 00:00:00+00:00,-0.00754422
2005-12-29 00:00:00+00:00,0.00522261
2005-12-30 00:00:00+00:00,0.00273473
2006-01-03 00:00:00+00:00,0.04226543
2006-01-04 00:00:00+00:00,0.02827305
2006-01-05 00:00:00+00:00,-0.00213487
2006-01-06 00:00:00+00:00,0.00880005
2006-01-09 00:00:00+00:00,0.01013831
2006-01-10 00:00:00+00:00,-0.00934114
2006-01-11 00:00:00+00:00,-0.00212726
2006-01-12 00:00:00+00:00,-0.01528343
2006-01-13 00:00:00+00:00,0.00795304
2006-01-17 00:00:00+00:00,-0.02099837
2006-01-18 00:00:00+00:00,-0.00559192
2006-01-19 00:00:00+00:00,-0.00407825
2006-01-20 00:00:00+00:00,0.01366364
2006-01-23 00:00:00+00:00,0.02333693
2006-01-24 00:00:00+00:00,0.01548298
2006-01-25 00:00:00+00:00,-0.00199067
2006-01-26 00:00:00+00:00,-0.01208045
2006-01-27 00:00:00+00:00,-0.01334419
2006-01-30 00:00:00+00:00,-0.00201842
2006-01-31 00:00:00+00:00,0.00808132
2006-02-01 00:00:00+00:00,-0.01697793
2006-02-02 00:00:00+00:00,0.00000000
2006-02-03 00:00:00+00:00,-0.00405885
2006-02-06 00:00:00+00:00,-0.00965938
2006-02-07 00:00:00+00:00,0.00102171
2006-02-08 00:00:00+00:00,-0.00727598
2006-02-09 00:00:00+00:00,0.02703222
2006-02-10 00:00:00+00:00,-0.00910125
2006-02-13 00:00:00+00:00,-0.02107937
2006-02-14 00:00:00+00:00,0.01655863
2006-02-15 00:00:00+00:00,0.00802037
2006-02-16 00:00:00+00:00,0.00152159
2006-02-17 00:00:00+00:00,0.00696864
2006-02-21 00:00:00+00:00,-0.01565657
2006-02-22 00:00:00+00:00,-0.00738101
2006-02-23 00:00:00+00:00,0.00651424
2006-02-24 00:00:00+00:00,0.00884843
2006-02-27 00:00:00+00:00,-0.00494516
2006-02-28 00:00:00+00:00,0.00260581
2006-03-01 00:00:00+00:00,0.00380807
2006-03-02 00:00:00+00:00,0.01304954
2006-03-03 00:00:00+00:00,-0.01233558
2006-03-06 00:00:00+00:00,-0.01241371
2006-03-07 00:00:00+00:00,-0.01599643
2006-03-08 00:00:00+00:00,-0.01606218
2006-03-09 00:00:00+00:00,0.00966247
2006-03-10 00:00:00+00:00,-0.00961476
2006-03-13 00:00:00+00:00,-0.00470097
2006-03-14 00:00:00+00:00,0.03206806
2006-03-15 00:00:00+00:00,0.01713145
2006-03-16 00:00:00+00:00,0.02794475
2006-03-17 00:00:00+00:00,-0.00164007
2006-03-20 00:00:00+00:00,-0.01805556
2006-03-21 00:00:00+00:00,-0.02178760
2006-03-22 00:00:00+00:00,-0.01195911
2006-03-23 00:00:00+00:00,-0.01616867
2006-03-24 00:00:00+00:00,0.02112538
2006-03-27 00:00:00+00:00,-0.02103497
2006-03-28 00:00:00+00:00,-0.00841158
2006-03-29 00:00:00+00:00,-0.00248821
2006-03-30 00:00:00+00:00,0.02720776
2006-03-31 00:00:00+00:00,0.00349288
2006-04-03 00:00:00+00:00,0.00103312
2006-04-04 00:00:00+00:00,-0.00296870
2006-04-05 00:00:00+00:00,0.00090486
2006-04-06 00:00:00+00:00,-0.00730021
2006-04-07 00:00:00+00:00,-0.02074689
2006-04-10 00:00:00+00:00,0.00943396
2006-04-11 00:00:00+00:00,0.01525822
2006-04-12 00:00:00+00:00,-0.00181195
2006-04-13 00:00:00+00:00,-0.00816115
2006-04-17 00:00:00+00:00,0.03342872
2006-04-18 00:00:00+00:00,0.01535214
2006-04-19 00:00:00+00:00,0.01294991
2006-04-20 00:00:00+00:00,0.00807316
2006-04-21 00:00:00+00:00,0.00288963
2006-04-24 00:00:00+00:00,0.02082549
2006-04-25 00:00:00+00:00,-0.00509064
2006-04-26 00:00:00+00:00,-0.00124479
2006-04-27 00:00:00+00:00,0.02316747
2006-04-28 00:00:00+00:00,0.00701841
2006-05-01 00:00:00+00:00,0.00865031
2006-05-02 00:00:00+00:00,0.01991448
2006-05-03 00:00:00+00:00,0.00919373
2006-05-04 00:00:00+00:00,0.01083750
2006-05-05 00:00:00+00:00,-0.00335349
2006-05-08 00:00:00+00:00,-0.00359906
2006-05-09 00:00:00+00:00,-0.00372574
2006-05-10 00:00:00+00:00,0.01433131
2006-05-11 00:00:00+00:00,0.00227191
2006-05-12 00:00:00+00:00,-0.01504927
2006-05-15 00:00:00+00:00,-0.03905169
2006-05-16 00:00:00+00:00,0.03583482
2006-05-17 00:00:00+00:00,-0.06522788
2006-05-18 00:00:00+00:00,0.02218483
2006-05-19 00:00:00+00:00,-0.00080123
2006-05-22 00:00:00+00:00,-0.00172669
2006-05-23 00:00:00+00:00,0.01703809
2006-05-24 00:00:00+00:00,-0.02436188
2006-05-25 00:00:00+00:00,0.01834180
2006-05-26 00:00:00+00:00,-0.00036841
2006-05-30 00:00:00+00:00,0.00171958
2006-05-31 00:00:00+00:00,-0.00380439
2006-06-01 00:00:00+00:00,0.00713144
2006-06-02 00:00:00+00:00,0.00710610
2006-06-05 00:00:00+00:00,-0.01416188
2006-06-06 00:00:00+00:00,-0.00749892
2006-06-07 00:00:00+00:00,0.00370188
2006-06-08 00:00:00+00:00,-0.03245636
2006-06-09 00:00:00+00:00,-0.00437391
2006-06-12 00:00:00+00:00,-0.01671989
2006-06-13 00:00:00+00:00,-0.02412378
2006-06-14 00:00:00+00:00,-0.00242905
2006-06-15 00:00:00+00:00,-0.00409600
2006-06-16 00:00:00+00:00,0.00666966
2006-06-19 00:00:00+00:00,-0.02070949
2006-06-20 00:00:00+00:00,0.00626494
2006-06-21 00:00:00+00:00,0.00811228
2006-06-22 00:00:00+00:00,-0.02423854
2006-06-23 00:00:00+00:00,-0.00986629
2006-06-26 00:00:00+00:00,0.00821918
2006-06-27 00:00:00+00:00,0.01455207
2006-06-28 00:00:00+00:00,-0.00090282
2006-06-29 00:00:00+00:00,0.00761290
2006-06-30 00:00:00+00:00,0.02847410
2006-07-03 00:00:00+00:00,0.02775490
2006-07-05 00:00:00+00:00,-0.02550000
2006-07-06 00:00:00+00:00,0.01753609
2006-07-07 00:00:00+00:00,-0.01631731
2006-07-10 00:00:00+00:00,-0.00670716
2006-07-11 00:00:00+00:00,0.01561607
2006-07-12 00:00:00+00:00,-0.01965354
2006-07-13 00:00:00+00:00,-0.00292639
2006-07-14 00:00:00+00:00,0.00649847
2006-07-17 00:00:00+00:00,-0.02514605
2006-07-18 00:00:00+00:00,0.00282958
2006-07-19 00:00:00+00:00,0.04533779
2006-07-20 00:00:00+00:00,0.01916551
2006-07-21 00:00:00+00:00,0.00168046
2006-07-24 00:00:00+00:00,0.00665340
2006-07-25 00:00:00+00:00,-0.00681748
2006-07-26 00:00:00+00:00,0.01983707
2006-07-27 00:00:00+00:00,0.00203202
2006-07-28 00:00:00+00:00,-0.00258334
2006-07-31 00:00:00+00:00,-0.00117009
2006-08-01 00:00:00+00:00,0.01207640
2006-08-02 00:00:00+00:00,0.00048996
2006-08-03 00:00:00+00:00,0.01310311
2006-08-04 00:00:00+00:00,0.02104751
2006-08-07 00:00:00+00:00,0.00030099
2006-08-08 00:00:00+00:00,0.00493560
2006-08-09 00:00:00+00:00,0.00444311
2006-08-10 00:00:00+00:00,-0.02492212
2006-08-11 00:00:00+00:00,0.00012133
2006-08-14 00:00:00+00:00,-0.00885654
2006-08-15 00:00:00+00:00,0.01303924
2006-08-16 00:00:00+00:00,0.01259156
2006-08-17 00:00:00+00:00,-0.00974553
2006-08-18 00:00:00+00:00,-0.01626164
2006-08-21 00:00:00+00:00,0.01151807
2006-08-22 00:00:00+00:00,-0.01224317
2006-08-23 00:00:00+00:00,-0.01817184
2006-08-24 00:00:00+00:00,-0.00701538
2006-08-25 00:00:00+00:00,0.00111159
2006-08-28 00:00:00+00:00,-0.00080237
2006-08-29 00:00:00+00:00,0.00784096
2006-08-30 00:00:00+00:00,0.00368913
2006-08-31 00:00:00+00:00,-0.00423470
2006-09-01 00:00:00+00:00,-0.00885718
2006-09-05 00:00:00+00:00,-0.00111207
2006-09-06 00:00:00+00:00,-0.00747976
2006-09-07 00:00:00+00:00,-0.00508780
2006-09-08 00:00:00+00:00,-0.01328344
2006-09-11 00:00:00+00:00,0.00520997
2006-09-12 00:00:00+00:00,0.00287878
2006-09-13 00:00:00+00:00,0.01043620
2006-09-14 00:00:00+00:00,0.00248679
2006-09-15 00:00:00+00:00,-0.00043486
2006-09-18 00:00:00+00:00,0.00559180
2006-09-19 00:00:00+00:00,-0.01213998
2006-09-20 00:00:00+00:00,0.00673023
2006-09-21 00:00:00+00:00,0.00391256
2006-09-22 00:00:00+00:00,0.00167348
2006-09-25 00:00:00+00:00,-0.00606886
2006-09-26 00:00:00+00:00,-0.00304367
2006-09-27 00:00:00+00:00,-0.00335946
2006-09-28 00:00:00+00:00,-0.00691675
2006-09-29 00:00:00+00:00,0.00137560
2006-10-02 00:00:00+00:00,0.01487128
2006-10-03 00:00:00+00:00,0.00595423
2006-10-04 00:00:00+00:00,0.00643127
2006-10-05 00:00:00+00:00,-0.00585624
2006-10-06 00:00:00+00:00,-0.00420402
2006-10-10 00:00:00+00:00,-0.00495694
2006-10-11 00:00:00+00:00,-0.00459656
2006-10-12 00:00:00+00:00,0.01643631
2006-10-13 00:00:00+00:00,-0.00432259
2006-10-16 00:00:00+00:00,0.00092833
2006-10-17 00:00:00+00:00,0.00006186
2006-10-18 00:00:00+00:00,-0.00717511
2006-10-19 00:00:00+00:00,0.03128686
2006-10-20 00:00:00+00:00,-0.00183385
2006-10-23 00:00:00+00:00,-0.01376652
2006-10-24 00:00:00+00:00,-0.00234120
2006-10-25 00:00:00+00:00,0.00246731
2006-10-26 00:00:00+00:00,0.02180877
2006-10-27 00:00:00+00:00,0.00457066
2006-10-30 00:00:00+00:00,-0.00681182
2006-10-31 00:00:00+00:00,0.01750961
2006-11-01 00:00:00+00:00,0.00544366
2006-11-02 00:00:00+00:00,-0.00331765
2006-11-03 00:00:00+00:00,0.00205413
2006-11-06 00:00:00+00:00,0.01164896
2006-11-07 00:00:00+00:00,0.00492079
2006-11-08 00:00:00+00:00,-0.00323257
2006-11-09 00:00:00+00:00,0.00785466
2006-11-10 00:00:00+00:00,0.00782417
2006-11-13 00:00:00+00:00,-0.00345074
2006-11-14 00:00:00+00:00,0.00905894
2006-11-15 00:00:00+00:00,0.00427148
2006-11-16 00:00:00+00:00,-0.00124327
2006-11-17 00:00:00+00:00,-0.00094787
2006-11-20 00:00:00+00:00,0.00106686
2006-11-21 00:00:00+00:00,0.00509479
2006-11-22 00:00:00+00:00,0.00543639
2006-11-24 00:00:00+00:00,0.00860240
2006-11-27 00:00:00+00:00,0.01519953
2006-11-28 00:00:00+00:00,0.00617320
2006-11-29 00:00:00+00:00,0.00174165
2006-11-30 00:00:00+00:00,0.01519809
2006-12-01 00:00:00+00:00,0.01807714
2006-12-04 00:00:00+00:00,-0.00336585
2006-12-05 00:00:00+00:00,0.00148648
2006-12-06 00:00:00+00:00,-0.00833714
2006-12-07 00:00:00+00:00,0.00131896
2006-12-08 00:00:00+00:00,-0.01901380
2006-12-11 00:00:00+00:00,0.01526982
2006-12-12 00:00:00+00:00,0.00734619
2006-12-13 00:00:00+00:00,-0.00325938
2006-12-14 00:00:00+00:00,-0.00120275
2006-12-15 00:00:00+00:00,-0.01839542
2006-12-18 00:00:00+00:00,-0.00254468
2006-12-19 00:00:00+00:00,0.00584863
2006-12-20 00:00:00+00:00,0.00669862
2006-12-21 00:00:00+00:00,-0.00621619
2006-12-22 00:00:00+00:00,-0.01610855
2006-12-26 00:00:00+00:00,-0.00459703
2006-12-27 00:00:00+00:00,-0.00186665
2006-12-28 00:00:00+00:00,0.01109424
2006-12-29 00:00:00+00:00,0.00139373
2007-01-02 00:00:00+00:00,0.02077530
2007-01-03 00:00:00+00:00,-0.02532882
2007-01-04 00:00:00+00:00,-0.04025362
2007-01-05 00:00:00+00:00,-0.00457082
2007-01-08 00:00:00+00:00,0.00952098
2007-01-09 00:00:00+00:00,-0.01362075
2007-01-10 00:00:00+00:00,-0.00578379
2007-01-11 00:00:00+00:00,-0.00920887
2007-01-12 00:00:00+00:00,0.00780968
2007-01-16 00:00:00+00:00,-0.00682145
2007-01-17 00:00:00+00:00,0.00204180
2007-01-18 00:00:00+00:00,0.02189693
2007-01-19 00:00:00+00:00,0.00094955
2007-01-22 00:00:00+00:00,-0.00344050
2007-01-23 00:00:00+00:00,-0.00338681
2007-01-24 00:00:00+00:00,-0.00958276
2007-01-25 00:00:00+00:00,-0.04395144
