Date,EU-REALESTATE
2017-02-16 00:00:00+00:00,-0.00411765
2017-02-17 00:00:00+00:00,0.00177200
2017-02-20 00:00:00+00:00,0.00471698
2017-02-21 00:00:00+00:00,0.00058685
2017-02-22 00:00:00+00:00,0.00000000
2017-02-23 00:00:00+00:00,0.00586510
2017-02-24 00:00:00+00:00,-0.00349854
2017-02-27 00:00:00+00:00,-0.00877706
2017-02-28 00:00:00+00:00,0.04486423
2017-03-01 00:00:00+00:00,0.00117994
2017-03-02 00:00:00+00:00,-0.00471420
2017-03-03 00:00:00+00:00,0.00000000
2017-03-06 00:00:00+00:00,-0.01363253
2017-03-07 00:00:00+00:00,-0.00892326
2017-03-08 00:00:00+00:00,-0.02460984
2017-03-09 00:00:00+00:00,0.00602410
2017-03-10 00:00:00+00:00,-0.02095808
2017-03-14 00:00:00+00:00,-0.02548544
2017-03-15 00:00:00+00:00,0.00373599
2017-03-16 00:00:00+00:00,0.01674938
2017-03-17 00:00:00+00:00,0.00549115
2017-03-20 00:00:00+00:00,0.00060680
2017-03-21 00:00:00+00:00,-0.00424500
2017-03-22 00:00:00+00:00,-0.00548112
2017-03-23 00:00:00+00:00,0.00673607
2017-03-24 00:00:00+00:00,-0.00060827
2017-03-27 00:00:00+00:00,-0.00486914
2017-03-28 00:00:00+00:00,-0.00672783
2017-03-29 00:00:00+00:00,0.00862069
2017-03-30 00:00:00+00:00,-0.00427350
2017-03-31 00:00:00+00:00,0.02084611
2017-04-03 00:00:00+00:00,-0.00660661
2017-04-04 00:00:00+00:00,0.00665054
2017-04-05 00:00:00+00:00,0.00780781
2017-04-06 00:00:00+00:00,0.01251490
2017-04-07 00:00:00+00:00,0.00765156
2017-04-10 00:00:00+00:00,0.00058411
2017-04-11 00:00:00+00:00,0.00700525
2017-04-12 00:00:00+00:00,0.00521739
2017-04-13 00:00:00+00:00,-0.00173010
2017-04-18 00:00:00+00:00,0.00808781
2017-04-19 00:00:00+00:00,-0.00515759
2017-04-20 00:00:00+00:00,-0.00806452
2017-04-21 00:00:00+00:00,-0.00464576
2017-04-24 00:00:00+00:00,0.00466744
2017-04-25 00:00:00+00:00,0.01393728
2017-04-26 00:00:00+00:00,0.00171821
2017-04-27 00:00:00+00:00,-0.00114351
2017-04-28 00:00:00+00:00,-0.00858615
2017-05-02 00:00:00+00:00,0.00866051
2017-05-03 00:00:00+00:00,0.00343446
2017-05-04 00:00:00+00:00,-0.00114090
2017-05-05 00:00:00+00:00,0.00057110
2017-05-08 00:00:00+00:00,0.01484018
2017-05-09 00:00:00+00:00,0.00843645
2017-05-10 00:00:00+00:00,-0.00278862
2017-05-11 00:00:00+00:00,0.00559284
2017-05-12 00:00:00+00:00,0.00000000
2017-05-15 00:00:00+00:00,0.00055617
2017-05-16 00:00:00+00:00,-0.00222346
2017-05-17 00:00:00+00:00,-0.01002786
2017-05-18 00:00:00+00:00,-0.01181767
2017-05-19 00:00:00+00:00,-0.00227790
2017-05-22 00:00:00+00:00,0.01084475
2017-05-23 00:00:00+00:00,-0.00677583
2017-05-24 00:00:00+00:00,0.00454804
2017-05-25 00:00:00+00:00,-0.00226372
2017-05-26 00:00:00+00:00,0.00056721
2017-05-29 00:00:00+00:00,0.00056689
2017-05-30 00:00:00+00:00,0.00566572
2017-05-31 00:00:00+00:00,-0.00957746
2017-06-01 00:00:00+00:00,0.01422071
2017-06-02 00:00:00+00:00,0.00280426
2017-06-05 00:00:00+00:00,-0.00503356
2017-06-06 00:00:00+00:00,-0.00113923
2017-06-07 00:00:00+00:00,0.00675295
2017-06-08 00:00:00+00:00,-0.00111794
2017-06-09 00:00:00+00:00,-0.00167879
2017-06-12 00:00:00+00:00,0.06278027
2017-06-13 00:00:00+00:00,0.00684151
2017-06-14 00:00:00+00:00,0.01075878
2017-06-15 00:00:00+00:00,-0.01008403
2017-06-16 00:00:00+00:00,0.00679117
2017-06-19 00:00:00+00:00,-0.00562114
2017-06-20 00:00:00+00:00,-0.00960995
2017-06-21 00:00:00+00:00,-0.00456621
2017-06-22 00:00:00+00:00,-0.00229358
2017-06-23 00:00:00+00:00,0.00977011
2017-06-26 00:00:00+00:00,0.00056915
2017-06-27 00:00:00+00:00,-0.01535836
2017-06-28 00:00:00+00:00,-0.00866551
2017-06-29 00:00:00+00:00,-0.00815851
2017-06-30 00:00:00+00:00,0.00411281
2017-07-03 00:00:00+00:00,-0.00585138
2017-07-04 00:00:00+00:00,-0.00058858
2017-07-05 00:00:00+00:00,0.00058893
2017-07-06 00:00:00+00:00,-0.01353737
2017-07-07 00:00:00+00:00,0.00238663
2017-07-10 00:00:00+00:00,0.00952381
2017-07-11 00:00:00+00:00,-0.01415094
2017-07-12 00:00:00+00:00,0.01435407
2017-07-13 00:00:00+00:00,0.00530660
2017-07-14 00:00:00+00:00,0.00586510
2017-07-17 00:00:00+00:00,-0.00233236
2017-07-18 00:00:00+00:00,0.00409117
2017-07-19 00:00:00+00:00,-0.00232829
2017-07-20 00:00:00+00:00,-0.00116686
2017-07-21 00:00:00+00:00,-0.00467290
2017-07-24 00:00:00+00:00,-0.00762911
2017-07-25 00:00:00+00:00,0.00295683
2017-07-26 00:00:00+00:00,0.00294811
2017-07-27 00:00:00+00:00,0.00587889
2017-07-28 00:00:00+00:00,-0.01461134
2017-07-31 00:00:00+00:00,0.00000000
2017-08-01 00:00:00+00:00,0.00711744
2017-08-02 00:00:00+00:00,0.00471143
2017-08-03 00:00:00+00:00,0.00058617
2017-08-04 00:00:00+00:00,0.00292912
2017-08-07 00:00:00+00:00,-0.00408879
2017-08-08 00:00:00+00:00,0.00000000
2017-08-09 00:00:00+00:00,0.00000000
2017-08-10 00:00:00+00:00,-0.00703812
2017-08-11 00:00:00+00:00,-0.01417602
2017-08-14 00:00:00+00:00,0.02097064
2017-08-15 00:00:00+00:00,-0.00176056
2017-08-16 00:00:00+00:00,0.00529101
2017-08-17 00:00:00+00:00,-0.00175439
2017-08-18 00:00:00+00:00,-0.01171646
2017-08-21 00:00:00+00:00,-0.00533491
2017-08-22 00:00:00+00:00,0.00834327
2017-08-23 00:00:00+00:00,-0.00886525
2017-08-24 00:00:00+00:00,0.00417412
2017-08-25 00:00:00+00:00,-0.00890736
2017-08-29 00:00:00+00:00,0.02816058
2017-08-30 00:00:00+00:00,-0.07517483
2017-08-31 00:00:00+00:00,0.00655542
2017-09-01 00:00:00+00:00,0.00473653
2017-09-04 00:00:00+00:00,-0.00296912
2017-09-05 00:00:00+00:00,-0.00597093
2017-09-06 00:00:00+00:00,0.00599161
2017-09-07 00:00:00+00:00,0.00714711
2017-09-08 00:00:00+00:00,0.00354820
2017-09-11 00:00:00+00:00,0.02423168
2017-09-12 00:00:00+00:00,-0.00292569
2017-09-13 00:00:00+00:00,-0.00410798
2017-09-14 00:00:00+00:00,0.00058928
2017-09-15 00:00:00+00:00,-0.00353357
2017-09-19 00:00:00+00:00,-0.00591017
2017-09-20 00:00:00+00:00,-0.00297265
2017-09-21 00:00:00+00:00,-0.00178891
2017-09-22 00:00:00+00:00,-0.00119474
2017-09-25 00:00:00+00:00,0.00897129
2017-09-26 00:00:00+00:00,0.00592768
2017-09-27 00:00:00+00:00,-0.00824985
2017-09-28 00:00:00+00:00,0.00059418
2017-09-29 00:00:00+00:00,0.00771971
2017-10-02 00:00:00+00:00,0.00117855
2017-10-03 00:00:00+00:00,0.00058858
2017-10-04 00:00:00+00:00,-0.00294118
2017-10-05 00:00:00+00:00,-0.00117994
2017-10-06 00:00:00+00:00,-0.00826934
2017-10-10 00:00:00+00:00,0.00595593
2017-10-11 00:00:00+00:00,0.00177620
2017-10-12 00:00:00+00:00,0.00591017
2017-10-13 00:00:00+00:00,0.00058754
2017-10-16 00:00:00+00:00,0.00293600
2017-10-17 00:00:00+00:00,-0.00117096
2017-10-18 00:00:00+00:00,0.01055100
2017-10-19 00:00:00+00:00,-0.01044084
2017-10-20 00:00:00+00:00,-0.00644783
2017-10-23 00:00:00+00:00,-0.00884956
2017-10-24 00:00:00+00:00,-0.00059524
2017-10-25 00:00:00+00:00,-0.01191185
2017-10-26 00:00:00+00:00,0.01386377
2017-10-27 00:00:00+00:00,0.00832342
2017-10-30 00:00:00+00:00,0.00589623
2017-10-31 00:00:00+00:00,0.01230950
2017-11-01 00:00:00+00:00,-0.00694847
2017-11-02 00:00:00+00:00,-0.00291545
2017-11-03 00:00:00+00:00,0.00935673
2017-11-06 00:00:00+00:00,0.00173812
2017-11-07 00:00:00+00:00,-0.00289184
2017-11-08 00:00:00+00:00,0.00696056
2017-11-09 00:00:00+00:00,-0.00345622
2017-11-10 00:00:00+00:00,-0.00578035
2017-11-13 00:00:00+00:00,-0.00465116
2017-11-14 00:00:00+00:00,-0.00058411
2017-11-15 00:00:00+00:00,0.00175336
2017-11-16 00:00:00+00:00,0.01225204
2017-11-17 00:00:00+00:00,-0.00634006
2017-11-20 00:00:00+00:00,-0.00058005
2017-11-21 00:00:00+00:00,0.00406268
2017-11-22 00:00:00+00:00,-0.00404624
2017-11-24 00:00:00+00:00,0.00000000
2017-11-27 00:00:00+00:00,0.00290192
2017-11-28 00:00:00+00:00,-0.00115741
