DateUTC,residual
2012-11-29 00:00:00+00:00,-0.0012968039
2012-11-30 00:00:00+00:00,0.000264337
2012-12-03 00:00:00+00:00,0.0048100683
2012-12-04 00:00:00+00:00,-0.0011649559
2012-12-05 00:00:00+00:00,-0.0027617784
2012-12-06 00:00:00+00:00,-0.002887194
2012-12-07 00:00:00+00:00,0.001061306
2012-12-10 00:00:00+00:00,-0.0018006033
2012-12-11 00:00:00+00:00,-0.000636106
2012-12-12 00:00:00+00:00,-0.0025918353
2012-12-13 00:00:00+00:00,0.0030286731
2012-12-14 00:00:00+00:00,0.0010679121
2012-12-17 00:00:00+00:00,0.0011081602
2012-12-18 00:00:00+00:00,-0.0033122567
2012-12-19 00:00:00+00:00,-0.0036237717
2012-12-20 00:00:00+00:00,0.0012541511
2012-12-21 00:00:00+00:00,0.006693715
2012-12-24 00:00:00+00:00,-7.7194505e-05
2012-12-25 00:00:00+00:00,-0.0009808239
2012-12-26 00:00:00+00:00,-0.0006809106
2012-12-27 00:00:00+00:00,-0.0016668639
2012-12-28 00:00:00+00:00,-0.00064715615
2012-12-31 00:00:00+00:00,0.000690417
2013-01-01 00:00:00+00:00,0.0016342921
2013-01-02 00:00:00+00:00,-0.002112473
2013-01-03 00:00:00+00:00,-0.0021825952
2013-01-04 00:00:00+00:00,0.004039156
2013-01-07 00:00:00+00:00,-5.658775e-05
2013-01-08 00:00:00+00:00,-0.00026124116
2013-01-09 00:00:00+00:00,-0.0031207171
2013-01-10 00:00:00+00:00,-0.0007866628
2013-01-11 00:00:00+00:00,0.0040628095
2013-01-14 00:00:00+00:00,0.001010492
2013-01-15 00:00:00+00:00,0.0033732834
2013-01-16 00:00:00+00:00,0.0018447728
2013-01-17 00:00:00+00:00,-0.0036714806
2013-01-18 00:00:00+00:00,0.0019947954
2013-01-21 00:00:00+00:00,-0.0009972822
2013-01-22 00:00:00+00:00,-0.00011076941
2013-01-23 00:00:00+00:00,0.00032467567
2013-01-24 00:00:00+00:00,-0.004840705
2013-01-25 00:00:00+00:00,-0.0020511625
2013-01-28 00:00:00+00:00,0.00073164963
2013-01-29 00:00:00+00:00,-0.0024933326
2013-01-30 00:00:00+00:00,0.0032860832
2013-01-31 00:00:00+00:00,-0.00018629705
2013-02-01 00:00:00+00:00,-0.0031390064
2013-02-04 00:00:00+00:00,0.0020701666
2013-02-05 00:00:00+00:00,-0.00012554595
2013-02-06 00:00:00+00:00,-0.00070269423
2013-02-07 00:00:00+00:00,0.0032004463
2013-02-08 00:00:00+00:00,0.0006742175
2013-02-11 00:00:00+00:00,-0.00076003914
2013-02-12 00:00:00+00:00,-0.0027642036
2013-02-13 00:00:00+00:00,-0.0006282483
2013-02-14 00:00:00+00:00,-0.0019152096
2013-02-15 00:00:00+00:00,-0.001007366
2013-02-18 00:00:00+00:00,-0.0011124013
2013-02-19 00:00:00+00:00,-0.0018568821
2013-02-20 00:00:00+00:00,-0.0017896884
2013-02-21 00:00:00+00:00,0.0036184955
2013-02-22 00:00:00+00:00,8.702162e-05
2013-02-25 00:00:00+00:00,-0.006166398
2013-02-26 00:00:00+00:00,0.0065410566
2013-02-27 00:00:00+00:00,-0.00052572717
2013-02-28 00:00:00+00:00,-0.0042059994
2013-03-01 00:00:00+00:00,-0.003723761
2013-03-04 00:00:00+00:00,0.0015654854
2013-03-05 00:00:00+00:00,0.00279182
2013-03-06 00:00:00+00:00,0.0012505436
2013-03-07 00:00:00+00:00,0.0061292173
2013-03-08 00:00:00+00:00,-0.0021963879
2013-03-11 00:00:00+00:00,0.0003038583
2013-03-12 00:00:00+00:00,0.0022331702
2013-03-13 00:00:00+00:00,0.0018687408
2013-03-14 00:00:00+00:00,0.0017019025
2013-03-15 00:00:00+00:00,0.0023058061
2013-03-18 00:00:00+00:00,-0.0014053893
2013-03-19 00:00:00+00:00,0.001348131
2013-03-20 00:00:00+00:00,-0.00059271394
2013-03-21 00:00:00+00:00,0.002765223
2013-03-22 00:00:00+00:00,0.0013048176
2013-03-25 00:00:00+00:00,-0.0019649365
2013-03-26 00:00:00+00:00,-0.00042568543
2013-03-27 00:00:00+00:00,-0.0010748683
2013-03-28 00:00:00+00:00,-1.1342578e-05
2013-03-29 00:00:00+00:00,-0.00012449105
2013-04-01 00:00:00+00:00,-0.000191889
2013-04-02 00:00:00+00:00,-0.002693505
2013-04-03 00:00:00+00:00,0.000115357165
2013-04-04 00:00:00+00:00,-0.0011512662
2013-04-05 00:00:00+00:00,-0.00045241183
2013-04-08 00:00:00+00:00,0.0018848826
2013-04-09 00:00:00+00:00,0.0020796019
2013-04-10 00:00:00+00:00,0.0009216848
2013-04-11 00:00:00+00:00,-0.0019954382
2013-04-12 00:00:00+00:00,-0.003952681
2013-04-15 00:00:00+00:00,-0.0028698703
2013-04-16 00:00:00+00:00,-0.0013784978
2013-04-17 00:00:00+00:00,0.0004952897
2013-04-18 00:00:00+00:00,-0.00070420944
2013-04-19 00:00:00+00:00,-0.00021371112
2013-04-22 00:00:00+00:00,-0.0005345356
2013-04-23 00:00:00+00:00,-0.0026236703
2013-04-24 00:00:00+00:00,0.00016637048
2013-04-25 00:00:00+00:00,0.0021161912
2013-04-26 00:00:00+00:00,-0.0029554488
2013-04-29 00:00:00+00:00,-0.001669853
2013-04-30 00:00:00+00:00,-0.0012833404
2013-05-01 00:00:00+00:00,-0.0016933379
2013-05-02 00:00:00+00:00,0.0032492073
2013-05-03 00:00:00+00:00,0.0023114018
2013-05-06 00:00:00+00:00,0.0028054826
2013-05-07 00:00:00+00:00,0.003239622
2013-05-08 00:00:00+00:00,-0.0025264884
2013-05-09 00:00:00+00:00,0.001468446
2013-05-10 00:00:00+00:00,0.0019769438
2013-05-13 00:00:00+00:00,0.0022513755
2013-05-14 00:00:00+00:00,-0.0032025469
2013-05-15 00:00:00+00:00,-0.0031147683
2013-05-16 00:00:00+00:00,0.0014005391
2013-05-17 00:00:00+00:00,-0.005201916
2013-05-20 00:00:00+00:00,-0.0016348301
2013-05-21 00:00:00+00:00,0.0024105394
2013-05-22 00:00:00+00:00,-0.004097553
2013-05-23 00:00:00+00:00,0.0114788
2013-05-24 00:00:00+00:00,0.0050710533
2013-05-27 00:00:00+00:00,-0.0008110693
2013-05-28 00:00:00+00:00,-0.0066558225
2013-05-29 00:00:00+00:00,0.0068229316
2013-05-30 00:00:00+00:00,0.004508797
2013-05-31 00:00:00+00:00,0.003411971
2013-06-03 00:00:00+00:00,0.0076666544
2013-06-04 00:00:00+00:00,0.0038062907
2013-06-05 00:00:00+00:00,-0.002266774
2013-06-06 00:00:00+00:00,-0.0011539673
2013-06-07 00:00:00+00:00,0.0015749969
2013-06-10 00:00:00+00:00,-0.0065074433
2013-06-11 00:00:00+00:00,-0.004257655
2013-06-12 00:00:00+00:00,-0.00084505486
2013-06-13 00:00:00+00:00,0.002097047
2013-06-14 00:00:00+00:00,0.0045884913
2013-06-17 00:00:00+00:00,0.00019634864
2013-06-18 00:00:00+00:00,-0.0023963724
2013-06-19 00:00:00+00:00,0.0005736998
2013-06-20 00:00:00+00:00,-0.0016390611
2013-06-21 00:00:00+00:00,-0.0010637464
2013-06-24 00:00:00+00:00,0.001160305
2013-06-25 00:00:00+00:00,-0.00070522574
2013-06-26 00:00:00+00:00,0.007119148
2013-06-27 00:00:00+00:00,0.0031009377
2013-06-28 00:00:00+00:00,-8.5043095e-05
2013-07-01 00:00:00+00:00,0.0022594796
2013-07-02 00:00:00+00:00,0.0034755603
2013-07-03 00:00:00+00:00,-0.0046389843
2013-07-04 00:00:00+00:00,-0.0008372821
2013-07-05 00:00:00+00:00,-0.0028320923
2013-07-08 00:00:00+00:00,0.0020602767
2013-07-09 00:00:00+00:00,0.001985517
2013-07-10 00:00:00+00:00,0.002409427
2013-07-11 00:00:00+00:00,0.0023462696
2013-07-12 00:00:00+00:00,-0.00093510473
2013-07-15 00:00:00+00:00,-0.00081128144
2013-07-16 00:00:00+00:00,0.0014268637
2013-07-17 00:00:00+00:00,-0.0012726757
2013-07-18 00:00:00+00:00,0.00028417807
2013-07-19 00:00:00+00:00,0.001117687
2013-07-22 00:00:00+00:00,-0.000562886
2013-07-23 00:00:00+00:00,-1.9915751e-05
