count,start,end,mean_daily,ann_return,daily_vol,ann_vol,skew,excess_kurtosis,min,p01,p05,median,p95,p99,max,hit_rate,autocorr_1d,autocorr_5d
3716,2010-01-01 00:00:00+00:00,2024-03-29 00:00:00+00:00,0.0001060383947333321,0.02672167494893074,0.00413246126845479,0.06560078891362742,-0.5519391894340515,2.461885929107666,-0.02124043181538582,-0.01205195407383144,-0.006963402731344104,0.0001794861163944006,0.006437944597564638,0.009845487214624877,0.018741555511951447,0.5258342303552207,0.11348175224245315,-0.04355738199329909
