Period,Annual Return,Annual Volatility,Sharpe Ratio,Correlation,R-squared,Tracking Error,Max Drawdown,Skewness,Excess Kurtosis,95% VaR,Hit Rate
OOS,0.11986397206783295,0.06290426792548875,1.9054982439014867,0.7011119828761645,0.49155801253254716,0.05305799156307834,0.04519817233085632,-1.6767652034759521,13.957510948181152,-0.00532026644796133,0.6222222222222222
