Date,EU-MEDIA
2018-06-14 00:00:00+00:00,0.00566171
2018-06-15 00:00:00+00:00,-0.00738916
2018-06-18 00:00:00+00:00,-0.00531726
2018-06-19 00:00:00+00:00,-0.00748396
2018-06-20 00:00:00+00:00,0.01364452
2018-06-21 00:00:00+00:00,0.00070847
2018-06-22 00:00:00+00:00,0.01026549
2018-06-25 00:00:00+00:00,-0.01331465
2018-06-26 00:00:00+00:00,-0.00355114
2018-06-27 00:00:00+00:00,0.00427655
2018-06-28 00:00:00+00:00,-0.00319375
2018-06-29 00:00:00+00:00,0.00427198
2018-07-02 00:00:00+00:00,-0.01169798
2018-07-03 00:00:00+00:00,0.00358680
2018-07-04 00:00:00+00:00,0.00071480
2018-07-05 00:00:00+00:00,0.00285714
2018-07-06 00:00:00+00:00,0.00641026
2018-07-09 00:00:00+00:00,0.00813871
2018-07-10 00:00:00+00:00,0.00737101
2018-07-11 00:00:00+00:00,-0.00557491
2018-07-12 00:00:00+00:00,0.02242467
2018-07-13 00:00:00+00:00,0.00445511
2018-07-16 00:00:00+00:00,-0.00921187
2018-07-17 00:00:00+00:00,-0.00723140
2018-07-18 00:00:00+00:00,0.00208117
2018-07-19 00:00:00+00:00,0.00484597
2018-07-20 00:00:00+00:00,-0.01860145
2018-07-23 00:00:00+00:00,-0.00210600
2018-07-24 00:00:00+00:00,0.00140696
2018-07-25 00:00:00+00:00,-0.01018616
2018-07-26 00:00:00+00:00,0.00816182
2018-07-27 00:00:00+00:00,0.00703977
2018-07-30 00:00:00+00:00,-0.00524292
2018-07-31 00:00:00+00:00,0.00351370
2018-08-01 00:00:00+00:00,-0.00735294
2018-08-02 00:00:00+00:00,-0.00035273
2018-08-03 00:00:00+00:00,0.00952717
2018-08-06 00:00:00+00:00,0.00174764
2018-08-07 00:00:00+00:00,0.00383810
2018-08-08 00:00:00+00:00,0.00243309
2018-08-09 00:00:00+00:00,0.00312067
2018-08-10 00:00:00+00:00,-0.00069132
2018-08-13 00:00:00+00:00,0.00242131
2018-08-14 00:00:00+00:00,-0.00379572
2018-08-15 00:00:00+00:00,-0.00588847
2018-08-16 00:00:00+00:00,0.00871080
2018-08-17 00:00:00+00:00,-0.00138169
2018-08-20 00:00:00+00:00,0.00864753
2018-08-21 00:00:00+00:00,-0.00240055
2018-08-22 00:00:00+00:00,0.00515641
2018-08-23 00:00:00+00:00,-0.00170999
2018-08-24 00:00:00+00:00,-0.00205550
2018-08-28 00:00:00+00:00,0.00377618
2018-08-29 00:00:00+00:00,0.00307798
2018-08-30 00:00:00+00:00,-0.00340948
2018-08-31 00:00:00+00:00,-0.00444749
2018-09-03 00:00:00+00:00,0.00137457
2018-09-04 00:00:00+00:00,-0.01269732
2018-09-05 00:00:00+00:00,-0.01876955
2018-09-06 00:00:00+00:00,-0.00322910
2018-09-07 00:00:00+00:00,0.00426439
2018-09-10 00:00:00+00:00,0.00920028
2018-09-12 00:00:00+00:00,-0.00245442
2018-09-17 00:00:00+00:00,-0.02073814
2018-09-18 00:00:00+00:00,-0.00107681
2018-09-19 00:00:00+00:00,-0.00610852
2018-09-20 00:00:00+00:00,0.00216920
2018-09-21 00:00:00+00:00,-0.00036075
2018-09-24 00:00:00+00:00,0.01263082
2018-09-25 00:00:00+00:00,0.00570207
2018-09-26 00:00:00+00:00,0.00673281
2018-09-27 00:00:00+00:00,0.00633580
2018-09-28 00:00:00+00:00,0.00069955
2018-10-01 00:00:00+00:00,0.00594198
2018-10-02 00:00:00+00:00,-0.01007644
2018-10-03 00:00:00+00:00,0.01228501
2018-10-04 00:00:00+00:00,-0.01421637
2018-10-05 00:00:00+00:00,0.00211045
2018-10-08 00:00:00+00:00,-0.01158301
2018-10-09 00:00:00+00:00,0.00000000
2018-10-10 00:00:00+00:00,-0.01420455
2018-10-11 00:00:00+00:00,-0.00864553
2018-10-12 00:00:00+00:00,0.00399709
2018-10-15 00:00:00+00:00,-0.00180963
2018-10-16 00:00:00+00:00,0.02066715
2018-10-17 00:00:00+00:00,-0.00923623
2018-10-18 00:00:00+00:00,0.00717103
2018-10-19 00:00:00+00:00,-0.00142399
2018-10-22 00:00:00+00:00,-0.00285205
2018-10-23 00:00:00+00:00,-0.00607794
2018-10-24 00:00:00+00:00,0.00719424
2018-10-25 00:00:00+00:00,-0.01821429
2018-10-26 00:00:00+00:00,-0.02400873
2018-10-29 00:00:00+00:00,0.00819978
2018-10-30 00:00:00+00:00,0.00332717
2018-10-31 00:00:00+00:00,0.00663228
2018-11-01 00:00:00+00:00,-0.00036603
2018-11-02 00:00:00+00:00,0.01171732
2018-11-05 00:00:00+00:00,-0.00217155
2018-11-06 00:00:00+00:00,-0.00398984
2018-11-07 00:00:00+00:00,0.00546249
2018-11-08 00:00:00+00:00,-0.00507063
2018-11-09 00:00:00+00:00,0.00291227
2018-11-12 00:00:00+00:00,0.00181488
2018-11-13 00:00:00+00:00,0.00507246
2018-11-14 00:00:00+00:00,0.00468637
2018-11-15 00:00:00+00:00,-0.01722282
2018-11-16 00:00:00+00:00,0.01058781
2018-11-19 00:00:00+00:00,-0.00650289
2018-11-20 00:00:00+00:00,-0.01818182
