Date,COAL-GEORDIE
2009-03-18 00:00:00+00:00,0.00865801
2009-03-19 00:00:00+00:00,0.07573150
2009-03-20 00:00:00+00:00,0.04049587
2009-03-23 00:00:00+00:00,0.06148867
2009-03-24 00:00:00+00:00,0.00313725
2009-03-25 00:00:00+00:00,-0.04150352
2009-03-26 00:00:00+00:00,0.04316547
2009-03-27 00:00:00+00:00,-0.01558846
2009-03-30 00:00:00+00:00,-0.10804416
2009-03-31 00:00:00+00:00,0.03672788
2009-04-01 00:00:00+00:00,0.02704918
2009-04-02 00:00:00+00:00,0.06720648
2009-04-03 00:00:00+00:00,-0.00000000
2009-04-06 00:00:00+00:00,-0.03117693
2009-04-07 00:00:00+00:00,-0.00393391
2009-04-08 00:00:00+00:00,-0.01712300
2009-04-09 00:00:00+00:00,0.02160000
2009-04-14 00:00:00+00:00,-0.00793021
2009-04-15 00:00:00+00:00,0.00477327
2009-04-16 00:00:00+00:00,0.01900238
2009-04-17 00:00:00+00:00,0.03590945
2009-04-20 00:00:00+00:00,-0.02916347
2009-04-21 00:00:00+00:00,-0.02572097
2009-04-22 00:00:00+00:00,-0.01185771
2009-04-23 00:00:00+00:00,0.00158730
2009-04-24 00:00:00+00:00,0.00553360
2009-04-27 00:00:00+00:00,-0.01496063
2009-04-28 00:00:00+00:00,-0.01117318
2009-04-29 00:00:00+00:00,0.00722892
2009-04-30 00:00:00+00:00,0.01351351
2009-05-01 00:00:00+00:00,-0.00000000
2009-05-05 00:00:00+00:00,0.03565769
2009-05-06 00:00:00+00:00,-0.02319066
2009-05-07 00:00:00+00:00,0.01684079
2009-05-08 00:00:00+00:00,0.00596206
2009-05-11 00:00:00+00:00,-0.04264591
2009-05-12 00:00:00+00:00,0.01747355
2009-05-13 00:00:00+00:00,-0.01597444
2009-05-14 00:00:00+00:00,0.01046699
2009-05-15 00:00:00+00:00,0.00000000
2009-05-18 00:00:00+00:00,0.02329317
2009-05-19 00:00:00+00:00,0.04440920
2009-05-20 00:00:00+00:00,0.02790698
2009-05-21 00:00:00+00:00,-0.00229533
2009-05-22 00:00:00+00:00,0.02452107
2009-05-26 00:00:00+00:00,-0.01360544
2009-05-27 00:00:00+00:00,0.02820122
2009-05-28 00:00:00+00:00,0.03749066
2009-05-29 00:00:00+00:00,0.05948884
2009-06-01 00:00:00+00:00,0.05781339
2009-06-02 00:00:00+00:00,0.01657459
2009-06-03 00:00:00+00:00,-0.03909465
2009-06-04 00:00:00+00:00,0.05563282
2009-06-05 00:00:00+00:00,0.02316076
2009-06-08 00:00:00+00:00,0.00768571
2009-06-09 00:00:00+00:00,0.01068804
2009-06-10 00:00:00+00:00,0.00598802
2009-06-11 00:00:00+00:00,-0.00793651
2009-06-12 00:00:00+00:00,-0.00470746
2009-06-15 00:00:00+00:00,-0.02031144
2009-06-16 00:00:00+00:00,-0.00815480
2009-06-17 00:00:00+00:00,-0.11659504
2009-06-18 00:00:00+00:00,0.01694915
2009-06-19 00:00:00+00:00,0.00657895
2009-06-22 00:00:00+00:00,-0.05753824
2009-06-23 00:00:00+00:00,0.01350338
2009-06-24 00:00:00+00:00,0.02906110
2009-06-25 00:00:00+00:00,0.01470588
2009-06-26 00:00:00+00:00,0.04737609
2009-06-29 00:00:00+00:00,0.00213371
2009-06-30 00:00:00+00:00,-0.01847903
2009-07-01 00:00:00+00:00,-0.00430725
2009-07-02 00:00:00+00:00,-0.00938628
2009-07-03 00:00:00+00:00,0.00505780
2009-07-06 00:00:00+00:00,0.05563584
2009-07-07 00:00:00+00:00,-0.00631579
2009-07-08 00:00:00+00:00,0.00874791
2009-07-09 00:00:00+00:00,0.01820728
2009-07-10 00:00:00+00:00,0.01664355
2009-07-13 00:00:00+00:00,-0.00897790
2009-07-14 00:00:00+00:00,0.01872399
2009-07-15 00:00:00+00:00,0.00685871
2009-07-16 00:00:00+00:00,0.03474114
2009-07-17 00:00:00+00:00,0.01207243
2009-07-20 00:00:00+00:00,-0.01329787
2009-07-21 00:00:00+00:00,0.00468227
2009-07-22 00:00:00+00:00,-0.01537433
2009-07-23 00:00:00+00:00,-0.00269360
2009-07-24 00:00:00+00:00,0.00608108
2009-07-27 00:00:00+00:00,-0.00134680
2009-07-28 00:00:00+00:00,-0.01818182
2009-07-29 00:00:00+00:00,-0.01020408
2009-07-30 00:00:00+00:00,-0.00478796
2009-07-31 00:00:00+00:00,-0.00548697
2009-08-03 00:00:00+00:00,-0.04569855
2009-08-04 00:00:00+00:00,0.07225716
2009-08-05 00:00:00+00:00,-0.00407609
2009-08-06 00:00:00+00:00,0.01566757
2009-08-07 00:00:00+00:00,-0.00878972
2009-08-10 00:00:00+00:00,-0.00447379
2009-08-11 00:00:00+00:00,0.00272480
2009-08-12 00:00:00+00:00,-0.00272109
2009-08-13 00:00:00+00:00,0.00204638
2009-08-14 00:00:00+00:00,-0.02190281
2009-08-17 00:00:00+00:00,-0.00415800
2009-08-18 00:00:00+00:00,-0.00556715
2009-08-19 00:00:00+00:00,-0.00697350
2009-08-20 00:00:00+00:00,0.00629811
2009-08-21 00:00:00+00:00,-0.01187980
2009-08-24 00:00:00+00:00,-0.01398601
2009-08-25 00:00:00+00:00,-0.01616304
2009-08-26 00:00:00+00:00,-0.01913536
2009-08-27 00:00:00+00:00,-0.01216893
2009-08-28 00:00:00+00:00,-0.01512968
2009-09-01 00:00:00+00:00,-0.02688953
2009-09-02 00:00:00+00:00,-0.03318584
2009-09-03 00:00:00+00:00,0.00300300
2009-09-04 00:00:00+00:00,-0.01201201
2009-09-07 00:00:00+00:00,-0.00753580
2009-09-08 00:00:00+00:00,0.02304777
2009-09-09 00:00:00+00:00,0.02007435
2009-09-10 00:00:00+00:00,0.01026393
2009-09-11 00:00:00+00:00,-0.01024890
2009-09-14 00:00:00+00:00,0.01101322
2009-09-15 00:00:00+00:00,0.01527273
2009-09-16 00:00:00+00:00,0.06017192
2009-09-17 00:00:00+00:00,-0.00347705
2009-09-18 00:00:00+00:00,-0.02023726
2009-09-21 00:00:00+00:00,-0.02607470
2009-09-22 00:00:00+00:00,0.02712348
2009-09-23 00:00:00+00:00,-0.01267606
2009-09-24 00:00:00+00:00,-0.02124646
2009-09-25 00:00:00+00:00,0.00930565
2009-09-28 00:00:00+00:00,0.00926586
2009-09-29 00:00:00+00:00,-0.00566974
2009-09-30 00:00:00+00:00,0.04267425
2009-10-01 00:00:00+00:00,-0.00139373
2009-10-02 00:00:00+00:00,-0.01743375
2009-10-05 00:00:00+00:00,0.00562984
2009-10-06 00:00:00+00:00,0.03153469
2009-10-07 00:00:00+00:00,0.01170799
2009-10-08 00:00:00+00:00,-0.00039945
2009-10-09 00:00:00+00:00,-0.01095140
2009-10-12 00:00:00+00:00,0.01650619
2009-10-13 00:00:00+00:00,0.00681199
2009-10-14 00:00:00+00:00,-0.00677507
2009-10-15 00:00:00+00:00,0.00204082
2009-10-16 00:00:00+00:00,-0.00475221
2009-10-19 00:00:00+00:00,-0.00068120
2009-10-20 00:00:00+00:00,-0.00612245
2009-10-21 00:00:00+00:00,0.02116041
2009-10-22 00:00:00+00:00,0.02560647
2009-10-23 00:00:00+00:00,0.00399734
2009-10-26 00:00:00+00:00,-0.01996008
2009-10-27 00:00:00+00:00,-0.00000000
2009-10-28 00:00:00+00:00,-0.00268637
2009-10-29 00:00:00+00:00,0.01749664
2009-10-30 00:00:00+00:00,-0.01532312
2009-11-02 00:00:00+00:00,0.02013423
2009-11-03 00:00:00+00:00,0.02189781
2009-11-04 00:00:00+00:00,0.00984898
2009-11-05 00:00:00+00:00,0.01174168
2009-11-06 00:00:00+00:00,0.01946788
2009-11-09 00:00:00+00:00,0.02151673
2009-11-10 00:00:00+00:00,0.00759494
2009-11-11 00:00:00+00:00,0.02884013
2009-11-12 00:00:00+00:00,-0.00680693
2009-11-13 00:00:00+00:00,0.01738051
2009-11-16 00:00:00+00:00,0.01231527
2009-11-17 00:00:00+00:00,0.00364964
2009-11-18 00:00:00+00:00,0.02245146
2009-11-19 00:00:00+00:00,-0.01020408
2009-11-20 00:00:00+00:00,-0.00060459
2009-11-23 00:00:00+00:00,-0.00120919
2009-11-24 00:00:00+00:00,-0.01817081
2009-11-25 00:00:00+00:00,-0.00367647
2009-11-26 00:00:00+00:00,0.00245549
2009-11-27 00:00:00+00:00,0.00000000
2009-11-30 00:00:00+00:00,-0.00737101
2009-12-01 00:00:00+00:00,-0.00617284
2009-12-02 00:00:00+00:00,-0.01358863
2009-12-03 00:00:00+00:00,-0.00375000
2009-12-04 00:00:00+00:00,-0.00625782
2009-12-07 00:00:00+00:00,-0.00439147
2009-12-08 00:00:00+00:00,0.00089321
2009-12-09 00:00:00+00:00,0.01567398
2009-12-10 00:00:00+00:00,-0.00619963
2009-12-11 00:00:00+00:00,0.00062189
2009-12-14 00:00:00+00:00,0.00620732
2009-12-15 00:00:00+00:00,0.01234568
2009-12-16 00:00:00+00:00,0.03475610
2009-12-17 00:00:00+00:00,-0.00179748
2009-12-18 00:00:00+00:00,0.03717026
2009-12-21 00:00:00+00:00,0.02354326
2009-12-22 00:00:00+00:00,0.01568855
2009-12-23 00:00:00+00:00,0.01958525
2009-12-24 00:00:00+00:00,0.00798631
2009-12-29 00:00:00+00:00,0.02735043
2009-12-30 00:00:00+00:00,0.01461495
2009-12-31 00:00:00+00:00,0.01116071
2010-01-04 00:00:00+00:00,0.05771365
2010-01-05 00:00:00+00:00,0.07853685
2010-01-06 00:00:00+00:00,0.02846791
2010-01-07 00:00:00+00:00,0.09647779
2010-01-08 00:00:00+00:00,-0.02665039
2010-01-11 00:00:00+00:00,-0.04698318
2010-01-12 00:00:00+00:00,-0.03965863
2010-01-13 00:00:00+00:00,-0.03128205
2010-01-14 00:00:00+00:00,0.02208202
2010-01-15 00:00:00+00:00,0.01663202
2010-01-18 00:00:00+00:00,0.00664622
2010-01-19 00:00:00+00:00,0.00713558
2010-01-20 00:00:00+00:00,-0.03859827
2010-01-21 00:00:00+00:00,-0.05334024
2010-01-22 00:00:00+00:00,0.01275239
2010-01-25 00:00:00+00:00,0.00264550
2010-01-26 00:00:00+00:00,-0.01479134
2010-01-27 00:00:00+00:00,-0.00747863
2010-01-28 00:00:00+00:00,-0.15374684
2010-01-29 00:00:00+00:00,0.13620489
2010-02-01 00:00:00+00:00,0.00163755
2010-02-02 00:00:00+00:00,0.01201529
2010-02-03 00:00:00+00:00,-0.01194354
2010-02-04 00:00:00+00:00,-0.03715847
2010-02-05 00:00:00+00:00,-0.01425228
2010-02-08 00:00:00+00:00,-0.00676819
2010-02-09 00:00:00+00:00,0.01806889
2010-02-10 00:00:00+00:00,-0.00725446
2010-02-11 00:00:00+00:00,-0.00111732
2010-02-12 00:00:00+00:00,-0.00558659
2010-02-15 00:00:00+00:00,0.01292135
2010-02-16 00:00:00+00:00,0.03962054
2010-02-17 00:00:00+00:00,-0.01522567
2010-02-18 00:00:00+00:00,-0.00054825
2010-02-19 00:00:00+00:00,0.01043956
2010-02-22 00:00:00+00:00,0.02627258
2010-02-23 00:00:00+00:00,0.00596206
2010-02-24 00:00:00+00:00,0.00431034
2010-02-25 00:00:00+00:00,0.00913978
2010-02-26 00:00:00+00:00,0.03067815
2010-03-01 00:00:00+00:00,0.00741525
2010-03-02 00:00:00+00:00,-0.01908802
2010-03-03 00:00:00+00:00,-0.00749465
2010-03-04 00:00:00+00:00,-0.01132075
2010-03-05 00:00:00+00:00,-0.00324675
2010-03-08 00:00:00+00:00,-0.00161725
2010-03-09 00:00:00+00:00,-0.01276529
2010-03-10 00:00:00+00:00,0.01802294
2010-03-11 00:00:00+00:00,-0.00376749
2010-03-12 00:00:00+00:00,0.00269397
2010-03-15 00:00:00+00:00,0.00482574
2010-03-16 00:00:00+00:00,0.00214247
2010-03-17 00:00:00+00:00,-0.00694816
2010-03-18 00:00:00+00:00,-0.00645161
2010-03-19 00:00:00+00:00,0.00000000
2010-03-22 00:00:00+00:00,-0.02049622
2010-03-23 00:00:00+00:00,-0.00218460
2010-03-24 00:00:00+00:00,-0.02513661
2010-03-25 00:00:00+00:00,0.00662617
2010-03-26 00:00:00+00:00,0.03313087
2010-03-29 00:00:00+00:00,0.01629549
2010-03-30 00:00:00+00:00,0.01184069
2010-03-31 00:00:00+00:00,0.01551632
2010-04-01 00:00:00+00:00,0.03019068
2010-04-06 00:00:00+00:00,0.04799165
2010-04-07 00:00:00+00:00,0.01701787
2010-04-08 00:00:00+00:00,-0.00604230
2010-04-09 00:00:00+00:00,0.00050454
2010-04-12 00:00:00+00:00,-0.00201613
2010-04-13 00:00:00+00:00,-0.02367758
2010-04-14 00:00:00+00:00,0.00410256
2010-04-15 00:00:00+00:00,-0.00612870
2010-04-16 00:00:00+00:00,-0.00717213
2010-04-19 00:00:00+00:00,0.02007205
2010-04-20 00:00:00+00:00,0.03155216
2010-04-21 00:00:00+00:00,0.04752376
2010-04-22 00:00:00+00:00,0.01224890
2010-04-23 00:00:00+00:00,0.06183057
2010-04-26 00:00:00+00:00,0.06311823
2010-04-27 00:00:00+00:00,-0.01416819
2010-04-28 00:00:00+00:00,-0.02717642
2010-04-29 00:00:00+00:00,0.01261682
2010-04-30 00:00:00+00:00,-0.00649652
2010-05-04 00:00:00+00:00,0.03681267
2010-05-05 00:00:00+00:00,-0.01144165
2010-05-06 00:00:00+00:00,-0.05601852
2010-05-07 00:00:00+00:00,-0.04541154
2010-05-10 00:00:00+00:00,0.01425348
2010-05-11 00:00:00+00:00,-0.05156627
2010-05-12 00:00:00+00:00,-0.01334652
2010-05-13 00:00:00+00:00,0.00049751
2010-05-14 00:00:00+00:00,0.01144279
2010-05-17 00:00:00+00:00,-0.03064755
2010-05-18 00:00:00+00:00,0.03263641
2010-05-19 00:00:00+00:00,-0.05441837
2010-05-20 00:00:00+00:00,0.01997951
2010-05-21 00:00:00+00:00,0.00865140
2010-05-24 00:00:00+00:00,0.03535354
2010-05-25 00:00:00+00:00,-0.01886792
2010-05-26 00:00:00+00:00,-0.01305876
2010-05-27 00:00:00+00:00,-0.00100857
2010-05-28 00:00:00+00:00,0.02072801
2010-06-01 00:00:00+00:00,-0.02398801
2010-06-02 00:00:00+00:00,-0.00354251
2010-06-03 00:00:00+00:00,0.00253165
2010-06-04 00:00:00+00:00,0.01063291
2010-06-07 00:00:00+00:00,0.00603015
2010-06-08 00:00:00+00:00,-0.00881276
2010-06-09 00:00:00+00:00,0.00605144
2010-06-10 00:00:00+00:00,0.00551655
2010-06-11 00:00:00+00:00,0.00100200
2010-06-14 00:00:00+00:00,0.02002002
2010-06-15 00:00:00+00:00,-0.00395844
2010-06-16 00:00:00+00:00,-0.00049677
2010-06-17 00:00:00+00:00,-0.00248633
2010-06-18 00:00:00+00:00,-0.00298507
2010-06-21 00:00:00+00:00,-0.00149626
2010-06-22 00:00:00+00:00,-0.02891326
2010-06-23 00:00:00+00:00,-0.00810127
2010-06-24 00:00:00+00:00,0.01219512
2010-06-25 00:00:00+00:00,0.00050302
2010-06-28 00:00:00+00:00,0.01106640
2010-06-29 00:00:00+00:00,-0.00000000
2010-06-30 00:00:00+00:00,-0.00650976
2010-07-01 00:00:00+00:00,-0.01608849
2010-07-02 00:00:00+00:00,-0.01724138
2010-07-05 00:00:00+00:00,-0.00205339
2010-07-06 00:00:00+00:00,-0.00616333
2010-07-07 00:00:00+00:00,-0.01441071
2010-07-08 00:00:00+00:00,0.01110637
2010-07-09 00:00:00+00:00,0.00103252
2010-07-12 00:00:00+00:00,-0.00206398
2010-07-13 00:00:00+00:00,-0.00619835
2010-07-14 00:00:00+00:00,0.00933126
2010-07-15 00:00:00+00:00,0.00308960
2010-07-16 00:00:00+00:00,-0.01283368
2010-07-19 00:00:00+00:00,-0.00983437
2010-07-20 00:00:00+00:00,-0.00415800
2010-07-21 00:00:00+00:00,-0.01511204
2010-07-22 00:00:00+00:00,-0.00000000
2010-07-23 00:00:00+00:00,0.00262467
2010-07-26 00:00:00+00:00,-0.00314465
2010-07-27 00:00:00+00:00,-0.02153361
2010-07-28 00:00:00+00:00,0.00531067
2010-07-29 00:00:00+00:00,0.00105988
2010-07-30 00:00:00+00:00,0.01218866
2010-08-02 00:00:00+00:00,-0.00631579
2010-08-03 00:00:00+00:00,-0.00527426
2010-08-04 00:00:00+00:00,-0.01954569
2010-08-05 00:00:00+00:00,-0.03737320
2010-08-06 00:00:00+00:00,-0.01250000
2010-08-09 00:00:00+00:00,-0.01180318
2010-08-10 00:00:00+00:00,-0.00988468
2010-08-11 00:00:00+00:00,-0.01434879
2010-08-12 00:00:00+00:00,-0.01331853
2010-08-13 00:00:00+00:00,-0.01734751
2010-08-16 00:00:00+00:00,0.00508187
2010-08-17 00:00:00+00:00,0.01910112
2010-08-18 00:00:00+00:00,-0.00222717
2010-08-19 00:00:00+00:00,0.01614699
2010-08-20 00:00:00+00:00,0.02151131
2010-08-23 00:00:00+00:00,-0.00600109
2010-08-24 00:00:00+00:00,0.00109589
2010-08-25 00:00:00+00:00,0.00219298
2010-08-26 00:00:00+00:00,0.01478642
2010-08-27 00:00:00+00:00,0.05927134
2010-08-31 00:00:00+00:00,-0.00211193
2010-09-01 00:00:00+00:00,-0.00052882
2010-09-02 00:00:00+00:00,-0.00158646
2010-09-03 00:00:00+00:00,0.00370370
2010-09-06 00:00:00+00:00,-0.00496199
2010-09-07 00:00:00+00:00,-0.01270943
2010-09-08 00:00:00+00:00,-0.01917926
2010-09-09 00:00:00+00:00,-0.00522193
2010-09-10 00:00:00+00:00,0.01024300
2010-09-13 00:00:00+00:00,0.01932419
2010-09-14 00:00:00+00:00,0.01088929
2010-09-15 00:00:00+00:00,-0.00095047
2010-09-16 00:00:00+00:00,0.00918788
2010-09-17 00:00:00+00:00,0.00073537
2010-09-20 00:00:00+00:00,-0.01154977
2010-09-21 00:00:00+00:00,0.00063365
2010-09-22 00:00:00+00:00,0.00464527
2010-09-23 00:00:00+00:00,-0.00441966
2010-09-24 00:00:00+00:00,0.01931195
2010-09-27 00:00:00+00:00,-0.00261452
2010-09-28 00:00:00+00:00,0.00010464
2010-09-29 00:00:00+00:00,0.00837609
2010-09-30 00:00:00+00:00,0.00771315
2010-10-01 00:00:00+00:00,0.00290517
2010-10-04 00:00:00+00:00,-0.01108234
2010-10-05 00:00:00+00:00,-0.00863684
2010-10-06 00:00:00+00:00,0.00858010
2010-10-07 00:00:00+00:00,-0.00125143
2010-10-08 00:00:00+00:00,-0.00437426
2010-10-11 00:00:00+00:00,0.01274817
2010-10-12 00:00:00+00:00,-0.00559585
2010-10-13 00:00:00+00:00,0.02366864
2010-10-14 00:00:00+00:00,0.02209041
2010-10-15 00:00:00+00:00,0.01289023
2010-10-18 00:00:00+00:00,0.02913104
2010-10-19 00:00:00+00:00,-0.00146843
2010-10-20 00:00:00+00:00,0.00783929
2010-10-21 00:00:00+00:00,0.04987775
2010-10-22 00:00:00+00:00,0.00286533
2010-10-25 00:00:00+00:00,0.01097852
2010-10-26 00:00:00+00:00,-0.00521822
2010-10-27 00:00:00+00:00,-0.02139800
2010-10-28 00:00:00+00:00,0.01973051
2010-10-29 00:00:00+00:00,0.00000000
2010-11-01 00:00:00+00:00,0.02516619
2010-11-02 00:00:00+00:00,0.01077788
2010-11-03 00:00:00+00:00,-0.00000000
2010-11-04 00:00:00+00:00,0.00140056
2010-11-05 00:00:00+00:00,-0.00465983
2010-11-08 00:00:00+00:00,-0.00680927
2010-11-09 00:00:00+00:00,-0.00093721
2010-11-10 00:00:00+00:00,0.03092784
2010-11-11 00:00:00+00:00,0.02522936
2010-11-12 00:00:00+00:00,0.04654315
2010-11-15 00:00:00+00:00,0.01806963
2010-11-16 00:00:00+00:00,-0.03030303
2010-11-17 00:00:00+00:00,-0.06211454
2010-11-18 00:00:00+00:00,0.05029452
2010-11-19 00:00:00+00:00,-0.01910262
2010-11-22 00:00:00+00:00,0.00804649
2010-11-23 00:00:00+00:00,-0.03967900
2010-11-24 00:00:00+00:00,-0.00771325
2010-11-25 00:00:00+00:00,0.01049270
2010-11-26 00:00:00+00:00,0.00588235
2010-11-29 00:00:00+00:00,0.03834010
2010-11-30 00:00:00+00:00,-0.00753212
2010-12-01 00:00:00+00:00,-0.00178174
2010-12-02 00:00:00+00:00,0.02581219
2010-12-03 00:00:00+00:00,0.01536435
2010-12-06 00:00:00+00:00,0.02006106
2010-12-07 00:00:00+00:00,-0.00344382
2010-12-08 00:00:00+00:00,-0.00542879
2010-12-09 00:00:00+00:00,-0.00086543
2010-12-10 00:00:00+00:00,0.02457956
2010-12-13 00:00:00+00:00,0.01363443
2010-12-14 00:00:00+00:00,-0.01140203
2010-12-15 00:00:00+00:00,-0.00254885
2010-12-16 00:00:00+00:00,0.03790460
2010-12-17 00:00:00+00:00,0.04360587
2010-12-20 00:00:00+00:00,0.01190476
2010-12-21 00:00:00+00:00,0.01223990
2010-12-22 00:00:00+00:00,0.03567086
2010-12-23 00:00:00+00:00,0.00955795
2010-12-24 00:00:00+00:00,0.00158353
2010-12-29 00:00:00+00:00,0.09936659
2010-12-30 00:00:00+00:00,0.02752640
2010-12-31 00:00:00+00:00,0.01008215
2011-01-04 00:00:00+00:00,0.00557000
2011-01-05 00:00:00+00:00,-0.09361070
2011-01-06 00:00:00+00:00,0.03925379
2011-01-07 00:00:00+00:00,0.05487805
2011-01-10 00:00:00+00:00,0.03602157
2011-01-11 00:00:00+00:00,-0.00072780
2011-01-12 00:00:00+00:00,-0.01235465
2011-01-13 00:00:00+00:00,-0.00109769
2011-01-14 00:00:00+00:00,-0.03583181
2011-01-17 00:00:00+00:00,-0.02507485
2011-01-18 00:00:00+00:00,-0.00729367
2011-01-19 00:00:00+00:00,0.00963391
2011-01-20 00:00:00+00:00,-0.01802839
2011-01-21 00:00:00+00:00,-0.02936631
2011-01-24 00:00:00+00:00,-0.03372549
2011-01-25 00:00:00+00:00,-0.01036683
2011-01-26 00:00:00+00:00,-0.02605210
2011-01-27 00:00:00+00:00,0.00202840
2011-01-28 00:00:00+00:00,0.03846154
2011-01-31 00:00:00+00:00,0.03809524
2011-02-01 00:00:00+00:00,-0.00233645
2011-02-02 00:00:00+00:00,-0.02458057
2011-02-03 00:00:00+00:00,-0.00395257
2011-02-04 00:00:00+00:00,-0.00592885
2011-02-07 00:00:00+00:00,-0.06486049
2011-02-08 00:00:00+00:00,-0.00452861
2011-02-09 00:00:00+00:00,-0.01570897
2011-02-10 00:00:00+00:00,0.01587302
2011-02-11 00:00:00+00:00,0.01731959
2011-02-14 00:00:00+00:00,-0.00243902
2011-02-15 00:00:00+00:00,-0.00692747
2011-02-16 00:00:00+00:00,0.02903885
2011-02-17 00:00:00+00:00,0.00525040
2011-02-18 00:00:00+00:00,0.00885312
2011-02-21 00:00:00+00:00,0.03727455
2011-02-22 00:00:00+00:00,0.00275157
2011-02-23 00:00:00+00:00,0.00039308
2011-02-24 00:00:00+00:00,0.00078740
2011-02-25 00:00:00+00:00,0.01614809
2011-02-28 00:00:00+00:00,0.01524629
2011-03-01 00:00:00+00:00,-0.00387898
2011-03-02 00:00:00+00:00,-0.00077851
2011-03-03 00:00:00+00:00,-0.00038865
2011-03-04 00:00:00+00:00,0.01009317
2011-03-07 00:00:00+00:00,-0.00503876
2011-03-08 00:00:00+00:00,-0.00989599
2011-03-09 00:00:00+00:00,-0.00389105
2011-03-10 00:00:00+00:00,-0.01131487
2011-03-11 00:00:00+00:00,0.01847484
2011-03-14 00:00:00+00:00,-0.01240310
2011-03-15 00:00:00+00:00,-0.01013645
2011-03-16 00:00:00+00:00,0.00708941
2011-03-17 00:00:00+00:00,-0.10200078
2011-03-18 00:00:00+00:00,0.01733388
2011-03-21 00:00:00+00:00,0.01308793
2011-03-22 00:00:00+00:00,0.03601781
2011-03-23 00:00:00+00:00,0.00278552
2011-03-24 00:00:00+00:00,-0.03141153
2011-03-25 00:00:00+00:00,-0.00848142
2011-03-28 00:00:00+00:00,-0.01703163
2011-03-29 00:00:00+00:00,-0.02291326
2011-03-30 00:00:00+00:00,-0.00497100
2011-03-31 00:00:00+00:00,0.04987531
2011-04-01 00:00:00+00:00,0.00649087
2011-04-04 00:00:00+00:00,0.00484848
2011-04-05 00:00:00+00:00,-0.02297461
2011-04-06 00:00:00+00:00,0.00204082
2011-04-07 00:00:00+00:00,-0.00675139
2011-04-08 00:00:00+00:00,0.00204750
2011-04-11 00:00:00+00:00,0.00122900
2011-04-12 00:00:00+00:00,-0.00939926
2011-04-13 00:00:00+00:00,0.00492611
2011-04-14 00:00:00+00:00,0.01479655
2011-04-15 00:00:00+00:00,0.01215067
2011-04-18 00:00:00+00:00,-0.02375201
2011-04-19 00:00:00+00:00,-0.00570497
2011-04-20 00:00:00+00:00,0.01553557
2011-04-21 00:00:00+00:00,0.00770791
2011-04-26 00:00:00+00:00,-0.01130856
2011-04-27 00:00:00+00:00,0.00772044
