Date,SUGAR_WHITE
2000-01-05 00:00:00+00:00,0.00962627
2000-01-06 00:00:00+00:00,-0.00225225
2000-01-07 00:00:00+00:00,-0.00056370
2000-01-10 00:00:00+00:00,0.00225606
2000-01-11 00:00:00+00:00,-0.02815315
2000-01-12 00:00:00+00:00,-0.02397260
2000-01-13 00:00:00+00:00,0.01387283
2000-01-14 00:00:00+00:00,-0.00917958
2000-01-17 00:00:00+00:00,0.00057637
2000-01-18 00:00:00+00:00,-0.02880184
2000-01-19 00:00:00+00:00,0.02985948
2000-01-20 00:00:00+00:00,0.00634371
2000-01-21 00:00:00+00:00,-0.01553510
2000-01-24 00:00:00+00:00,-0.02732558
2000-01-25 00:00:00+00:00,-0.00058962
2000-01-26 00:00:00+00:00,0.01474926
2000-01-27 00:00:00+00:00,-0.00703400
2000-01-28 00:00:00+00:00,0.00821114
2000-01-31 00:00:00+00:00,-0.00467290
2000-02-01 00:00:00+00:00,-0.01467136
2000-02-02 00:00:00+00:00,0.01360142
2000-02-03 00:00:00+00:00,0.02350176
2000-02-04 00:00:00+00:00,0.04304828
2000-02-07 00:00:00+00:00,-0.00854701
2000-02-08 00:00:00+00:00,-0.02636103
2000-02-09 00:00:00+00:00,-0.00871586
2000-02-10 00:00:00+00:00,0.00932401
2000-02-11 00:00:00+00:00,-0.00350230
2000-02-14 00:00:00+00:00,-0.01571595
2000-02-15 00:00:00+00:00,-0.03199052
2000-02-16 00:00:00+00:00,0.00178784
2000-02-17 00:00:00+00:00,-0.00119904
2000-02-18 00:00:00+00:00,0.02628435
2000-02-21 00:00:00+00:00,0.00000000
2000-02-22 00:00:00+00:00,0.01047730
2000-02-23 00:00:00+00:00,-0.00116077
2000-02-24 00:00:00+00:00,0.00348230
2000-02-25 00:00:00+00:00,-0.01972158
2000-02-28 00:00:00+00:00,-0.00352113
2000-02-29 00:00:00+00:00,0.01820317
2000-03-01 00:00:00+00:00,0.00522952
2000-03-02 00:00:00+00:00,-0.00407213
2000-03-03 00:00:00+00:00,0.00757135
2000-03-06 00:00:00+00:00,-0.00463499
2000-03-07 00:00:00+00:00,0.00348432
2000-03-08 00:00:00+00:00,0.01566125
2000-03-09 00:00:00+00:00,0.01672434
2000-03-10 00:00:00+00:00,0.01601831
2000-03-13 00:00:00+00:00,0.01419648
2000-03-14 00:00:00+00:00,-0.01240135
2000-03-15 00:00:00+00:00,-0.00964813
2000-03-16 00:00:00+00:00,0.00456100
2000-03-17 00:00:00+00:00,-0.00398180
2000-03-20 00:00:00+00:00,-0.02681118
2000-03-21 00:00:00+00:00,0.01098266
2000-03-22 00:00:00+00:00,0.00229753
2000-03-23 00:00:00+00:00,0.02870264
2000-03-24 00:00:00+00:00,-0.01585504
2000-03-27 00:00:00+00:00,0.02224758
