Date,EUROSTX200-LARGE
2013-03-13 00:00:00+00:00,0.00065854
2013-03-14 00:00:00+00:00,0.02337064
2013-03-15 00:00:00+00:00,-0.00715913
2013-03-18 00:00:00+00:00,-0.00032658
2013-03-19 00:00:00+00:00,-0.00720131
2013-03-20 00:00:00+00:00,0.00788436
2013-03-21 00:00:00+00:00,-0.01570681
2013-03-22 00:00:00+00:00,0.00000000
2013-03-25 00:00:00+00:00,-0.00857520
2013-03-26 00:00:00+00:00,0.00066094
2013-03-27 00:00:00+00:00,-0.00726792
2013-03-28 00:00:00+00:00,0.00397878
2013-04-02 00:00:00+00:00,0.03044341
2013-04-03 00:00:00+00:00,-0.01760104
2013-04-04 00:00:00+00:00,-0.02236107
2013-04-05 00:00:00+00:00,-0.02993016
2013-04-08 00:00:00+00:00,0.00270088
2013-04-09 00:00:00+00:00,0.00134862
2013-04-10 00:00:00+00:00,0.03975741
2013-04-11 00:00:00+00:00,0.01123224
2013-04-12 00:00:00+00:00,-0.01904137
2013-04-15 00:00:00+00:00,-0.00894929
2013-04-16 00:00:00+00:00,-0.01265823
2013-04-17 00:00:00+00:00,-0.03285283
2013-04-18 00:00:00+00:00,0.00000000
2013-04-19 00:00:00+00:00,0.00954329
2013-04-22 00:00:00+00:00,0.00542741
2013-04-23 00:00:00+00:00,0.05010156
2013-04-24 00:00:00+00:00,0.01717305
2013-04-25 00:00:00+00:00,0.01375246
2013-04-26 00:00:00+00:00,-0.00585366
2013-04-29 00:00:00+00:00,0.01304206
2013-04-30 00:00:00+00:00,-0.00259067
2013-05-02 00:00:00+00:00,0.01394293
2013-05-03 00:00:00+00:00,0.01706924
2013-05-06 00:00:00+00:00,0.00127714
2013-05-07 00:00:00+00:00,0.00446713
2013-05-08 00:00:00+00:00,0.01910220
2013-05-09 00:00:00+00:00,0.00126143
2013-05-10 00:00:00+00:00,0.00504255
2013-05-13 00:00:00+00:00,-0.00314465
2013-05-14 00:00:00+00:00,0.00944882
2013-05-15 00:00:00+00:00,0.01818182
2013-05-16 00:00:00+00:00,-0.00062131
2013-05-17 00:00:00+00:00,0.00559354
2013-05-20 00:00:00+00:00,0.00991633
2013-05-21 00:00:00+00:00,-0.00308356
2013-05-22 00:00:00+00:00,0.00926498
2013-05-23 00:00:00+00:00,-0.03996311
2013-05-24 00:00:00+00:00,-0.00376412
2013-05-27 00:00:00+00:00,0.01571339
2013-05-28 00:00:00+00:00,-0.00187091
2013-05-29 00:00:00+00:00,-0.02059925
2013-05-30 00:00:00+00:00,0.00567644
2013-05-31 00:00:00+00:00,-0.01446541
2013-06-03 00:00:00+00:00,-0.01837187
2013-06-04 00:00:00+00:00,0.01023018
2013-06-05 00:00:00+00:00,-0.03253575
2013-06-06 00:00:00+00:00,-0.02974458
2013-06-07 00:00:00+00:00,0.03085002
2013-06-10 00:00:00+00:00,-0.00193924
2013-06-11 00:00:00+00:00,-0.02135231
2013-06-12 00:00:00+00:00,-0.00752126
2013-06-13 00:00:00+00:00,-0.00065898
2013-06-14 00:00:00+00:00,0.00395517
2013-06-17 00:00:00+00:00,0.01348684
2013-06-18 00:00:00+00:00,-0.00228758
2013-06-19 00:00:00+00:00,-0.00785083
2013-06-20 00:00:00+00:00,-0.05843729
2013-06-21 00:00:00+00:00,-0.01962111
2013-06-24 00:00:00+00:00,-0.03723949
2013-06-25 00:00:00+00:00,0.02500868
2013-06-26 00:00:00+00:00,0.03430532
2013-06-27 00:00:00+00:00,0.01888702
2013-06-28 00:00:00+00:00,-0.00467758
2013-07-01 00:00:00+00:00,0.01881720
2013-07-02 00:00:00+00:00,-0.00798935
2013-07-03 00:00:00+00:00,-0.01203209
2013-07-04 00:00:00+00:00,0.05245461
2013-07-05 00:00:00+00:00,-0.02686763
2013-07-08 00:00:00+00:00,0.02922617
2013-07-09 00:00:00+00:00,0.01243863
2013-07-10 00:00:00+00:00,-0.00195185
2013-07-11 00:00:00+00:00,0.01497883
2013-07-12 00:00:00+00:00,-0.00452489
2013-07-15 00:00:00+00:00,0.00907029
2013-07-16 00:00:00+00:00,-0.01290323
2013-07-17 00:00:00+00:00,0.01103896
2013-07-18 00:00:00+00:00,0.01614466
2013-07-19 00:00:00+00:00,0.00192184
2013-07-22 00:00:00+00:00,0.00352000
2013-07-23 00:00:00+00:00,-0.00478927
2013-07-24 00:00:00+00:00,0.01024328
2013-07-25 00:00:00+00:00,-0.01019108
2013-07-26 00:00:00+00:00,-0.00800256
2013-07-29 00:00:00+00:00,0.00128535
2013-07-30 00:00:00+00:00,0.00385356
2013-07-31 00:00:00+00:00,-0.00256410
2013-08-01 00:00:00+00:00,0.03209243
2013-08-02 00:00:00+00:00,0.00189514
2013-08-05 00:00:00+00:00,0.00126223
2013-08-06 00:00:00+00:00,-0.00883002
2013-08-07 00:00:00+00:00,-0.00253405
2013-08-08 00:00:00+00:00,0.00380590
2013-08-09 00:00:00+00:00,0.01614435
2013-08-12 00:00:00+00:00,0.00094192
2013-08-13 00:00:00+00:00,0.00973007
2013-08-14 00:00:00+00:00,0.00842960
2013-08-15 00:00:00+00:00,-0.02238806
2013-08-16 00:00:00+00:00,0.00660377
2013-08-19 00:00:00+00:00,-0.01128527
2013-08-20 00:00:00+00:00,-0.01387137
2013-08-21 00:00:00+00:00,-0.01271052
2013-08-22 00:00:00+00:00,0.01597444
2013-08-23 00:00:00+00:00,0.01077655
2013-08-26 00:00:00+00:00,0.00000000
2013-08-27 00:00:00+00:00,-0.02900378
2013-08-28 00:00:00+00:00,-0.01279591
2013-08-29 00:00:00+00:00,0.01481005
2013-08-30 00:00:00+00:00,-0.01917546
2013-09-02 00:00:00+00:00,0.03420458
2013-09-03 00:00:00+00:00,-0.00634518
