Date,COAL
2006-09-13 00:00:00+00:00,0.00000000
2006-09-14 00:00:00+00:00,0.01019608
2006-09-15 00:00:00+00:00,0.02101167
2006-09-18 00:00:00+00:00,0.00000000
2006-09-19 00:00:00+00:00,-0.02393822
2006-09-20 00:00:00+00:00,-0.02262090
2006-09-21 00:00:00+00:00,0.01581028
2006-09-22 00:00:00+00:00,0.00470588
2006-09-25 00:00:00+00:00,-0.01872075
2006-09-26 00:00:00+00:00,0.00787402
2006-09-27 00:00:00+00:00,0.02666667
2006-09-28 00:00:00+00:00,0.05882353
2006-09-29 00:00:00+00:00,0.02481203
2006-10-02 00:00:00+00:00,-0.05576208
2006-10-03 00:00:00+00:00,-0.03831418
2006-10-04 00:00:00+00:00,0.00000000
2006-10-05 00:00:00+00:00,-0.00945468
2006-10-06 00:00:00+00:00,0.01806756
2006-10-09 00:00:00+00:00,0.01861908
2006-10-10 00:00:00+00:00,0.01305684
2006-10-11 00:00:00+00:00,-0.00565749
2006-10-12 00:00:00+00:00,0.02483520
2006-10-13 00:00:00+00:00,0.02767390
2006-10-16 00:00:00+00:00,-0.00591716
2006-10-17 00:00:00+00:00,-0.00296736
2006-10-18 00:00:00+00:00,0.00743494
2006-10-19 00:00:00+00:00,-0.00000000
2006-10-20 00:00:00+00:00,0.00000000
2006-10-23 00:00:00+00:00,0.00740741
2006-10-24 00:00:00+00:00,0.01622419
2006-10-25 00:00:00+00:00,-0.02339181
2006-10-26 00:00:00+00:00,0.01481481
2006-10-27 00:00:00+00:00,0.02720588
2006-10-30 00:00:00+00:00,0.00000000
2006-10-31 00:00:00+00:00,-0.02688953
2006-11-01 00:00:00+00:00,0.01476015
2006-11-02 00:00:00+00:00,0.01098901
2006-11-03 00:00:00+00:00,0.00000000
2006-11-06 00:00:00+00:00,-0.00008700
2006-11-07 00:00:00+00:00,-0.01459854
2006-11-08 00:00:00+00:00,0.00959410
2006-11-09 00:00:00+00:00,-0.00801165
2006-11-10 00:00:00+00:00,-0.01611722
2006-11-13 00:00:00+00:00,-0.01185185
2006-11-14 00:00:00+00:00,-0.00299850
2006-11-15 00:00:00+00:00,0.00824588
2006-11-16 00:00:00+00:00,0.00000000
2006-11-17 00:00:00+00:00,-0.01043219
2006-11-20 00:00:00+00:00,-0.01198502
2006-11-21 00:00:00+00:00,0.00150602
2006-11-22 00:00:00+00:00,-0.00828313
2006-11-23 00:00:00+00:00,-0.00151286
2006-11-24 00:00:00+00:00,0.00000000
2006-11-27 00:00:00+00:00,0.01590909
2006-11-28 00:00:00+00:00,0.01872659
2006-11-29 00:00:00+00:00,0.00664207
2006-11-30 00:00:00+00:00,0.03695492
2006-12-01 00:00:00+00:00,-0.01018923
2006-12-04 00:00:00+00:00,0.03225806
2006-12-05 00:00:00+00:00,-0.02517661
2006-12-06 00:00:00+00:00,-0.01091703
2006-12-07 00:00:00+00:00,-0.01838235
2006-12-08 00:00:00+00:00,0.00520446
2006-12-11 00:00:00+00:00,0.00000000
2006-12-12 00:00:00+00:00,0.00223048
2006-12-13 00:00:00+00:00,0.00222552
2006-12-14 00:00:00+00:00,0.01781737
2006-12-15 00:00:00+00:00,-0.00881705
2006-12-18 00:00:00+00:00,0.00000000
2006-12-19 00:00:00+00:00,0.00369276
2006-12-20 00:00:00+00:00,0.00000000
2006-12-21 00:00:00+00:00,-0.00000000
2006-12-22 00:00:00+00:00,0.00147384
2006-12-26 00:00:00+00:00,0.00000000
2006-12-27 00:00:00+00:00,-0.00147059
2006-12-28 00:00:00+00:00,-0.00220751
2006-12-29 00:00:00+00:00,0.00000000
2007-01-02 00:00:00+00:00,-0.01476015
2007-01-03 00:00:00+00:00,-0.01486989
2007-01-04 00:00:00+00:00,-0.03745318
2007-01-05 00:00:00+00:00,0.01518018
2007-01-08 00:00:00+00:00,-0.00075758
2007-01-09 00:00:00+00:00,0.00303260
2007-01-10 00:00:00+00:00,-0.00605602
2007-01-11 00:00:00+00:00,0.01749049
2007-01-12 00:00:00+00:00,-0.00375657
2007-01-15 00:00:00+00:00,-0.00301659
2007-01-16 00:00:00+00:00,0.03092006
2007-01-17 00:00:00+00:00,0.00444444
2007-01-18 00:00:00+00:00,0.01035503
2007-01-19 00:00:00+00:00,0.00441826
2007-01-22 00:00:00+00:00,0.01098901
2007-01-23 00:00:00+00:00,0.02773723
2007-01-24 00:00:00+00:00,0.00144092
2007-01-25 00:00:00+00:00,-0.00864553
2007-01-26 00:00:00+00:00,0.00217391
2007-01-29 00:00:00+00:00,-0.04055033
2007-01-30 00:00:00+00:00,-0.00666667
2007-01-31 00:00:00+00:00,-0.01636905
2007-02-01 00:00:00+00:00,0.01574213
2007-02-02 00:00:00+00:00,0.02221783
2007-02-05 00:00:00+00:00,0.00000000
2007-02-06 00:00:00+00:00,0.00738007
2007-02-07 00:00:00+00:00,0.00659341
2007-02-08 00:00:00+00:00,0.00436681
2007-02-09 00:00:00+00:00,-0.00579710
2007-02-12 00:00:00+00:00,-0.02259475
2007-02-13 00:00:00+00:00,-0.00147710
2007-02-14 00:00:00+00:00,-0.00148148
2007-02-15 00:00:00+00:00,0.00000000
2007-02-16 00:00:00+00:00,0.00147820
2007-02-19 00:00:00+00:00,-0.00738552
2007-02-20 00:00:00+00:00,-0.00817844
2007-02-21 00:00:00+00:00,-0.00149142
2007-02-22 00:00:00+00:00,0.02854996
2007-02-23 00:00:00+00:00,0.01102941
2007-02-26 00:00:00+00:00,0.01970803
2007-02-27 00:00:00+00:00,-0.00288600
2007-02-28 00:00:00+00:00,-0.00216920
2007-03-01 00:00:00+00:00,0.01086957
2007-03-02 00:00:00+00:00,0.01366906
2007-03-05 00:00:00+00:00,-0.01500000
2007-03-06 00:00:00+00:00,0.00423888
2007-03-07 00:00:00+00:00,0.00576369
2007-03-08 00:00:00+00:00,0.02298851
