Date,IRON
2014-03-19 00:00:00+00:00,-0.00960207
2014-03-20 00:00:00+00:00,-0.00881016
2014-03-21 00:00:00+00:00,-0.00111753
2014-03-24 00:00:00+00:00,0.02392709
2014-03-25 00:00:00+00:00,0.04387097
2014-03-26 00:00:00+00:00,0.00667147
2014-03-27 00:00:00+00:00,-0.00071910
2014-03-28 00:00:00+00:00,0.03366943
2014-03-31 00:00:00+00:00,0.00777935
2014-04-01 00:00:00+00:00,-0.01385965
2014-04-02 00:00:00+00:00,-0.04344371
2014-04-03 00:00:00+00:00,0.02027027
2014-04-04 00:00:00+00:00,0.02007853
2014-04-07 00:00:00+00:00,0.04470360
2014-04-08 00:00:00+00:00,0.02049818
2014-04-09 00:00:00+00:00,-0.01754086
2014-04-10 00:00:00+00:00,-0.02371917
2014-04-11 00:00:00+00:00,-0.00655022
2014-04-14 00:00:00+00:00,-0.01356674
2014-04-15 00:00:00+00:00,-0.01245033
2014-04-16 00:00:00+00:00,-0.00452649
2014-04-17 00:00:00+00:00,0.00151340
2014-04-21 00:00:00+00:00,-0.03253333
2014-04-22 00:00:00+00:00,-0.01734888
2014-04-23 00:00:00+00:00,0.00967377
2014-04-24 00:00:00+00:00,0.01308377
2014-04-25 00:00:00+00:00,-0.02311512
2014-04-28 00:00:00+00:00,-0.07174151
2014-04-29 00:00:00+00:00,0.00947867
2014-04-30 00:00:00+00:00,-0.02903469
2014-05-01 00:00:00+00:00,0.00000000
2014-05-02 00:00:00+00:00,0.02184466
2014-05-05 00:00:00+00:00,0.00076879
2014-05-06 00:00:00+00:00,-0.00317308
2014-05-07 00:00:00+00:00,-0.03612369
2014-05-08 00:00:00+00:00,-0.02356968
2014-05-09 00:00:00+00:00,-0.00584621
2014-05-12 00:00:00+00:00,0.03536307
2014-05-13 00:00:00+00:00,-0.01034146
2014-05-14 00:00:00+00:00,0.02205882
2014-05-15 00:00:00+00:00,-0.03075281
2014-05-16 00:00:00+00:00,-0.05168340
2014-05-19 00:00:00+00:00,-0.04747475
2014-05-20 00:00:00+00:00,-0.00744186
2014-05-21 00:00:00+00:00,0.03124676
2014-05-22 00:00:00+00:00,0.03406650
2014-05-23 00:00:00+00:00,-0.05452279
2014-05-26 00:00:00+00:00,0.03790148
2014-05-27 00:00:00+00:00,-0.01015228
2014-05-28 00:00:00+00:00,-0.04720636
2014-05-29 00:00:00+00:00,-0.01513412
2014-05-30 00:00:00+00:00,-0.02368421
2014-06-02 00:00:00+00:00,0.01617251
2014-06-03 00:00:00+00:00,0.00449198
2014-06-04 00:00:00+00:00,0.04270311
2014-06-05 00:00:00+00:00,-0.03261210
2014-06-06 00:00:00+00:00,0.01986614
2014-06-09 00:00:00+00:00,-0.01903660
2014-06-10 00:00:00+00:00,-0.02588859
2014-06-11 00:00:00+00:00,-0.00537634
2014-06-12 00:00:00+00:00,-0.04679245
2014-06-13 00:00:00+00:00,-0.01744314
2014-06-16 00:00:00+00:00,-0.03428699
2014-06-17 00:00:00+00:00,0.03045398
2014-06-18 00:00:00+00:00,-0.00958858
2014-06-19 00:00:00+00:00,0.03338936
2014-06-20 00:00:00+00:00,0.05028118
2014-06-23 00:00:00+00:00,0.02150538
2014-06-24 00:00:00+00:00,-0.00000660
2014-06-25 00:00:00+00:00,0.03338667
2014-06-26 00:00:00+00:00,0.03149606
2014-06-27 00:00:00+00:00,-0.02327025
2014-06-30 00:00:00+00:00,-0.04699739
2014-07-01 00:00:00+00:00,0.01355824
2014-07-02 00:00:00+00:00,0.03539077
2014-07-03 00:00:00+00:00,-0.00072449
2014-07-04 00:00:00+00:00,-0.01378238
2014-07-07 00:00:00+00:00,-0.01396997
2014-07-08 00:00:00+00:00,0.03076115
2014-07-09 00:00:00+00:00,-0.01780170
2014-07-10 00:00:00+00:00,0.01304121
2014-07-11 00:00:00+00:00,0.01597179
2014-07-14 00:00:00+00:00,0.02529563
2014-07-15 00:00:00+00:00,0.00111766
2014-07-16 00:00:00+00:00,-0.00365928
2014-07-17 00:00:00+00:00,-0.02185404
2014-07-18 00:00:00+00:00,-0.04774645
2014-07-21 00:00:00+00:00,-0.00663717
2014-07-22 00:00:00+00:00,-0.00084656
2014-07-23 00:00:00+00:00,-0.03439153
2014-07-24 00:00:00+00:00,-0.00291014
2014-07-25 00:00:00+00:00,0.02672126
2014-07-28 00:00:00+00:00,0.02787234
2014-07-29 00:00:00+00:00,0.01311785
2014-07-30 00:00:00+00:00,-0.01511676
2014-07-31 00:00:00+00:00,0.00115583
2014-08-01 00:00:00+00:00,-0.01805206
2014-08-04 00:00:00+00:00,0.02888889
2014-08-05 00:00:00+00:00,-0.00260988
2014-08-06 00:00:00+00:00,-0.00501305
2014-08-07 00:00:00+00:00,-0.01549738
2014-08-08 00:00:00+00:00,-0.00221636
2014-08-11 00:00:00+00:00,-0.01184183
2014-08-12 00:00:00+00:00,-0.02083776
2014-08-13 00:00:00+00:00,-0.00204213
2014-08-14 00:00:00+00:00,-0.00645369
2014-08-15 00:00:00+00:00,0.01585932
2014-08-18 00:00:00+00:00,-0.02915014
2014-08-19 00:00:00+00:00,0.00086957
2014-08-20 00:00:00+00:00,-0.02715030
2014-08-21 00:00:00+00:00,-0.02102829
2014-08-22 00:00:00+00:00,-0.00122508
2014-08-25 00:00:00+00:00,-0.01793333
2014-08-26 00:00:00+00:00,0.00562114
2014-08-27 00:00:00+00:00,-0.03351642
2014-08-28 00:00:00+00:00,-0.00945869
2014-08-29 00:00:00+00:00,0.01430042
2014-09-01 00:00:00+00:00,-0.01557526
2014-09-02 00:00:00+00:00,0.00854602
2014-09-03 00:00:00+00:00,-0.04714811
2014-09-04 00:00:00+00:00,-0.02272995
2014-09-05 00:00:00+00:00,-0.02049327
2014-09-08 00:00:00+00:00,0.01903614
2014-09-09 00:00:00+00:00,-0.03531798
2014-09-10 00:00:00+00:00,0.00352027
2014-09-11 00:00:00+00:00,-0.00945455
2014-09-12 00:00:00+00:00,0.04273712
2014-09-15 00:00:00+00:00,0.03472139
2014-09-16 00:00:00+00:00,-0.02883939
2014-09-17 00:00:00+00:00,-0.00654450
2014-09-18 00:00:00+00:00,-0.02840434
2014-09-19 00:00:00+00:00,-0.04082869
2014-09-22 00:00:00+00:00,-0.07476520
2014-09-23 00:00:00+00:00,0.01894832
2014-09-24 00:00:00+00:00,0.02237762
2014-09-25 00:00:00+00:00,-0.05253896
2014-09-26 00:00:00+00:00,0.03294148
2014-09-29 00:00:00+00:00,-0.03989328
2014-09-30 00:00:00+00:00,0.00453779
2014-10-01 00:00:00+00:00,0.03652555
2014-10-02 00:00:00+00:00,0.00608905
2014-10-03 00:00:00+00:00,-0.00278059
2014-10-06 00:00:00+00:00,0.00366949
2014-10-07 00:00:00+00:00,0.00227301
2014-10-08 00:00:00+00:00,-0.03996974
2014-10-09 00:00:00+00:00,0.01416248
2014-10-10 00:00:00+00:00,0.05037075
2014-10-13 00:00:00+00:00,0.07894079
2014-10-14 00:00:00+00:00,-0.00552553
2014-10-15 00:00:00+00:00,-0.05924855
2014-10-16 00:00:00+00:00,-0.02581286
2014-10-17 00:00:00+00:00,0.01308176
2014-10-20 00:00:00+00:00,0.02972028
2014-10-21 00:00:00+00:00,-0.02227144
2014-10-22 00:00:00+00:00,-0.01530993
2014-10-23 00:00:00+00:00,-0.01381355
2014-10-24 00:00:00+00:00,0.01515917
2014-10-27 00:00:00+00:00,-0.01591080
2014-10-28 00:00:00+00:00,-0.01696203
2014-10-29 00:00:00+00:00,0.01608579
2014-10-30 00:00:00+00:00,0.00139382
2014-10-31 00:00:00+00:00,-0.01556371
2014-11-03 00:00:00+00:00,-0.03736768
2014-11-04 00:00:00+00:00,-0.00988554
2014-11-05 00:00:00+00:00,-0.03668886
2014-11-06 00:00:00+00:00,-0.02046512
2014-11-07 00:00:00+00:00,0.02686006
2014-11-10 00:00:00+00:00,-0.00728863
2014-11-11 00:00:00+00:00,-0.00651682
2014-11-12 00:00:00+00:00,-0.00066738
2014-11-13 00:00:00+00:00,-0.00481219
2014-11-14 00:00:00+00:00,-0.01567734
2014-11-17 00:00:00+00:00,-0.01649986
2014-11-18 00:00:00+00:00,-0.07969432
2014-11-19 00:00:00+00:00,-0.04478458
2014-11-20 00:00:00+00:00,0.01694915
2014-11-21 00:00:00+00:00,0.03899281
2014-11-24 00:00:00+00:00,-0.05060731
2014-11-25 00:00:00+00:00,-0.05089907
2014-11-26 00:00:00+00:00,0.01712329
2014-11-27 00:00:00+00:00,0.04621973
2014-11-28 00:00:00+00:00,0.05827338
2014-12-01 00:00:00+00:00,-0.04029663
2014-12-02 00:00:00+00:00,0.01210089
2014-12-03 00:00:00+00:00,-0.00043422
2014-12-04 00:00:00+00:00,0.02969293
2014-12-05 00:00:00+00:00,0.00356735
2014-12-08 00:00:00+00:00,-0.03824201
2014-12-09 00:00:00+00:00,-0.02631579
2014-12-10 00:00:00+00:00,0.00603651
2014-12-11 00:00:00+00:00,0.00616921
2014-12-12 00:00:00+00:00,0.00717528
2014-12-15 00:00:00+00:00,-0.01617604
2014-12-16 00:00:00+00:00,-0.03308824
2014-12-17 00:00:00+00:00,0.01510167
2014-12-18 00:00:00+00:00,0.02508535
2014-12-19 00:00:00+00:00,0.04409610
2014-12-22 00:00:00+00:00,-0.06494624
2014-12-23 00:00:00+00:00,-0.02429630
2014-12-24 00:00:00+00:00,0.01242786
2014-12-26 00:00:00+00:00,-0.00803930
2014-12-29 00:00:00+00:00,0.04796772
2014-12-30 00:00:00+00:00,0.07602339
2014-12-31 00:00:00+00:00,0.00309859
2015-01-02 00:00:00+00:00,-0.03833193
2015-01-05 00:00:00+00:00,-0.02266533
2015-01-06 00:00:00+00:00,0.05335653
2015-01-07 00:00:00+00:00,-0.02553972
2015-01-08 00:00:00+00:00,-0.00716846
2015-01-09 00:00:00+00:00,-0.01897642
2015-01-12 00:00:00+00:00,-0.04873463
2015-01-13 00:00:00+00:00,-0.01070632
2015-01-14 00:00:00+00:00,-0.01586589
2015-01-15 00:00:00+00:00,0.03344885
2015-01-16 00:00:00+00:00,-0.00311850
2015-01-19 00:00:00+00:00,-0.00312221
2015-01-20 00:00:00+00:00,-0.01800863
2015-01-21 00:00:00+00:00,-0.04070340
2015-01-22 00:00:00+00:00,-0.00813008
2015-01-23 00:00:00+00:00,-0.05064655
2015-01-26 00:00:00+00:00,-0.06335914
2015-01-27 00:00:00+00:00,0.02741067
2015-01-28 00:00:00+00:00,-0.01849767
2015-01-29 00:00:00+00:00,0.02933464
2015-01-30 00:00:00+00:00,-0.04661290
2015-02-02 00:00:00+00:00,0.01139742
2015-02-03 00:00:00+00:00,0.04563362
2015-02-04 00:00:00+00:00,-0.00288739
2015-02-05 00:00:00+00:00,-0.03852946
2015-02-06 00:00:00+00:00,0.02359495
2015-02-09 00:00:00+00:00,-0.02603914
2015-02-10 00:00:00+00:00,0.03460718
2015-02-11 00:00:00+00:00,0.02225806
2015-02-12 00:00:00+00:00,0.00158881
2015-02-13 00:00:00+00:00,0.02962255
2015-02-16 00:00:00+00:00,0.01571092
2015-02-17 00:00:00+00:00,-0.02153222
2015-02-18 00:00:00+00:00,-0.02302113
2015-02-19 00:00:00+00:00,0.00000000
2015-02-20 00:00:00+00:00,0.00286853
2015-02-23 00:00:00+00:00,-0.02070394
2015-02-24 00:00:00+00:00,0.01464671
2015-02-25 00:00:00+00:00,-0.02489229
2015-02-26 00:00:00+00:00,0.02749474
2015-02-27 00:00:00+00:00,-0.01805112
2015-03-02 00:00:00+00:00,-0.01337631
2015-03-03 00:00:00+00:00,-0.00065338
2015-03-04 00:00:00+00:00,-0.05835240
2015-03-05 00:00:00+00:00,-0.04157549
2015-03-06 00:00:00+00:00,-0.07466024
2015-03-09 00:00:00+00:00,0.03857143
2015-03-10 00:00:00+00:00,-0.03592709
2015-03-11 00:00:00+00:00,0.00802711
2015-03-12 00:00:00+00:00,0.03707004
2015-03-13 00:00:00+00:00,-0.04144081
2015-03-16 00:00:00+00:00,0.02643801
2015-03-17 00:00:00+00:00,-0.02399859
2015-03-18 00:00:00+00:00,-0.10212462
2015-03-19 00:00:00+00:00,0.01314554
2015-03-20 00:00:00+00:00,-0.05509899
2015-03-23 00:00:00+00:00,0.06480769
2015-03-24 00:00:00+00:00,0.05119429
2015-03-25 00:00:00+00:00,-0.06082062
2015-03-26 00:00:00+00:00,-0.01500657
2015-03-27 00:00:00+00:00,-0.04436473
2015-03-30 00:00:00+00:00,-0.01930875
2015-03-31 00:00:00+00:00,-0.03236498
2015-04-01 00:00:00+00:00,-0.13943180
2015-04-02 00:00:00+00:00,-0.00346245
2015-04-06 00:00:00+00:00,0.01191250
2015-04-07 00:00:00+00:00,0.03326180
2015-04-08 00:00:00+00:00,0.02534319
2015-04-09 00:00:00+00:00,-0.06904464
2015-04-10 00:00:00+00:00,-0.00345946
2015-04-13 00:00:00+00:00,0.09352674
2015-04-14 00:00:00+00:00,0.05752121
2015-04-15 00:00:00+00:00,-0.05089519
2015-04-16 00:00:00+00:00,0.04416925
2015-04-17 00:00:00+00:00,0.03601781
2015-04-20 00:00:00+00:00,-0.03220036
2015-04-21 00:00:00+00:00,0.00141414
2015-04-22 00:00:00+00:00,0.09711286
2015-04-23 00:00:00+00:00,0.01192566
2015-04-24 00:00:00+00:00,0.15903430
2015-04-27 00:00:00+00:00,0.06133333
2015-04-28 00:00:00+00:00,-0.06787879
2015-04-29 00:00:00+00:00,-0.08257209
2015-04-30 00:00:00+00:00,-0.02234742
2015-05-01 00:00:00+00:00,-0.00019209
2015-05-04 00:00:00+00:00,0.08864160
2015-05-05 00:00:00+00:00,0.03646692
2015-05-06 00:00:00+00:00,0.06743391
2015-05-07 00:00:00+00:00,-0.04933752
2015-05-08 00:00:00+00:00,0.03613596
2015-05-11 00:00:00+00:00,0.03144765
2015-05-12 00:00:00+00:00,-0.03034507
2015-05-13 00:00:00+00:00,-0.03210526
2015-05-14 00:00:00+00:00,-0.05148373
2015-05-15 00:00:00+00:00,0.02733945
2015-05-18 00:00:00+00:00,-0.01607369
2015-05-19 00:00:00+00:00,-0.04861111
2015-05-20 00:00:00+00:00,-0.03138427
2015-05-21 00:00:00+00:00,0.06776765
2015-05-22 00:00:00+00:00,0.01673717
2015-05-25 00:00:00+00:00,0.05510142
2015-05-26 00:00:00+00:00,0.03377778
2015-05-27 00:00:00+00:00,-0.01366743
2015-05-28 00:00:00+00:00,-0.00813008
2015-05-29 00:00:00+00:00,0.03106693
2015-06-01 00:00:00+00:00,-0.01490182
2015-06-02 00:00:00+00:00,0.05783947
2015-06-03 00:00:00+00:00,-0.02874459
2015-06-04 00:00:00+00:00,0.02036517
2015-06-05 00:00:00+00:00,-0.02444098
2015-06-08 00:00:00+00:00,-0.01461010
2015-06-09 00:00:00+00:00,0.01804990
2015-06-10 00:00:00+00:00,0.08504656
2015-06-11 00:00:00+00:00,0.05277356
2015-06-12 00:00:00+00:00,-0.07127572
2015-06-15 00:00:00+00:00,-0.04124766
2015-06-16 00:00:00+00:00,-0.07969375
2015-06-17 00:00:00+00:00,-0.03135762
2015-06-18 00:00:00+00:00,0.04400663
2015-06-19 00:00:00+00:00,0.00972973
2015-06-22 00:00:00+00:00,-0.02116592
2015-06-23 00:00:00+00:00,0.03050983
2015-06-24 00:00:00+00:00,0.04236682
2015-06-25 00:00:00+00:00,-0.03000000
2015-06-26 00:00:00+00:00,-0.00517118
2015-06-29 00:00:00+00:00,-0.05500000
2015-06-30 00:00:00+00:00,-0.05986045
2015-07-01 00:00:00+00:00,-0.01113281
2015-07-02 00:00:00+00:00,-0.04454474
2015-07-03 00:00:00+00:00,-0.02044088
2015-07-06 00:00:00+00:00,-0.11373737
2015-07-07 00:00:00+00:00,-0.05946292
2015-07-08 00:00:00+00:00,-0.11516484
2015-07-09 00:00:00+00:00,0.16487873
2015-07-10 00:00:00+00:00,0.03610811
2015-07-13 00:00:00+00:00,-0.00893617
2015-07-14 00:00:00+00:00,0.01283422
2015-07-15 00:00:00+00:00,-0.03403531
2015-07-16 00:00:00+00:00,-0.01978261
2015-07-17 00:00:00+00:00,0.02912196
2015-07-20 00:00:00+00:00,0.12800000
2015-07-21 00:00:00+00:00,-0.02213198
2015-07-22 00:00:00+00:00,-0.07216495
2015-07-23 00:00:00+00:00,0.01624279
2015-07-24 00:00:00+00:00,-0.00191459
2015-07-27 00:00:00+00:00,0.04489362
2015-07-28 00:00:00+00:00,0.05034325
2015-07-29 00:00:00+00:00,0.08676352
2015-07-30 00:00:00+00:00,-0.04617183
2015-07-31 00:00:00+00:00,-0.02498002
2015-08-03 00:00:00+00:00,0.00717360
2015-08-04 00:00:00+00:00,0.00389264
2015-08-05 00:00:00+00:00,0.07233347
2015-08-06 00:00:00+00:00,-0.00868364
2015-08-07 00:00:00+00:00,-0.03659743
2015-08-10 00:00:00+00:00,-0.00201005
2015-08-11 00:00:00+00:00,-0.01285657
2015-08-12 00:00:00+00:00,0.01053698
2015-08-13 00:00:00+00:00,0.05081670
2015-08-14 00:00:00+00:00,0.00885827
2015-08-17 00:00:00+00:00,-0.03529412
2015-08-18 00:00:00+00:00,0.02470120
2015-08-19 00:00:00+00:00,-0.02644563
2015-08-20 00:00:00+00:00,0.01960392
2015-08-21 00:00:00+00:00,0.02457879
2015-08-24 00:00:00+00:00,-0.13341818
2015-08-25 00:00:00+00:00,0.04858639
2015-08-26 00:00:00+00:00,-0.04805726
2015-08-27 00:00:00+00:00,0.07175829
2015-08-28 00:00:00+00:00,0.08471828
2015-08-31 00:00:00+00:00,-0.02084957
2015-09-01 00:00:00+00:00,0.03263682
2015-09-02 00:00:00+00:00,-0.00862745
2015-09-03 00:00:00+00:00,0.01852217
2015-09-04 00:00:00+00:00,0.00742332
2015-09-07 00:00:00+00:00,-0.03499222
2015-09-08 00:00:00+00:00,0.02216066
2015-09-09 00:00:00+00:00,0.06584362
2015-09-10 00:00:00+00:00,0.07329145
2015-09-11 00:00:00+00:00,-0.03405117
2015-09-14 00:00:00+00:00,-0.04822430
2015-09-15 00:00:00+00:00,-0.05086042
2015-09-16 00:00:00+00:00,0.03024946
2015-09-17 00:00:00+00:00,0.00174351
2015-09-18 00:00:00+00:00,0.00348837
2015-09-21 00:00:00+00:00,0.02322431
2015-09-22 00:00:00+00:00,-0.04113258
2015-09-23 00:00:00+00:00,0.02265850
2015-09-24 00:00:00+00:00,-0.01567641
2015-09-25 00:00:00+00:00,0.01170732
2015-09-28 00:00:00+00:00,-0.06335017
2015-09-29 00:00:00+00:00,-0.01589537
2015-09-30 00:00:00+00:00,-0.03996754
2015-10-01 00:00:00+00:00,0.01648352
2015-10-02 00:00:00+00:00,-0.00146689
2015-10-05 00:00:00+00:00,0.02914046
2015-10-06 00:00:00+00:00,0.01902005
2015-10-07 00:00:00+00:00,-0.00163700
2015-10-08 00:00:00+00:00,0.00532896
2015-10-09 00:00:00+00:00,0.05376124
2015-10-12 00:00:00+00:00,-0.03270189
2015-10-13 00:00:00+00:00,-0.03532995
2015-10-14 00:00:00+00:00,-0.00454358
2015-10-15 00:00:00+00:00,-0.02109617
2015-10-16 00:00:00+00:00,-0.03594566
2015-10-19 00:00:00+00:00,0.01845958
2015-10-20 00:00:00+00:00,0.01305263
2015-10-21 00:00:00+00:00,-0.03472077
2015-10-22 00:00:00+00:00,-0.01936994
2015-10-23 00:00:00+00:00,0.00966042
2015-10-26 00:00:00+00:00,-0.01326203
2015-10-27 00:00:00+00:00,0.00258398
2015-10-28 00:00:00+00:00,-0.04903226
2015-10-29 00:00:00+00:00,-0.00749559
2015-10-30 00:00:00+00:00,0.00132773
2015-11-02 00:00:00+00:00,-0.03491713
2015-11-03 00:00:00+00:00,-0.05034839
2015-11-04 00:00:00+00:00,0.04333794
2015-11-05 00:00:00+00:00,-0.03909605
2015-11-06 00:00:00+00:00,0.01632184
2015-11-09 00:00:00+00:00,0.04695692
2015-11-10 00:00:00+00:00,-0.01449599
2015-11-11 00:00:00+00:00,0.00179816
2015-11-12 00:00:00+00:00,-0.01393258
2015-11-13 00:00:00+00:00,0.00746944
2015-11-16 00:00:00+00:00,-0.00924048
2015-11-17 00:00:00+00:00,-0.03856624
2015-11-18 00:00:00+00:00,-0.03145963
2015-11-19 00:00:00+00:00,-0.03944588
2015-11-20 00:00:00+00:00,0.02682635
2015-11-23 00:00:00+00:00,-0.04991720
2015-11-24 00:00:00+00:00,0.00072191
2015-11-25 00:00:00+00:00,-0.00072886
2015-11-26 00:00:00+00:00,0.01454545
2015-11-27 00:00:00+00:00,-0.03298026
2015-11-30 00:00:00+00:00,-0.06179500
2015-12-01 00:00:00+00:00,-0.05858483
2015-12-02 00:00:00+00:00,-0.02667026
2015-12-03 00:00:00+00:00,-0.03378747
2015-12-04 00:00:00+00:00,-0.00027762
2015-12-07 00:00:00+00:00,0.02904564
2015-12-08 00:00:00+00:00,-0.01472593
2015-12-09 00:00:00+00:00,-0.00219962
2015-12-10 00:00:00+00:00,-0.03877888
2015-12-11 00:00:00+00:00,0.01259446
2015-12-14 00:00:00+00:00,0.03706800
2015-12-15 00:00:00+00:00,-0.01179698
2015-12-16 00:00:00+00:00,0.04524138
2015-12-17 00:00:00+00:00,0.02632293
2015-12-18 00:00:00+00:00,0.05435074
2015-12-21 00:00:00+00:00,0.02291667
2015-12-22 00:00:00+00:00,-0.02554839
2015-12-23 00:00:00+00:00,-0.02949622
2015-12-24 00:00:00+00:00,0.00793411
2015-12-28 00:00:00+00:00,0.03007916
2015-12-29 00:00:00+00:00,0.11377091
2015-12-30 00:00:00+00:00,0.01750925
2015-12-31 00:00:00+00:00,-0.02299413
2016-01-04 00:00:00+00:00,-0.04882323
2016-01-05 00:00:00+00:00,-0.02457128
2016-01-06 00:00:00+00:00,-0.05168831
2016-01-07 00:00:00+00:00,-0.00026752
2016-01-08 00:00:00+00:00,-0.03473150
2016-01-11 00:00:00+00:00,-0.04383338
2016-01-12 00:00:00+00:00,-0.02989662
2016-01-13 00:00:00+00:00,0.04905018
2016-01-14 00:00:00+00:00,0.05424855
2016-01-15 00:00:00+00:00,0.02295436
2016-01-18 00:00:00+00:00,0.12256342
2016-01-19 00:00:00+00:00,-0.01612091
2016-01-20 00:00:00+00:00,-0.08383992
2016-01-21 00:00:00+00:00,-0.02751323
2016-01-22 00:00:00+00:00,0.06860771
2016-01-25 00:00:00+00:00,-0.02014463
2016-01-26 00:00:00+00:00,0.04836193
2016-01-27 00:00:00+00:00,0.06847578
2016-01-28 00:00:00+00:00,-0.04826066
2016-01-29 00:00:00+00:00,0.00176322
2016-02-01 00:00:00+00:00,0.03595675
2016-02-02 00:00:00+00:00,0.03309459
2016-02-03 00:00:00+00:00,0.02407588
2016-02-04 00:00:00+00:00,0.03155866
2016-02-05 00:00:00+00:00,-0.02631579
2016-02-08 00:00:00+00:00,-0.00890708
2016-02-09 00:00:00+00:00,-0.00676655
2016-02-10 00:00:00+00:00,-0.03490909
2016-02-11 00:00:00+00:00,-0.02691358
2016-02-12 00:00:00+00:00,0.00125125
2016-02-15 00:00:00+00:00,0.15603901
2016-02-16 00:00:00+00:00,-0.02016690
2016-02-17 00:00:00+00:00,0.00982456
2016-02-18 00:00:00+00:00,0.04514778
2016-02-19 00:00:00+00:00,0.03543039
2016-02-22 00:00:00+00:00,0.13471850
2016-02-23 00:00:00+00:00,-0.04229255
2016-02-24 00:00:00+00:00,-0.05158390
2016-02-25 00:00:00+00:00,-0.00812830
2016-02-26 00:00:00+00:00,-0.01305310
2016-02-29 00:00:00+00:00,0.07456043
2016-03-01 00:00:00+00:00,-0.01370450
2016-03-02 00:00:00+00:00,0.09878419
2016-03-03 00:00:00+00:00,-0.04989648
2016-03-04 00:00:00+00:00,0.09717802
2016-03-07 00:00:00+00:00,0.21037931
2016-03-08 00:00:00+00:00,-0.18649847
2016-03-09 00:00:00+00:00,-0.04607862
2016-03-10 00:00:00+00:00,-0.03543231
2016-03-11 00:00:00+00:00,-0.05669599
2016-03-14 00:00:00+00:00,-0.01898990
2016-03-15 00:00:00+00:00,-0.07340382
2016-03-16 00:00:00+00:00,0.11416490
2016-03-17 00:00:00+00:00,0.06940000
2016-03-18 00:00:00+00:00,0.06219818
2016-03-21 00:00:00+00:00,0.01330335
2016-03-22 00:00:00+00:00,-0.01712584
2016-03-23 00:00:00+00:00,-0.01090271
2016-03-24 00:00:00+00:00,-0.11287278
2016-03-28 00:00:00+00:00,0.01160000
2016-03-29 00:00:00+00:00,0.00000000
2016-03-30 00:00:00+00:00,-0.03681592
2016-03-31 00:00:00+00:00,0.01280992
2016-04-01 00:00:00+00:00,0.06119097
2016-04-04 00:00:00+00:00,0.00936255
2016-04-05 00:00:00+00:00,-0.03451012
2016-04-06 00:00:00+00:00,-0.01513623
2016-04-07 00:00:00+00:00,0.02015062
2016-04-08 00:00:00+00:00,-0.01008065
2016-04-11 00:00:00+00:00,0.10840932
2016-04-12 00:00:00+00:00,0.12800770
2016-04-13 00:00:00+00:00,0.01195219
2016-04-14 00:00:00+00:00,-0.05996759
2016-04-15 00:00:00+00:00,-0.01855288
2016-04-18 00:00:00+00:00,0.10590440
2016-04-19 00:00:00+00:00,0.04841581
2016-04-20 00:00:00+00:00,0.11163194
2016-04-21 00:00:00+00:00,0.09700756
2016-04-22 00:00:00+00:00,-0.12690196
