Date,COCOA_LDN
2000-01-05 00:00:00+00:00,-0.00338983
2000-01-06 00:00:00+00:00,-0.01528014
2000-01-07 00:00:00+00:00,0.02568493
2000-01-10 00:00:00+00:00,0.00507614
2000-01-11 00:00:00+00:00,-0.00337268
2000-01-12 00:00:00+00:00,0.01351351
2000-01-13 00:00:00+00:00,0.03691275
2000-01-14 00:00:00+00:00,-0.01976936
2000-01-17 00:00:00+00:00,-0.02828619
2000-01-18 00:00:00+00:00,-0.01349073
2000-01-19 00:00:00+00:00,0.01697793
2000-01-20 00:00:00+00:00,0.00000000
2000-01-21 00:00:00+00:00,0.01346801
2000-01-24 00:00:00+00:00,-0.00501672
2000-01-25 00:00:00+00:00,0.00000000
2000-01-26 00:00:00+00:00,0.01507538
2000-01-27 00:00:00+00:00,-0.01993355
2000-01-28 00:00:00+00:00,0.01342282
2000-01-31 00:00:00+00:00,-0.05500000
2000-02-01 00:00:00+00:00,-0.10445205
2000-02-02 00:00:00+00:00,0.03249097
2000-02-03 00:00:00+00:00,0.01243339
2000-02-04 00:00:00+00:00,0.00881834
2000-02-07 00:00:00+00:00,0.00175439
2000-02-08 00:00:00+00:00,-0.00877193
2000-02-09 00:00:00+00:00,0.02112676
2000-02-10 00:00:00+00:00,-0.00347826
2000-02-11 00:00:00+00:00,-0.00696864
2000-02-14 00:00:00+00:00,-0.02802102
2000-02-15 00:00:00+00:00,0.01598579
2000-02-16 00:00:00+00:00,-0.00528169
2000-02-17 00:00:00+00:00,0.02650177
2000-02-18 00:00:00+00:00,0.01043478
2000-02-21 00:00:00+00:00,-0.01899827
2000-02-22 00:00:00+00:00,-0.00871080
2000-02-23 00:00:00+00:00,0.00524476
2000-02-24 00:00:00+00:00,0.01393728
2000-02-25 00:00:00+00:00,-0.07241379
2000-02-28 00:00:00+00:00,-0.00894454
2000-02-29 00:00:00+00:00,0.05913978
2000-03-01 00:00:00+00:00,0.02961672
2000-03-02 00:00:00+00:00,0.12241379
2000-03-03 00:00:00+00:00,0.04838710
2000-03-06 00:00:00+00:00,-0.00475436
2000-03-07 00:00:00+00:00,0.03955696
2000-03-08 00:00:00+00:00,-0.02170543
2000-03-09 00:00:00+00:00,0.00938967
2000-03-10 00:00:00+00:00,-0.03593750
2000-03-13 00:00:00+00:00,0.00636943
2000-03-14 00:00:00+00:00,0.05079365
2000-03-15 00:00:00+00:00,0.03709428
2000-03-16 00:00:00+00:00,0.02124431
2000-03-17 00:00:00+00:00,-0.03903904
2000-03-20 00:00:00+00:00,-0.06130379
2000-03-21 00:00:00+00:00,-0.05371248
2000-03-22 00:00:00+00:00,0.03896104
2000-03-23 00:00:00+00:00,-0.00955414
2000-03-24 00:00:00+00:00,-0.08000000
2000-03-27 00:00:00+00:00,-0.01833333
2000-03-28 00:00:00+00:00,0.03056027
2000-03-29 00:00:00+00:00,0.02006689
2000-03-30 00:00:00+00:00,-0.06810631
2000-03-31 00:00:00+00:00,0.04130809
2000-04-03 00:00:00+00:00,-0.05218855
2000-04-04 00:00:00+00:00,0.05172414
2000-04-05 00:00:00+00:00,0.02693603
2000-04-06 00:00:00+00:00,0.02823920
2000-04-07 00:00:00+00:00,-0.01639344
2000-04-10 00:00:00+00:00,-0.01487603
2000-04-11 00:00:00+00:00,0.01333333
2000-04-12 00:00:00+00:00,-0.01324503
2000-04-13 00:00:00+00:00,0.01001669
2000-04-14 00:00:00+00:00,-0.01328904
2000-04-17 00:00:00+00:00,0.01003344
2000-04-18 00:00:00+00:00,0.07653910
2000-04-19 00:00:00+00:00,-0.03685897
2000-04-20 00:00:00+00:00,-0.02936378
2000-04-25 00:00:00+00:00,-0.04139073
2000-04-26 00:00:00+00:00,-0.01015228
2000-04-27 00:00:00+00:00,-0.04931973
2000-04-28 00:00:00+00:00,0.00522648
2000-05-02 00:00:00+00:00,0.04130809
2000-05-03 00:00:00+00:00,-0.00680272
2000-05-04 00:00:00+00:00,0.02385009
2000-05-05 00:00:00+00:00,0.00841751
2000-05-08 00:00:00+00:00,-0.04355109
2000-05-09 00:00:00+00:00,0.01364503
2000-05-10 00:00:00+00:00,0.02040816
2000-05-11 00:00:00+00:00,0.06734007
2000-05-12 00:00:00+00:00,-0.00325733
2000-05-15 00:00:00+00:00,-0.03099511
2000-05-16 00:00:00+00:00,0.07333333
2000-05-17 00:00:00+00:00,-0.02018634
2000-05-18 00:00:00+00:00,0.02197802
2000-05-19 00:00:00+00:00,0.06832298
2000-05-22 00:00:00+00:00,-0.00900901
2000-05-23 00:00:00+00:00,-0.01809955
2000-05-24 00:00:00+00:00,0.02130898
2000-05-25 00:00:00+00:00,0.00150602
2000-05-26 00:00:00+00:00,-0.02105263
2000-05-30 00:00:00+00:00,-0.03951368
2000-05-31 00:00:00+00:00,0.03100775
2000-06-01 00:00:00+00:00,0.01374046
2000-06-02 00:00:00+00:00,-0.02579666
2000-06-05 00:00:00+00:00,-0.03379416
2000-06-06 00:00:00+00:00,-0.00625000
2000-06-07 00:00:00+00:00,-0.04388715
2000-06-08 00:00:00+00:00,0.07532051
2000-06-09 00:00:00+00:00,0.00617284
2000-06-12 00:00:00+00:00,-0.01538462
2000-06-13 00:00:00+00:00,0.01550388
2000-06-14 00:00:00+00:00,0.00307692
2000-06-15 00:00:00+00:00,0.01382488
2000-06-16 00:00:00+00:00,0.01371951
2000-06-19 00:00:00+00:00,-0.02121212
2000-06-20 00:00:00+00:00,-0.03522205
2000-06-21 00:00:00+00:00,0.03588144
2000-06-22 00:00:00+00:00,0.01684533
2000-06-23 00:00:00+00:00,-0.06676783
2000-06-26 00:00:00+00:00,-0.07221350
2000-06-27 00:00:00+00:00,0.01791531
2000-06-28 00:00:00+00:00,0.00645161
2000-06-29 00:00:00+00:00,-0.00964630
2000-06-30 00:00:00+00:00,-0.03715670
2000-07-03 00:00:00+00:00,-0.01482702
2000-07-04 00:00:00+00:00,0.04643449
2000-07-05 00:00:00+00:00,-0.00161812
2000-07-06 00:00:00+00:00,-0.01458671
2000-07-07 00:00:00+00:00,0.03752039
2000-07-10 00:00:00+00:00,-0.01765220
2000-07-11 00:00:00+00:00,0.02584814
2000-07-12 00:00:00+00:00,-0.02066773
2000-07-13 00:00:00+00:00,0.01123596
2000-07-14 00:00:00+00:00,-0.02073365
2000-07-17 00:00:00+00:00,0.06913183
2000-07-18 00:00:00+00:00,0.00751880
2000-07-19 00:00:00+00:00,0.00599700
2000-07-20 00:00:00+00:00,0.05381166
2000-07-21 00:00:00+00:00,0.00000000
2000-07-24 00:00:00+00:00,-0.07725948
2000-07-25 00:00:00+00:00,-0.00606061
2000-07-26 00:00:00+00:00,0.00607903
2000-07-27 00:00:00+00:00,-0.01515152
2000-07-28 00:00:00+00:00,0.02137405
2000-07-31 00:00:00+00:00,-0.01812689
2000-08-01 00:00:00+00:00,-0.01067073
2000-08-02 00:00:00+00:00,0.00765697
2000-08-03 00:00:00+00:00,-0.07480916
2000-08-04 00:00:00+00:00,-0.03011094
2000-08-07 00:00:00+00:00,-0.04025765
2000-08-08 00:00:00+00:00,0.01970443
2000-08-09 00:00:00+00:00,-0.02764228
2000-08-10 00:00:00+00:00,0.03135314
2000-08-11 00:00:00+00:00,-0.00487805
2000-08-14 00:00:00+00:00,0.00326264
2000-08-15 00:00:00+00:00,-0.00488599
2000-08-16 00:00:00+00:00,-0.00816993
2000-08-17 00:00:00+00:00,-0.00492611
2000-08-18 00:00:00+00:00,0.00329489
2000-08-21 00:00:00+00:00,0.01151316
2000-08-22 00:00:00+00:00,-0.00326264
2000-08-23 00:00:00+00:00,-0.04738562
2000-08-24 00:00:00+00:00,0.04194631
2000-08-25 00:00:00+00:00,-0.01973684
2000-08-29 00:00:00+00:00,-0.00664452
2000-08-30 00:00:00+00:00,0.03005008
2000-08-31 00:00:00+00:00,0.03618421
2000-09-01 00:00:00+00:00,-0.00969305
2000-09-04 00:00:00+00:00,0.02922078
2000-09-05 00:00:00+00:00,-0.00640000
2000-09-06 00:00:00+00:00,0.00963082
2000-09-07 00:00:00+00:00,-0.02555911
2000-09-08 00:00:00+00:00,0.04525633
2000-09-11 00:00:00+00:00,0.02215190
2000-09-12 00:00:00+00:00,0.02190923
2000-09-13 00:00:00+00:00,0.00000000
2000-09-14 00:00:00+00:00,0.01545595
2000-09-15 00:00:00+00:00,0.02307692
2000-09-18 00:00:00+00:00,0.00902256
2000-09-19 00:00:00+00:00,-0.01497006
2000-09-20 00:00:00+00:00,-0.01656627
2000-09-21 00:00:00+00:00,-0.02579666
2000-09-22 00:00:00+00:00,-0.02461538
2000-09-25 00:00:00+00:00,-0.01869159
2000-09-26 00:00:00+00:00,-0.00943396
2000-09-27 00:00:00+00:00,-0.01579779
2000-09-28 00:00:00+00:00,-0.01433121
2000-09-29 00:00:00+00:00,0.02568218
2000-10-02 00:00:00+00:00,-0.01426307
2000-10-03 00:00:00+00:00,0.01754386
2000-10-04 00:00:00+00:00,0.01898734
2000-10-05 00:00:00+00:00,0.06426332
2000-10-06 00:00:00+00:00,-0.02127660
2000-10-09 00:00:00+00:00,-0.00921659
2000-10-10 00:00:00+00:00,0.03086420
2000-10-11 00:00:00+00:00,-0.02427921
2000-10-12 00:00:00+00:00,-0.03225806
2000-10-13 00:00:00+00:00,0.00936037
2000-10-16 00:00:00+00:00,0.00310559
2000-10-17 00:00:00+00:00,0.00930233
2000-10-18 00:00:00+00:00,-0.00308642
2000-10-19 00:00:00+00:00,-0.00309119
2000-10-20 00:00:00+00:00,-0.04179567
2000-10-23 00:00:00+00:00,-0.01898734
2000-10-24 00:00:00+00:00,0.03833866
2000-10-25 00:00:00+00:00,-0.02821317
2000-10-26 00:00:00+00:00,0.01271860
2000-10-27 00:00:00+00:00,-0.06635071
2000-10-30 00:00:00+00:00,-0.02941176
2000-10-31 00:00:00+00:00,0.01326700
2000-11-01 00:00:00+00:00,-0.01317957
2000-11-02 00:00:00+00:00,0.02321725
2000-11-03 00:00:00+00:00,0.00000000
2000-11-06 00:00:00+00:00,-0.02295082
2000-11-07 00:00:00+00:00,0.00331675
2000-11-08 00:00:00+00:00,-0.00663350
2000-11-09 00:00:00+00:00,0.00332779
2000-11-10 00:00:00+00:00,-0.02325581
2000-11-13 00:00:00+00:00,-0.05042017
2000-11-14 00:00:00+00:00,-0.00517241
2000-11-15 00:00:00+00:00,0.00173010
2000-11-16 00:00:00+00:00,-0.00693241
2000-11-17 00:00:00+00:00,0.00000000
2000-11-20 00:00:00+00:00,-0.01565217
2000-11-21 00:00:00+00:00,-0.01225919
2000-11-22 00:00:00+00:00,0.00000000
2000-11-23 00:00:00+00:00,-0.01757469
2000-11-24 00:00:00+00:00,-0.01595745
2000-11-27 00:00:00+00:00,-0.00178891
2000-11-28 00:00:00+00:00,0.00000000
2000-11-29 00:00:00+00:00,0.01431127
2000-11-30 00:00:00+00:00,0.05160142
2000-12-01 00:00:00+00:00,-0.03125000
2000-12-04 00:00:00+00:00,0.00705467
2000-12-05 00:00:00+00:00,0.00880282
2000-12-06 00:00:00+00:00,-0.01233704
2000-12-07 00:00:00+00:00,0.01236749
2000-12-08 00:00:00+00:00,-0.01757469
2000-12-11 00:00:00+00:00,-0.04247788
2000-12-12 00:00:00+00:00,-0.01081081
2000-12-13 00:00:00+00:00,0.02893309
2000-12-14 00:00:00+00:00,0.00000000
2000-12-15 00:00:00+00:00,0.00702988
2000-12-18 00:00:00+00:00,-0.00526316
2000-12-19 00:00:00+00:00,-0.00351494
2000-12-20 00:00:00+00:00,0.02998236
2000-12-21 00:00:00+00:00,0.06620209
2000-12-22 00:00:00+00:00,-0.01528014
2000-12-27 00:00:00+00:00,0.00171233
2000-12-28 00:00:00+00:00,-0.01025641
2000-12-29 00:00:00+00:00,-0.01032702
2001-01-02 00:00:00+00:00,0.01727116
2001-01-03 00:00:00+00:00,-0.02910959
2001-01-04 00:00:00+00:00,0.01567944
